hole_1,hole_2,hole_3,hole_4,hole_5,hole_6,hole_7,hole_8,hole_9,hole_10,hole_11,hole_12,hole_13,hole_14,hole_15,hole_16,hole_17,hole_18,title
5.0,3.0,4.0,6.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,Match Play Qualifier #2 - Rob Retzlaff Scorecard | WSGA
5.0,4.0,5.0,4.0,3.0,5.0,4.0,5.0,5.0,3.0,3.0,5.0,4.0,4.0,6.0,4.0,3.0,5.0,Match Play Qualifier #2 - Matt Elstad Scorecard | WSGA
4.0,4.0,4.0,5.0,3.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,6.0,5.0,3.0,6.0,Match Play Qualifier #2 - Bradley Hill Scorecard | WSGA
6.0,4.0,5.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,Match Play Qualifier #2 - Ryan Hurab Scorecard | WSGA
6.0,3.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,3.0,5.0,5.0,4.0,3.0,5.0,Match Play Qualifier #2 - Grant Burish Scorecard | WSGA
5.0,4.0,6.0,6.0,4.0,5.0,4.0,4.0,5.0,2.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,5.0,Match Play Qualifier #2 - Alec Sheaffer Scorecard | WSGA
4.0,3.0,5.0,5.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,7.0,3.0,5.0,5.0,4.0,3.0,6.0,Match Play Qualifier #2 - Christopher Severson Scorecard | WSGA
3.0,3.0,4.0,5.0,5.0,6.0,3.0,5.0,4.0,3.0,4.0,5.0,3.0,5.0,6.0,4.0,3.0,6.0,Match Play Qualifier #2 - Daryl Schrader Scorecard | WSGA
4.0,4.0,5.0,6.0,2.0,5.0,3.0,5.0,4.0,4.0,4.0,5.0,3.0,6.0,5.0,4.0,3.0,5.0,Match Play Qualifier #2 - Michael Shomo Scorecard | WSGA
4.0,4.0,5.0,5.0,2.0,6.0,4.0,4.0,5.0,2.0,4.0,4.0,3.0,4.0,7.0,7.0,2.0,6.0,Match Play Qualifier #2 - John Thomas Naumann Scorecard | WSGA
4.0,4.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,3.0,5.0,4.0,3.0,4.0,6.0,4.0,4.0,5.0,Match Play Qualifier #2 - Bob Richards Scorecard | WSGA
5.0,4.0,4.0,5.0,4.0,5.0,4.0,3.0,5.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,6.0,Match Play Qualifier #2 - Rollin Petersen Scorecard | WSGA
4.0,4.0,5.0,4.0,3.0,5.0,4.0,4.0,6.0,4.0,5.0,4.0,4.0,5.0,5.0,3.0,4.0,5.0,Match Play Qualifier #2 - Brandon Parks-Larson Scorecard | WSGA
4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,3.0,5.0,6.0,3.0,6.0,5.0,4.0,4.0,5.0,Match Play Qualifier #2 - David Bae Scorecard | WSGA
3.0,3.0,5.0,5.0,3.0,5.0,4.0,4.0,6.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,6.0,Match Play Qualifier #2 - Brian Campbell Scorecard | WSGA
4.0,4.0,7.0,6.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,3.0,3.0,5.0,Match Play Qualifier #2 - Andy Waselchuk Scorecard | WSGA
4.0,3.0,5.0,6.0,3.0,4.0,3.0,5.0,5.0,3.0,5.0,4.0,4.0,4.0,7.0,4.0,3.0,6.0,Match Play Qualifier #2 - Tyler Fishbune Scorecard | WSGA
4.0,4.0,5.0,5.0,4.0,4.0,6.0,4.0,5.0,3.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,5.0,Match Play Qualifier #2 - Travis Galston Scorecard | WSGA
4.0,4.0,5.0,5.0,3.0,6.0,3.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,6.0,4.0,3.0,4.0,Match Play Qualifier #2 - Ben Landvatter Scorecard | WSGA
5.0,3.0,5.0,6.0,4.0,6.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,Match Play Qualifier #2 - Larry Ring Scorecard | WSGA
4.0,3.0,5.0,6.0,4.0,5.0,3.0,6.0,4.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,Match Play Qualifier #2 - Dawson Hinz Scorecard | WSGA
4.0,3.0,6.0,5.0,3.0,4.0,3.0,5.0,4.0,3.0,5.0,5.0,3.0,5.0,5.0,6.0,5.0,5.0,Match Play Qualifier #2 - Nicholas Zellmer Scorecard | WSGA
4.0,4.0,4.0,5.0,3.0,5.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,7.0,Match Play Qualifier #2 - Taylor Ryman Scorecard | WSGA
4.0,2.0,5.0,5.0,5.0,6.0,3.0,5.0,6.0,3.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,Match Play Qualifier #2 - Sam Schlosser Scorecard | WSGA
4.0,3.0,5.0,5.0,3.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,4.0,4.0,6.0,Match Play Qualifier #2 - Alex Premo Scorecard | WSGA
3.0,4.0,4.0,6.0,4.0,5.0,3.0,4.0,5.0,3.0,5.0,6.0,4.0,5.0,4.0,4.0,4.0,6.0,Match Play Qualifier #2 - Trent Griesemer Scorecard | WSGA
6.0,3.0,5.0,5.0,4.0,5.0,2.0,5.0,5.0,3.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,Match Play Qualifier #2 - Charlie Baumann Scorecard | WSGA
4.0,4.0,5.0,5.0,3.0,3.0,3.0,8.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,4.0,3.0,6.0,Match Play Qualifier #2 - Cory Sokol Scorecard | WSGA
3.0,4.0,6.0,7.0,4.0,5.0,4.0,5.0,5.0,3.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,5.0,Match Play Qualifier #2 - Michael Keener Scorecard | WSGA
5.0,3.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,3.0,5.0,4.0,2.0,6.0,5.0,5.0,3.0,6.0,Match Play Qualifier #2 - Andrew Otto Scorecard | WSGA
4.0,4.0,4.0,6.0,4.0,5.0,4.0,5.0,6.0,3.0,5.0,4.0,3.0,4.0,7.0,5.0,3.0,4.0,Match Play Qualifier #2 - Derick Disch Scorecard | WSGA
5.0,5.0,5.0,6.0,3.0,4.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,6.0,3.0,7.0,Match Play Qualifier #2 - Mike Ratkovitch Scorecard | WSGA
4.0,3.0,4.0,6.0,3.0,6.0,4.0,4.0,5.0,4.0,6.0,5.0,4.0,4.0,6.0,4.0,3.0,5.0,Match Play Qualifier #2 - Ryan Duffey Scorecard | WSGA
5.0,5.0,5.0,5.0,3.0,7.0,4.0,5.0,4.0,3.0,4.0,6.0,3.0,4.0,5.0,4.0,3.0,5.0,Match Play Qualifier #2 - Tony Ausick Scorecard | WSGA
5.0,4.0,6.0,5.0,5.0,6.0,4.0,4.0,5.0,3.0,3.0,4.0,3.0,5.0,6.0,4.0,5.0,4.0,Match Play Qualifier #2 - Drew Zimmerman Scorecard | WSGA
5.0,3.0,5.0,6.0,3.0,5.0,3.0,7.0,6.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,5.0,Match Play Qualifier #2 - Gary Dahlke Scorecard | WSGA
7.0,3.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,3.0,5.0,4.0,4.0,7.0,5.0,4.0,3.0,5.0,Match Play Qualifier #2 - Jensen Peck Scorecard | WSGA
4.0,3.0,5.0,6.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,7.0,6.0,5.0,3.0,5.0,Match Play Qualifier #2 - Matt Masterson Scorecard | WSGA
4.0,4.0,5.0,6.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0,6.0,4.0,6.0,6.0,3.0,3.0,7.0,Match Play Qualifier #2 - Andrew Krei Scorecard | WSGA
6.0,4.0,5.0,5.0,3.0,4.0,3.0,6.0,6.0,3.0,5.0,3.0,4.0,6.0,5.0,5.0,3.0,5.0,Match Play Qualifier #2 - Kyle Schroeder Scorecard | WSGA
5.0,4.0,6.0,6.0,3.0,5.0,3.0,4.0,4.0,3.0,6.0,5.0,3.0,4.0,4.0,5.0,4.0,7.0,Match Play Qualifier #2 - Ben Bench Scorecard | WSGA
4.0,3.0,5.0,3.0,5.0,4.0,4.0,4.0,6.0,4.0,6.0,4.0,4.0,7.0,7.0,3.0,4.0,4.0,Match Play Qualifier #2 - Matthew Severance Scorecard | WSGA
5.0,3.0,5.0,5.0,4.0,5.0,3.0,5.0,6.0,3.0,6.0,3.0,4.0,6.0,4.0,5.0,3.0,6.0,Match Play Qualifier #2 - Jeb Vachuska Scorecard | WSGA
4.0,4.0,6.0,5.0,2.0,5.0,3.0,4.0,7.0,3.0,6.0,5.0,4.0,4.0,4.0,5.0,5.0,6.0,Match Play Qualifier #2 - Tyler Krischan Scorecard | WSGA
4.0,4.0,5.0,5.0,4.0,5.0,3.0,5.0,6.0,3.0,4.0,5.0,3.0,4.0,7.0,4.0,4.0,7.0,Match Play Qualifier #2 - Jeff Kaether Scorecard | WSGA
4.0,4.0,6.0,4.0,3.0,6.0,4.0,6.0,5.0,4.0,4.0,4.0,4.0,6.0,5.0,4.0,4.0,5.0,Match Play Qualifier #2 - Andrew Yontz Scorecard | WSGA
4.0,4.0,5.0,5.0,3.0,4.0,4.0,7.0,4.0,4.0,5.0,6.0,3.0,6.0,4.0,5.0,3.0,6.0,Match Play Qualifier #2 - Thomas Ulrich Jr Scorecard | WSGA
3.0,3.0,5.0,6.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,4.0,4.0,7.0,5.0,5.0,3.0,5.0,Match Play Qualifier #2 - Tanner Keel Scorecard | WSGA
3.0,3.0,5.0,5.0,4.0,5.0,4.0,5.0,6.0,3.0,5.0,5.0,4.0,5.0,4.0,6.0,4.0,6.0,Match Play Qualifier #2 - Karl Reynolds Scorecard | WSGA
4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,6.0,2.0,4.0,5.0,4.0,6.0,4.0,5.0,3.0,7.0,Match Play Qualifier #2 - Ryan Schave Scorecard | WSGA
4.0,3.0,5.0,6.0,3.0,4.0,3.0,8.0,6.0,3.0,4.0,4.0,3.0,7.0,5.0,5.0,4.0,5.0,Match Play Qualifier #2 - Andrew Krueger Scorecard | WSGA
5.0,4.0,5.0,4.0,4.0,5.0,3.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,6.0,5.0,4.0,5.0,Match Play Qualifier #2 - Matthew Kraus Scorecard | WSGA
5.0,4.0,6.0,6.0,3.0,6.0,4.0,4.0,5.0,3.0,4.0,7.0,4.0,4.0,5.0,4.0,4.0,5.0,Match Play Qualifier #2 - Sam Cianciola Scorecard | WSGA
4.0,4.0,5.0,5.0,4.0,5.0,3.0,5.0,3.0,4.0,4.0,5.0,4.0,9.0,6.0,5.0,4.0,5.0,Match Play Qualifier #2 - Alex Eichelberger Scorecard | WSGA
5.0,3.0,6.0,5.0,3.0,6.0,3.0,5.0,7.0,2.0,5.0,6.0,5.0,4.0,6.0,4.0,3.0,7.0,Match Play Qualifier #2 - Kevin Entwistle Scorecard | WSGA
5.0,4.0,5.0,6.0,3.0,5.0,3.0,6.0,6.0,4.0,5.0,7.0,3.0,6.0,5.0,4.0,4.0,5.0,Match Play Qualifier #2 - Tyler Raatz Scorecard | WSGA
4.0,3.0,5.0,4.0,3.0,6.0,5.0,5.0,6.0,3.0,4.0,5.0,3.0,8.0,7.0,4.0,5.0,6.0,Match Play Qualifier #2 - Joseph Kapugia Scorecard | WSGA
6.0,5.0,7.0,5.0,3.0,4.0,4.0,5.0,5.0,3.0,6.0,5.0,4.0,4.0,7.0,4.0,4.0,5.0,Match Play Qualifier #2 - Jason Harder Scorecard | WSGA
4.0,3.0,5.0,6.0,3.0,4.0,7.0,5.0,4.0,3.0,4.0,6.0,4.0,7.0,6.0,5.0,5.0,5.0,Match Play Qualifier #2 - Kyle Bence Scorecard | WSGA
4.0,3.0,5.0,7.0,4.0,6.0,3.0,5.0,4.0,6.0,4.0,5.0,4.0,5.0,7.0,5.0,3.0,6.0,Match Play Qualifier #2 - Ben Fetters Scorecard | WSGA
4.0,6.0,6.0,6.0,3.0,6.0,4.0,5.0,4.0,3.0,5.0,5.0,4.0,4.0,6.0,6.0,4.0,6.0,Match Play Qualifier #2 - Jack Klimowicz Scorecard | WSGA
6.0,5.0,7.0,4.0,5.0,4.0,3.0,4.0,5.0,3.0,5.0,5.0,4.0,8.0,6.0,5.0,3.0,5.0,Match Play Qualifier #2 - Judson Quinn Scorecard | WSGA
8.0,3.0,5.0,5.0,3.0,6.0,3.0,6.0,6.0,2.0,7.0,5.0,3.0,6.0,5.0,5.0,4.0,5.0,Match Play Qualifier #2 - Alexander Fons Scorecard | WSGA
4.0,4.0,5.0,5.0,3.0,7.0,4.0,6.0,5.0,3.0,5.0,5.0,4.0,5.0,6.0,6.0,7.0,7.0,Match Play Qualifier #2 - Will Waller Scorecard | WSGA
6.0,4.0,6.0,5.0,3.0,5.0,4.0,5.0,6.0,3.0,7.0,4.0,3.0,8.0,9.0,3.0,4.0,6.0,Match Play Qualifier #2 - Eric Schumacher Scorecard | WSGA
6.0,4.0,7.0,6.0,5.0,6.0,3.0,5.0,6.0,4.0,4.0,6.0,3.0,6.0,7.0,5.0,3.0,5.0,Match Play Qualifier #2 - Mark Analla Scorecard | WSGA
4.0,4.0,5.0,5.0,5.0,6.0,4.0,6.0,5.0,4.0,4.0,4.0,4.0,7.0,8.0,9.0,3.0,6.0,Match Play Qualifier #2 - Nicholas Benz Scorecard | WSGA
4.0,4.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,3.0,7.0,6.0,5.0,5.0,5.0,6.0,3.0,6.0,Match Play Qualifier #2 - Joel Matthies Scorecard | WSGA
5.0,4.0,5.0,6.0,5.0,7.0,3.0,7.0,8.0,3.0,6.0,5.0,4.0,5.0,6.0,6.0,4.0,5.0,Match Play Qualifier #2 - Joseph Forbush Scorecard | WSGA
4.0,4.0,5.0,5.0,3.0,7.0,3.0,6.0,5.0,3.0,5.0,7.0,4.0,11.0,9.0,4.0,4.0,5.0,Match Play Qualifier #2 - Chris Klimowicz Scorecard | WSGA
4.0,5.0,5.0,5.0,5.0,5.0,3.0,6.0,7.0,7.0,5.0,4.0,4.0,10.0,6.0,4.0,5.0,7.0,Match Play Qualifier #2 - Matthew Schmit Scorecard | WSGA
6.0,4.0,3.0,5.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,5.0,Match Play Qualifying - Patrick Cahill Scorecard | WSGA
4.0,4.0,4.0,4.0,3.0,5.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,6.0,3.0,4.0,3.0,5.0,Match Play Qualifying - David Spengler Scorecard | WSGA
5.0,4.0,7.0,5.0,2.0,4.0,2.0,3.0,4.0,5.0,3.0,5.0,3.0,4.0,4.0,5.0,3.0,4.0,Match Play Qualifying - Matt Sieg Scorecard | WSGA
4.0,3.0,5.0,5.0,3.0,3.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,Match Play Qualifying - Matthew McIntosh Scorecard | WSGA
5.0,4.0,4.0,5.0,3.0,5.0,4.0,5.0,4.0,2.0,5.0,5.0,3.0,4.0,4.0,4.0,3.0,5.0,Match Play Qualifying - Don Loeser Scorecard | WSGA
3.0,4.0,5.0,5.0,3.0,5.0,3.0,3.0,5.0,3.0,6.0,4.0,3.0,6.0,4.0,4.0,3.0,5.0,Match Play Qualifying - George Botts Scorecard | WSGA
5.0,3.0,5.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0,5.0,5.0,4.0,3.0,5.0,Match Play Qualifying - Brooks Johnson Scorecard | WSGA
4.0,4.0,4.0,5.0,3.0,5.0,3.0,7.0,6.0,3.0,3.0,3.0,3.0,5.0,5.0,4.0,4.0,4.0,Match Play Qualifying - Joshua Haunty Scorecard | WSGA
5.0,3.0,5.0,6.0,3.0,4.0,3.0,5.0,4.0,3.0,4.0,5.0,4.0,3.0,5.0,4.0,4.0,6.0,Match Play Qualifying - Matt Thomsen Scorecard | WSGA
4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,5.0,6.0,3.0,4.0,5.0,5.0,3.0,6.0,Match Play Qualifying - Henry Mulvey Scorecard | WSGA
3.0,3.0,5.0,5.0,3.0,4.0,3.0,4.0,7.0,3.0,4.0,6.0,4.0,4.0,5.0,5.0,3.0,6.0,Match Play Qualifying - Ryan Duffey Scorecard | WSGA
5.0,6.0,6.0,6.0,3.0,4.0,3.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,6.0,Match Play Qualifying - Kyle Tanriverdi Scorecard | WSGA
5.0,4.0,5.0,5.0,3.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,3.0,5.0,5.0,5.0,3.0,5.0,Match Play Qualifying - Ryne Clatworthy Scorecard | WSGA
4.0,3.0,4.0,5.0,6.0,4.0,3.0,4.0,6.0,4.0,4.0,4.0,3.0,5.0,5.0,6.0,3.0,6.0,Match Play Qualifying - Austin Kendziorski Scorecard | WSGA
4.0,4.0,4.0,5.0,3.0,4.0,3.0,4.0,9.0,3.0,5.0,4.0,4.0,5.0,5.0,4.0,3.0,6.0,Match Play Qualifying - Tyler Piddington Scorecard | WSGA
4.0,5.0,5.0,6.0,4.0,4.0,4.0,5.0,4.0,3.0,5.0,5.0,3.0,5.0,4.0,4.0,3.0,6.0,Match Play Qualifying - Brandon Wilson Scorecard | WSGA
4.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,3.0,5.0,7.0,5.0,3.0,6.0,Match Play Qualifying - Jason Jochem Scorecard | WSGA
5.0,4.0,5.0,6.0,2.0,5.0,3.0,4.0,5.0,3.0,5.0,5.0,4.0,4.0,5.0,3.0,4.0,7.0,Match Play Qualifying - Clint Slizewski Scorecard | WSGA
6.0,3.0,5.0,5.0,4.0,5.0,3.0,3.0,4.0,3.0,5.0,5.0,3.0,8.0,5.0,4.0,3.0,5.0,Match Play Qualifying - Justin Rowe Scorecard | WSGA
4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,7.0,6.0,4.0,4.0,5.0,3.0,6.0,Match Play Qualifying - Adam Kosa Scorecard | WSGA
4.0,4.0,5.0,6.0,3.0,4.0,4.0,4.0,6.0,4.0,5.0,7.0,4.0,3.0,5.0,4.0,3.0,5.0,Match Play Qualifying - Nathan Kannenberg Scorecard | WSGA
4.0,4.0,4.0,5.0,3.0,4.0,3.0,4.0,5.0,4.0,5.0,6.0,3.0,7.0,6.0,5.0,5.0,4.0,Match Play Qualifying - Matt Masterson Scorecard | WSGA
4.0,4.0,5.0,5.0,3.0,4.0,3.0,5.0,5.0,3.0,5.0,5.0,3.0,7.0,5.0,6.0,3.0,6.0,Match Play Qualifying - Tyler Raatz Scorecard | WSGA
6.0,4.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,4.0,5.0,6.0,2.0,6.0,5.0,4.0,3.0,5.0,Match Play Qualifying - Nathan Gilbert Scorecard | WSGA
5.0,5.0,5.0,5.0,6.0,4.0,2.0,6.0,6.0,3.0,4.0,5.0,4.0,6.0,4.0,4.0,4.0,4.0,Match Play Qualifying - Eric Cichy Scorecard | WSGA
3.0,3.0,6.0,6.0,4.0,4.0,3.0,6.0,5.0,5.0,5.0,5.0,4.0,5.0,6.0,5.0,3.0,4.0,Match Play Qualifying - Gregory Leifel Scorecard | WSGA
4.0,4.0,5.0,5.0,3.0,5.0,3.0,6.0,5.0,3.0,5.0,5.0,3.0,7.0,6.0,4.0,4.0,5.0,Match Play Qualifying - Joseph Kapugia Scorecard | WSGA
4.0,5.0,6.0,5.0,4.0,4.0,3.0,5.0,5.0,2.0,4.0,5.0,3.0,8.0,5.0,7.0,2.0,5.0,Match Play Qualifying - Mark Analla Scorecard | WSGA
4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,7.0,5.0,6.0,4.0,5.0,Match Play Qualifying - Benjamin Groonwald Scorecard | WSGA
4.0,4.0,6.0,6.0,3.0,5.0,4.0,4.0,6.0,4.0,4.0,5.0,3.0,5.0,6.0,4.0,3.0,7.0,Match Play Qualifying - Patrick Schmitt Scorecard | WSGA
6.0,5.0,5.0,6.0,4.0,4.0,2.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,7.0,Match Play Qualifying - Jim Teymer Scorecard | WSGA
5.0,3.0,5.0,6.0,3.0,5.0,3.0,4.0,5.0,5.0,4.0,5.0,4.0,6.0,6.0,5.0,4.0,5.0,Match Play Qualifying - Patrick Gorman Scorecard | WSGA
6.0,5.0,7.0,6.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,3.0,4.0,Match Play Qualifying - Alex North Scorecard | WSGA
4.0,4.0,6.0,6.0,5.0,4.0,4.0,5.0,6.0,3.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,Match Play Qualifying - David Bach Scorecard | WSGA
6.0,4.0,5.0,6.0,4.0,4.0,3.0,4.0,5.0,3.0,5.0,6.0,4.0,7.0,5.0,5.0,3.0,6.0,Match Play Qualifying - Brady Spielbauer Scorecard | WSGA
5.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,6.0,5.0,5.0,4.0,6.0,6.0,4.0,3.0,6.0,Match Play Qualifying - Tanner Keel Scorecard | WSGA
4.0,3.0,5.0,6.0,4.0,5.0,4.0,8.0,5.0,4.0,6.0,5.0,4.0,6.0,4.0,5.0,2.0,5.0,Match Play Qualifying - Matthew Feller Scorecard | WSGA
4.0,3.0,6.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,9.0,4.0,6.0,7.0,4.0,4.0,6.0,Match Play Qualifying - Jonas Laursen Scorecard | WSGA
4.0,4.0,5.0,6.0,3.0,5.0,3.0,6.0,5.0,6.0,5.0,5.0,3.0,6.0,6.0,5.0,4.0,5.0,Match Play Qualifying - Ben Wiora Scorecard | WSGA
4.0,4.0,5.0,5.0,4.0,5.0,4.0,6.0,4.0,4.0,5.0,8.0,5.0,5.0,4.0,5.0,3.0,6.0,Match Play Qualifying - Kyle Hubertz Scorecard | WSGA
4.0,3.0,5.0,7.0,3.0,5.0,3.0,5.0,4.0,3.0,8.0,4.0,4.0,9.0,4.0,5.0,5.0,5.0,Match Play Qualifying - Clint Carey Scorecard | WSGA
4.0,6.0,6.0,5.0,3.0,5.0,3.0,5.0,7.0,4.0,6.0,5.0,3.0,4.0,6.0,5.0,3.0,6.0,Match Play Qualifying - Bill Holden Scorecard | WSGA
5.0,3.0,6.0,7.0,4.0,5.0,3.0,4.0,5.0,4.0,6.0,6.0,4.0,4.0,6.0,6.0,5.0,5.0,Match Play Qualifying - Will Waller Scorecard | WSGA
4.0,3.0,5.0,5.0,4.0,4.0,4.0,6.0,6.0,5.0,5.0,5.0,4.0,9.0,6.0,5.0,3.0,5.0,Match Play Qualifying - Ryan Jensen Scorecard | WSGA
4.0,5.0,7.0,7.0,3.0,4.0,3.0,5.0,5.0,4.0,5.0,5.0,4.0,6.0,6.0,5.0,4.0,6.0,Match Play Qualifying - Kevin Entwistle Scorecard | WSGA
4.0,6.0,7.0,5.0,3.0,6.0,4.0,4.0,5.0,4.0,7.0,6.0,5.0,5.0,4.0,4.0,4.0,6.0,Match Play Qualifying - Mike Aumann Scorecard | WSGA
4.0,4.0,6.0,6.0,7.0,3.0,5.0,4.0,5.0,4.0,7.0,3.0,3.0,7.0,7.0,6.0,4.0,6.0,Match Play Qualifying - Nathan Rego Scorecard | WSGA
9.0,4.0,5.0,6.0,5.0,5.0,5.0,4.0,7.0,3.0,5.0,4.0,3.0,6.0,8.0,4.0,3.0,5.0,Match Play Qualifying - Casslan Neesam Scorecard | WSGA
7.0,5.0,4.0,6.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,7.0,4.0,6.0,8.0,4.0,5.0,6.0,Match Play Qualifying - Anthony Rocha Scorecard | WSGA
6.0,5.0,8.0,6.0,6.0,5.0,4.0,3.0,5.0,4.0,6.0,5.0,5.0,6.0,5.0,5.0,4.0,6.0,Match Play Qualifying - Jake Bengtson Scorecard | WSGA
6.0,5.0,5.0,8.0,3.0,6.0,4.0,7.0,5.0,4.0,7.0,5.0,5.0,6.0,5.0,5.0,4.0,6.0,Match Play Qualifying - Kurt Peter Scorecard | WSGA
4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,5.0,4.0,4.0,5.0,4.0,5.0,2.0,4.0,Match Play Qualifier-Dist. #5(H.S. Only) - Thomas Longbella Scorecard | WSGA
4.0,3.0,3.0,6.0,3.0,5.0,3.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,5.0,Match Play Qualifier-Dist. #5(H.S. Only) - Ryan Isaacson Scorecard | WSGA
5.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0,6.0,4.0,5.0,4.0,3.0,5.0,4.0,4.0,3.0,4.0,Match Play Qualifier-Dist. #5(H.S. Only) - Nathan Gilbert Scorecard | WSGA
4.0,3.0,5.0,6.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,3.0,5.0,4.0,4.0,3.0,5.0,Match Play Qualifier-Dist. #5(H.S. Only) - Jake Hulberg Scorecard | WSGA
6.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,6.0,6.0,4.0,4.0,3.0,3.0,3.0,4.0,Match Play Qualifier-Dist. #5(H.S. Only) - Sawyer Weiss Scorecard | WSGA
4.0,3.0,5.0,7.0,4.0,4.0,3.0,3.0,6.0,2.0,5.0,5.0,2.0,5.0,4.0,4.0,4.0,5.0,Match Play Qualifier-Dist. #5(H.S. Only) - Mitch Wittmann Scorecard | WSGA
5.0,3.0,5.0,4.0,3.0,5.0,3.0,5.0,6.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,Match Play Qualifier-Dist. #5(H.S. Only) - Shelem Vickers Scorecard | WSGA
4.0,4.0,6.0,5.0,3.0,3.0,3.0,5.0,6.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,5.0,Match Play Qualifier-Dist. #5(H.S. Only) - Zach Hentrich Scorecard | WSGA
4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,8.0,3.0,4.0,5.0,3.0,6.0,4.0,4.0,3.0,4.0,Match Play Qualifier-Dist. #5(H.S. Only) - Max Murphy Scorecard | WSGA
4.0,3.0,4.0,4.0,4.0,6.0,4.0,6.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,6.0,4.0,5.0,Match Play Qualifier-Dist. #5(H.S. Only) - Alan Lemons Scorecard | WSGA
5.0,3.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,3.0,4.0,5.0,3.0,5.0,5.0,4.0,3.0,5.0,Match Play Qualifier-Dist. #5(H.S. Only) - Mathew J. Bachmann Scorecard | WSGA
4.0,3.0,4.0,5.0,4.0,4.0,4.0,5.0,6.0,4.0,5.0,4.0,2.0,5.0,5.0,4.0,4.0,5.0,Match Play Qualifier-Dist. #5(H.S. Only) - Chapin Orr Scorecard | WSGA
