hole_1,hole_2,hole_3,hole_4,hole_5,hole_6,hole_7,hole_8,hole_9,hole_10,hole_11,hole_12,hole_13,hole_14,hole_15,hole_16,hole_17,hole_18,title,url
5.0,8.0,6.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,4.0,3.0,3.0,5.0,5.0,5.0,5.0,4.0,Amateur Qualifier (Wausau CC) - Ryan Leurquin Scorecard | WSGA,https://wsga.bluegolf.com/bluegolf/wsga16/event/wsga1623/contest/1/contestant/169/scorecard.htm
4.0,5.0,4.0,5.0,4.0,7.0,5.0,5.0,3.0,4.0,6.0,3.0,5.0,6.0,5.0,5.0,3.0,5.0,Amateur Qualifier (Wausau CC) - Wesley Schwarz Scorecard | WSGA,https://wsga.bluegolf.com/bluegolf/wsga16/event/wsga1623/contest/1/contestant/155/scorecard.htm
4.0,7.0,6.0,4.0,4.0,4.0,5.0,4.0,3.0,6.0,4.0,4.0,6.0,4.0,5.0,4.0,4.0,7.0,Amateur Qualifier (Wausau CC) - Nickolas Dismore Scorecard | WSGA,https://wsga.bluegolf.com/bluegolf/wsga16/event/wsga1623/contest/1/contestant/13/scorecard.htm
7.0,6.0,3.0,5.0,3.0,6.0,4.0,5.0,3.0,7.0,7.0,4.0,4.0,3.0,5.0,5.0,3.0,5.0,Amateur Qualifier (Wausau CC) - John Birnbaum Jr Scorecard | WSGA,https://wsga.bluegolf.com/bluegolf/wsga16/event/wsga1623/contest/1/contestant/61/scorecard.htm
4.0,7.0,4.0,5.0,3.0,5.0,4.0,5.0,3.0,4.0,5.0,3.0,5.0,5.0,8.0,6.0,5.0,5.0,Amateur Qualifier (Wausau CC) - Ian Lewis Scorecard | WSGA,https://wsga.bluegolf.com/bluegolf/wsga16/event/wsga1623/contest/1/contestant/135/scorecard.htm
5.0,5.0,4.0,4.0,5.0,7.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,6.0,5.0,5.0,6.0,Amateur Qualifier (Wausau CC) - Josh Denk Scorecard | WSGA,https://wsga.bluegolf.com/bluegolf/wsga16/event/wsga1623/contest/1/contestant/87/scorecard.htm
4.0,5.0,4.0,5.0,3.0,6.0,4.0,5.0,3.0,7.0,3.0,5.0,5.0,5.0,8.0,5.0,3.0,6.0,Amateur Qualifier (Wausau CC) - Kevin Leurquin Scorecard | WSGA,https://wsga.bluegolf.com/bluegolf/wsga16/event/wsga1623/contest/1/contestant/172/scorecard.htm
4.0,5.0,4.0,4.0,3.0,5.0,5.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,3.0,4.0,State Amateur Qualifying-Dist. #2 - Chris Olson Scorecard | WSGA,https://wsga.bluegolf.com/bluegolf/wsga14/event/wsga1441/contest/1/contestant/3393/scorecard.htm
3.0,5.0,4.0,4.0,3.0,5.0,4.0,3.0,3.0,4.0,6.0,3.0,4.0,4.0,5.0,4.0,3.0,5.0,State Amateur Qualifying-Dist. #2 - Scott Howard Scorecard | WSGA,https://wsga.bluegolf.com/bluegolf/wsga14/event/wsga1441/contest/1/contestant/3399/scorecard.htm
4.0,5.0,4.0,4.0,2.0,6.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,5.0,3.0,3.0,5.0,State Amateur Qualifying-Dist. #2 - Chris Vendl Scorecard | WSGA,https://wsga.bluegolf.com/bluegolf/wsga14/event/wsga1441/contest/1/contestant/3432/scorecard.htm
4.0,6.0,4.0,5.0,4.0,6.0,4.0,5.0,2.0,3.0,4.0,3.0,3.0,5.0,4.0,4.0,3.0,4.0,State Amateur Qualifying-Dist. #2 - Larry Wetzel Scorecard | WSGA,https://wsga.bluegolf.com/bluegolf/wsga14/event/wsga1441/contest/1/contestant/3336/scorecard.htm
4.0,5.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,8.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,State Amateur Qualifying-Dist. #2 - Matt Sandquist Scorecard | WSGA,https://wsga.bluegolf.com/bluegolf/wsga14/event/wsga1441/contest/1/contestant/3348/scorecard.htm
3.0,5.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,5.0,4.0,5.0,5.0,3.0,4.0,State Amateur Qualifying-Dist. #2 - Austin Elsner Scorecard | WSGA,https://wsga.bluegolf.com/bluegolf/wsga14/event/wsga1441/contest/1/contestant/3378/scorecard.htm
4.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,6.0,2.0,3.0,6.0,State Amateur Qualifying-Dist. #2 - Adam Eggebrecht Scorecard | WSGA,https://wsga.bluegolf.com/bluegolf/wsga14/event/wsga1441/contest/1/contestant/3354/scorecard.htm
6.0,5.0,5.0,4.0,3.0,6.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,5.0,5.0,3.0,6.0,State Amateur Qualifying-Dist. #2 - Kaden Gorman Scorecard | WSGA,https://wsga.bluegolf.com/bluegolf/wsga14/event/wsga1441/contest/1/contestant/3406/scorecard.htm
3.0,5.0,4.0,4.0,2.0,6.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,6.0,State Amateur Qualifying-Dist. #2 - Brett Hughes Scorecard | WSGA,https://wsga.bluegolf.com/bluegolf/wsga14/event/wsga1441/contest/1/contestant/3384/scorecard.htm
4.0,6.0,3.0,4.0,4.0,5.0,3.0,4.0,3.0,4.0,5.0,3.0,4.0,5.0,4.0,5.0,3.0,6.0,State Amateur Qualifying-Dist. #2 - Jim Teymer Scorecard | WSGA,https://wsga.bluegolf.com/bluegolf/wsga14/event/wsga1441/contest/1/contestant/3369/scorecard.htm
4.0,5.0,10.0,4.0,3.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,State Amateur Qualifying-Dist. #2 - Matthew Tuman Scorecard | WSGA,https://wsga.bluegolf.com/bluegolf/wsga14/event/wsga1441/contest/1/contestant/3363/scorecard.htm
4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,6.0,5.0,4.0,3.0,3.0,5.0,4.0,5.0,3.0,5.0,State Amateur Qualifying-Dist. #2 - Derek Hilmershausen Scorecard | WSGA,https://wsga.bluegolf.com/bluegolf/wsga14/event/wsga1441/contest/1/contestant/3357/scorecard.htm
4.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,3.0,4.0,6.0,3.0,5.0,5.0,6.0,4.0,3.0,4.0,State Amateur Qualifying-Dist. #2 - Bob Kohl Scorecard | WSGA,https://wsga.bluegolf.com/bluegolf/wsga14/event/wsga1441/contest/1/contestant/3435/scorecard.htm
4.0,6.0,4.0,5.0,3.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,State Amateur Qualifying-Dist. #2 - Samuel Burdick Scorecard | WSGA,https://wsga.bluegolf.com/bluegolf/wsga14/event/wsga1441/contest/1/contestant/3424/scorecard.htm
4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,3.0,4.0,6.0,4.0,4.0,5.0,4.0,3.0,4.0,5.0,State Amateur Qualifying-Dist. #2 - Garth Gilster Scorecard | WSGA,https://wsga.bluegolf.com/bluegolf/wsga14/event/wsga1441/contest/1/contestant/3339/scorecard.htm
5.0,5.0,4.0,4.0,3.0,4.0,5.0,5.0,3.0,4.0,5.0,3.0,6.0,5.0,5.0,4.0,4.0,4.0,State Amateur Qualifying-Dist. #2 - Ryan Hofmeister Scorecard | WSGA,https://wsga.bluegolf.com/bluegolf/wsga14/event/wsga1441/contest/1/contestant/3412/scorecard.htm
3.0,5.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,7.0,5.0,4.0,6.0,4.0,5.0,4.0,3.0,5.0,State Amateur Qualifying-Dist. #2 - Mike Collins Scorecard | WSGA,https://wsga.bluegolf.com/bluegolf/wsga14/event/wsga1441/contest/1/contestant/3351/scorecard.htm
3.0,5.0,3.0,4.0,3.0,5.0,5.0,5.0,4.0,4.0,6.0,5.0,4.0,4.0,5.0,3.0,5.0,6.0,State Amateur Qualifying-Dist. #2 - Ethan Schmitz Scorecard | WSGA,https://wsga.bluegolf.com/bluegolf/wsga14/event/wsga1441/contest/1/contestant/3405/scorecard.htm
5.0,5.0,4.0,6.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,3.0,5.0,5.0,4.0,3.0,5.0,State Amateur Qualifying-Dist. #2 - Kyle Kolberg Scorecard | WSGA,https://wsga.bluegolf.com/bluegolf/wsga14/event/wsga1441/contest/1/contestant/3366/scorecard.htm
4.0,6.0,4.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0,7.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,State Amateur Qualifying-Dist. #2 - Brad Steichen Scorecard | WSGA,https://wsga.bluegolf.com/bluegolf/wsga14/event/wsga1441/contest/1/contestant/3429/scorecard.htm
4.0,5.0,5.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,State Amateur Qualifying-Dist. #2 - Benjamin Alt Scorecard | WSGA,https://wsga.bluegolf.com/bluegolf/wsga14/event/wsga1441/contest/1/contestant/3381/scorecard.htm
3.0,5.0,7.0,5.0,4.0,4.0,5.0,6.0,4.0,4.0,5.0,5.0,3.0,3.0,5.0,4.0,4.0,4.0,State Amateur Qualifying-Dist. #2 - Jared Dodge Scorecard | WSGA,https://wsga.bluegolf.com/bluegolf/wsga14/event/wsga1441/contest/1/contestant/3421/scorecard.htm
4.0,5.0,4.0,4.0,4.0,7.0,4.0,4.0,6.0,5.0,5.0,3.0,5.0,3.0,5.0,5.0,3.0,5.0,State Amateur Qualifying-Dist. #2 - Robert Montgomery Scorecard | WSGA,https://wsga.bluegolf.com/bluegolf/wsga14/event/wsga1441/contest/1/contestant/3390/scorecard.htm
4.0,5.0,5.0,4.0,3.0,6.0,4.0,4.0,3.0,4.0,6.0,3.0,4.0,6.0,6.0,4.0,4.0,6.0,State Amateur Qualifying-Dist. #2 - Ryan Koch Scorecard | WSGA,https://wsga.bluegolf.com/bluegolf/wsga14/event/wsga1441/contest/1/contestant/3387/scorecard.htm
4.0,5.0,5.0,4.0,6.0,7.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,3.0,5.0,State Amateur Qualifying-Dist. #2 - John Haag Scorecard | WSGA,https://wsga.bluegolf.com/bluegolf/wsga14/event/wsga1441/contest/1/contestant/3375/scorecard.htm
3.0,5.0,4.0,5.0,4.0,6.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,6.0,4.0,3.0,6.0,State Amateur Qualifying-Dist. #2 - Alex Okray Scorecard | WSGA,https://wsga.bluegolf.com/bluegolf/wsga14/event/wsga1441/contest/1/contestant/3333/scorecard.htm
4.0,5.0,5.0,6.0,4.0,6.0,5.0,4.0,3.0,4.0,5.0,3.0,4.0,4.0,5.0,5.0,6.0,5.0,State Amateur Qualifying-Dist. #2 - Dave Tuman Scorecard | WSGA,https://wsga.bluegolf.com/bluegolf/wsga14/event/wsga1441/contest/1/contestant/3360/scorecard.htm
5.0,5.0,7.0,5.0,4.0,6.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,6.0,3.0,4.0,5.0,State Amateur Qualifying-Dist. #2 - Troy Salewske Scorecard | WSGA,https://wsga.bluegolf.com/bluegolf/wsga14/event/wsga1441/contest/1/contestant/3396/scorecard.htm
4.0,8.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,5.0,4.0,5.0,5.0,4.0,5.0,State Amateur Qualifying-Dist. #2 - Mark Champion Scorecard | WSGA,https://wsga.bluegolf.com/bluegolf/wsga14/event/wsga1441/contest/1/contestant/3418/scorecard.htm
4.0,5.0,5.0,6.0,3.0,7.0,4.0,5.0,3.0,5.0,4.0,3.0,5.0,5.0,5.0,6.0,5.0,5.0,State Amateur Qualifying-Dist. #2 - Peter Hamacher Scorecard | WSGA,https://wsga.bluegolf.com/bluegolf/wsga14/event/wsga1441/contest/1/contestant/3415/scorecard.htm
4.0,6.0,4.0,6.0,4.0,5.0,6.0,6.0,4.0,5.0,5.0,2.0,4.0,6.0,6.0,4.0,4.0,5.0,State Amateur Qualifying-Dist. #2 - Isaac Bliek Scorecard | WSGA,https://wsga.bluegolf.com/bluegolf/wsga14/event/wsga1441/contest/1/contestant/3409/scorecard.htm
7.0,6.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,5.0,10.0,3.0,4.0,6.0,7.0,4.0,4.0,5.0,State Amateur Qualifying-Dist. #2 - John Teller Scorecard | WSGA,https://wsga.bluegolf.com/bluegolf/wsga14/event/wsga1441/contest/1/contestant/3342/scorecard.htm
6.0,5.0,5.0,6.0,5.0,7.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,7.0,5.0,3.0,4.0,4.0,State Amateur Qualifying-Dist. #2 - Rhys Wahleithner Scorecard | WSGA,https://wsga.bluegolf.com/bluegolf/wsga14/event/wsga1441/contest/1/contestant/3327/scorecard.htm
4.0,6.0,4.0,5.0,4.0,7.0,6.0,6.0,3.0,5.0,5.0,3.0,6.0,6.0,5.0,5.0,5.0,5.0,State Amateur Qualifying-Dist. #2 - Joel Polar Scorecard | WSGA,https://wsga.bluegolf.com/bluegolf/wsga14/event/wsga1441/contest/1/contestant/3372/scorecard.htm
6.0,6.0,5.0,4.0,4.0,6.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,6.0,6.0,5.0,6.0,5.0,State Amateur Qualifying-Dist. #2 - Ryan Heck Scorecard | WSGA,https://wsga.bluegolf.com/bluegolf/wsga14/event/wsga1441/contest/1/contestant/3402/scorecard.htm
3.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,State Amateur Qualifying-Dist. #2 - Michael Mortenson Scorecard | Wisconsin State Golf,https://wsga.bluegolf.com/bluegolf/wsga11/event/wsga1128/contest/1/contestant/2134/scorecard.htm
3.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,2.0,5.0,4.0,3.0,5.0,4.0,4.0,5.0,3.0,4.0,State Amateur Qualifying-Dist. #2 - Greg Fehrman Scorecard | Wisconsin State Golf,https://wsga.bluegolf.com/bluegolf/wsga11/event/wsga1128/contest/1/contestant/2086/scorecard.htm
4.0,4.0,4.0,3.0,3.0,5.0,4.0,5.0,3.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0,State Amateur Qualifying-Dist. #2 - Eric Schremp Scorecard | Wisconsin State Golf,https://wsga.bluegolf.com/bluegolf/wsga11/event/wsga1128/contest/1/contestant/2120/scorecard.htm
3.0,5.0,4.0,4.0,3.0,5.0,3.0,6.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,State Amateur Qualifying-Dist. #2 - Josh Grisa Scorecard | Wisconsin State Golf,https://wsga.bluegolf.com/bluegolf/wsga11/event/wsga1128/contest/1/contestant/2171/scorecard.htm
4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,3.0,5.0,State Amateur Qualifying-Dist. #2 - Derek Hilmershausen Scorecard | Wisconsin State Golf,https://wsga.bluegolf.com/bluegolf/wsga11/event/wsga1128/contest/1/contestant/2203/scorecard.htm
4.0,5.0,4.0,4.0,3.0,6.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,State Amateur Qualifying-Dist. #2 - Mitchell Johnson Scorecard | Wisconsin State Golf,https://wsga.bluegolf.com/bluegolf/wsga11/event/wsga1128/contest/1/contestant/2318/scorecard.htm
4.0,5.0,4.0,4.0,3.0,5.0,3.0,4.0,3.0,4.0,7.0,3.0,4.0,4.0,4.0,5.0,3.0,5.0,State Amateur Qualifying-Dist. #2 - Alex Thomsen Scorecard | Wisconsin State Golf,https://wsga.bluegolf.com/bluegolf/wsga11/event/wsga1128/contest/1/contestant/2183/scorecard.htm
4.0,5.0,4.0,4.0,3.0,6.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,State Amateur Qualifying-Dist. #2 - Jim Kauzlaric Scorecard | Wisconsin State Golf,https://wsga.bluegolf.com/bluegolf/wsga11/event/wsga1128/contest/1/contestant/2270/scorecard.htm
4.0,5.0,4.0,4.0,2.0,5.0,4.0,4.0,2.0,4.0,5.0,3.0,6.0,4.0,5.0,4.0,4.0,5.0,State Amateur Qualifying-Dist. #2 - Pete Hamacher Scorecard | Wisconsin State Golf,https://wsga.bluegolf.com/bluegolf/wsga11/event/wsga1128/contest/1/contestant/2185/scorecard.htm
4.0,5.0,4.0,4.0,4.0,5.0,5.0,6.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,State Amateur Qualifying-Dist. #2 - Brant Serchen Scorecard | Wisconsin State Golf,https://wsga.bluegolf.com/bluegolf/wsga11/event/wsga1128/contest/1/contestant/2238/scorecard.htm
4.0,7.0,3.0,4.0,3.0,5.0,6.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,6.0,4.0,3.0,4.0,State Amateur Qualifying-Dist. #2 - Jake Weber Scorecard | Wisconsin State Golf,https://wsga.bluegolf.com/bluegolf/wsga11/event/wsga1128/contest/1/contestant/2181/scorecard.htm
4.0,7.0,5.0,4.0,3.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,5.0,3.0,5.0,State Amateur Qualifying-Dist. #2 - Troy Salewske Scorecard | Wisconsin State Golf,https://wsga.bluegolf.com/bluegolf/wsga11/event/wsga1128/contest/1/contestant/2148/scorecard.htm
3.0,6.0,4.0,3.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,2.0,5.0,State Amateur Qualifying-Dist. #2 - Jeff Fish Scorecard | Wisconsin State Golf,https://wsga.bluegolf.com/bluegolf/wsga11/event/wsga1128/contest/1/contestant/2165/scorecard.htm
5.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,6.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,State Amateur Qualifying-Dist. #2 - Chris Vendl Scorecard | Wisconsin State Golf,https://wsga.bluegolf.com/bluegolf/wsga11/event/wsga1128/contest/1/contestant/2230/scorecard.htm
4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,3.0,5.0,State Amateur Qualifying-Dist. #2 - Max Mantey Scorecard | Wisconsin State Golf,https://wsga.bluegolf.com/bluegolf/wsga11/event/wsga1128/contest/1/contestant/2146/scorecard.htm
5.0,6.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,5.0,6.0,4.0,4.0,4.0,State Amateur Qualifying-Dist. #2 - Ben Lewis Scorecard | Wisconsin State Golf,https://wsga.bluegolf.com/bluegolf/wsga11/event/wsga1128/contest/1/contestant/2236/scorecard.htm
4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,5.0,5.0,2.0,3.0,4.0,4.0,6.0,4.0,5.0,State Amateur Qualifying-Dist. #2 - Justin Smith Scorecard | Wisconsin State Golf,https://wsga.bluegolf.com/bluegolf/wsga11/event/wsga1128/contest/1/contestant/2306/scorecard.htm
4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,6.0,3.0,4.0,5.0,5.0,4.0,3.0,4.0,State Amateur Qualifying-Dist. #2 - Trevor Anker Scorecard | Wisconsin State Golf,https://wsga.bluegolf.com/bluegolf/wsga11/event/wsga1128/contest/1/contestant/2112/scorecard.htm
4.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,6.0,State Amateur Qualifying-Dist. #2 - Kyler Royston Scorecard | Wisconsin State Golf,https://wsga.bluegolf.com/bluegolf/wsga11/event/wsga1128/contest/1/contestant/2144/scorecard.htm
4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,3.0,4.0,State Amateur Qualifying-Dist. #2 - Larry Wetzel Scorecard | Wisconsin State Golf,https://wsga.bluegolf.com/bluegolf/wsga11/event/wsga1128/contest/1/contestant/2094/scorecard.htm
4.0,6.0,4.0,4.0,3.0,4.0,5.0,4.0,5.0,3.0,5.0,3.0,6.0,4.0,5.0,4.0,3.0,5.0,State Amateur Qualifying-Dist. #2 - Sean Murphy Scorecard | Wisconsin State Golf,https://wsga.bluegolf.com/bluegolf/wsga11/event/wsga1128/contest/1/contestant/2110/scorecard.htm
4.0,5.0,6.0,6.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,6.0,State Amateur Qualifying-Dist. #2 - Joe Stippich Scorecard | Wisconsin State Golf,https://wsga.bluegolf.com/bluegolf/wsga11/event/wsga1128/contest/1/contestant/2435/scorecard.htm
6.0,4.0,5.0,6.0,3.0,5.0,4.0,4.0,2.0,5.0,4.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,State Amateur Qualifying-Dist. #2 - Ryan Hofmeister Scorecard | Wisconsin State Golf,https://wsga.bluegolf.com/bluegolf/wsga11/event/wsga1128/contest/1/contestant/2288/scorecard.htm
3.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,7.0,5.0,6.0,3.0,5.0,State Amateur Qualifying-Dist. #2 - Mike Murphy Scorecard | Wisconsin State Golf,https://wsga.bluegolf.com/bluegolf/wsga11/event/wsga1128/contest/1/contestant/2106/scorecard.htm
3.0,6.0,5.0,4.0,3.0,5.0,6.0,4.0,3.0,3.0,5.0,3.0,3.0,5.0,5.0,5.0,4.0,5.0,State Amateur Qualifying-Dist. #2 - Alex Flasch Scorecard | Wisconsin State Golf,https://wsga.bluegolf.com/bluegolf/wsga11/event/wsga1128/contest/1/contestant/2234/scorecard.htm
5.0,6.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,State Amateur Qualifying-Dist. #2 - Ben Skogen Scorecard | Wisconsin State Golf,https://wsga.bluegolf.com/bluegolf/wsga11/event/wsga1128/contest/1/contestant/2242/scorecard.htm
3.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,6.0,5.0,4.0,4.0,State Amateur Qualifying-Dist. #2 - Henry Mulvey Scorecard | Wisconsin State Golf,https://wsga.bluegolf.com/bluegolf/wsga11/event/wsga1128/contest/1/contestant/2314/scorecard.htm
4.0,7.0,4.0,5.0,4.0,5.0,4.0,5.0,2.0,5.0,4.0,3.0,5.0,5.0,4.0,3.0,4.0,5.0,State Amateur Qualifying-Dist. #2 - Paul Borek Scorecard | Wisconsin State Golf,https://wsga.bluegolf.com/bluegolf/wsga11/event/wsga1128/contest/1/contestant/2317/scorecard.htm
6.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,2.0,4.0,State Amateur Qualifying-Dist. #2 - Ethan Schmitz Scorecard | Wisconsin State Golf,https://wsga.bluegolf.com/bluegolf/wsga11/event/wsga1128/contest/1/contestant/2262/scorecard.htm
5.0,6.0,4.0,4.0,5.0,6.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,6.0,5.0,5.0,3.0,4.0,State Amateur Qualifying-Dist. #2 - Alex Schremp Scorecard | Wisconsin State Golf,https://wsga.bluegolf.com/bluegolf/wsga11/event/wsga1128/contest/1/contestant/2197/scorecard.htm
4.0,5.0,6.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,3.0,4.0,State Amateur Qualifying-Dist. #2 - Garth Gilster Scorecard | Wisconsin State Golf,https://wsga.bluegolf.com/bluegolf/wsga11/event/wsga1128/contest/1/contestant/2215/scorecard.htm
4.0,6.0,4.0,5.0,4.0,5.0,5.0,3.0,3.0,4.0,5.0,3.0,5.0,5.0,6.0,5.0,4.0,3.0,State Amateur Qualifying-Dist. #2 - Jeff Knatz Scorecard | Wisconsin State Golf,https://wsga.bluegolf.com/bluegolf/wsga11/event/wsga1128/contest/1/contestant/2201/scorecard.htm
4.0,5.0,4.0,3.0,3.0,5.0,4.0,5.0,3.0,5.0,6.0,3.0,5.0,4.0,6.0,6.0,4.0,4.0,State Amateur Qualifying-Dist. #2 - Nicholas Malahy Scorecard | Wisconsin State Golf,https://wsga.bluegolf.com/bluegolf/wsga11/event/wsga1128/contest/1/contestant/2169/scorecard.htm
4.0,6.0,4.0,5.0,3.0,6.0,5.0,6.0,3.0,5.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,State Amateur Qualifying-Dist. #2 - Matthew Smilanich Scorecard | Wisconsin State Golf,https://wsga.bluegolf.com/bluegolf/wsga11/event/wsga1128/contest/1/contestant/2290/scorecard.htm
4.0,6.0,4.0,6.0,4.0,7.0,4.0,5.0,3.0,6.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,State Amateur Qualifying-Dist. #2 - Jim Liddy Scorecard | Wisconsin State Golf,https://wsga.bluegolf.com/bluegolf/wsga11/event/wsga1128/contest/1/contestant/2124/scorecard.htm
4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,6.0,4.0,5.0,5.0,4.0,State Amateur Qualifying-Dist. #2 - Matt Haase Scorecard | Wisconsin State Golf,https://wsga.bluegolf.com/bluegolf/wsga11/event/wsga1128/contest/1/contestant/2122/scorecard.htm
4.0,6.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,3.0,4.0,4.0,5.0,5.0,4.0,5.0,State Amateur Qualifying-Dist. #2 - Brad Stieber Scorecard | Wisconsin State Golf,https://wsga.bluegolf.com/bluegolf/wsga11/event/wsga1128/contest/1/contestant/2240/scorecard.htm
4.0,5.0,5.0,4.0,3.0,5.0,5.0,4.0,4.0,3.0,5.0,3.0,5.0,5.0,5.0,6.0,4.0,6.0,State Amateur Qualifying-Dist. #2 - Trevor Knight Scorecard | Wisconsin State Golf,https://wsga.bluegolf.com/bluegolf/wsga11/event/wsga1128/contest/1/contestant/2167/scorecard.htm
6.0,4.0,5.0,5.0,2.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,6.0,4.0,5.0,4.0,3.0,5.0,State Amateur Qualifying-Dist. #2 - Robert DeRuiter Scorecard | Wisconsin State Golf,https://wsga.bluegolf.com/bluegolf/wsga11/event/wsga1128/contest/1/contestant/2232/scorecard.htm
4.0,4.0,4.0,4.0,4.0,7.0,6.0,4.0,3.0,4.0,5.0,2.0,4.0,6.0,5.0,5.0,5.0,6.0,State Amateur Qualifying-Dist. #2 - Bart Ott Scorecard | Wisconsin State Golf,https://wsga.bluegolf.com/bluegolf/wsga11/event/wsga1128/contest/1/contestant/2557/scorecard.htm
5.0,6.0,3.0,4.0,3.0,7.0,5.0,3.0,4.0,4.0,4.0,3.0,6.0,4.0,5.0,6.0,3.0,7.0,State Amateur Qualifying-Dist. #2 - Matthew Kauzlaric Scorecard | Wisconsin State Golf,https://wsga.bluegolf.com/bluegolf/wsga11/event/wsga1128/contest/1/contestant/2266/scorecard.htm
6.0,5.0,5.0,4.0,3.0,4.0,4.0,6.0,3.0,4.0,6.0,4.0,4.0,5.0,5.0,6.0,4.0,4.0,State Amateur Qualifying-Dist. #2 - Tyde Terzinski Scorecard | Wisconsin State Golf,https://wsga.bluegolf.com/bluegolf/wsga11/event/wsga1128/contest/1/contestant/2209/scorecard.htm
