RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,EVENTS,%,OFFICIAL MONEY WON,POTENTIAL MONEY,year,measure
43,34,Jay Williamson,14,7.19,"835,515","11,628,000",2007,pct_total_money_won
44,T44,Camilo Villegas,24,7.17,"1,866,960","26,037,000",2007,pct_total_money_won
45,40,Freddie Jacobson,20,7.13,"1,469,540","20,610,000",2007,pct_total_money_won
46,46,Arron Oberholser,21,7.12,"1,797,457","25,259,450",2007,pct_total_money_won
47,T44,Robert Allenby,28,6.99,"2,219,537","31,773,450",2007,pct_total_money_won
48,47,Brett Wetterich,28,6.88,"2,208,282","32,081,450",2007,pct_total_money_won
49,T51,Justin Leonard,29,6.67,"2,079,248","31,152,450",2007,pct_total_money_won
T50,T49,Ian Poulter,18,6.53,"1,431,389","21,927,450",2007,pct_total_money_won
T50,T49,John Senden,27,6.53,"1,899,557","29,084,450",2007,pct_total_money_won
T52,58,Nick Watney,26,6.46,"1,838,629","28,452,450",2007,pct_total_money_won
T52,48,Jerry Kelly,28,6.46,"1,978,034","30,621,450",2007,pct_total_money_won
54,T51,Stuart Appleby,24,6.35,"1,803,385","28,391,450",2007,pct_total_money_won
55,T53,Sean O'Hair,28,6.34,"1,921,226","30,306,450",2007,pct_total_money_won
56,T53,Mark Wilson,25,6.27,"1,637,112","26,100,000",2007,pct_total_money_won
57,55,Niclas Fasth,10,6.26,"813,405","12,999,450",2007,pct_total_money_won
58,T56,Ken Duke,31,6.14,"1,927,101","31,410,000",2007,pct_total_money_won
59,T56,Bubba Watson,26,6.09,"1,654,806","27,162,000",2007,pct_total_money_won
60,59,Carl Pettersson,31,6.06,"2,040,937","33,665,450",2007,pct_total_money_won
61,75,Jeff Overton,19,5.95,"1,009,630","16,956,000",2007,pct_total_money_won
62,62,Retief Goosen,14,5.9,"1,044,386","17,697,450",2007,pct_total_money_won
63,61,Billy Mayfair,30,5.87,"1,814,517","30,933,000",2007,pct_total_money_won
64,63,Paul Broadhurst,2,5.86,"169,458","2,892,450",2007,pct_total_money_won
65,64,Pat Perez,27,5.84,"1,678,295","28,722,450",2007,pct_total_money_won
66,60,John Mallinger,29,5.8,"1,681,764","28,980,000",2007,pct_total_money_won
67,66,Andy Bare,1,5.79,"52,142","900,000",2007,pct_total_money_won
68,67,Paul Goydos,19,5.71,"1,229,354","21,537,000",2007,pct_total_money_won
69,68,Anthony Kim,26,5.7,"1,545,194","27,108,000",2007,pct_total_money_won
70,T69,Nick Dougherty,3,5.61,"227,921","4,062,450",2007,pct_total_money_won
71,65,Brian Bateman,18,5.57,"1,022,763","18,360,000",2007,pct_total_money_won
72,71,Chad Campbell,28,5.47,"1,701,242","31,073,450",2007,pct_total_money_won
73,T69,Jeff Quinney,29,5.46,"1,612,056","29,538,000",2007,pct_total_money_won
74,73,Lucas Glover,29,5.3,"1,664,167","31,395,450",2007,pct_total_money_won
75,74,Daniel Chopra,34,5.29,"1,755,109","33,156,000",2007,pct_total_money_won
76,72,George McNeill,30,5.27,"1,504,626","28,548,000",2007,pct_total_money_won
77,77,Charley Hoffman,30,5.24,"1,689,366","32,268,450",2007,pct_total_money_won
78,T78,José María Olazábal,16,5.23,"979,249","18,711,000",2007,pct_total_money_won
T79,T80,Kevin Sutherland,25,5.2,"1,351,942","25,992,000",2007,pct_total_money_won
T79,T80,Fred Funk,22,5.2,"1,239,376","23,823,000",2007,pct_total_money_won
81,76,Michael Allen,22,5.18,"1,016,951","19,620,000",2007,pct_total_money_won
82,T78,Ryan Moore,28,5.13,"1,554,901","30,306,450",2007,pct_total_money_won
83,83,Bo Van Pelt,30,5.1,"1,559,180","30,582,000",2007,pct_total_money_won
84,84,Nick O'Hern,22,5.09,"1,342,390","26,373,450",2007,pct_total_money_won
85,85,Rod Pampling,25,5.05,"1,475,970","29,237,450",2007,pct_total_money_won
86,82,Rocco Mediate,22,4.97,"1,166,293","23,472,000",2007,pct_total_money_won
87,87,Kenny Perry,24,4.66,"1,197,618","25,686,000",2007,pct_total_money_won
88,88,Troy Matteson,26,4.65,"1,282,421","27,605,000",2007,pct_total_money_won
89,92,Nathan Green,29,4.56,"1,380,317","30,258,000",2007,pct_total_money_won
90,89,Brian Davis,28,4.54,"1,289,207","28,416,450",2007,pct_total_money_won
91,T93,Peter Lonard,27,4.49,"1,259,881","28,062,000",2007,pct_total_money_won
92,90,Robert Garrigus,28,4.48,"1,260,009","28,152,000",2007,pct_total_money_won
93,91,Charlie Wi,27,4.47,"1,145,975","25,614,000",2007,pct_total_money_won
94,97,Bart Bryant,25,4.41,"1,167,873","26,469,000",2007,pct_total_money_won
95,101,Ryuji Imada,32,4.38,"1,414,864","32,310,000",2007,pct_total_money_won
96,96,Vaughn Taylor,28,4.36,"1,313,353","30,099,450",2007,pct_total_money_won
97,95,Joe Ogilvie,31,4.34,"1,339,153","30,834,000",2007,pct_total_money_won
98,98,Kyle Thompson,1,4.33,"42,900","990,000",2007,pct_total_money_won
99,T93,Tom Lehman,19,4.31,"880,824","20,460,450",2007,pct_total_money_won
T100,T99,Dean Wilson,28,4.3,"1,258,507","29,279,000",2007,pct_total_money_won
T100,T99,Markus Brier,2,4.3,"120,458","2,802,450",2007,pct_total_money_won
102,T102,Alejandro Cañizares,3,4.14,"111,900","2,700,000",2007,pct_total_money_won
103,T102,Jesper Parnevik,27,4.12,"1,075,216","26,082,000",2007,pct_total_money_won
104,104,Fabrizio Zanotti,1,4.11,"25,900","630,000",2007,pct_total_money_won
105,105,Jason Gore,27,4.08,"1,105,985","27,108,000",2007,pct_total_money_won
106,106,Davis Love III,21,4.07,"1,016,489","24,989,450",2007,pct_total_money_won
107,107,Tommy Armour III,24,4,"919,134","22,950,000",2007,pct_total_money_won
108,108,Mark Hensby,25,3.87,"969,731","25,032,450",2007,pct_total_money_won
109,109,Russ Cochran,1,3.86,"31,275","810,000",2007,pct_total_money_won
110,110,Stephen Leaney,26,3.83,"1,015,200","26,478,000",2007,pct_total_money_won
111,115,Steve Marino,31,3.78,"1,179,164","31,194,000",2007,pct_total_money_won
112,111,Robert Karlsson,13,3.76,"609,370","16,221,450",2007,pct_total_money_won
113,T112,Alex Cejka,25,3.74,"868,303","23,220,000",2007,pct_total_money_won
T114,114,Charles Warren,29,3.7,"1,068,440","28,890,000",2007,pct_total_money_won
T114,T116,J.J. Henry,26,3.7,"1,088,659","29,435,450",2007,pct_total_money_won
T114,T116,D.J. Trahan,30,3.7,"1,106,373","29,900,000",2007,pct_total_money_won
117,118,Will MacKenzie,30,3.69,"1,116,506","30,260,000",2007,pct_total_money_won
118,125,Brian Gay,32,3.66,"1,114,571","30,420,000",2007,pct_total_money_won
119,119,Steve Elkington,25,3.62,"911,874","25,218,000",2007,pct_total_money_won
120,120,Nick Flanagan,4,3.57,"122,028","3,420,000",2007,pct_total_money_won
121,143,J.B. Holmes,24,3.52,"874,215","24,806,000",2007,pct_total_money_won
122,T121,Anton Haig,2,3.51,"94,750","2,700,000",2007,pct_total_money_won
123,T112,Greg Kraft,10,3.48,"278,590","8,010,000",2007,pct_total_money_won
T124,T130,Cameron Beckman,29,3.43,"902,257","26,280,000",2007,pct_total_money_won
T124,123,Matt Kuchar,26,3.43,"886,146","25,860,450",2007,pct_total_money_won
126,126,Chris DiMarco,24,3.41,"950,413","27,849,450",2007,pct_total_money_won
T127,128,Tim Herron,27,3.39,"951,200","28,073,000",2007,pct_total_money_won
T127,T121,Kevin Na,27,3.39,"856,669","25,236,000",2007,pct_total_money_won
T129,124,Bill Haas,30,3.38,"967,443","28,620,000",2007,pct_total_money_won
T129,127,Tim Petrovic,32,3.38,"1,052,446","31,140,000",2007,pct_total_money_won
131,129,Steve Allan,18,3.36,"568,058","16,920,000",2007,pct_total_money_won
T132,132,Louis Oosthuizen,1,3.33,"45,000","1,350,000",2007,pct_total_money_won
T132,146,J.P. Hayes,28,3.33,"890,814","26,712,000",2007,pct_total_money_won
134,T130,Jeff Maggert,26,3.27,"845,584","25,832,000",2007,pct_total_money_won
135,133,Briny Baird,31,3.26,"985,453","30,240,000",2007,pct_total_money_won
136,T141,Mathew Goggin,30,3.24,"969,487","29,952,000",2007,pct_total_money_won
137,134,Johnson Wagner,33,3.23,"1,013,023","31,410,000",2007,pct_total_money_won
138,T136,Paul McGinley,5,3.21,"195,151","6,078,450",2007,pct_total_money_won
139,138,Shigeki Maruyama,31,3.2,"951,288","29,700,000",2007,pct_total_money_won
140,T141,Franklin Langham,1,3.16,"30,720","972,000",2007,pct_total_money_won
141,139,Chris Stroud,24,3.12,"673,106","21,564,000",2007,pct_total_money_won
142,T136,Bob Estes,28,3.11,"878,050","28,188,000",2007,pct_total_money_won
143,140,Shaun Micheel,29,3.09,"948,195","30,729,450",2007,pct_total_money_won
144,135,Ben Crane,9,3.05,"278,251","9,135,000",2007,pct_total_money_won
145,144,Cliff Kresge,30,3.01,"901,549","29,988,000",2007,pct_total_money_won
146,145,Thongchai Jaidee,3,2.99,"118,500","3,960,000",2007,pct_total_money_won
147,147,Jason Bohn,17,2.95,"527,511","17,874,000",2007,pct_total_money_won
148,149,Hennie Otto,1,2.91,"39,250","1,350,000",2007,pct_total_money_won
149,148,Ryan Armour,32,2.89,"862,978","29,862,000",2007,pct_total_money_won
150,157,Rich Beem,29,2.88,"868,657","30,189,450",2007,pct_total_money_won
151,T150,Peter Hanson,3,2.86,"116,159","4,062,450",2007,pct_total_money_won
152,152,Miguel Angel Jiménez,5,2.84,"182,991","6,447,450",2007,pct_total_money_won
T153,T153,Lee Westwood,8,2.83,"288,280","10,191,450",2007,pct_total_money_won
T153,T150,Tom Pernice Jr.,31,2.83,"927,408","32,781,450",2007,pct_total_money_won
155,155,Chris Riley,17,2.81,"403,199","14,346,000",2007,pct_total_money_won
156,156,Tom Watson,2,2.8,"64,350","2,295,000",2007,pct_total_money_won
157,T153,Ben Curtis,25,2.75,"772,321","28,103,450",2007,pct_total_money_won
158,159,Prom Meesawat,1,2.72,"36,750","1,350,000",2007,pct_total_money_won
T159,170,Kevin Stadler,31,2.69,"810,875","30,180,450",2007,pct_total_money_won
T159,160,Skip Kendall,5,2.69,"116,345","4,320,000",2007,pct_total_money_won
161,161,Mark Foster,1,2.68,"41,352","1,542,450",2007,pct_total_money_won
162,162,Mathias Grönberg,31,2.67,"785,179","29,430,000",2007,pct_total_money_won
163,163,Bob Heintz,27,2.66,"649,341","24,408,000",2007,pct_total_money_won
164,158,Michael Sim,17,2.65,"399,899","15,102,000",2007,pct_total_money_won
165,165,B.J. Staten,7,2.61,"175,505","6,732,000",2007,pct_total_money_won
166,166,Anders Hansen,17,2.57,"461,215","17,976,450",2007,pct_total_money_won
167,164,Marco Dawson,23,2.56,"521,431","20,358,000",2007,pct_total_money_won
T168,T167,Dudley Hart,12,2.55,"299,249","11,754,000",2007,pct_total_money_won
T168,T167,Brett Quigley,25,2.55,"717,411","28,173,450",2007,pct_total_money_won
170,208,Robert Gamez,30,2.54,"693,464","27,324,000",2007,pct_total_money_won
171,171,Todd Fischer,4,2.49,"92,000","3,690,000",2007,pct_total_money_won
172,173,Parker McLachlin,28,2.47,"627,582","25,434,000",2007,pct_total_money_won
173,169,John Merrick,29,2.45,"649,438","26,514,000",2007,pct_total_money_won
174,174,Steve Lowery,22,2.39,"502,621","21,042,000",2007,pct_total_money_won
175,172,Ted Purdy,33,2.38,"758,734","31,878,000",2007,pct_total_money_won
176,178,Joe Durant,28,2.35,"723,598","30,785,450",2007,pct_total_money_won
177,T175,Thomas Bjørn,6,2.33,"188,043","8,067,450",2007,pct_total_money_won
178,181,Craig Kanada,34,2.31,"743,305","32,184,000",2007,pct_total_money_won
T179,T179,Vance Veazey,9,2.29,"185,208","8,100,000",2007,pct_total_money_won
T179,T175,Kent Jones,30,2.29,"651,108","28,404,000",2007,pct_total_money_won
181,T175,Harrison Frazar,32,2.27,"698,534","30,816,000",2007,pct_total_money_won
182,298,Tag Ridings,18,2.23,"351,590","15,732,000",2007,pct_total_money_won
T183,T179,Neal Lancaster,13,2.21,"229,052","10,368,000",2007,pct_total_money_won
T183,183,Shingo Katayama,7,2.21,"194,927","8,811,000",2007,pct_total_money_won
185,184,Garrett Willis,13,2.2,"233,568","10,620,000",2007,pct_total_money_won
186,182,Andrew Buckle,26,2.16,"513,630","23,760,000",2007,pct_total_money_won
T187,T185,Olin Browne,15,2.06,"304,605","14,814,000",2007,pct_total_money_won
T187,T185,Bradley Dredge,4,2.06,"112,533","5,457,450",2007,pct_total_money_won
189,T185,Gavin Coles,28,2,"511,352","25,614,000",2007,pct_total_money_won
190,T188,Marcus Fraser,1,1.99,"25,016","1,260,000",2007,pct_total_money_won
191,190,Frank Lickliter II,30,1.96,"584,084","29,844,000",2007,pct_total_money_won
192,191,Corey Pavin,25,1.95,"498,251","25,508,000",2007,pct_total_money_won
T193,T193,Omar Uresti,4,1.93,"64,350","3,330,000",2007,pct_total_money_won
T193,T193,Ross Bain,1,1.93,"29,820","1,542,450",2007,pct_total_money_won
T195,196,Jay Delsing,12,1.92,"181,808","9,486,000",2007,pct_total_money_won
T195,T188,Daisuke Maruyama,28,1.92,"499,206","25,974,000",2007,pct_total_money_won
T195,T193,Doug LaBelle II,33,1.92,"604,632","31,572,000",2007,pct_total_money_won
198,192,Brendon de Jonge,26,1.91,"447,172","23,382,000",2007,pct_total_money_won
199,T201,Jason Dufner,32,1.89,"574,991","30,420,000",2007,pct_total_money_won
T200,197,Billy Andrade,27,1.87,"499,196","26,658,000",2007,pct_total_money_won
T200,T198,Dicky Pride,25,1.87,"415,791","22,284,000",2007,pct_total_money_won
T200,T201,Dan Forsman,12,1.87,"185,522","9,918,000",2007,pct_total_money_won
T203,200,Chris Tidland,21,1.84,"339,481","18,450,000",2007,pct_total_money_won
T203,T216,Jeff Gove,30,1.84,"526,643","28,566,000",2007,pct_total_money_won
T203,T201,Lee Janzen,24,1.84,"409,188","22,230,000",2007,pct_total_money_won
T206,205,Jarrod Lyle,24,1.83,"390,303","21,294,000",2007,pct_total_money_won
T206,204,Ryan Palmer,30,1.83,"524,987","28,728,000",2007,pct_total_money_won
208,206,Colin Montgomerie,9,1.8,"216,988","12,027,450",2007,pct_total_money_won
209,T198,Bob May,16,1.77,"244,969","13,806,000",2007,pct_total_money_won
210,207,Wonjoon Lee,1,1.73,"26,735","1,542,450",2007,pct_total_money_won
211,T209,Paul Stankowski,18,1.7,"282,388","16,614,000",2007,pct_total_money_won
T212,T209,Duffy Waldorf,23,1.68,"359,018","21,396,450",2007,pct_total_money_won
T212,211,Bill Lunde,1,1.68,"12,093","720,000",2007,pct_total_money_won
214,212,Sandy Lyle,2,1.67,"47,493","2,847,450",2007,pct_total_money_won
T215,T213,Danny Ellis,2,1.66,"28,770","1,728,000",2007,pct_total_money_won
T215,T213,David Howell,10,1.66,"213,582","12,837,450",2007,pct_total_money_won
T215,T213,Charl Schwartzel,6,1.66,"134,303","8,112,450",2007,pct_total_money_won
T218,T216,Glen Day,27,1.63,"397,491","24,354,000",2007,pct_total_money_won
T218,T216,José Manuel Lara,2,1.63,"32,250","1,980,000",2007,pct_total_money_won
220,219,Tripp Isenhour,32,1.59,"471,980","29,772,000",2007,pct_total_money_won
T221,220,Greg Owen,29,1.56,"426,601","27,396,000",2007,pct_total_money_won
T221,T221,Jeev Milkha Singh,12,1.56,"227,679","14,583,450",2007,pct_total_money_won
T221,T221,John Bickerton,2,1.56,"45,000","2,892,450",2007,pct_total_money_won
224,T225,Graeme McDowell,3,1.54,"52,768","3,432,450",2007,pct_total_money_won
225,227,Y.E. Yang,9,1.53,"170,980","11,199,450",2007,pct_total_money_won
T226,228,Grégory Bourdy,1,1.52,"23,393","1,542,450",2007,pct_total_money_won
T226,T225,Bob Tway,32,1.52,"456,766","30,024,000",2007,pct_total_money_won
T228,T221,Craig Bowden,25,1.5,"333,969","22,284,000",2007,pct_total_money_won
T228,224,Michael Putnam,29,1.5,"422,358","28,146,450",2007,pct_total_money_won
230,230,Yusaku Miyazato,1,1.45,"13,537","936,000",2007,pct_total_money_won
T231,229,Rich Barcelo,26,1.42,"334,244","23,490,000",2007,pct_total_money_won
T231,231,Craig Stadler,1,1.42,"18,560","1,305,000",2007,pct_total_money_won
T233,305,Bryce Molder,21,1.41,"257,593","18,288,000",2007,pct_total_money_won
T233,232,WC Liang,2,1.41,"36,750","2,610,000",2007,pct_total_money_won
235,234,Johan Edfors,8,1.38,"140,005","10,137,450",2007,pct_total_money_won
236,T235,Jon Bevan,1,1.37,"21,080","1,542,450",2007,pct_total_money_won
237,T261,D.J. Brigman,22,1.35,"268,205","19,908,000",2007,pct_total_money_won
238,237,Michael Campbell,9,1.33,"159,832","12,027,450",2007,pct_total_money_won
239,T235,Scott Gutschewski,22,1.32,"252,179","19,170,000",2007,pct_total_money_won
240,238,Alastair Forsyth,1,1.31,"20,257","1,542,450",2007,pct_total_money_won
241,233,John Huston,16,1.3,"170,569","13,086,000",2007,pct_total_money_won
242,T239,Fredrik Andersson Hed,1,1.29,"19,846","1,542,450",2007,pct_total_money_won
T243,T241,Fred Couples,3,1.28,"43,085","3,375,000",2007,pct_total_money_won
T243,T241,Kirk Triplett,25,1.28,"316,033","24,680,000",2007,pct_total_money_won
T245,T255,Joey Sindelar,25,1.27,"310,716","24,462,000",2007,pct_total_money_won
T245,T244,Ben Crenshaw,1,1.27,"16,530","1,305,000",2007,pct_total_money_won
T245,T244,Arjun Atwal,12,1.27,"135,015","10,620,000",2007,pct_total_money_won
T248,T239,Richard Johnson,32,1.26,"377,950","30,060,000",2007,pct_total_money_won
T248,T246,Paul Azinger,13,1.26,"174,069","13,770,000",2007,pct_total_money_won
T248,T246,Raphael Jacquelin,3,1.26,"52,418","4,152,450",2007,pct_total_money_won
T248,T246,Jeff Sluman,21,1.26,"273,192","21,753,000",2007,pct_total_money_won
252,T241,Eric Axley,36,1.25,"440,910","35,210,000",2007,pct_total_money_won
T253,T246,Chris Couch,30,1.23,"355,385","28,946,000",2007,pct_total_money_won
T253,250,Brady Schnell,1,1.23,"9,102","738,000",2007,pct_total_money_won
255,251,Fuzzy Zoeller,1,1.22,"15,950","1,305,000",2007,pct_total_money_won
T256,T252,David Hearn,1,1.21,"10,850","900,000",2007,pct_total_money_won
T256,T252,Kenneth Ferrie,2,1.21,"31,084","2,565,000",2007,pct_total_money_won
258,T252,Craig Lile,24,1.2,"255,658","21,294,000",2007,pct_total_money_won
259,T255,Andrew Ruthkoski,2,1.19,"19,112","1,602,000",2007,pct_total_money_won
260,T257,Bronson La'Cassie,1,1.18,"8,692","738,000",2007,pct_total_money_won
261,259,Azuma Yano,1,1.17,"10,920","936,000",2007,pct_total_money_won
262,260,Phil Tataurangi,8,1.15,"77,102","6,696,000",2007,pct_total_money_won
T263,T261,Graeme Storm,3,1.14,"47,150","4,152,450",2007,pct_total_money_won
T263,T261,David Branshaw,30,1.14,"323,407","28,404,000",2007,pct_total_money_won
T263,T257,Paul Gow,26,1.14,"264,149","23,148,000",2007,pct_total_money_won
T266,T264,David Duval,7,1.13,"71,945","6,372,000",2007,pct_total_money_won
T266,T264,Mike Grob,1,1.13,"10,200","900,000",2007,pct_total_money_won
268,T268,Kyle Reifers,27,1.12,"276,369","24,642,000",2007,pct_total_money_won
T269,T266,Tony Finau,1,1.11,"7,960","720,000",2007,pct_total_money_won
T269,T266,Alan Morin,1,1.11,"11,000","990,000",2007,pct_total_money_won
T271,T276,Craig Barlow,16,1.1,"154,214","14,058,000",2007,pct_total_money_won
T271,T268,Tom Byrum,20,1.1,"201,507","18,360,000",2007,pct_total_money_won
T273,T270,Jeff Brehaut,21,1.09,"202,388","18,558,000",2007,pct_total_money_won
T273,T270,Chris Baryla,1,1.09,"9,800","900,000",2007,pct_total_money_won
T273,T270,Todd Demsey,1,1.09,"12,411","1,134,000",2007,pct_total_money_won
276,273,Larry Mize,12,1.08,"105,740","9,783,000",2007,pct_total_money_won
T277,T274,John Daly,24,1.07,"248,501","23,322,450",2007,pct_total_money_won
T277,T274,Carlos Franco,12,1.07,"108,020","10,062,000",2007,pct_total_money_won
279,T276,Paul Trittler,1,1.06,"7,640","720,000",2007,pct_total_money_won
280,279,Mark Brooks,18,1.03,"162,838","15,750,000",2007,pct_total_money_won
T281,T280,Martin Rominger,1,1.02,"11,163","1,098,000",2007,pct_total_money_won
T281,T280,Ryan Benzel,1,1.02,"12,900","1,260,000",2007,pct_total_money_won
283,282,Richard Sterne,3,1.01,"42,000","4,152,450",2007,pct_total_money_won
284,278,Darron Stiles,24,1,"215,378","21,564,000",2007,pct_total_money_won
285,283,Andres Gonzales,1,0.99,"7,120","720,000",2007,pct_total_money_won
286,284,Ryan Blaum,1,0.98,"8,800","900,000",2007,pct_total_money_won
287,285,John Cook,13,0.93,"119,756","12,906,000",2007,pct_total_money_won
288,286,Mark O'Meara,4,0.92,"42,914","4,683,450",2007,pct_total_money_won
289,287,Shane Bertsch,4,0.91,"39,760","4,392,000",2007,pct_total_money_won
290,288,Darren Clarke,10,0.86,"107,980","12,513,450",2007,pct_total_money_won
291,T289,Jason Schultz,22,0.84,"163,243","19,368,000",2007,pct_total_money_won
292,291,Grégory Havret,3,0.81,"33,500","4,152,450",2007,pct_total_money_won
293,T289,Tom Johnson,27,0.79,"190,925","24,138,000",2007,pct_total_money_won
T294,T292,Chris Smith,8,0.78,"50,381","6,444,000",2007,pct_total_money_won
T294,T292,Pablo Martin Benavides,6,0.78,"45,313","5,832,000",2007,pct_total_money_won
T296,T294,Grant Waite,12,0.77,"75,347","9,738,000",2007,pct_total_money_won
T296,T294,Colt Knost,4,0.77,"27,483","3,564,000",2007,pct_total_money_won
T298,T296,Esteban Toledo,2,0.76,"12,250","1,620,000",2007,pct_total_money_won
T298,T296,Kaname Yokoo,2,0.76,"16,640","2,196,000",2007,pct_total_money_won
300,299,Jim McGovern,5,0.72,"27,333","3,798,000",2007,pct_total_money_won
T301,303,Michael Boyd,21,0.7,"126,839","18,234,000",2007,pct_total_money_won
T301,T300,Anthony Wall,4,0.7,"38,000","5,412,450",2007,pct_total_money_won
T301,T300,Hideto Tanihara,4,0.7,"36,000","5,133,450",2007,pct_total_money_won
304,302,Steve Wheatcroft,25,0.69,"153,245","22,086,000",2007,pct_total_money_won
305,304,Brent Geiberger,17,0.62,"91,749","14,688,000",2007,pct_total_money_won
306,306,Matt Every,2,0.58,"12,420","2,160,000",2007,pct_total_money_won
307,T307,Ricky Barnes,2,0.56,"12,540","2,250,000",2007,pct_total_money_won
308,309,"Jim Gallagher, Jr.",9,0.54,"38,635","7,128,000",2007,pct_total_money_won
309,T307,Bubba Dickerson,19,0.53,"87,430","16,398,000",2007,pct_total_money_won
T310,T311,Lee Williams,2,0.52,"11,152","2,142,000",2007,pct_total_money_won
T310,T311,Mike Small,2,0.52,"13,050","2,520,000",2007,pct_total_money_won
312,310,Matt Hendrix,24,0.51,"108,269","21,276,000",2007,pct_total_money_won
313,313,Joe Daley,2,0.5,"10,920","2,196,000",2007,pct_total_money_won
314,314,Kris Cox,8,0.49,"36,729","7,524,000",2007,pct_total_money_won
T315,T315,Bob Burns,5,0.48,"18,153","3,762,000",2007,pct_total_money_won
T315,T315,Brad Faxon,18,0.48,"84,644","17,694,000",2007,pct_total_money_won
T315,T315,Michael Bradley,8,0.48,"31,889","6,696,000",2007,pct_total_money_won
318,318,Steve Jones,9,0.45,"34,922","7,722,000",2007,pct_total_money_won
319,319,Oliver Thomson,2,0.44,"7,630","1,728,000",2007,pct_total_money_won
320,320,Toru Taniguchi,4,0.43,"21,594","4,998,450",2007,pct_total_money_won
321,321,Jerry Smith,19,0.39,"63,334","16,308,000",2007,pct_total_money_won
T322,T322,Todd Hamilton,28,0.38,"109,776","28,713,450",2007,pct_total_money_won
T322,T322,Spike McRoy,6,0.38,"18,280","4,860,000",2007,pct_total_money_won
T322,T322,Kelly Mitchum,4,0.38,"16,326","4,266,000",2007,pct_total_money_won
325,325,"Wes Short, Jr.",12,0.36,"42,119","11,556,000",2007,pct_total_money_won
