RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:OTT,MEASURED ROUNDS,year,measure
1,1,Rory McIlroy,69,1.23,59.044,48,2016,sg_off_tee
2,2,Dustin Johnson,87,1.117,70.347,63,2016,sg_off_tee
3,3,Bubba Watson,72,0.983,50.136,51,2016,sg_off_tee
4,4,Sergio Garcia,54,0.737,22.858,31,2016,sg_off_tee
5,6,Gary Woodland,95,0.695,54.183,78,2016,sg_off_tee
6,7,Justin Rose,65,0.678,33.234,49,2016,sg_off_tee
7,5,J.B. Holmes,77,0.663,40.423,61,2016,sg_off_tee
8,9,Ryan Palmer,86,0.625,48.747,78,2016,sg_off_tee
9,10,Jamie Lovemark,91,0.609,50.555,83,2016,sg_off_tee
10,11,Scott Piercy,87,0.608,39.548,65,2016,sg_off_tee
T11,T12,Jason Kokrak,89,0.594,44.518,75,2016,sg_off_tee
T11,T12,Andrew Landry,53,0.594,19.59,33,2016,sg_off_tee
13,8,Jhonattan Vegas,97,0.589,47.73,81,2016,sg_off_tee
14,16,Boo Weekley,83,0.571,40.568,71,2016,sg_off_tee
15,17,Lucas Glover,75,0.565,37.881,67,2016,sg_off_tee
16,18,Scott Brown,88,0.545,38.171,70,2016,sg_off_tee
17,19,Brooks Koepka,75,0.542,32.498,60,2016,sg_off_tee
18,20,Rickie Fowler,80,0.529,33.873,64,2016,sg_off_tee
19,14,Hideki Matsuyama,76,0.527,30.546,58,2016,sg_off_tee
20,15,Adam Scott,79,0.522,29.208,56,2016,sg_off_tee
21,22,Scott Pinckney,87,0.511,36.256,71,2016,sg_off_tee
22,23,Hudson Swafford,104,0.497,45.744,92,2016,sg_off_tee
23,21,Paul Casey,77,0.494,28.177,57,2016,sg_off_tee
24,24,Harold Varner III,92,0.472,37.737,80,2016,sg_off_tee
25,26,Emiliano Grillo,93,0.446,32.59,73,2016,sg_off_tee
26,25,Graham DeLaet,70,0.444,26.22,59,2016,sg_off_tee
27,27,Thomas Aiken,70,0.438,21.042,48,2016,sg_off_tee
28,28,Luke List,79,0.427,27.776,65,2016,sg_off_tee
29,29,Jordan Spieth,80,0.402,23.299,58,2016,sg_off_tee
30,31,Louis Oosthuizen,63,0.387,16.262,42,2016,sg_off_tee
31,32,Charley Hoffman,91,0.384,27.272,71,2016,sg_off_tee
32,30,William McGirt,98,0.37,32.6,88,2016,sg_off_tee
33,34,Tony Finau,95,0.365,28.449,78,2016,sg_off_tee
