RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,EVENTS,%,OFFICIAL MONEY WON,POTENTIAL MONEY,year,measure
50,53,Gary Woodland,26,6.47,"1,915,731","29,597,000",2013,pct_total_money_won
51,58,Roberto Castro,29,6.46,"2,154,897","33,359,000",2013,pct_total_money_won
52,50,David Lingmerth,23,6.44,"1,748,109","27,149,000",2013,pct_total_money_won
53,51,Bubba Watson,21,6.37,"1,759,275","27,607,826",2013,pct_total_money_won
54,52,Rickie Fowler,22,6.31,"1,816,741","28,777,826",2013,pct_total_money_won
T55,T54,Chris Kirk,24,6.27,"1,728,616","27,581,000",2013,pct_total_money_won
T55,T54,Matt Jones,24,6.27,"1,724,706","27,509,000",2013,pct_total_money_won
57,56,Charles Howell III,26,6.13,"1,877,389","30,617,000",2013,pct_total_money_won
58,57,Michael Thompson,22,6.1,"1,707,637","27,991,826",2013,pct_total_money_won
59,59,Mathew Goggin,1,6.01,"86,579","1,440,000",2013,pct_total_money_won
60,60,Scott Piercy,24,5.95,"1,830,084","30,757,826",2013,pct_total_money_won
T61,T61,Ryan Palmer,22,5.81,"1,521,592","26,195,000",2013,pct_total_money_won
T61,T61,David Lynn,22,5.81,"1,633,253","28,087,826",2013,pct_total_money_won
63,63,Charley Hoffman,23,5.76,"1,582,423","27,473,000",2013,pct_total_money_won
64,64,Kevin Chappell,24,5.63,"1,589,838","28,247,000",2013,pct_total_money_won
65,65,Sangmoon Bae,26,5.6,"1,714,640","30,629,000",2013,pct_total_money_won
66,66,Derek Ernst,21,5.47,"1,330,856","24,311,000",2013,pct_total_money_won
67,67,Chris Stroud,26,5.43,"1,602,121","29,489,000",2013,pct_total_money_won
68,68,Tim Clark,20,5.37,"1,355,952","25,237,826",2013,pct_total_money_won
69,69,Steve Wheatcroft,1,5.33,"59,520","1,116,000",2013,pct_total_money_won
70,77,Brendon de Jonge,30,5.28,"1,795,244","34,007,000",2013,pct_total_money_won
71,70,Ryan Moore,22,5.27,"1,490,265","28,255,826",2013,pct_total_money_won
72,71,Marc Leishman,23,5.24,"1,491,358","28,435,826",2013,pct_total_money_won
73,72,Gonzalo Fernandez-Castaño,12,5.23,"858,653","16,423,826",2013,pct_total_money_won
74,73,Brendon Todd,10,5.15,"473,219","9,180,000",2013,pct_total_money_won
75,74,Ken Duke,28,5.14,"1,722,582","33,493,826",2013,pct_total_money_won
76,75,Kyle Stanley,24,5.13,"1,462,943","28,489,826",2013,pct_total_money_won
77,76,Scott Stallings,27,5.07,"1,622,627","32,017,826",2013,pct_total_money_won
78,78,Freddie Jacobson,19,5.01,"1,236,721","24,679,826",2013,pct_total_money_won
79,79,Brian Gay,24,4.91,"1,426,017","29,033,000",2013,pct_total_money_won
80,80,Richard Sterne,7,4.9,"483,757","9,871,826",2013,pct_total_money_won
81,81,Josh Teater,24,4.81,"1,332,652","27,691,826",2013,pct_total_money_won
82,82,Ernie Els,19,4.7,"1,173,761","24,991,826",2013,pct_total_money_won
83,83,Thorbjørn Olesen,11,4.63,"713,300","15,397,826",2013,pct_total_money_won
84,84,Marc Warren,2,4.6,"132,785","2,887,826",2013,pct_total_money_won
85,85,Kevin Stadler,25,4.59,"1,281,176","27,941,000",2013,pct_total_money_won
86,86,John Huh,28,4.5,"1,529,482","34,003,826",2013,pct_total_money_won
87,87,Chris Wood,5,4.47,"330,585","7,387,826",2013,pct_total_money_won
88,88,Rory Sabbatini,27,4.46,"1,327,822","29,754,000",2013,pct_total_money_won
89,89,Mark Wilson,19,4.44,"913,729","20,580,000",2013,pct_total_money_won
90,90,John Rollins,24,4.43,"1,164,049","26,280,000",2013,pct_total_money_won
91,91,Daniel Summerhays,26,4.35,"1,277,886","29,358,000",2013,pct_total_money_won
92,92,Jeff Maggert,21,4.33,"1,022,330","23,616,000",2013,pct_total_money_won
93,93,Jason Kokrak,25,4.32,"1,267,524","29,363,000",2013,pct_total_money_won
T94,T94,Danny Willett,2,4.26,"123,043","2,887,826",2013,pct_total_money_won
T94,T94,Ken Looper,2,4.26,"73,530","1,728,000",2013,pct_total_money_won
96,96,Fred Couples,4,4.21,"218,398","5,186,826",2013,pct_total_money_won
97,97,Billy Andrade,3,4.19,"114,000","2,718,000",2013,pct_total_money_won
T98,T98,Morten Orum Madsen,1,4.18,"60,183","1,440,000",2013,pct_total_money_won
T98,T98,John Parry,1,4.18,"60,183","1,440,000",2013,pct_total_money_won
100,100,Scott Brown,21,4.13,"1,012,142","24,487,826",2013,pct_total_money_won
101,101,Robert Garrigus,22,4.11,"1,132,355","27,541,826",2013,pct_total_money_won
102,102,Morgan Hoffmann,20,3.97,"871,003","21,924,000",2013,pct_total_money_won
103,103,Stewart Cink,22,3.96,"1,052,711","26,611,826",2013,pct_total_money_won
104,104,Steven Tiley,1,3.94,"56,873","1,442,826",2013,pct_total_money_won
105,105,Martin Kaymer,17,3.93,"882,936","22,453,826",2013,pct_total_money_won
T106,T106,David Hearn,26,3.89,"1,171,514","30,137,000",2013,pct_total_money_won
T106,T106,Bernhard Langer,1,3.89,"56,040","1,440,000",2013,pct_total_money_won
108,108,Pat Perez,22,3.87,"974,800","25,218,000",2013,pct_total_money_won
109,109,Geoff Ogilvy,19,3.86,"892,920","23,143,826",2013,pct_total_money_won
110,110,Cameron Beckman,8,3.83,"276,805","7,218,000",2013,pct_total_money_won
111,111,Brian Davis,28,3.81,"1,221,523","32,024,826",2013,pct_total_money_won
112,112,D.H. Lee,22,3.8,"882,792","23,256,000",2013,pct_total_money_won
113,113,Bob Estes,18,3.78,"769,717","20,340,000",2013,pct_total_money_won
114,114,Matt Every,28,3.75,"1,188,867","31,721,000",2013,pct_total_money_won
115,115,Rafa Cabrera Bello,5,3.73,"262,967","7,057,826",2013,pct_total_money_won
T116,T116,Brian Stuard,25,3.68,"1,032,027","28,062,000",2013,pct_total_money_won
T116,T116,Glen Day,6,3.68,"186,609","5,076,000",2013,pct_total_money_won
118,118,David Toms,16,3.53,"646,161","18,281,000",2013,pct_total_money_won
T119,T119,Cameron Tringale,24,3.51,"971,208","27,648,000",2013,pct_total_money_won
T119,T119,Kyle Reifers,4,3.51,"128,400","3,654,000",2013,pct_total_money_won
121,121,John Peterson,6,3.44,"259,679","7,542,000",2013,pct_total_money_won
122,122,Ben Crane,21,3.43,"796,947","23,202,000",2013,pct_total_money_won
123,123,Richard Lee,24,3.41,"920,835","27,018,000",2013,pct_total_money_won
124,124,K.J. Choi,24,3.4,"973,751","28,651,826",2013,pct_total_money_won
125,125,Marcel Siem,9,3.39,"402,106","11,845,826",2013,pct_total_money_won
T126,T126,Brendan Steele,26,3.38,"1,004,160","29,718,000",2013,pct_total_money_won
T126,T126,Bo Van Pelt,22,3.38,"956,629","28,285,826",2013,pct_total_money_won
T128,T128,Padraig Harrington,17,3.37,"711,244","21,097,826",2013,pct_total_money_won
T128,T128,Peter Uihlein,4,3.37,"121,625","3,605,000",2013,pct_total_money_won
130,130,Nicolas Colsaerts,17,3.34,"720,163","21,571,826",2013,pct_total_money_won
131,131,Jerry Kelly,22,3.33,"832,407","24,984,000",2013,pct_total_money_won
132,132,Charlie Beljan,24,3.3,"916,228","27,785,000",2013,pct_total_money_won
133,133,"Ted Potter, Jr.",22,3.29,"829,770","25,188,000",2013,pct_total_money_won
134,134,Stephen Gallacher,5,3.28,"242,017","7,387,826",2013,pct_total_money_won
135,135,Mike Hendry,1,3.25,"48,750","1,500,000",2013,pct_total_money_won
T136,T136,William McGirt,24,3.24,"867,384","26,766,000",2013,pct_total_money_won
T136,T136,Francesco Molinari,9,3.24,"423,963","13,093,826",2013,pct_total_money_won
T136,T136,James Driscoll,23,3.24,"821,101","25,326,000",2013,pct_total_money_won
139,139,Louis Oosthuizen,12,3.23,"497,407","15,386,826",2013,pct_total_money_won
140,140,Todd Baek,1,3.22,"35,960","1,116,000",2013,pct_total_money_won
141,141,Luke Guthrie,27,3.17,"991,901","31,309,826",2013,pct_total_money_won
T142,T142,Shane Lowry,9,3.13,"345,550","11,053,826",2013,pct_total_money_won
T142,T142,Andres Romero,21,3.13,"718,506","22,986,000",2013,pct_total_money_won
T142,T142,Peter Hanson,15,3.13,"610,177","19,519,826",2013,pct_total_money_won
145,145,Nick O'Hern,10,3.1,"282,464","9,108,000",2013,pct_total_money_won
146,146,Steven Bowditch,22,3.09,"697,774","22,572,000",2013,pct_total_money_won
147,147,Bryce Molder,24,3.06,"816,922","26,730,000",2013,pct_total_money_won
148,148,James Hahn,26,3.03,"853,507","28,152,000",2013,pct_total_money_won
149,149,Scott Jamieson,3,3,"131,500","4,387,826",2013,pct_total_money_won
T150,T150,Retief Goosen,9,2.96,"315,701","10,674,000",2013,pct_total_money_won
T150,T150,Paul Lawrie,7,2.96,"304,369","10,267,826",2013,pct_total_money_won
152,152,Nicholas Thompson,29,2.95,"959,434","32,472,000",2013,pct_total_money_won
153,153,Johnson Wagner,24,2.94,"801,955","27,260,826",2013,pct_total_money_won
154,154,Martin Flores,25,2.93,"805,596","27,450,000",2013,pct_total_money_won
155,155,Jason Bohn,23,2.92,"739,030","25,344,000",2013,pct_total_money_won
156,156,Brian Harman,29,2.91,"909,759","31,284,000",2013,pct_total_money_won
157,157,Russell Knox,11,2.89,"305,973","10,602,000",2013,pct_total_money_won
158,158,Camilo Villegas,23,2.84,"709,676","24,950,826",2013,pct_total_money_won
159,159,Jeff Overton,24,2.78,"721,722","25,938,000",2013,pct_total_money_won
160,160,Daniel Popovic,1,2.75,"41,250","1,500,000",2013,pct_total_money_won
T161,T161,Kiradech Aphibarnrat,3,2.74,"120,250","4,387,826",2013,pct_total_money_won
T161,T161,Justin Hicks,25,2.74,"732,741","26,748,000",2013,pct_total_money_won
163,163,Lucas Glover,23,2.73,"747,812","27,367,826",2013,pct_total_money_won
164,164,Oliver Fisher,1,2.72,"39,250","1,442,826",2013,pct_total_money_won
165,165,Patrick Cantlay,7,2.7,"195,411","7,236,000",2013,pct_total_money_won
166,166,Aaron Baddeley,24,2.69,"721,023","26,766,000",2013,pct_total_money_won
167,167,Alex Noren,5,2.64,"184,000","6,967,826",2013,pct_total_money_won
168,168,J.J. Henry,26,2.6,"761,861","29,279,000",2013,pct_total_money_won
169,169,Charlie Wi,23,2.59,"656,671","25,398,000",2013,pct_total_money_won
170,170,Chez Reavie,22,2.55,"590,925","23,202,000",2013,pct_total_money_won
T171,T171,Jim Herman,19,2.54,"490,756","19,296,000",2013,pct_total_money_won
T171,T171,Justin Leonard,24,2.54,"694,138","27,380,826",2013,pct_total_money_won
173,173,Jonathan Byrd,16,2.53,"428,965","16,938,000",2013,pct_total_money_won
174,174,Carl Pettersson,24,2.51,"738,143","29,425,826",2013,pct_total_money_won
T175,T175,Vaughn Taylor,16,2.46,"399,285","16,200,000",2013,pct_total_money_won
T175,T175,Fabián Gómez,23,2.46,"586,942","23,886,000",2013,pct_total_money_won
177,177,Erik Compton,24,2.42,"651,659","26,910,000",2013,pct_total_money_won
178,178,Justin Bolli,23,2.34,"545,187","23,346,000",2013,pct_total_money_won
179,179,Marcus Fraser,6,2.33,"183,330","7,867,826",2013,pct_total_money_won
T180,T180,Shawn Stefani,21,2.31,"511,398","22,140,000",2013,pct_total_money_won
T180,T180,Robert Karlsson,18,2.31,"444,238","19,262,826",2013,pct_total_money_won
T180,T180,Greg Chalmers,25,2.31,"632,282","27,396,000",2013,pct_total_money_won
183,183,Bill Lunde,10,2.23,"206,710","9,288,000",2013,pct_total_money_won
184,184,John Senden,25,2.19,"667,026","30,403,826",2013,pct_total_money_won
185,185,George McNeill,21,2.14,"500,798","23,352,000",2013,pct_total_money_won
186,186,Jamie Donaldson,10,2.11,"284,946","13,507,826",2013,pct_total_money_won
187,187,Dicky Pride,23,2.06,"495,390","24,030,000",2013,pct_total_money_won
188,188,Peter Tomasulo,10,2.05,"218,240","10,638,000",2013,pct_total_money_won
189,189,Scott Langley,27,2.04,"590,684","29,016,000",2013,pct_total_money_won
190,190,Richie Ramsay,4,2.02,"119,077","5,887,826",2013,pct_total_money_won
191,191,Bio Kim,1,2.01,"28,961","1,440,000",2013,pct_total_money_won
T192,T192,Stuart Appleby,25,2,"538,332","26,856,000",2013,pct_total_money_won
T192,T192,Darren Clarke,3,2,"86,717","4,327,826",2013,pct_total_money_won
T192,T192,Jeremiah Wooding,1,2,"23,760","1,188,000",2013,pct_total_money_won
195,195,Ricky Barnes,26,1.99,"553,878","27,810,000",2013,pct_total_money_won
196,196,Ross Fisher,15,1.97,"311,168","15,786,000",2013,pct_total_money_won
197,197,Chad Campbell,25,1.95,"510,660","26,172,000",2013,pct_total_money_won
198,198,Matteo Manassero,9,1.93,"242,684","12,553,826",2013,pct_total_money_won
199,199,Davis Love III,15,1.92,"303,469","15,845,000",2013,pct_total_money_won
200,200,Branden Grace,12,1.91,"313,759","16,405,826",2013,pct_total_money_won
T201,T201,George Coetzee,11,1.89,"267,760","14,131,826",2013,pct_total_money_won
T201,T201,Russ Cochran,1,1.89,"19,068","1,008,000",2013,pct_total_money_won
T203,T203,Brad Fritsch,24,1.85,"452,184","24,390,000",2013,pct_total_money_won
T203,T203,Edward Loar,2,1.85,"47,246","2,556,000",2013,pct_total_money_won
205,205,D.J. Trahan,16,1.82,"284,249","15,588,000",2013,pct_total_money_won
T206,T206,Paul Casey,7,1.81,"147,612","8,165,000",2013,pct_total_money_won
T206,T206,Henrik Norlander,22,1.81,"401,957","22,230,000",2013,pct_total_money_won
208,208,Thongchai Jaidee,4,1.79,"104,125","5,827,826",2013,pct_total_money_won
209,209,Robert Streb,25,1.78,"454,871","25,614,000",2013,pct_total_money_won
T210,T210,Tag Ridings,24,1.76,"428,922","24,426,000",2013,pct_total_money_won
T210,T210,Ryo Ishikawa,23,1.76,"424,540","24,125,000",2013,pct_total_money_won
T210,T210,Tim Herron,15,1.76,"302,570","17,154,000",2013,pct_total_money_won
213,213,Tim Petrovic,12,1.74,"196,564","11,286,000",2013,pct_total_money_won
T214,T214,Jeff Klauk,8,1.73,"149,829","8,640,000",2013,pct_total_money_won
T214,T214,Kelly Kraft,2,1.73,"39,538","2,286,000",2013,pct_total_money_won
216,216,Blayne Barber,3,1.72,"52,110","3,024,000",2013,pct_total_money_won
T217,T217,Mark Brown,1,1.71,"24,641","1,442,826",2013,pct_total_money_won
T217,T217,Shingo Katayama,1,1.71,"24,641","1,442,826",2013,pct_total_money_won
T219,T219,Bud Cauley,24,1.69,"443,698","26,264,826",2013,pct_total_money_won
T219,T219,Greg Owen,24,1.69,"442,198","26,154,000",2013,pct_total_money_won
221,221,Kevin Sutherland,13,1.65,"223,098","13,536,000",2013,pct_total_money_won
T222,T222,Chris DiMarco,11,1.64,"175,555","10,710,000",2013,pct_total_money_won
T222,T222,Ben Kohles,25,1.64,"419,416","25,542,000",2013,pct_total_money_won
224,224,Tommy Gainey,28,1.63,"520,479","31,931,000",2013,pct_total_money_won
225,225,Ben Curtis,20,1.6,"372,543","23,323,826",2013,pct_total_money_won
226,226,Bobby Gates,20,1.59,"320,248","20,196,000",2013,pct_total_money_won
227,227,Steve LeBrun,21,1.58,"337,156","21,330,000",2013,pct_total_money_won
228,228,Brandt Jobe,19,1.57,"309,105","19,638,000",2013,pct_total_money_won
229,229,Scott Harrington,1,1.54,"18,295","1,188,000",2013,pct_total_money_won
230,230,Kenny Perry,3,1.52,"52,616","3,456,000",2013,pct_total_money_won
231,231,Thomas Bjørn,4,1.5,"87,170","5,827,826",2013,pct_total_money_won
232,232,Casey Wittenberg,27,1.48,"425,394","28,764,000",2013,pct_total_money_won
233,233,John Kimbell,1,1.47,"12,162","828,000",2013,pct_total_money_won
T234,T234,Seung-Yul Noh,25,1.46,"391,762","26,802,000",2013,pct_total_money_won
T234,T234,Andre Stolz,1,1.46,"7,905","540,000",2013,pct_total_money_won
T234,T234,David Frost,1,1.46,"16,864","1,152,000",2013,pct_total_money_won
237,237,Satoshi Kodaira,2,1.45,"42,800","2,942,826",2013,pct_total_money_won
238,238,Tom Gillis,22,1.44,"345,325","23,922,000",2013,pct_total_money_won
T239,T239,Trevor Immelman,24,1.42,"360,548","25,362,000",2013,pct_total_money_won
T239,T239,Toru Taniguchi,2,1.42,"41,750","2,942,826",2013,pct_total_money_won
241,241,Doug LaBelle II,23,1.4,"338,920","24,210,000",2013,pct_total_money_won
242,242,Vijay Singh,19,1.38,"309,351","22,489,826",2013,pct_total_money_won
243,243,Mikko Ilonen,3,1.37,"60,052","4,387,826",2013,pct_total_money_won
244,244,Steve Flesch,6,1.36,"76,654","5,634,000",2013,pct_total_money_won
T245,T245,Dean Wilson,2,1.35,"20,836","1,548,000",2013,pct_total_money_won
T245,T245,Matt Weibring,1,1.35,"19,406","1,440,000",2013,pct_total_money_won
T247,T247,Grégory Bourdy,1,1.32,"19,085","1,442,826",2013,pct_total_money_won
T247,T247,Cameron Percy,21,1.32,"277,335","20,988,000",2013,pct_total_money_won
T249,T249,Nate Smith,1,1.31,"15,828","1,206,000",2013,pct_total_money_won
T249,T249,David Howell,1,1.31,"18,926","1,440,000",2013,pct_total_money_won
T249,T249,Peter Hedblom,1,1.31,"18,926","1,440,000",2013,pct_total_money_won
252,252,Sam Saunders,1,1.3,"15,184","1,170,000",2013,pct_total_money_won
T253,T253,Gareth Wright,1,1.28,"18,397","1,442,826",2013,pct_total_money_won
T253,T253,Kevin Na,8,1.28,"110,864","8,640,000",2013,pct_total_money_won
T255,T255,Mark Anderson,1,1.27,"12,824","1,008,000",2013,pct_total_money_won
T255,T255,Roger Sloan,1,1.27,"12,805","1,008,000",2013,pct_total_money_won
T255,T255,Hideto Tanihara,1,1.27,"12,824","1,008,000",2013,pct_total_money_won
258,258,Skip Kendall,2,1.26,"13,590","1,080,000",2013,pct_total_money_won
T259,T259,Shiv Kapur,1,1.24,"17,863","1,442,826",2013,pct_total_money_won
T259,T259,K.T. Kim,1,1.24,"17,863","1,442,826",2013,pct_total_money_won
T261,T261,Kent Jones,1,1.23,"6,630","540,000",2013,pct_total_money_won
T261,T261,Marco Dawson,1,1.23,"6,630","540,000",2013,pct_total_money_won
T263,T263,Chris Riley,3,1.22,"27,520","2,250,000",2013,pct_total_money_won
T263,T263,Sebastián Vázquez,1,1.22,"7,700","630,000",2013,pct_total_money_won
T265,T265,Nathan Green,9,1.21,"97,753","8,064,000",2013,pct_total_money_won
T265,T265,Sandy Lyle,2,1.21,"34,962","2,882,826",2013,pct_total_money_won
T267,T267,Peter Senior,1,1.2,"17,252","1,442,826",2013,pct_total_money_won
T267,T267,Matt Bettencourt,9,1.2,"101,687","8,496,000",2013,pct_total_money_won
269,269,Marc Turnesa,2,1.19,"12,900","1,080,000",2013,pct_total_money_won
T270,T270,Y.E. Yang,19,1.18,"259,117","22,003,826",2013,pct_total_money_won
T270,T270,Steven Alker,2,1.18,"28,961","2,448,000",2013,pct_total_money_won
272,272,Simon Khan,1,1.17,"16,844","1,440,000",2013,pct_total_money_won
273,273,Thaworn Wiratchant,3,1.15,"50,600","4,382,826",2013,pct_total_money_won
T274,T274,Kevin Kisner,1,1.14,"6,180","540,000",2013,pct_total_money_won
T274,T274,Aaron Watkins,19,1.14,"217,495","19,080,000",2013,pct_total_money_won
276,276,David Branshaw,1,1.13,"12,444","1,098,000",2013,pct_total_money_won
277,277,Steve Marino,12,1.12,"148,873","13,338,000",2013,pct_total_money_won
T278,T278,Sean O'Hair,22,1.11,"268,614","24,138,000",2013,pct_total_money_won
T278,T278,Heath Slocum,9,1.11,"90,796","8,154,000",2013,pct_total_money_won
280,280,David Mathis,24,1.1,"274,476","25,002,000",2013,pct_total_money_won
281,281,John Mallinger,12,1.09,"137,298","12,564,000",2013,pct_total_money_won
T282,T282,Andrew Johnson,1,1.08,"5,850","540,000",2013,pct_total_money_won
T282,T282,Luke List,24,1.08,"264,400","24,426,000",2013,pct_total_money_won
284,284,Andres Gonzales,17,1.07,"179,387","16,758,000",2013,pct_total_money_won
285,285,Rafael Campos,1,1.06,"6,650","630,000",2013,pct_total_money_won
286,286,Michael Block,1,1.04,"12,342","1,188,000",2013,pct_total_money_won
T287,T287,Brett Rumford,3,1.01,"44,250","4,387,826",2013,pct_total_money_won
T287,T287,Joe Affrunti,5,1.01,"49,614","4,914,000",2013,pct_total_money_won
T289,T289,Jon Curran,3,0.97,"28,350","2,916,000",2013,pct_total_money_won
T289,T289,Troy Matteson,24,0.97,"245,090","25,146,000",2013,pct_total_money_won
T289,T289,Duffy Waldorf,3,0.97,"28,657","2,952,000",2013,pct_total_money_won
T292,T292,Bart Bryant,2,0.95,"19,068","2,016,000",2013,pct_total_money_won
T292,T292,Stephen Ames,19,0.95,"188,987","19,980,000",2013,pct_total_money_won
T292,T292,Jaco Van Zyl,3,0.95,"41,500","4,385,000",2013,pct_total_money_won
295,295,Scott Gardiner,23,0.94,"219,644","23,256,000",2013,pct_total_money_won
T296,T296,Billy Mayfair,14,0.92,"123,859","13,536,000",2013,pct_total_money_won
T296,T296,Darron Stiles,20,0.92,"184,866","20,034,000",2013,pct_total_money_won
T296,T296,Ryan Blaum,3,0.92,"20,416","2,214,000",2013,pct_total_money_won
299,299,Hank Kuehne,5,0.86,"48,046","5,616,000",2013,pct_total_money_won
T300,T300,Will Claxton,24,0.83,"206,722","25,002,000",2013,pct_total_money_won
T300,T300,Mike Weir,22,0.83,"194,510","23,472,000",2013,pct_total_money_won
302,302,Robert Gamez,3,0.81,"17,880","2,196,000",2013,pct_total_money_won
303,303,Robert Allenby,24,0.8,"204,272","25,524,000",2013,pct_total_money_won
304,304,Tom Lehman,2,0.77,"20,077","2,594,826",2013,pct_total_money_won
T305,T305,Hunter Haas,5,0.76,"42,929","5,670,000",2013,pct_total_money_won
T305,T305,Gary Christian,10,0.76,"75,332","9,936,000",2013,pct_total_money_won
T305,T305,Chris Williams,5,0.76,"39,304","5,202,000",2013,pct_total_money_won
308,308,Alexandre Rocha,3,0.71,"21,254","3,006,000",2013,pct_total_money_won
309,309,Rod Pampling,16,0.7,"110,451","15,858,000",2013,pct_total_money_won
T310,T310,Jin Park,20,0.69,"136,457","19,908,000",2013,pct_total_money_won
T310,T310,Alistair Presnell,23,0.69,"163,134","23,544,000",2013,pct_total_money_won
T312,T312,Colt Knost,25,0.68,"176,710","26,154,000",2013,pct_total_money_won
T312,T312,José María Olazábal,2,0.68,"19,480","2,880,000",2013,pct_total_money_won
314,314,Bernd Wiesberger,2,0.66,"19,085","2,887,826",2013,pct_total_money_won
315,315,Joey Snyder III,15,0.64,"98,886","15,426,000",2013,pct_total_money_won
316,316,Hiroyuki Fujita,5,0.63,"46,000","7,267,826",2013,pct_total_money_won
317,317,Lee Williams,22,0.6,"133,755","22,140,000",2013,pct_total_money_won
318,318,Ted Purdy,3,0.56,"12,797","2,286,000",2013,pct_total_money_won
T319,T319,Neal Lancaster,6,0.55,"36,978","6,678,000",2013,pct_total_money_won
T319,T319,"Wes Short, Jr.",15,0.55,"82,855","15,174,000",2013,pct_total_money_won
321,321,Tom Watson,4,0.53,"28,980","5,461,826",2013,pct_total_money_won
T322,T322,Joe Durant,7,0.52,"32,290","6,228,000",2013,pct_total_money_won
T322,T322,Brooks Koepka,2,0.52,"14,950","2,887,826",2013,pct_total_money_won
324,324,Brad Adamonis,2,0.51,"11,340","2,232,000",2013,pct_total_money_won
T325,T325,Mark O'Meara,3,0.5,"20,077","3,998,826",2013,pct_total_money_won
