RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:ARG,MEASURED ROUNDS,year,measure
118,119,Tony Finau,95,-0.045,-3.48,78,2016,sg_around_green
119,120,Ken Duke,58,-0.048,-2.291,48,2016,sg_around_green
120,121,Sung Kang,89,-0.053,-3.882,73,2016,sg_around_green
121,122,Blayne Barber,84,-0.056,-4.181,74,2016,sg_around_green
122,123,Jerry Kelly,76,-0.059,-3.535,60,2016,sg_around_green
T123,T124,Cameron Smith,73,-0.062,-2.87,46,2016,sg_around_green
T123,T124,Morgan Hoffmann,71,-0.062,-3.665,59,2016,sg_around_green
125,126,Brendon de Jonge,83,-0.063,-4.11,65,2016,sg_around_green
126,127,Chez Reavie,90,-0.068,-5.134,76,2016,sg_around_green
127,128,Kyle Stanley,92,-0.07,-5.559,79,2016,sg_around_green
128,130,Peter Malnati,85,-0.073,-5.406,74,2016,sg_around_green
129,131,Harold Varner III,92,-0.078,-6.23,80,2016,sg_around_green
T130,T132,Anirban Lahiri,72,-0.08,-3.854,48,2016,sg_around_green
T130,T132,Patton Kizzire,93,-0.08,-6.019,75,2016,sg_around_green
132,134,Adam Hadwin,93,-0.081,-7.135,88,2016,sg_around_green
133,135,Charley Hoffman,91,-0.085,-6.023,71,2016,sg_around_green
134,136,J.J. Henry,68,-0.097,-5.916,61,2016,sg_around_green
135,129,Daniel Berger,92,-0.1,-7.22,72,2016,sg_around_green
136,137,Billy Horschel,73,-0.102,-5.816,57,2016,sg_around_green
T137,T138,David Lingmerth,84,-0.103,-6.197,60,2016,sg_around_green
T137,T138,Kelly Kraft,63,-0.103,-4.652,45,2016,sg_around_green
139,140,Billy Hurley III,66,-0.104,-6.128,59,2016,sg_around_green
140,T141,Lucas Glover,75,-0.11,-7.376,67,2016,sg_around_green
141,143,Michael Kim,100,-0.111,-9.533,86,2016,sg_around_green
142,T141,Jhonattan Vegas,97,-0.112,-9.097,81,2016,sg_around_green
143,144,Kyle Reifers,115,-0.113,-10.993,97,2016,sg_around_green
144,146,Henrik Norlander,71,-0.117,-6.206,53,2016,sg_around_green
145,147,Chris Stroud,82,-0.119,-8.194,69,2016,sg_around_green
146,148,Jim Herman,93,-0.122,-8.638,71,2016,sg_around_green
147,149,Nick Taylor,83,-0.123,-8.106,66,2016,sg_around_green
148,150,Scott Brown,88,-0.124,-8.699,70,2016,sg_around_green
149,151,Colt Knost,90,-0.131,-9.294,71,2016,sg_around_green
150,152,Chesson Hadley,81,-0.132,-8.843,67,2016,sg_around_green
151,153,Andres Gonzales,80,-0.135,-8.659,64,2016,sg_around_green
152,154,Brett Stegmaier,87,-0.152,-11.415,75,2016,sg_around_green
153,155,Johnson Wagner,86,-0.154,-11.686,76,2016,sg_around_green
154,156,Mark Hubbard,101,-0.155,-12.88,83,2016,sg_around_green
155,157,Troy Merritt,77,-0.166,-10.784,65,2016,sg_around_green
156,163,Emiliano Grillo,93,-0.167,-12.198,73,2016,sg_around_green
157,158,George McNeill,51,-0.168,-7.738,46,2016,sg_around_green
158,159,Andrew Loupe,75,-0.172,-11.533,67,2016,sg_around_green
159,160,Boo Weekley,83,-0.174,-12.386,71,2016,sg_around_green
160,161,Tom Hoge,81,-0.175,-11,63,2016,sg_around_green
161,162,Brendan Steele,88,-0.188,-12.978,69,2016,sg_around_green
162,164,Jason Kokrak,89,-0.238,-17.84,75,2016,sg_around_green
163,165,Martin Piller,59,-0.24,-11.291,47,2016,sg_around_green
164,166,Will Wilcox,67,-0.261,-14.884,57,2016,sg_around_green
165,167,Steve Marino,72,-0.263,-14.706,56,2016,sg_around_green
166,168,Jason Bohn,67,-0.265,-15.654,59,2016,sg_around_green
167,169,Hunter Mahan,61,-0.268,-13.398,50,2016,sg_around_green
168,170,Carlos Ortiz,79,-0.272,-16.619,61,2016,sg_around_green
169,171,Ben Martin,92,-0.277,-22.144,80,2016,sg_around_green
170,172,Greg Owen,85,-0.279,-19.221,69,2016,sg_around_green
171,173,Robert Garrigus,69,-0.286,-15.712,55,2016,sg_around_green
172,174,John Senden,88,-0.299,-23.597,79,2016,sg_around_green
173,175,Kevin Kisner,97,-0.331,-24.128,73,2016,sg_around_green
174,176,Wes Roach,59,-0.338,-14.523,43,2016,sg_around_green
175,178,Robert Allenby,51,-0.368,-15.101,41,2016,sg_around_green
T176,T179,Scott Pinckney,87,-0.376,-26.715,71,2016,sg_around_green
T176,T179,Rhein Gibson,58,-0.376,-16.528,44,2016,sg_around_green
178,181,Thomas Aiken,70,-0.39,-18.712,48,2016,sg_around_green
179,182,Andrew Landry,53,-0.396,-13.058,33,2016,sg_around_green
180,183,Bronson Burgoon,83,-0.398,-25.878,65,2016,sg_around_green
181,184,Dawie van der Walt,72,-0.41,-22.953,56,2016,sg_around_green
182,185,Hudson Swafford,104,-0.561,-51.636,92,2016,sg_around_green
183,186,Graham DeLaet,70,-0.567,-33.477,59,2016,sg_around_green
184,187,Jason Gore,78,-0.581,-34.853,60,2016,sg_around_green
185,188,Ángel Cabrera,62,-0.582,-28.531,49,2016,sg_around_green
