RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:ARG,MEASURED ROUNDS,year,measure
1,1,Steve Stricker,53,0.544,24.461,45,2016,sg_around_green
2,2,Bryce Molder,80,0.498,33.38,67,2016,sg_around_green
3,3,Retief Goosen,55,0.457,21.926,48,2016,sg_around_green
4,5,Luke Donald,81,0.429,25.338,59,2016,sg_around_green
5,6,Brendon Todd,66,0.412,22.248,54,2016,sg_around_green
T6,T7,Chad Collins,73,0.408,26.09,64,2016,sg_around_green
T6,T7,Padraig Harrington,54,0.408,17.971,44,2016,sg_around_green
8,4,Patrick Reed,105,0.406,31.651,78,2016,sg_around_green
9,11,Si Woo Kim,113,0.403,39.876,99,2016,sg_around_green
10,9,Aaron Baddeley,93,0.402,30.132,75,2016,sg_around_green
11,12,Rickie Fowler,80,0.387,24.759,64,2016,sg_around_green
12,10,Jason Day,76,0.375,20.226,54,2016,sg_around_green
13,13,Seung-Yul Noh,85,0.374,25.802,69,2016,sg_around_green
14,14,Bill Haas,86,0.353,22.597,64,2016,sg_around_green
15,15,Chad Campbell,90,0.346,27.654,80,2016,sg_around_green
16,17,Charles Howell III,91,0.323,25.503,79,2016,sg_around_green
17,18,Zach Johnson,90,0.321,23.428,73,2016,sg_around_green
18,T19,Brandt Snedeker,93,0.32,23.992,75,2016,sg_around_green
19,T19,Jon Curran,99,0.304,25.521,84,2016,sg_around_green
20,21,Alex Cejka,71,0.297,15.17,51,2016,sg_around_green
21,22,Jamie Lovemark,91,0.294,24.368,83,2016,sg_around_green
22,23,David Toms,62,0.278,15.033,54,2016,sg_around_green
23,24,Webb Simpson,70,0.276,15.981,58,2016,sg_around_green
24,16,Jordan Spieth,80,0.264,15.318,58,2016,sg_around_green
25,25,Tim Wilkinson,72,0.26,13.02,50,2016,sg_around_green
26,T26,Scott Langley,65,0.254,13.467,53,2016,sg_around_green
27,29,Stuart Appleby,71,0.248,16.351,66,2016,sg_around_green
28,30,Matt Kuchar,100,0.242,18.633,77,2016,sg_around_green
T29,31,Justin Rose,65,0.237,11.618,49,2016,sg_around_green
T29,28,Ryan Moore,86,0.237,15.417,65,2016,sg_around_green
31,34,J.B. Holmes,77,0.233,14.221,61,2016,sg_around_green
32,32,Jim Furyk,52,0.232,10.201,44,2016,sg_around_green
33,33,Ricky Barnes,97,0.227,18.179,80,2016,sg_around_green
34,T26,Jimmy Walker,85,0.225,16.002,71,2016,sg_around_green
35,T37,Charl Schwartzel,73,0.224,12.567,56,2016,sg_around_green
36,35,Phil Mickelson,75,0.218,12.872,59,2016,sg_around_green
37,44,Rory McIlroy,69,0.211,10.122,48,2016,sg_around_green
T38,T37,Vijay Singh,72,0.209,13.575,65,2016,sg_around_green
T38,T37,Robert Streb,87,0.209,13.781,66,2016,sg_around_green
T40,T40,Chris Kirk,90,0.205,15.162,74,2016,sg_around_green
T40,T40,Keegan Bradley,82,0.205,12.902,63,2016,sg_around_green
42,42,Rod Pampling,54,0.199,7.361,37,2016,sg_around_green
43,43,Matt Jones,83,0.197,12.389,63,2016,sg_around_green
44,45,Marc Leishman,89,0.191,12.427,65,2016,sg_around_green
45,52,Roberto Castro,97,0.19,16.718,88,2016,sg_around_green
46,46,Spencer Levin,104,0.184,15.049,82,2016,sg_around_green
47,47,Francesco Molinari,64,0.183,10.416,57,2016,sg_around_green
48,48,Rob Oppenheim,67,0.176,9.001,51,2016,sg_around_green
49,49,Ben Crane,80,0.173,11.386,66,2016,sg_around_green
50,50,Louis Oosthuizen,63,0.17,7.132,42,2016,sg_around_green
51,51,Mark Wilson,66,0.163,8.958,55,2016,sg_around_green
52,53,K.J. Choi,73,0.159,10.68,67,2016,sg_around_green
T53,T54,Patrick Rodgers,89,0.157,11.154,71,2016,sg_around_green
T53,T54,Geoff Ogilvy,63,0.157,7.842,50,2016,sg_around_green
55,62,Paul Casey,77,0.15,8.552,57,2016,sg_around_green
56,56,Whee Kim,82,0.148,9.607,65,2016,sg_around_green
57,57,Brian Stuard,66,0.14,8.405,60,2016,sg_around_green
58,58,Shane Lowry,57,0.139,5.159,37,2016,sg_around_green
59,59,Harris English,97,0.138,10.068,73,2016,sg_around_green
60,60,James Hahn,85,0.135,9.451,70,2016,sg_around_green
61,61,Jeff Overton,69,0.134,7.791,58,2016,sg_around_green
62,68,Kevin Chappell,93,0.126,9.816,78,2016,sg_around_green
63,63,Brian Harman,104,0.12,11.073,92,2016,sg_around_green
64,64,Shawn Stefani,91,0.116,8.902,77,2016,sg_around_green
65,65,Camilo Villegas,83,0.113,8.006,71,2016,sg_around_green
66,T66,Cameron Tringale,81,0.104,7.305,70,2016,sg_around_green
67,69,Dicky Pride,55,0.094,3.867,41,2016,sg_around_green
68,71,Gary Woodland,95,0.088,6.857,78,2016,sg_around_green
69,36,Kevin Na,96,0.087,6.001,69,2016,sg_around_green
T70,70,Jason Dufner,105,0.081,6.398,79,2016,sg_around_green
T70,72,David Hearn,95,0.081,6.665,82,2016,sg_around_green
72,73,Erik Compton,65,0.074,3.755,51,2016,sg_around_green
73,T66,Russell Knox,92,0.073,4.744,65,2016,sg_around_green
74,75,Will MacKenzie,84,0.072,4.775,66,2016,sg_around_green
75,79,Dustin Johnson,87,0.066,4.13,63,2016,sg_around_green
76,77,Smylie Kaufman,91,0.059,4.28,72,2016,sg_around_green
77,78,Abraham Ancer,51,0.057,2.171,38,2016,sg_around_green
78,80,Rory Sabbatini,57,0.054,2.111,39,2016,sg_around_green
79,81,Martin Laird,82,0.053,3.777,71,2016,sg_around_green
80,82,Michael Thompson,71,0.051,2.78,54,2016,sg_around_green
T81,T83,John Huh,86,0.05,3.927,79,2016,sg_around_green
T81,T83,Freddie Jacobson,86,0.05,3.58,72,2016,sg_around_green
83,86,Adam Scott,79,0.049,2.743,56,2016,sg_around_green
84,85,Luke Guthrie,57,0.046,2.091,45,2016,sg_around_green
85,87,D.A. Points,55,0.041,1.618,39,2016,sg_around_green
86,88,Tyler Aldridge,83,0.036,2.383,67,2016,sg_around_green
87,89,Branden Grace,63,0.032,1.333,42,2016,sg_around_green
88,90,Fabián Gómez,82,0.03,2.216,73,2016,sg_around_green
89,91,Daniel Summerhays,99,0.027,2.137,79,2016,sg_around_green
90,76,Sean O'Hair,89,0.024,2.047,84,2016,sg_around_green
91,92,Danny Lee,93,0.02,1.407,71,2016,sg_around_green
92,93,Scott Stallings,74,0.018,1.108,63,2016,sg_around_green
93,94,Stewart Cink,61,0.017,0.837,49,2016,sg_around_green
94,106,Hideki Matsuyama,76,0.015,0.876,58,2016,sg_around_green
T95,T95,Steve Wheatcroft,85,0.012,0.828,70,2016,sg_around_green
T95,T95,Jonas Blixt,79,0.012,0.789,68,2016,sg_around_green
T95,T95,Derek Ernst,59,0.012,0.528,43,2016,sg_around_green
98,98,D.H. Lee,61,0.007,0.335,46,2016,sg_around_green
99,99,Luke List,79,0.004,0.289,65,2016,sg_around_green
100,100,Sam Saunders,69,0.003,0.165,51,2016,sg_around_green
101,101,Scott Piercy,87,0.002,0.154,65,2016,sg_around_green
102,102,Zac Blair,99,0.001,0.055,81,2016,sg_around_green
103,103,Ryan Palmer,86,0,0.038,78,2016,sg_around_green
104,104,Graeme McDowell,63,-0.003,-0.131,45,2016,sg_around_green
105,107,Kevin Streelman,82,-0.008,-0.54,64,2016,sg_around_green
106,108,Tyrone Van Aswegen,105,-0.013,-1.112,88,2016,sg_around_green
107,109,Ernie Els,66,-0.014,-0.789,56,2016,sg_around_green
T108,110,Bubba Watson,72,-0.017,-0.878,51,2016,sg_around_green
T108,105,Justin Thomas,99,-0.017,-1.31,75,2016,sg_around_green
110,111,Derek Fathauer,94,-0.026,-1.97,76,2016,sg_around_green
111,115,William McGirt,98,-0.029,-2.513,88,2016,sg_around_green
112,112,Sergio Garcia,54,-0.031,-0.963,31,2016,sg_around_green
T113,T113,Brooks Koepka,75,-0.033,-1.956,60,2016,sg_around_green
T113,T113,Hiroshi Iwata,85,-0.033,-2.234,67,2016,sg_around_green
115,116,Russell Henley,76,-0.038,-2.607,69,2016,sg_around_green
116,117,Vaughn Taylor,72,-0.042,-2.822,67,2016,sg_around_green
117,118,Steven Bowditch,71,-0.044,-2.405,55,2016,sg_around_green
