RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,EVENTS,TOTAL,DISTANCE RANK,ACCURACY RANK,year,measure
1,1,Charles Warren,21,70,9,61,2010,total_driving
2,2,Graham DeLaet,28,84,6,78,2010,total_driving
3,3,Hunter Mahan,25,95,57,38,2010,total_driving
T4,8,Davis Love III,24,102,17,85,2010,total_driving
T4,4,Boo Weekley,27,102,55,47,2010,total_driving
6,5,Kenny Perry,20,104,68,36,2010,total_driving
7,7,John Rollins,26,110,30,80,2010,total_driving
T8,6,Chris Couch,23,111,49,62,2010,total_driving
T8,T9,Ryan Moore,24,111,75,36,2010,total_driving
10,11,John Merrick,31,113,60,53,2010,total_driving
T11,12,Blake Adams,26,115,63,52,2010,total_driving
T11,T9,Tom Gillis,27,115,86,29,2010,total_driving
T11,13,Steve Elkington,22,115,80,35,2010,total_driving
T14,T14,Joe Durant,19,118,116,2,2010,total_driving
T14,T19,John Senden,30,118,72,46,2010,total_driving
16,T16,J.J. Henry,27,120,46,74,2010,total_driving
17,T19,Jarrod Lyle,18,122,23,99,2010,total_driving
T18,T16,Will MacKenzie,23,123,66,57,2010,total_driving
T18,18,Bo Van Pelt,28,123,53,70,2010,total_driving
T18,T14,Mathias Grönberg,22,123,40,83,2010,total_driving
21,22,Rory McIlroy,16,127,12,115,2010,total_driving
22,23,Bill Haas,25,130,42,88,2010,total_driving
23,T24,Scott McCarron,29,131,88,43,2010,total_driving
24,T24,Rickie Fowler,28,133,47,86,2010,total_driving
25,T26,Kevin Streelman,28,134,70,64,2010,total_driving
T26,T26,Nick Watney,24,136,20,116,2010,total_driving
T26,29,Retief Goosen,19,136,60,76,2010,total_driving
T28,T19,Paul Stankowski,18,138,70,68,2010,total_driving
T28,28,Lucas Glover,23,138,27,111,2010,total_driving
30,T30,Jay Williamson,24,139,119,20,2010,total_driving
T31,37,Stewart Cink,23,141,49,92,2010,total_driving
T31,33,Billy Mayfair,26,141,124,17,2010,total_driving
T31,T30,Josh Teater,31,141,44,97,2010,total_driving
34,36,Sergio Garcia,15,142,47,95,2010,total_driving
T35,T34,Adam Scott,20,143,33,110,2010,total_driving
T35,T30,D.J. Trahan,27,143,10,133,2010,total_driving
T35,T34,Charley Hoffman,24,143,15,128,2010,total_driving
T38,T40,Chad Campbell,28,144,119,25,2010,total_driving
T38,T38,Matt Kuchar,26,144,105,39,2010,total_driving
T40,T38,Ben Crane,24,145,136,9,2010,total_driving
T40,T40,Kevin Sutherland,25,145,96,49,2010,total_driving
42,42,Mathew Goggin,28,147,78,69,2010,total_driving
43,43,David Toms,25,151,144,7,2010,total_driving
44,T48,Vijay Singh,24,153,51,102,2010,total_driving
45,44,Vaughn Taylor,26,155,122,33,2010,total_driving
46,,Cliff Kresge,17,156,128,28,2010,total_driving
47,T45,Robert Allenby,22,159,82,77,2010,total_driving
48,T48,Kris Blanks,30,161,110,51,2010,total_driving
T49,T54,Troy Matteson,28,164,22,142,2010,total_driving
T49,T48,Martin Laird,26,164,20,144,2010,total_driving
T49,47,Steve Stricker,19,164,134,30,2010,total_driving
T49,T52,Zach Johnson,25,164,156,8,2010,total_driving
T49,T54,Jason Dufner,25,164,140,24,2010,total_driving
T54,T52,Brett Wetterich,16,166,4,162,2010,total_driving
T54,60,Aron Price,22,166,121,45,2010,total_driving
T56,51,Garth Mulroy,19,167,29,138,2010,total_driving
T56,T58,Garrett Willis,24,167,153,14,2010,total_driving
T58,T54,Heath Slocum,25,169,163,6,2010,total_driving
T58,T54,Justin Rose,22,169,97,72,2010,total_driving
T58,T61,Paul Casey,17,169,35,134,2010,total_driving
T61,T58,Sean O'Hair,25,170,78,92,2010,total_driving
T61,T63,Brendon de Jonge,32,170,105,65,2010,total_driving
T61,65,Y.E. Yang,21,170,88,82,2010,total_driving
T64,T45,Nicholas Thompson,29,171,80,91,2010,total_driving
T64,T63,Henrik Bjornstad,26,171,93,78,2010,total_driving
T64,T67,Roger Tambellini,26,171,53,118,2010,total_driving
67,66,Pat Perez,27,172,102,70,2010,total_driving
T68,T76,Jerry Kelly,29,173,160,13,2010,total_driving
T68,78,Michael Letzig,27,173,75,98,2010,total_driving
T70,T61,John Mallinger,29,175,152,23,2010,total_driving
T70,T67,James Nitties,30,175,112,63,2010,total_driving
T70,T67,Dustin Johnson,23,175,3,172,2010,total_driving
T73,T76,Robert Garrigus,22,176,1,175,2010,total_driving
T73,T74,Mark Wilson,28,176,150,26,2010,total_driving
T75,T71,Bubba Watson,22,178,2,176,2010,total_driving
T75,T71,Chris DiMarco,25,178,160,18,2010,total_driving
T75,70,Skip Kendall,18,178,157,21,2010,total_driving
T75,T74,Jason Day,24,178,15,163,2010,total_driving
79,T71,Kevin Stadler,28,180,72,108,2010,total_driving
80,T81,Dean Wilson,18,183,142,41,2010,total_driving
81,T79,Aaron Baddeley,26,184,14,170,2010,total_driving
82,T81,Alex Prugh,28,185,27,158,2010,total_driving
83,T81,Richard Johnson,27,186,175,11,2010,total_driving
84,T79,Matt Every,18,187,64,123,2010,total_driving
85,T89,J.B. Holmes,26,188,5,183,2010,total_driving
T86,T104,Cameron Tringale,22,189,32,157,2010,total_driving
T86,T93,Jim Furyk,21,189,179,10,2010,total_driving
T86,84,Alex Cejka,28,189,173,16,2010,total_driving
T89,T93,Omar Uresti,27,190,189,1,2010,total_driving
T89,T108,Ryan Palmer,27,190,26,164,2010,total_driving
T89,88,Ángel Cabrera,19,190,8,182,2010,total_driving
T89,T95,Greg Owen,27,190,60,130,2010,total_driving
T89,T89,Marc Leishman,26,190,31,159,2010,total_driving
T94,T85,Steve Wheatcroft,27,191,102,89,2010,total_driving
T94,T89,K.J. Choi,22,191,131,60,2010,total_driving
T96,T98,Scott Piercy,28,192,19,173,2010,total_driving
T96,T85,Cameron Percy,25,192,36,156,2010,total_driving
T96,T98,Tim Clark,24,192,188,4,2010,total_driving
T96,T95,Rod Pampling,26,192,126,66,2010,total_driving
T96,T113,Steve Marino,24,192,68,124,2010,total_driving
T101,T101,Stephen Ames,23,193,138,55,2010,total_driving
T101,T104,Jonathan Byrd,26,193,64,129,2010,total_driving
T103,T101,Brian Davis,32,194,163,31,2010,total_driving
T103,T137,Jeff Gove,22,194,86,108,2010,total_driving
T103,T89,Justin Leonard,27,194,172,22,2010,total_driving
T106,T104,Brian Gay,30,195,192,3,2010,total_driving
T106,T104,John Daly,20,195,6,189,2010,total_driving
T106,T101,Jeff Overton,26,195,18,177,2010,total_driving
T109,T108,Craig Bowden,20,196,191,5,2010,total_driving
T109,T110,Chris Riley,24,196,169,27,2010,total_driving
111,T110,Paul Goydos,25,197,185,12,2010,total_driving
T112,T127,Jeff Maggert,28,199,159,40,2010,total_driving
T112,T95,Chris Tidland,24,199,93,106,2010,total_driving
T112,T85,Justin Bolli,23,199,141,58,2010,total_driving
115,T119,Trevor Immelman,19,200,110,90,2010,total_driving
T116,125,Ben Curtis,24,201,182,19,2010,total_driving
T116,126,Jeff Quinney,29,201,186,15,2010,total_driving
T116,T113,Matt Bettencourt,32,201,36,165,2010,total_driving
T116,T119,Phil Mickelson,20,201,13,188,2010,total_driving
T116,T119,Woody Austin,29,201,147,54,2010,total_driving
T116,116,Scott Verplank,22,201,167,34,2010,total_driving
T122,T98,Tom Pernice Jr.,22,202,154,48,2010,total_driving
T122,T117,Rocco Mediate,25,202,170,32,2010,total_driving
T122,T117,Andres Romero,21,202,24,178,2010,total_driving
T125,T122,Martin Flores,26,203,11,192,2010,total_driving
T125,T122,Camilo Villegas,20,203,77,126,2010,total_driving
T127,T110,Jason Bohn,25,204,155,49,2010,total_driving
T127,T129,Briny Baird,28,204,138,66,2010,total_driving
T129,T129,Andrew McLardy,21,205,74,131,2010,total_driving
T129,T131,Ted Purdy,30,205,66,139,2010,total_driving
131,T113,Tim Petrovic,32,206,165,41,2010,total_driving
T132,T122,James Driscoll,26,207,39,168,2010,total_driving
T132,T127,Chris Wilson,26,207,58,149,2010,total_driving
134,134,Chris Stroud,27,208,101,107,2010,total_driving
135,T131,Matt Jones,27,209,42,167,2010,total_driving
136,T131,Brian Stuard,28,210,105,105,2010,total_driving
137,T135,Cameron Beckman,25,211,115,96,2010,total_driving
138,T135,D.A. Points,29,214,133,81,2010,total_driving
139,T137,Charles Howell III,28,215,34,181,2010,total_driving
T140,T139,Daniel Chopra,28,216,25,191,2010,total_driving
T140,T144,Derek Lamely,28,216,36,180,2010,total_driving
142,143,Padraig Harrington,18,221,52,169,2010,total_driving
T143,146,Bill Lunde,28,222,85,137,2010,total_driving
T143,T141,Ian Poulter,15,222,109,113,2010,total_driving
T145,T144,Kevin Na,26,223,167,56,2010,total_driving
T145,T139,J.P. Hayes,25,223,148,75,2010,total_driving
T145,T147,Spencer Levin,31,223,150,73,2010,total_driving
T148,T141,Brent Delahoussaye,21,225,181,44,2010,total_driving
T148,T147,George McNeill,28,225,41,184,2010,total_driving
T148,151,Rory Sabbatini,26,225,82,143,2010,total_driving
151,149,David Lutterus,25,226,55,171,2010,total_driving
152,150,Michael Sim,20,228,127,101,2010,total_driving
T153,T158,Charlie Wi,27,232,146,86,2010,total_driving
T153,T156,Steve Flesch,25,232,173,59,2010,total_driving
155,T153,Jimmy Walker,27,235,45,190,2010,total_driving
T156,T156,Jeev Milkha Singh,19,236,100,136,2010,total_driving
T156,T153,Stuart Appleby,31,236,84,152,2010,total_driving
T158,155,Ernie Els,20,237,90,147,2010,total_driving
T158,152,Steve Lowery,25,237,112,125,2010,total_driving
160,T163,Shaun Micheel,21,242,128,114,2010,total_driving
T161,T158,Michael Connell,25,243,144,99,2010,total_driving
T161,T161,Roland Thatcher,26,243,95,148,2010,total_driving
163,T161,Tim Herron,24,244,58,186,2010,total_driving
164,T158,Troy Merritt,29,246,92,154,2010,total_driving
165,T166,Lee Janzen,26,248,98,150,2010,total_driving
166,T163,Carl Pettersson,29,249,137,112,2010,total_driving
167,T166,Johnson Wagner,28,252,135,117,2010,total_driving
168,165,Freddie Jacobson,24,253,131,122,2010,total_driving
169,T168,Bob Estes,26,257,125,132,2010,total_driving
170,170,Webb Simpson,31,258,118,140,2010,total_driving
171,T168,Brandt Snedeker,26,260,176,84,2010,total_driving
