RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:APP,MEASURED ROUNDS,year,measure
1,1,Paul Casey,94,0.939,66.667,71,2017,sg_app_green
2,2,Jordan Spieth,85,0.896,60.927,68,2017,sg_app_green
3,3,Francesco Molinari,75,0.842,49.651,59,2017,sg_app_green
4,4,Stewart Cink,93,0.793,64.273,81,2017,sg_app_green
5,5,Hideki Matsuyama,83,0.758,44.75,59,2017,sg_app_green
6,6,Justin Thomas,86,0.738,47.961,65,2017,sg_app_green
7,7,Dustin Johnson,77,0.67,39.545,59,2017,sg_app_green
8,8,Kevin Na,86,0.631,41.647,66,2017,sg_app_green
9,12,Bud Cauley,92,0.588,48.211,82,2017,sg_app_green
10,13,Nick Watney,75,0.585,37.452,64,2017,sg_app_green
11,14,Ian Poulter,72,0.573,31.492,55,2017,sg_app_green
12,11,Gary Woodland,94,0.571,38.816,68,2017,sg_app_green
13,9,Daniel Berger,91,0.57,39.303,69,2017,sg_app_green
14,10,Kyle Stanley,104,0.562,52.849,94,2017,sg_app_green
15,15,Ryan Palmer,61,0.555,27.212,49,2017,sg_app_green
16,16,Phil Mickelson,85,0.553,38.124,69,2017,sg_app_green
17,18,Adam Scott,58,0.536,22.521,42,2017,sg_app_green
18,17,Jason Dufner,89,0.519,37.37,72,2017,sg_app_green
19,20,Jimmy Walker,68,0.518,25.91,50,2017,sg_app_green
20,26,Jon Rahm,90,0.515,33.998,66,2017,sg_app_green
21,21,Chad Campbell,97,0.506,43.019,85,2017,sg_app_green
T22,T22,Brandt Snedeker,53,0.503,21.136,42,2017,sg_app_green
T22,T29,Webb Simpson,102,0.503,42.284,84,2017,sg_app_green
24,24,Ryan Moore,82,0.498,32.347,65,2017,sg_app_green
25,25,Jim Furyk,54,0.492,21.629,44,2017,sg_app_green
26,27,Robert Garrigus,78,0.477,28.647,60,2017,sg_app_green
27,28,Patrick Cantlay,52,0.467,21.471,46,2017,sg_app_green
28,T29,Luke List,102,0.443,38.083,86,2017,sg_app_green
29,31,Billy Hurley III,80,0.432,29.839,69,2017,sg_app_green
30,32,Graham DeLaet,82,0.427,30.345,71,2017,sg_app_green
31,33,Boo Weekley,75,0.425,25.951,61,2017,sg_app_green
T32,T34,Wesley Bryan,95,0.421,32.411,77,2017,sg_app_green
T32,T34,D.A. Points,68,0.421,24.401,58,2017,sg_app_green
34,T36,Brendan Steele,89,0.411,29.181,71,2017,sg_app_green
35,T22,Marc Leishman,94,0.41,29.915,73,2017,sg_app_green
36,19,Rickie Fowler,78,0.408,25.686,63,2017,sg_app_green
T37,T40,Charl Schwartzel,63,0.399,19.155,48,2017,sg_app_green
T37,T40,Bill Haas,92,0.399,28.748,72,2017,sg_app_green
39,39,Tony Finau,106,0.39,35.455,91,2017,sg_app_green
40,T49,Sergio Garcia,65,0.378,17.385,46,2017,sg_app_green
T41,T42,Chez Reavie,98,0.375,31.152,83,2017,sg_app_green
T41,T42,Scott Stallings,81,0.375,25.469,68,2017,sg_app_green
43,44,Byeong Hun An,77,0.369,21.059,57,2017,sg_app_green
44,55,Justin Rose,66,0.363,19.219,53,2017,sg_app_green
45,T36,Charley Hoffman,112,0.349,32.411,93,2017,sg_app_green
