RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,EVENTS,%,OFFICIAL MONEY WON,POTENTIAL MONEY,year,measure
312,312,Tetsuji Hiratsuka,4,0.84,"$35,111","$4,201,272",2004,pct_total_money_won
313,313,Stan Utley,8,0.83,"$45,610","$5,508,000",2004,pct_total_money_won
314,314,Jim Carter,18,0.81,"$111,105","$13,797,000",2004,pct_total_money_won
315,315,Raphael Jacquelin,2,0.8,"$19,755","$2,473,272",2004,pct_total_money_won
316,316,Tommy Tolles,25,0.78,"$151,851","$19,593,000",2004,pct_total_money_won
T317,T317,Hirofumi Miyase,27,0.76,"$162,119","$21,222,000",2004,pct_total_money_won
T317,T317,David Morland IV,27,0.76,"$164,435","$21,600,000",2004,pct_total_money_won
T319,T319,Blaine McCallister,27,0.75,"$162,700","$21,663,000",2004,pct_total_money_won
T319,T319,Carl Paulson,13,0.75,"$70,087","$9,315,000",2004,pct_total_money_won
321,321,Guy Boros,24,0.71,"$130,782","$18,513,000",2004,pct_total_money_won
322,322,Donnie Hammond,13,0.7,"$65,023","$9,306,000",2004,pct_total_money_won
323,323,Hal Sutton,16,0.69,"$103,698","$15,021,000",2004,pct_total_money_won
T324,T324,Mike Grob,13,0.66,"$60,103","$9,144,000",2004,pct_total_money_won
T324,T324,Brandt Snedeker,9,0.66,"$54,215","$8,172,000",2004,pct_total_money_won
T326,T326,Erik Compton,2,0.65,"$11,050","$1,710,000",2004,pct_total_money_won
T326,T326,Tim Thelen,5,0.65,"$21,306","$3,258,000",2004,pct_total_money_won
328,328,Mike Springer,10,0.64,"$44,616","$7,002,000",2004,pct_total_money_won
329,329,Gabriel Hjertstedt,5,0.63,"$22,870","$3,645,000",2004,pct_total_money_won
330,330,Mark Wiebe,6,0.62,"$25,435","$4,104,000",2004,pct_total_money_won
T331,T331,Roy Biancalana,2,0.6,"$11,900","$1,989,000",2004,pct_total_money_won
T331,T331,Hiroyuki Fujita,2,0.6,"$7,387","$1,224,000",2004,pct_total_money_won
333,333,Nick Faldo,6,0.57,"$40,460","$7,108,272",2004,pct_total_money_won
T334,T334,Paul Lawrie,5,0.55,"$32,663","$5,893,272",2004,pct_total_money_won
T334,T334,David Ogrin,2,0.55,"$6,420","$1,170,000",2004,pct_total_money_won
T334,T334,Boyd Summerhays,8,0.55,"$37,126","$6,696,000",2004,pct_total_money_won
T337,T337,Chris Couch,24,0.53,"$100,282","$18,882,000",2004,pct_total_money_won
T337,T337,Jack Nicklaus,2,0.53,"$11,130","$2,115,000",2004,pct_total_money_won
T337,T337,Dan Olsen,31,0.53,"$135,730","$25,614,000",2004,pct_total_money_won
340,340,Tom Watson,2,0.5,"$10,350","$2,070,000",2004,pct_total_money_won
T341,T341,Tripp Isenhour,22,0.49,"$90,698","$18,495,000",2004,pct_total_money_won
T341,T341,Dan Pohl,3,0.49,"$10,706","$2,178,000",2004,pct_total_money_won
T341,T341,Sven Struver,2,0.49,"$11,050","$2,248,272",2004,pct_total_money_won
T344,T344,Kelly Gibson,10,0.47,"$34,510","$7,326,000",2004,pct_total_money_won
T344,T344,Chris Nallen,3,0.47,"$10,365","$2,196,000",2004,pct_total_money_won
346,346,Don Yrene,2,0.44,"$6,480","$1,476,000",2004,pct_total_money_won
T347,T347,Jay Don Blake,14,0.42,"$41,555","$9,918,000",2004,pct_total_money_won
T347,T347,Chez Reavie,2,0.42,"$7,840","$1,845,000",2004,pct_total_money_won
349,349,Bryce Molder,3,0.41,"$10,716","$2,610,000",2004,pct_total_money_won
350,350,Esteban Toledo,36,0.38,"$115,184","$30,249,000",2004,pct_total_money_won
351,351,Matt Hendrix,3,0.35,"$6,750","$1,944,000",2004,pct_total_money_won
352,352,Brian Watts,9,0.33,"$23,770","$7,254,000",2004,pct_total_money_won
353,353,Brock Mackenzie,3,0.31,"$7,387","$2,349,000",2004,pct_total_money_won
T354,T354,Ken Green,18,0.3,"$43,356","$14,220,000",2004,pct_total_money_won
T354,T354,Brad Lardon,17,0.3,"$40,253","$13,275,000",2004,pct_total_money_won
356,356,Trevor Dodds,20,0.29,"$45,015","$15,318,000",2004,pct_total_money_won
357,357,John Morse,3,0.27,"$6,420","$2,358,000",2004,pct_total_money_won
358,358,John Maginnes,12,0.25,"$26,420","$10,557,000",2004,pct_total_money_won
T359,T359,Ian Leggatt,5,0.2,"$8,280","$4,104,000",2004,pct_total_money_won
T359,T359,Greg Norman,7,0.2,"$14,160","$7,126,272",2004,pct_total_money_won
361,361,Kevin Muncrief,21,0.14,"$21,660","$15,876,000",2004,pct_total_money_won
362,362,Patrick Moore,14,0.13,"$15,448","$11,781,000",2004,pct_total_money_won
363,363,Phil Tataurangi,8,0.11,"$6,540","$5,742,000",2004,pct_total_money_won
T364,T364,David Gossett,25,0.1,"$21,250","$21,105,000",2004,pct_total_money_won
T364,T364,Brian Henninger,9,0.1,"$6,240","$6,174,000",2004,pct_total_money_won
T364,T364,Mike Standly,9,0.1,"$6,000","$6,282,000",2004,pct_total_money_won
367,367,Fulton Allem,13,0.09,"$9,792","$11,403,000",2004,pct_total_money_won
368,368,Nick Flanagan,10,0.07,"$6,180","$9,304,272",2004,pct_total_money_won
