RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,EVENTS,TOTAL,DISTANCE RANK,ACCURACY RANK,year,measure
T152,154,Luke Guthrie,26,235,109,126,2014,total_driving
T152,152,Aaron Baddeley,24,235,60,175,2014,total_driving
154,155,Scott Langley,29,239,145,94,2014,total_driving
155,T156,Bronson La'Cassie,18,241,127,114,2014,total_driving
156,T156,Woody Austin,22,242,160,82,2014,total_driving
157,158,Ricky Barnes,27,244,82,162,2014,total_driving
158,161,Ernie Els,24,248,79,169,2014,total_driving
159,162,Ryo Ishikawa,24,249,80,169,2014,total_driving
160,T163,Brian Gay,26,251,175,76,2014,total_driving
161,T163,Retief Goosen,26,252,96,156,2014,total_driving
162,T165,Freddie Jacobson,27,253,130,123,2014,total_driving
163,T165,Jim Renner,25,254,101,153,2014,total_driving
T164,168,Jeff Overton,24,255,110,145,2014,total_driving
T164,167,Tyrone Van Aswegen,25,255,87,168,2014,total_driving
166,169,Tim Wilkinson,25,257,140,117,2014,total_driving
T167,170,Stuart Appleby,29,262,159,103,2014,total_driving
T167,171,Johnson Wagner,24,262,113,149,2014,total_driving
169,172,Matt Every,26,267,116,151,2014,total_driving
170,173,Jonas Blixt,21,271,117,154,2014,total_driving
171,174,Erik Compton,28,276,138,138,2014,total_driving
172,175,Bryce Molder,25,277,158,119,2014,total_driving
173,176,Greg Chalmers,27,281,147,134,2014,total_driving
174,178,Chad Collins,28,287,172,115,2014,total_driving
175,177,Charlie Wi,25,289,146,143,2014,total_driving
176,179,James Driscoll,25,306,132,174,2014,total_driving
177,180,Mike Weir,25,349,176,173,2014,total_driving
