RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG.,TOTAL DISTANCE,TOTAL DRIVES,year,measure
T85,T85,Robert Gamez,103,288.1,"59,348",206,2004,avg_driv_dist
T85,T85,Jay Williamson,100,288.1,"56,176",195,2004,avg_driv_dist
T87,T87,Aaron Baddeley,87,288,"48,967",170,2004,avg_driv_dist
T87,T87,Chad Campbell,100,288,"53,573",186,2004,avg_driv_dist
T89,T89,Stephen Ames,97,287.9,"54,694",190,2004,avg_driv_dist
T89,T89,Freddie Jacobson,83,287.9,"46,060",160,2004,avg_driv_dist
T89,T89,Jesper Parnevik,86,287.9,"49,520",172,2004,avg_driv_dist
92,92,Tommy Tolles,67,287.8,"38,563",134,2004,avg_driv_dist
93,93,Shaun Micheel,93,287.5,"52,323",182,2004,avg_driv_dist
T94,T94,Greg Chalmers,70,287.3,"40,227",140,2004,avg_driv_dist
T94,T94,Matt Kuchar,83,287.3,"47,699",166,2004,avg_driv_dist
T94,T94,Frank Lickliter II,89,287.3,"49,423",172,2004,avg_driv_dist
T97,T97,Joe Durant,85,287.2,"48,829",170,2004,avg_driv_dist
T97,T97,Tom Lehman,70,287.2,"37,906",132,2004,avg_driv_dist
T97,T97,Tim Petrovic,111,287.2,"61,455",214,2004,avg_driv_dist
100,100,Steve Elkington,64,287.1,"35,025",122,2004,avg_driv_dist
T101,T101,Danny Ellis,81,286.7,"44,158",154,2004,avg_driv_dist
T101,T101,John Rollins,90,286.7,"48,740",170,2004,avg_driv_dist
T103,T103,John Huston,62,286.4,"32,081",112,2004,avg_driv_dist
T103,T103,Kent Jones,99,286.4,"55,560",194,2004,avg_driv_dist
105,105,Kevin Sutherland,86,286.3,"46,383",162,2004,avg_driv_dist
106,106,Tripp Isenhour,55,286.2,"30,332",106,2004,avg_driv_dist
T107,T107,Glen Day,101,286.1,"56,654",198,2004,avg_driv_dist
T107,T107,Lee Janzen,84,286.1,"46,627",163,2004,avg_driv_dist
109,109,Tom Pernice Jr.,103,286,"56,626",198,2004,avg_driv_dist
T110,T110,Notah Begay III,71,285.8,"38,293",134,2004,avg_driv_dist
T110,T110,David Branshaw,84,285.8,"46,878",164,2004,avg_driv_dist
T110,T110,Alex Cejka,76,285.8,"40,009",140,2004,avg_driv_dist
T113,T113,Matt Gogel,86,285.6,"47,977",168,2004,avg_driv_dist
T113,T113,Dudley Hart,60,285.6,"33,135",116,2004,avg_driv_dist
T113,T113,Zach Johnson,109,285.6,"61,115",214,2004,avg_driv_dist
116,116,Duffy Waldorf,79,285.4,"41,668",146,2004,avg_driv_dist
117,117,David Toms,80,285.3,"42,218",148,2004,avg_driv_dist
118,118,Billy Mayfair,109,285.2,"59,887",210,2004,avg_driv_dist
119,119,Paul Azinger,75,285.1,"42,764",150,2004,avg_driv_dist
T120,T120,K.J. Choi,83,285,"46,738",164,2004,avg_driv_dist
T120,T120,John Riegger,53,285,"30,211",106,2004,avg_driv_dist
T122,T122,Mark Hensby,97,284.6,"52,929",186,2004,avg_driv_dist
T122,T122,Arron Oberholser,77,284.6,"41,549",146,2004,avg_driv_dist
124,124,Ken Duke,89,284.3,"49,466",174,2004,avg_driv_dist
T125,T125,Danny Briggs,85,283.8,"45,980",162,2004,avg_driv_dist
T125,T125,Ben Crane,92,283.8,"52,224",184,2004,avg_driv_dist
T125,T125,David Gossett,57,283.8,"32,350",114,2004,avg_driv_dist
T128,T128,Billy Andrade,104,283.5,"58,678",207,2004,avg_driv_dist
T128,T128,Todd Hamilton,92,283.5,"49,897",176,2004,avg_driv_dist
T128,T128,Steve Pate,71,283.5,"39,124",138,2004,avg_driv_dist
T131,T131,Richard Johnson,102,283.4,"57,809",204,2004,avg_driv_dist
T131,T131,Cliff Kresge,89,283.4,"49,312",174,2004,avg_driv_dist
T131,T131,Rocco Mediate,53,283.4,"27,202",96,2004,avg_driv_dist
134,134,Justin Leonard,90,282.9,"48,098",170,2004,avg_driv_dist
135,135,Stephen Leaney,84,282.3,"42,338",150,2004,avg_driv_dist
T136,T136,Bernhard Langer,59,282.2,"31,041",110,2004,avg_driv_dist
T136,T136,Dean Wilson,99,282.2,"55,870",198,2004,avg_driv_dist
T138,T138,Bart Bryant,73,282.1,"38,935",138,2004,avg_driv_dist
T138,T138,Ben Curtis,56,282.1,"29,338",104,2004,avg_driv_dist
T138,T138,Mike Weir,75,282.1,"41,186",146,2004,avg_driv_dist
T138,T138,Mark Wilson,62,282.1,"34,983",124,2004,avg_driv_dist
T142,T142,Olin Browne,92,281.9,"49,614",176,2004,avg_driv_dist
T142,T142,Dan Forsman,79,281.9,"43,417",154,2004,avg_driv_dist
144,144,Steve Stricker,81,281.8,"43,957",156,2004,avg_driv_dist
145,145,Spike McRoy,93,281.5,"51,227",182,2004,avg_driv_dist
T146,T146,Skip Kendall,99,281.3,"55,692",198,2004,avg_driv_dist
T146,T146,David Peoples,82,281.3,"45,001",160,2004,avg_driv_dist
148,148,Jeff Maggert,60,281.2,"33,738",120,2004,avg_driv_dist
149,149,Guy Boros,64,281.1,"35,977",128,2004,avg_driv_dist
150,150,Hidemichi Tanaka,89,281,"50,014",178,2004,avg_driv_dist
151,151,Blaine McCallister,68,280.9,"38,202",136,2004,avg_driv_dist
152,152,J.P. Hayes,79,280.7,"42,107",150,2004,avg_driv_dist
153,153,Dicky Pride,66,280.5,"35,338",126,2004,avg_driv_dist
154,154,Scott Hoch,52,280.4,"28,601",102,2004,avg_driv_dist
155,155,Russ Cochran,61,280.3,"34,193",122,2004,avg_driv_dist
156,156,Gene Sauers,83,280.2,"45,385",162,2004,avg_driv_dist
T157,T157,Todd Fischer,104,280.1,"57,134",204,2004,avg_driv_dist
T157,T157,Shigeki Maruyama,93,280.1,"51,534",184,2004,avg_driv_dist
T157,T157,Kevin Na,100,280.1,"53,784",192,2004,avg_driv_dist
T157,T157,Heath Slocum,92,280.1,"50,420",180,2004,avg_driv_dist
161,161,Steve Flesch,109,279.9,"58,507",209,2004,avg_driv_dist
162,162,Luke Donald,72,279.8,"40,297",144,2004,avg_driv_dist
T163,T163,Brian Gay,96,279.7,"52,589",188,2004,avg_driv_dist
T163,T163,Hirofumi Miyase,65,279.7,"34,962",125,2004,avg_driv_dist
165,165,Jeff Sluman,98,279.6,"54,236",194,2004,avg_driv_dist
166,166,José Coceres,68,279.4,"35,479",127,2004,avg_driv_dist
167,167,Kirk Triplett,88,279.1,"46,884",168,2004,avg_driv_dist
168,168,Tim Clark,84,278.8,"46,839",168,2004,avg_driv_dist
169,169,Scott Simpson,55,278.7,"30,653",110,2004,avg_driv_dist
T170,T170,Bob Estes,73,278.2,"39,230",141,2004,avg_driv_dist
T170,T170,Bob Tway,90,278.2,"47,291",170,2004,avg_driv_dist
172,172,Jerry Kelly,113,278.1,"60,618",218,2004,avg_driv_dist
T173,T173,Len Mattiace,75,278,"41,694",150,2004,avg_driv_dist
T173,T173,Scott Verplank,92,278,"50,314",181,2004,avg_driv_dist
175,175,José María Olazábal,56,277.7,"28,877",104,2004,avg_driv_dist
T176,T176,Chris DiMarco,105,277.3,"54,076",195,2004,avg_driv_dist
T176,T176,Chris Riley,78,277.3,"41,042",148,2004,avg_driv_dist
178,178,Robert Damron,92,277.2,"51,012",184,2004,avg_driv_dist
179,179,Craig Parry,52,276.9,"27,689",100,2004,avg_driv_dist
180,180,Bob Burns,88,276.1,"47,212",171,2004,avg_driv_dist
181,181,Pat Bates,99,275.5,"53,446",194,2004,avg_driv_dist
182,182,Esteban Toledo,92,275.2,"49,265",179,2004,avg_driv_dist
183,183,Jay Haas,84,274.5,"43,376",158,2004,avg_driv_dist
184,184,Mark Brooks,72,273.8,"38,057",139,2004,avg_driv_dist
185,185,Brad Faxon,94,273.7,"48,717",178,2004,avg_driv_dist
186,186,David Frost,78,273.6,"42,414",155,2004,avg_driv_dist
187,187,Mark O'Meara,58,272.9,"31,652",116,2004,avg_driv_dist
T188,T188,David Morland IV,73,272.8,"39,831",146,2004,avg_driv_dist
T188,T188,Nick Price,51,272.8,"27,280",100,2004,avg_driv_dist
190,190,Tom Byrum,83,272.6,"45,246",166,2004,avg_driv_dist
191,191,Omar Uresti,85,272.2,"46,280",170,2004,avg_driv_dist
192,192,Fred Funk,97,271.9,"52,198",192,2004,avg_driv_dist
193,193,Craig Bowden,83,270.8,"44,959",166,2004,avg_driv_dist
194,194,John Cook,57,270.2,"28,645",106,2004,avg_driv_dist
195,195,Loren Roberts,81,269.1,"42,515",158,2004,avg_driv_dist
196,196,Corey Pavin,83,268.2,"42,381",158,2004,avg_driv_dist
