RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:APP,MEASURED ROUNDS,year,measure
44,38,Matt Kuchar,85,0.318,22.57,71,2007,sg_app_green
45,40,Billy Mayfair,98,0.315,26.154,83,2007,sg_app_green
46,56,Carl Pettersson,111,0.312,28.685,92,2007,sg_app_green
47,46,Arron Oberholser,69,0.3,15.884,53,2007,sg_app_green
48,47,Padraig Harrington,64,0.298,13.717,46,2007,sg_app_green
49,T49,Joey Sindelar,75,0.293,19.617,67,2007,sg_app_green
50,48,Ryan Moore,92,0.287,21.554,75,2007,sg_app_green
51,51,Bo Van Pelt,104,0.282,27.316,97,2007,sg_app_green
52,52,Dean Wilson,92,0.274,20.528,75,2007,sg_app_green
53,59,Cameron Beckman,96,0.273,23.172,85,2007,sg_app_green
54,53,Will MacKenzie,100,0.27,24.546,91,2007,sg_app_green
55,55,Pat Perez,84,0.265,17.209,65,2007,sg_app_green
56,57,Rory Sabbatini,81,0.254,16.011,63,2007,sg_app_green
57,62,Bart Bryant,87,0.253,18.691,74,2007,sg_app_green
58,T49,Cliff Kresge,107,0.248,24.769,100,2007,sg_app_green
59,83,Tim Clark,66,0.246,13.06,53,2007,sg_app_green
60,67,Billy Andrade,88,0.244,19.283,79,2007,sg_app_green
61,60,Mike Weir,82,0.241,14.459,60,2007,sg_app_green
62,64,Freddie Jacobson,70,0.24,16.341,68,2007,sg_app_green
63,63,Corey Pavin,81,0.235,16.687,71,2007,sg_app_green
64,58,Ken Duke,112,0.233,22.092,95,2007,sg_app_green
65,54,Boo Weekley,101,0.231,18.049,78,2007,sg_app_green
66,69,Brian Davis,101,0.23,20.244,88,2007,sg_app_green
T67,T65,Nick O'Hern,72,0.226,12.43,55,2007,sg_app_green
T67,T65,Brandt Snedeker,105,0.226,19.42,86,2007,sg_app_green
69,61,Robert Garrigus,95,0.222,19.082,86,2007,sg_app_green
70,68,Kent Jones,97,0.218,19.142,88,2007,sg_app_green
71,77,Jeff Overton,60,0.217,11.699,54,2007,sg_app_green
72,73,Darron Stiles,65,0.216,11.433,53,2007,sg_app_green
73,T79,Brett Wetterich,88,0.205,14.356,70,2007,sg_app_green
74,70,Steve Flesch,100,0.204,18.319,90,2007,sg_app_green
75,72,Anthony Kim,93,0.2,15.967,80,2007,sg_app_green
76,74,Rod Pampling,92,0.198,14.663,74,2007,sg_app_green
77,75,Henrik Stenson,52,0.191,6.868,36,2007,sg_app_green
78,71,Jeff Quinney,95,0.184,15.814,86,2007,sg_app_green
79,95,Brian Gay,107,0.177,17.169,97,2007,sg_app_green
80,78,Retief Goosen,50,0.176,5.987,34,2007,sg_app_green
81,97,Justin Leonard,95,0.173,14.198,82,2007,sg_app_green
82,T79,J.J. Henry,86,0.171,11.66,68,2007,sg_app_green
83,82,Steve Marino,106,0.155,14.098,91,2007,sg_app_green
84,76,Jeff Maggert,79,0.152,11.865,78,2007,sg_app_green
85,81,Lucas Glover,98,0.15,11.735,78,2007,sg_app_green
86,T88,Tom Pernice Jr.,104,0.149,12.552,84,2007,sg_app_green
T87,84,Tim Herron,98,0.146,11.941,82,2007,sg_app_green
T87,91,Kevin Stadler,95,0.146,11.397,78,2007,sg_app_green
T89,90,Michael Putnam,96,0.144,11.512,80,2007,sg_app_green
T89,85,Charles Howell III,89,0.144,9.49,66,2007,sg_app_green
91,86,D.J. Trahan,99,0.143,12.913,90,2007,sg_app_green
92,87,Luke Donald,69,0.142,7.124,50,2007,sg_app_green
93,99,Craig Barlow,52,0.135,5.924,44,2007,sg_app_green
94,110,Robert Gamez,88,0.133,10.136,76,2007,sg_app_green
T95,T92,Paul Goydos,60,0.13,6.127,47,2007,sg_app_green
T95,T92,Jonathan Byrd,73,0.13,8.081,62,2007,sg_app_green
97,100,Charles Warren,101,0.119,11.069,93,2007,sg_app_green
98,94,Ryan Palmer,91,0.116,9.516,82,2007,sg_app_green
99,T88,Rich Beem,89,0.112,7.833,70,2007,sg_app_green
100,105,John Merrick,92,0.105,8.537,81,2007,sg_app_green
101,T102,Duffy Waldorf,69,0.102,5.997,59,2007,sg_app_green
102,101,Tommy Armour III,81,0.084,5.799,69,2007,sg_app_green
103,T102,K.J. Choi,87,0.081,5.539,68,2007,sg_app_green
104,96,Brendon de Jonge,76,0.079,5.226,66,2007,sg_app_green
105,104,Mark Wilson,87,0.078,5.727,73,2007,sg_app_green
106,108,Daisuke Maruyama,86,0.068,5.162,76,2007,sg_app_green
107,109,Bill Haas,93,0.063,5.193,82,2007,sg_app_green
108,107,Ted Purdy,102,0.054,4.679,87,2007,sg_app_green
109,119,Craig Kanada,109,0.038,3.571,94,2007,sg_app_green
110,106,Daniel Chopra,106,0.036,3.434,95,2007,sg_app_green
111,T111,Dicky Pride,71,0.033,2.001,61,2007,sg_app_green
112,114,Ian Poulter,63,0.027,1.05,39,2007,sg_app_green
T113,98,Jay Williamson,50,0.026,1.24,48,2007,sg_app_green
T113,115,Geoff Ogilvy,84,0.026,1.685,64,2007,sg_app_green
115,118,Gavin Coles,87,0.022,1.675,77,2007,sg_app_green
T116,T111,Michael Allen,74,0.014,0.926,64,2007,sg_app_green
T116,117,Jeff Sluman,60,0.014,0.596,42,2007,sg_app_green
118,116,Marco Dawson,73,-0.001,-0.082,65,2007,sg_app_green
119,113,Jason Dufner,100,-0.011,-0.917,87,2007,sg_app_green
120,120,Nathan Green,103,-0.017,-1.499,87,2007,sg_app_green
121,121,Troy Matteson,87,-0.045,-3.41,76,2007,sg_app_green
122,122,Frank Lickliter II,95,-0.046,-3.934,85,2007,sg_app_green
123,124,Bubba Watson,80,-0.06,-3.936,66,2007,sg_app_green
T124,134,Kirk Triplett,77,-0.072,-4.868,68,2007,sg_app_green
T124,126,Steve Elkington,87,-0.072,-5.277,73,2007,sg_app_green
126,127,Jaco Van Zyl,51,-0.074,-3.259,44,2007,sg_app_green
127,129,Kevin Sutherland,85,-0.078,-5.408,69,2007,sg_app_green
128,136,Ryuji Imada,104,-0.079,-7.038,89,2007,sg_app_green
129,128,Craig Bowden,78,-0.087,-5.813,67,2007,sg_app_green
130,125,J.P. Hayes,89,-0.089,-7.109,80,2007,sg_app_green
131,130,Bob Estes,88,-0.094,-7.54,80,2007,sg_app_green
132,131,Ryan Armour,107,-0.098,-9.17,94,2007,sg_app_green
133,T140,Bob Heintz,85,-0.113,-8.157,72,2007,sg_app_green
134,T132,Joe Ogilvie,102,-0.119,-10.336,87,2007,sg_app_green
135,135,Brian Bateman,55,-0.121,-5.323,44,2007,sg_app_green
T136,123,Lee Janzen,66,-0.126,-6.56,52,2007,sg_app_green
T136,137,Michael Sim,52,-0.126,-6.299,50,2007,sg_app_green
138,138,Bob Tway,103,-0.131,-11.548,88,2007,sg_app_green
139,T140,Peter Lonard,85,-0.138,-10.499,76,2007,sg_app_green
140,144,John Daly,59,-0.142,-6.959,49,2007,sg_app_green
141,145,Paul Stankowski,52,-0.144,-6.032,42,2007,sg_app_green
T142,T132,David Branshaw,83,-0.146,-10.955,75,2007,sg_app_green
T142,139,D.J. Brigman,67,-0.146,-7.895,54,2007,sg_app_green
144,143,George McNeill,95,-0.148,-11.865,80,2007,sg_app_green
145,146,Kevin Na,84,-0.156,-12.157,78,2007,sg_app_green
146,147,Stuart Appleby,74,-0.157,-9.134,58,2007,sg_app_green
147,148,Jason Gore,86,-0.158,-12.326,78,2007,sg_app_green
148,142,John Mallinger,96,-0.164,-14.264,87,2007,sg_app_green
149,149,John Rollins,102,-0.169,-14.189,84,2007,sg_app_green
150,150,Shigeki Maruyama,84,-0.173,-13.803,80,2007,sg_app_green
151,151,Tom Byrum,50,-0.175,-7.154,41,2007,sg_app_green
152,156,Greg Owen,81,-0.178,-12.464,70,2007,sg_app_green
153,154,Eric Axley,107,-0.194,-18.196,94,2007,sg_app_green
154,153,Charlie Wi,90,-0.195,-16.201,83,2007,sg_app_green
155,152,Mathias Grönberg,95,-0.197,-17.323,88,2007,sg_app_green
156,155,Jarrod Lyle,77,-0.204,-13.685,67,2007,sg_app_green
157,161,Tim Petrovic,106,-0.205,-19.501,95,2007,sg_app_green
158,159,Richard Johnson,93,-0.238,-19.952,84,2007,sg_app_green
159,160,Charley Hoffman,97,-0.245,-20.357,83,2007,sg_app_green
160,164,Steve Lowery,74,-0.246,-16.959,69,2007,sg_app_green
161,163,Aaron Baddeley,83,-0.252,-16.61,66,2007,sg_app_green
T162,162,Craig Lile,77,-0.255,-17.603,69,2007,sg_app_green
T162,157,Mathew Goggin,97,-0.255,-22.187,87,2007,sg_app_green
164,167,Chris Stroud,66,-0.257,-14.416,56,2007,sg_app_green
T165,170,Kyle Reifers,71,-0.261,-16.47,63,2007,sg_app_green
T165,172,Nick Watney,87,-0.261,-18.273,70,2007,sg_app_green
167,165,Jesper Parnevik,88,-0.272,-20.416,75,2007,sg_app_green
168,168,Chris Riley,59,-0.277,-14.114,51,2007,sg_app_green
169,166,Harrison Frazar,88,-0.278,-20.312,73,2007,sg_app_green
170,158,Andrew Buckle,77,-0.28,-18.78,67,2007,sg_app_green
171,171,Glen Day,85,-0.287,-21.544,75,2007,sg_app_green
172,169,Jeff Brehaut,59,-0.299,-14.631,49,2007,sg_app_green
173,178,Tag Ridings,52,-0.303,-13.641,45,2007,sg_app_green
174,173,Tom Johnson,74,-0.32,-20.138,63,2007,sg_app_green
175,174,Chris Couch,76,-0.333,-24.344,73,2007,sg_app_green
176,175,José María Olazábal,52,-0.367,-13.591,37,2007,sg_app_green
177,179,Rich Barcelo,80,-0.377,-26.386,70,2007,sg_app_green
178,T176,Steve Allan,63,-0.402,-22.132,55,2007,sg_app_green
179,T176,Matt Hendrix,63,-0.406,-22.336,55,2007,sg_app_green
180,181,Doug LaBelle II,104,-0.423,-38.456,91,2007,sg_app_green
181,182,Tripp Isenhour,86,-0.431,-31.427,73,2007,sg_app_green
182,183,Mark Hensby,81,-0.446,-32.131,72,2007,sg_app_green
183,185,J.B. Holmes,71,-0.447,-28.594,64,2007,sg_app_green
184,184,Scott Gutschewski,67,-0.459,-26.622,58,2007,sg_app_green
185,186,Parker McLachlin,83,-0.509,-37.163,73,2007,sg_app_green
186,180,Steve Wheatcroft,73,-0.541,-32.99,61,2007,sg_app_green
187,187,Ben Curtis,80,-0.554,-35.433,64,2007,sg_app_green
188,188,Mark Brooks,53,-0.566,-23.192,41,2007,sg_app_green
189,189,Jason Schultz,63,-0.676,-35.833,53,2007,sg_app_green
190,191,Michael Boyd,61,-0.813,-42.285,52,2007,sg_app_green
191,190,Chris Tidland,59,-0.822,-41.933,51,2007,sg_app_green
192,192,Paul Gow,70,-0.824,-46.972,57,2007,sg_app_green
193,195,Bryce Molder,56,-0.832,-40.791,49,2007,sg_app_green
194,194,Todd Hamilton,76,-0.883,-51.205,58,2007,sg_app_green
195,196,Jim Rutledge,59,-0.944,-43.421,46,2007,sg_app_green
196,193,Bubba Dickerson,51,-0.945,-40.634,43,2007,sg_app_green
