RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,EVENTS,TOTAL,DISTANCE RANK,ACCURACY RANK,year,measure
T47,47,Gary Woodland,26,154,10,144,2016,total_driving
T47,T48,John Huh,28,154,145,9,2016,total_driving
T49,T48,Roberto Castro,27,155,149,6,2016,total_driving
T49,T51,Geoff Ogilvy,22,155,80,75,2016,total_driving
T49,T51,Chad Campbell,28,155,116,39,2016,total_driving
52,T51,Billy Horschel,20,156,72,84,2016,total_driving
T53,57,Blayne Barber,27,157,97,60,2016,total_driving
T53,T55,Patrick Rodgers,28,157,26,131,2016,total_driving
T55,T55,Derek Ernst,20,159,63,96,2016,total_driving
T55,T58,David Lingmerth,24,159,144,15,2016,total_driving
T55,T58,Bill Haas,24,159,97,62,2016,total_driving
58,62,Matt Kuchar,26,161,137,24,2016,total_driving
T59,T60,Stewart Cink,19,162,42,120,2016,total_driving
T59,T60,Rod Pampling,18,162,117,45,2016,total_driving
T59,T48,Jhonattan Vegas,27,162,14,148,2016,total_driving
T62,T63,Henrik Norlander,21,164,112,52,2016,total_driving
T62,T63,Bubba Watson,19,164,4,160,2016,total_driving
64,T65,Adam Scott,20,166,13,153,2016,total_driving
65,T65,Jim Furyk,14,167,160,7,2016,total_driving
T66,T65,Ryan Moore,23,168,150,18,2016,total_driving
T66,68,Whee Kim,27,168,118,50,2016,total_driving
T68,T69,Spencer Levin,32,169,157,12,2016,total_driving
T68,T69,Graeme McDowell,21,169,156,13,2016,total_driving
70,73,James Hahn,26,172,88,84,2016,total_driving
T71,74,Michael Thompson,23,174,85,89,2016,total_driving
T71,T75,Danny Lee,28,174,130,44,2016,total_driving
T71,T75,Scott Langley,22,174,139,35,2016,total_driving
T71,T75,Ben Martin,28,174,108,66,2016,total_driving
T71,72,Jordan Spieth,21,174,51,123,2016,total_driving
76,T78,Francesco Molinari,18,175,129,46,2016,total_driving
77,T78,Will Wilcox,23,176,73,103,2016,total_driving
T78,T81,Jerry Kelly,23,177,174,3,2016,total_driving
T78,T85,Alex Cejka,22,177,155,22,2016,total_driving
T78,T81,Johnson Wagner,26,177,101,76,2016,total_driving
T81,T85,Fabián Gómez,26,178,105,73,2016,total_driving
T81,T81,Tony Finau,28,178,3,175,2016,total_driving
T83,T85,Sam Saunders,24,179,81,98,2016,total_driving
T83,T81,Sung Kang,29,179,77,102,2016,total_driving
T83,T89,David Hearn,29,179,158,21,2016,total_driving
T86,88,J.B. Holmes,22,180,1,179,2016,total_driving
T86,T89,Brian Stuard,20,180,176,4,2016,total_driving
T86,T78,Daniel Berger,26,180,34,146,2016,total_driving
89,91,Rory Sabbatini,20,182,118,64,2016,total_driving
90,92,Nick Taylor,26,184,47,137,2016,total_driving
T91,T93,Padraig Harrington,16,185,97,88,2016,total_driving
T91,T96,Colt Knost,26,185,184,1,2016,total_driving
T91,T93,Kelly Kraft,20,185,93,92,2016,total_driving
T91,T98,Zac Blair,31,185,180,5,2016,total_driving
T95,T69,Charl Schwartzel,19,186,44,142,2016,total_driving
T95,T96,Robert Garrigus,21,186,18,168,2016,total_driving
T97,T93,Ángel Cabrera,22,187,63,124,2016,total_driving
T97,T98,Luke List,27,187,7,180,2016,total_driving
T99,101,Brandt Snedeker,27,188,75,113,2016,total_driving
T99,100,Matt Jones,27,188,56,132,2016,total_driving
101,102,Andrew Loupe,27,189,5,184,2016,total_driving
102,T110,Scott Stallings,27,190,50,140,2016,total_driving
T103,T106,Martin Laird,24,191,33,158,2016,total_driving
T103,T103,Charles Howell III,25,191,17,174,2016,total_driving
T103,T106,Harris English,27,191,29,162,2016,total_driving
T103,T103,Justin Thomas,28,191,24,167,2016,total_driving
T107,T103,Patrick Reed,28,192,41,151,2016,total_driving
T107,T106,Robert Streb,27,192,59,133,2016,total_driving
T107,T106,Chesson Hadley,27,192,45,147,2016,total_driving
T107,T110,John Senden,28,192,95,97,2016,total_driving
111,112,Jason Bohn,21,193,179,14,2016,total_driving
T112,T116,Hunter Mahan,22,195,56,139,2016,total_driving
T112,T114,David Toms,19,195,184,11,2016,total_driving
T112,113,Morgan Hoffmann,25,195,66,129,2016,total_driving
T115,T118,Dicky Pride,21,196,173,23,2016,total_driving
T115,T116,Jason Day,20,196,15,181,2016,total_driving
T117,T118,Steve Marino,24,197,79,118,2016,total_driving
T117,T118,Webb Simpson,20,197,132,65,2016,total_driving
T119,T121,Shawn Stefani,29,198,78,120,2016,total_driving
T119,124,Mark Hubbard,30,198,164,34,2016,total_driving
T121,T121,Vaughn Taylor,24,199,127,72,2016,total_driving
T121,T126,Zach Johnson,24,199,167,32,2016,total_driving
T121,T114,Kevin Na,26,199,170,29,2016,total_driving
T124,T126,K.J. Choi,22,200,180,20,2016,total_driving
T124,T121,Charley Hoffman,26,200,36,164,2016,total_driving
T126,128,Mark Wilson,21,201,182,19,2016,total_driving
T126,125,Smylie Kaufman,28,201,30,171,2016,total_driving
T128,129,Carlos Ortiz,29,204,31,173,2016,total_driving
T128,T131,Billy Hurley III,20,204,176,28,2016,total_driving
T128,130,Chris Kirk,28,204,136,68,2016,total_driving
131,T131,Abraham Ancer,19,205,178,27,2016,total_driving
132,T133,Branden Grace,18,206,48,158,2016,total_driving
T133,T133,Troy Merritt,26,207,126,81,2016,total_driving
T133,T133,Bronson Burgoon,27,207,71,136,2016,total_driving
T133,T133,Ken Duke,20,207,164,43,2016,total_driving
T133,T133,Jimmy Walker,25,207,24,183,2016,total_driving
137,T138,Stuart Appleby,23,215,152,63,2016,total_driving
T138,T140,Ben Crane,27,216,162,54,2016,total_driving
T138,T138,Rhein Gibson,20,216,40,176,2016,total_driving
140,142,Chris Stroud,27,218,132,86,2016,total_driving
141,T140,Phil Mickelson,22,219,56,163,2016,total_driving
142,143,Jonas Blixt,26,220,90,130,2016,total_driving
T143,T144,Will MacKenzie,26,223,140,83,2016,total_driving
T143,T146,Bryce Molder,26,223,164,59,2016,total_driving
145,T144,Andres Gonzales,28,224,59,165,2016,total_driving
T146,T146,George McNeill,23,225,147,78,2016,total_driving
T146,148,Jon Curran,30,225,183,42,2016,total_driving
148,T149,J.J. Henry,24,227,123,104,2016,total_driving
T149,T152,Steve Stricker,15,228,175,53,2016,total_driving
T149,T149,Steve Wheatcroft,26,228,135,93,2016,total_driving
151,T152,Daniel Summerhays,28,229,114,115,2016,total_driving
152,T154,Hiroshi Iwata,29,230,108,122,2016,total_driving
153,T154,Brendon de Jonge,30,231,122,109,2016,total_driving
T154,T156,Tim Wilkinson,22,232,171,61,2016,total_driving
T154,159,Dawie van der Walt,25,232,91,141,2016,total_driving
T154,T156,Anirban Lahiri,21,232,82,150,2016,total_driving
157,T156,Seung-Yul Noh,28,234,52,182,2016,total_driving
158,T161,Vijay Singh,22,236,93,143,2016,total_driving
159,160,Aaron Baddeley,28,237,82,155,2016,total_driving
160,T161,Cameron Smith,24,240,132,108,2016,total_driving
T161,163,Cameron Tringale,25,241,142,99,2016,total_driving
T161,164,Martin Piller,22,241,130,111,2016,total_driving
T163,T165,Patton Kizzire,27,243,86,157,2016,total_driving
T163,T165,D.H. Lee,22,243,161,82,2016,total_driving
165,T165,Ernie Els,21,244,74,170,2016,total_driving
166,168,Jeff Overton,25,249,143,106,2016,total_driving
167,T169,Tom Hoge,26,252,100,152,2016,total_driving
168,T169,D.A. Points,18,253,153,100,2016,total_driving
169,172,Luke Guthrie,19,256,102,154,2016,total_driving
170,171,Retief Goosen,16,257,108,149,2016,total_driving
171,173,Peter Malnati,32,260,169,91,2016,total_driving
172,174,Michael Kim,29,264,148,116,2016,total_driving
173,175,Tyler Aldridge,28,267,141,126,2016,total_driving
174,176,Freddie Jacobson,26,272,162,110,2016,total_driving
175,177,Ricky Barnes,29,284,118,166,2016,total_driving
176,178,Tyrone Van Aswegen,31,285,114,171,2016,total_driving
177,179,Derek Fathauer,30,289,111,178,2016,total_driving
T178,181,Brendon Todd,29,292,167,125,2016,total_driving
T178,180,Steven Bowditch,26,292,107,185,2016,total_driving
180,182,Luke Donald,23,295,151,144,2016,total_driving
181,183,Camilo Villegas,27,304,127,177,2016,total_driving
182,184,Chad Collins,26,305,171,134,2016,total_driving
T183,185,Erik Compton,24,314,145,169,2016,total_driving
T183,186,Rob Oppenheim,21,314,158,156,2016,total_driving
185,187,Robert Allenby,23,315,154,161,2016,total_driving
