RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:OTT,MEASURED ROUNDS,year,measure
157,157,Martin Piller,79,-0.248,-16.644,67,2018,sg_off_tee
158,158,Nicholas Lindheim,77,-0.258,-15.193,59,2018,sg_off_tee
159,159,Scott Brown,102,-0.265,-21.47,81,2018,sg_off_tee
160,160,Jonathan Randolph,71,-0.271,-16.271,60,2018,sg_off_tee
161,T161,Chris Stroud,81,-0.277,-16.089,58,2018,sg_off_tee
162,164,Kelly Kraft,94,-0.286,-21.171,74,2018,sg_off_tee
163,163,Patton Kizzire,92,-0.294,-22.952,78,2018,sg_off_tee
164,165,Ben Crane,65,-0.302,-13.894,46,2018,sg_off_tee
165,166,William McGirt,84,-0.306,-22.937,75,2018,sg_off_tee
166,167,Talor Gooch,78,-0.322,-19.985,62,2018,sg_off_tee
T167,168,Zac Blair,64,-0.345,-15.889,46,2018,sg_off_tee
T167,171,Aaron Baddeley,84,-0.345,-24.141,70,2018,sg_off_tee
169,170,Peter Malnati,87,-0.372,-27.888,75,2018,sg_off_tee
170,169,Kevin Na,91,-0.378,-26.485,70,2018,sg_off_tee
T171,T161,Jim Furyk,50,-0.392,-18.015,46,2018,sg_off_tee
T171,172,Retief Goosen,60,-0.392,-15.667,40,2018,sg_off_tee
173,173,Ollie Schniederjans,91,-0.41,-31.589,77,2018,sg_off_tee
174,174,Jonas Blixt,67,-0.424,-20.344,48,2018,sg_off_tee
T175,175,Matt Every,79,-0.437,-26.654,61,2018,sg_off_tee
T175,177,Jimmy Walker,81,-0.437,-28.872,66,2018,sg_off_tee
177,176,Andrew Yun,51,-0.457,-15.54,34,2018,sg_off_tee
178,178,Sung Kang,89,-0.488,-32.695,67,2018,sg_off_tee
179,179,Tyrone Van Aswegen,101,-0.493,-40.885,83,2018,sg_off_tee
180,180,Kyle Thompson,50,-0.534,-19.224,36,2018,sg_off_tee
181,181,Jonathan Byrd,70,-0.542,-26.025,48,2018,sg_off_tee
182,182,Rob Oppenheim,74,-0.662,-35.726,54,2018,sg_off_tee
183,183,Robert Streb,78,-0.68,-40.824,60,2018,sg_off_tee
184,184,Greg Chalmers,56,-0.69,-28.27,41,2018,sg_off_tee
185,185,Billy Hurley III,70,-0.696,-39.673,57,2018,sg_off_tee
186,186,Whee Kim,93,-0.748,-54.597,73,2018,sg_off_tee
187,187,Derek Fathauer,84,-0.757,-51.498,68,2018,sg_off_tee
188,188,Daniel Summerhays,51,-0.977,-37.127,38,2018,sg_off_tee
189,189,Ricky Barnes,65,-1.019,-45.875,45,2018,sg_off_tee
190,190,Michael Kim,74,-1.023,-55.22,54,2018,sg_off_tee
191,191,D.A. Points,63,-1.069,-51.307,48,2018,sg_off_tee
192,192,Cameron Tringale,67,-1.351,-68.916,51,2018,sg_off_tee
193,193,Wesley Bryan,69,-1.443,-73.579,51,2018,sg_off_tee
