RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:APP,MEASURED ROUNDS,year,measure
28,20,Byeong Hun An,86,0.448,32.713,73,2018,sg_app_green
29,23,Chez Reavie,93,0.437,26.241,60,2018,sg_app_green
30,25,Ian Poulter,73,0.435,21.769,50,2018,sg_app_green
31,31,Kevin Streelman,94,0.415,34.035,82,2018,sg_app_green
32,32,J.J. Spaun,85,0.41,29.138,71,2018,sg_app_green
33,26,Jordan Spieth,81,0.409,26.983,66,2018,sg_app_green
34,T37,Tommy Fleetwood,73,0.405,21.886,54,2018,sg_app_green
35,33,Sam Ryder,82,0.399,27.956,70,2018,sg_app_green
36,36,Retief Goosen,60,0.389,15.573,40,2018,sg_app_green
T37,47,Patton Kizzire,92,0.381,29.741,78,2018,sg_app_green
T37,T37,Joel Dahmen,93,0.381,27.083,71,2018,sg_app_green
39,39,Andrew Putnam,97,0.38,29.24,77,2018,sg_app_green
40,T40,David Hearn,66,0.379,18.931,50,2018,sg_app_green
41,T40,Scott Stallings,96,0.373,29.854,80,2018,sg_app_green
42,42,Bronson Burgoon,69,0.371,21.161,57,2018,sg_app_green
43,46,Mackenzie Hughes,80,0.353,24.002,68,2018,sg_app_green
44,49,Billy Horschel,86,0.352,27.078,77,2018,sg_app_green
45,45,Cameron Tringale,67,0.348,17.731,51,2018,sg_app_green
46,43,Emiliano Grillo,94,0.345,25.178,73,2018,sg_app_green
47,48,J.J. Henry,81,0.34,21.444,63,2018,sg_app_green
48,50,Robert Garrigus,80,0.331,22.499,68,2018,sg_app_green
49,51,Vaughn Taylor,83,0.305,21.361,70,2018,sg_app_green
50,57,Jimmy Walker,81,0.304,20.095,66,2018,sg_app_green
51,54,Kyle Stanley,93,0.298,19.936,67,2018,sg_app_green
52,53,Tom Hoge,101,0.297,24.617,83,2018,sg_app_green
53,35,Kevin Chappell,77,0.296,18.377,62,2018,sg_app_green
54,56,Corey Conners,97,0.275,21.734,79,2018,sg_app_green
55,34,Kevin Na,91,0.273,19.118,70,2018,sg_app_green
56,52,Rory McIlroy,64,0.269,13.698,51,2018,sg_app_green
57,58,C.T. Pan,104,0.267,21.896,82,2018,sg_app_green
58,T60,Russell Knox,94,0.263,19.462,74,2018,sg_app_green
59,59,Jason Kokrak,99,0.257,22.629,88,2018,sg_app_green
60,67,Shane Lowry,64,0.245,12.488,51,2018,sg_app_green
61,77,Brendan Steele,74,0.243,13.102,54,2018,sg_app_green
62,63,John Huh,94,0.24,19.684,82,2018,sg_app_green
63,65,Ryan Palmer,69,0.236,14.144,60,2018,sg_app_green
64,66,Xander Schauffele,96,0.235,16.937,72,2018,sg_app_green
65,55,Brooks Koepka,64,0.232,12.527,54,2018,sg_app_green
66,68,Wesley Bryan,69,0.222,11.304,51,2018,sg_app_green
67,T69,Shawn Stefani,76,0.22,13.226,60,2018,sg_app_green
T68,64,Matt Kuchar,88,0.216,14.072,65,2018,sg_app_green
T68,73,Charley Hoffman,87,0.216,14.694,68,2018,sg_app_green
70,71,Ryan Armour,109,0.213,20.406,96,2018,sg_app_green
71,62,Marc Leishman,93,0.211,15.435,73,2018,sg_app_green
72,80,Tyrrell Hatton,58,0.202,8.503,42,2018,sg_app_green
73,74,Luke List,98,0.194,15.147,78,2018,sg_app_green
74,T60,Patrick Reed,94,0.187,11.758,63,2018,sg_app_green
75,84,Jim Furyk,50,0.179,8.246,46,2018,sg_app_green
76,75,Branden Grace,67,0.174,7.674,44,2018,sg_app_green
77,72,Adam Hadwin,92,0.166,10.929,66,2018,sg_app_green
78,T69,Charles Howell III,104,0.163,12.698,78,2018,sg_app_green
79,78,J.B. Holmes,77,0.159,10.836,68,2018,sg_app_green
80,81,Nick Watney,94,0.141,11.281,80,2018,sg_app_green
81,83,Ben Martin,64,0.119,6.763,57,2018,sg_app_green
82,98,Aaron Baddeley,84,0.117,8.158,70,2018,sg_app_green
83,76,Alex Noren,67,0.107,5.261,49,2018,sg_app_green
84,82,Brian Stuard,103,0.099,8.748,88,2018,sg_app_green
85,86,Robert Streb,78,0.096,5.737,60,2018,sg_app_green
86,87,William McGirt,84,0.091,6.796,75,2018,sg_app_green
87,85,Ollie Schniederjans,91,0.09,6.894,77,2018,sg_app_green
88,88,Troy Merritt,89,0.086,6.258,73,2018,sg_app_green
89,90,James Hahn,85,0.081,5.56,69,2018,sg_app_green
T90,T91,Johnson Wagner,75,0.078,4.303,55,2018,sg_app_green
T90,T91,Brett Stegmaier,67,0.078,3.677,47,2018,sg_app_green
92,T93,Talor Gooch,78,0.075,4.657,62,2018,sg_app_green
93,95,Abraham Ancer,98,0.074,6.118,83,2018,sg_app_green
94,96,Zac Blair,64,0.072,3.294,46,2018,sg_app_green
95,97,Ricky Barnes,65,0.059,2.671,45,2018,sg_app_green
96,79,Jon Rahm,71,0.047,2.378,51,2018,sg_app_green
97,117,Graeme McDowell,67,0.046,2.133,46,2018,sg_app_green
98,99,Jonathan Byrd,70,0.043,2.087,48,2018,sg_app_green
99,100,Cameron Percy,56,0.039,1.606,41,2018,sg_app_green
T100,T101,Kyle Thompson,50,0.036,1.303,36,2018,sg_app_green
T100,T120,Brian Gay,103,0.036,3.338,92,2018,sg_app_green
T100,T101,Nate Lashley,51,0.036,1.276,35,2018,sg_app_green
103,133,Cameron Smith,85,0.034,2.061,61,2018,sg_app_green
104,103,Kevin Tway,110,0.032,2.855,90,2018,sg_app_green
105,104,Whee Kim,93,0.03,2.212,73,2018,sg_app_green
106,105,Rob Oppenheim,74,0.026,1.378,54,2018,sg_app_green
107,106,Martin Laird,73,0.024,1.486,61,2018,sg_app_green
108,107,Kelly Kraft,94,0.017,1.26,74,2018,sg_app_green
109,T93,Aaron Wise,90,0.012,0.98,80,2018,sg_app_green
110,108,Nick Taylor,94,0.011,0.817,74,2018,sg_app_green
111,89,Bubba Watson,90,0.005,0.342,68,2018,sg_app_green
112,110,Brandon Harkins,101,-0.006,-0.517,85,2018,sg_app_green
T113,T111,Tyrone Van Aswegen,101,-0.008,-0.652,83,2018,sg_app_green
T113,T111,Conrad Shindler,60,-0.008,-0.368,44,2018,sg_app_green
115,142,Jason Dufner,71,-0.009,-0.478,52,2018,sg_app_green
116,113,Chad Campbell,87,-0.01,-0.692,67,2018,sg_app_green
117,114,Fabián Gómez,88,-0.015,-1.079,71,2018,sg_app_green
T118,140,Brian Harman,94,-0.024,-1.734,72,2018,sg_app_green
T118,115,Matt Every,79,-0.024,-1.433,61,2018,sg_app_green
120,109,Brandt Snedeker,84,-0.026,-1.905,74,2018,sg_app_green
121,118,Bud Cauley,55,-0.032,-1.315,41,2018,sg_app_green
122,T120,Ben Crane,65,-0.038,-1.764,46,2018,sg_app_green
T123,122,Jamie Lovemark,92,-0.04,-3.151,78,2018,sg_app_green
T123,T129,Peter Uihlein,83,-0.04,-2.611,65,2018,sg_app_green
T125,119,Lanto Griffin,80,-0.043,-2.57,60,2018,sg_app_green
T125,141,Lucas Glover,65,-0.043,-1.993,46,2018,sg_app_green
127,123,Austin Cook,107,-0.045,-4.159,92,2018,sg_app_green
128,124,Blayne Barber,69,-0.047,-2.801,60,2018,sg_app_green
129,116,Bill Haas,76,-0.052,-3.429,66,2018,sg_app_green
130,126,Chris Stroud,81,-0.056,-3.241,58,2018,sg_app_green
131,127,Steve Wheatcroft,60,-0.065,-2.975,46,2018,sg_app_green
132,128,Sean O'Hair,67,-0.073,-4.179,57,2018,sg_app_green
133,T129,Ryan Blaum,81,-0.074,-5.32,72,2018,sg_app_green
134,125,Harold Varner III,91,-0.076,-5.628,74,2018,sg_app_green
T135,131,Jhonattan Vegas,92,-0.081,-5.157,64,2018,sg_app_green
T135,132,Sam Saunders,80,-0.081,-5.406,67,2018,sg_app_green
T137,T134,Martin Flores,92,-0.083,-5.99,72,2018,sg_app_green
T137,T134,Andrew Landry,82,-0.083,-6.065,73,2018,sg_app_green
139,138,Sung Kang,89,-0.094,-6.278,67,2018,sg_app_green
140,143,Keith Mitchell,99,-0.128,-10.604,83,2018,sg_app_green
141,154,Pat Perez,82,-0.138,-7.013,51,2018,sg_app_green
142,T134,Jason Day,75,-0.14,-6.88,49,2018,sg_app_green
143,144,Brice Garnett,99,-0.144,-11.63,81,2018,sg_app_green
144,145,Hunter Mahan,67,-0.149,-7.618,51,2018,sg_app_green
145,T146,Rory Sabbatini,91,-0.152,-11.37,75,2018,sg_app_green
146,148,Danny Lee,88,-0.155,-10.832,70,2018,sg_app_green
147,149,David Lingmerth,82,-0.16,-11.056,69,2018,sg_app_green
148,150,Stephan Jaeger,81,-0.166,-10.462,63,2018,sg_app_green
149,137,Charl Schwartzel,65,-0.168,-7.065,42,2018,sg_app_green
T150,139,Richy Werenski,98,-0.169,-12.492,74,2018,sg_app_green
T150,151,Alex Cejka,77,-0.169,-10.133,60,2018,sg_app_green
152,152,Billy Hurley III,70,-0.17,-9.702,57,2018,sg_app_green
T153,T146,"Ted Potter, Jr.",87,-0.2,-15.397,77,2018,sg_app_green
T153,153,Si Woo Kim,108,-0.2,-15.614,78,2018,sg_app_green
155,155,Michael Kim,74,-0.213,-11.478,54,2018,sg_app_green
156,156,Hudson Swafford,73,-0.237,-12.304,52,2018,sg_app_green
157,157,Tom Lovelady,87,-0.24,-16.551,69,2018,sg_app_green
158,T170,Kiradech Aphibarnrat,51,-0.247,-8.414,34,2018,sg_app_green
159,158,Dominic Bozzelli,65,-0.252,-15.367,61,2018,sg_app_green
160,159,Xinjun Zhang,81,-0.254,-14.481,57,2018,sg_app_green
161,160,Peter Malnati,87,-0.257,-19.307,75,2018,sg_app_green
162,167,Louis Oosthuizen,62,-0.261,-12.016,46,2018,sg_app_green
163,161,Adam Schenk,86,-0.262,-17.28,66,2018,sg_app_green
164,162,Zecheng Dou,53,-0.265,-9.543,36,2018,sg_app_green
165,163,Scott Brown,102,-0.27,-21.856,81,2018,sg_app_green
166,T164,Satoshi Kodaira,51,-0.284,-11.355,40,2018,sg_app_green
167,T164,Anirban Lahiri,82,-0.285,-19.078,67,2018,sg_app_green
168,166,Harris English,84,-0.297,-20.203,68,2018,sg_app_green
169,169,Kevin Kisner,89,-0.316,-20.524,65,2018,sg_app_green
170,179,Patrick Rodgers,97,-0.323,-23.589,73,2018,sg_app_green
T171,T170,Grayson Murray,72,-0.347,-20.449,59,2018,sg_app_green
T171,T170,Denny McCarthy,71,-0.347,-17,49,2018,sg_app_green
173,173,Derek Fathauer,84,-0.365,-24.809,68,2018,sg_app_green
174,174,Nicholas Lindheim,77,-0.368,-21.726,59,2018,sg_app_green
175,175,J.T. Poston,73,-0.373,-21.251,57,2018,sg_app_green
176,176,Ben Silverman,90,-0.385,-29.25,76,2018,sg_app_green
177,168,Matt Jones,70,-0.386,-18.132,47,2018,sg_app_green
178,177,Seamus Power,86,-0.392,-25.849,66,2018,sg_app_green
179,178,Beau Hossler,104,-0.395,-35.519,90,2018,sg_app_green
180,180,Rod Pampling,62,-0.415,-18.675,45,2018,sg_app_green
181,182,Michael Thompson,62,-0.423,-23.682,56,2018,sg_app_green
182,183,Ethan Tracy,72,-0.424,-22.874,54,2018,sg_app_green
183,181,Trey Mullinax,75,-0.442,-26.106,59,2018,sg_app_green
184,184,Andrew Yun,51,-0.447,-15.194,34,2018,sg_app_green
185,185,Jonathan Randolph,71,-0.538,-32.308,60,2018,sg_app_green
186,186,D.A. Points,63,-0.541,-25.97,48,2018,sg_app_green
187,187,Jonas Blixt,67,-0.563,-27.03,48,2018,sg_app_green
188,188,Roberto Díaz,72,-0.6,-33.574,56,2018,sg_app_green
189,189,Cody Gribble,71,-0.696,-37.606,54,2018,sg_app_green
190,190,Martin Piller,79,-0.811,-54.362,67,2018,sg_app_green
191,191,Matt Atkins,56,-1.039,-41.549,40,2018,sg_app_green
192,192,Greg Chalmers,56,-1.192,-48.881,41,2018,sg_app_green
193,194,Daniel Summerhays,51,-1.586,-60.268,38,2018,sg_app_green
