RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,EVENTS,TOTAL,DISTANCE RANK,ACCURACY RANK,year,measure
41,T44,Justin Thomas,30,152,15,137,2015,total_driving
42,43,Brooks Koepka,23,153,8,145,2015,total_driving
43,T49,Francesco Molinari,16,154,153,1,2015,total_driving
T44,34,Bill Haas,25,155,82,73,2015,total_driving
T44,T44,Bubba Watson,19,155,2,153,2015,total_driving
T44,T49,Spencer Levin,31,155,139,16,2015,total_driving
T44,T44,John Merrick,27,155,133,22,2015,total_driving
T44,51,Patrick Rodgers,17,155,9,146,2015,total_driving
T49,52,Adam Hadwin,30,156,108,48,2015,total_driving
T49,T44,Zach Johnson,25,156,148,8,2015,total_driving
51,T53,Martin Laird,24,157,22,135,2015,total_driving
52,T44,Jordan Spieth,25,158,78,80,2015,total_driving
T53,T60,Robert Streb,30,159,36,123,2015,total_driving
T53,T53,Nick Watney,28,159,61,98,2015,total_driving
T53,T55,Ryan Moore,24,159,148,11,2015,total_driving
56,T57,Ben Martin,27,160,110,50,2015,total_driving
57,T60,Jonathan Byrd,22,162,117,45,2015,total_driving
T58,66,Ryan Palmer,22,164,13,151,2015,total_driving
T58,T60,Russell Knox,28,164,136,28,2015,total_driving
T60,63,Matt Jones,25,165,46,119,2015,total_driving
T60,T57,Jason Day,20,165,3,162,2015,total_driving
T62,T73,Dustin Johnson,21,166,1,165,2015,total_driving
T62,T67,Jason Kokrak,28,166,11,155,2015,total_driving
T62,64,James Hahn,28,166,50,116,2015,total_driving
65,T67,Jamie Donaldson,16,167,54,113,2015,total_driving
T66,T67,Jim Furyk,19,168,151,17,2015,total_driving
T66,T70,Johnson Wagner,23,168,82,86,2015,total_driving
T66,T70,Brian Harman,29,168,113,55,2015,total_driving
T69,T57,Scott Piercy,28,169,41,128,2015,total_driving
T69,T55,Harris English,29,169,33,136,2015,total_driving
T71,T78,Robert Garrigus,25,170,20,150,2015,total_driving
T71,72,Charley Hoffman,28,170,29,141,2015,total_driving
T71,T76,Gary Woodland,24,170,12,158,2015,total_driving
74,75,Chad Campbell,30,172,131,41,2015,total_driving
T75,T78,Steven Alker,22,173,167,6,2015,total_driving
T75,T76,Cameron Tringale,28,173,152,21,2015,total_driving
T75,82,Blayne Barber,26,173,103,70,2015,total_driving
T78,T80,John Huh,31,174,160,14,2015,total_driving
T78,T80,Brendon de Jonge,31,174,130,44,2015,total_driving
80,83,Jason Bohn,27,176,171,5,2015,total_driving
81,T84,Pat Perez,26,178,135,43,2015,total_driving
T82,87,Jerry Kelly,24,179,170,9,2015,total_driving
T82,T88,Tony Finau,31,179,7,172,2015,total_driving
T84,T90,Colt Knost,29,180,173,7,2015,total_driving
T84,T84,J.B. Holmes,25,180,5,175,2015,total_driving
T84,T73,Matt Kuchar,25,180,104,76,2015,total_driving
T87,T93,Hunter Mahan,24,181,50,131,2015,total_driving
T87,T88,Sung Joon Park,27,181,139,42,2015,total_driving
T89,T95,Phil Mickelson,19,183,22,161,2015,total_driving
T89,T90,Greg Owen,19,183,62,121,2015,total_driving
T89,T90,J.J. Henry,30,183,72,111,2015,total_driving
T89,T93,William McGirt,30,183,158,25,2015,total_driving
T93,T101,Brendon Todd,27,186,176,10,2015,total_driving
T93,T95,Oscar Fraustro,21,186,93,93,2015,total_driving
T93,T98,Bill Lunde,18,186,115,71,2015,total_driving
T93,T98,Geoff Ogilvy,15,186,64,122,2015,total_driving
T93,T101,David Toms,21,186,184,2,2015,total_driving
T93,T101,Justin Leonard,22,186,182,4,2015,total_driving
T93,T95,George McNeill,27,186,126,60,2015,total_driving
T93,T98,Steve Wheatcroft,28,186,107,79,2015,total_driving
T101,T105,Jhonattan Vegas,27,187,27,160,2015,total_driving
T101,111,Martin Flores,30,187,39,148,2015,total_driving
T103,T105,Brian Stuard,31,189,174,15,2015,total_driving
T103,104,Scott Pinckney,27,189,88,101,2015,total_driving
T105,T107,Roger Sloan,20,190,65,125,2015,total_driving
T105,T107,Scott Brown,30,190,108,82,2015,total_driving
T105,T107,Heath Slocum,22,190,177,13,2015,total_driving
T108,113,Ángel Cabrera,19,191,28,163,2015,total_driving
T108,T107,Ken Duke,30,191,168,23,2015,total_driving
110,112,Ian Poulter,19,193,121,72,2015,total_driving
111,114,Steven Bowditch,32,194,18,176,2015,total_driving
T112,T115,Charles Howell III,30,196,17,179,2015,total_driving
T112,T115,Michael Putnam,28,196,101,95,2015,total_driving
114,126,Andres Gonzales,28,197,57,140,2015,total_driving
115,T115,Gonzalo Fernandez-Castaño,28,198,98,100,2015,total_driving
T116,T115,Bo Van Pelt,28,199,93,106,2015,total_driving
T116,120,Cameron Percy,23,199,90,109,2015,total_driving
T116,119,Vijay Singh,23,199,85,114,2015,total_driving
T119,121,Rory Sabbatini,25,200,90,110,2015,total_driving
T119,T122,Roberto Castro,16,200,160,40,2015,total_driving
121,T122,Jimmy Walker,24,201,21,180,2015,total_driving
T122,T128,Chris Stroud,28,203,146,57,2015,total_driving
T122,T128,Mark Hubbard,25,203,165,38,2015,total_driving
T122,T128,Zac Blair,34,203,180,23,2015,total_driving
T125,T122,Brandt Snedeker,27,204,105,99,2015,total_driving
T125,131,Bryce Molder,26,204,169,35,2015,total_driving
127,132,Kyle Reifers,31,206,112,94,2015,total_driving
T128,T122,Sangmoon Bae,30,207,92,115,2015,total_driving
T128,133,Brian Davis,31,207,178,29,2015,total_driving
T130,127,Danny Lee,36,208,145,63,2015,total_driving
T130,134,Tom Hoge,26,208,74,134,2015,total_driving
T132,T138,Stewart Cink,23,209,65,144,2015,total_driving
T132,135,Alex Cejka,30,209,141,68,2015,total_driving
T134,T136,Carl Pettersson,32,211,81,130,2015,total_driving
T134,T138,Jon Curran,28,211,179,32,2015,total_driving
136,T136,Troy Merritt,29,212,131,81,2015,total_driving
137,T141,Max Homa,27,213,59,154,2015,total_driving
T138,T141,David Hearn,30,214,156,58,2015,total_driving
T138,T144,Ben Crane,22,214,183,31,2015,total_driving
T140,T141,Mark Wilson,28,215,162,53,2015,total_driving
T140,140,Brice Garnett,29,215,119,96,2015,total_driving
T140,T144,Morgan Hoffmann,26,215,45,170,2015,total_driving
143,147,Byron Smith,21,216,77,139,2015,total_driving
144,146,Chris Kirk,21,218,128,90,2015,total_driving
T145,149,Scott Stallings,19,220,78,142,2015,total_driving
T145,148,Billy Hurley III,28,220,181,39,2015,total_driving
T147,150,Marc Leishman,23,222,55,167,2015,total_driving
T147,T151,Retief Goosen,25,222,71,151,2015,total_driving
T149,T151,Robert Allenby,25,225,147,78,2015,total_driving
T149,T153,Andres Romero,24,225,47,178,2015,total_driving
151,T153,Jonas Blixt,26,228,116,112,2015,total_driving
T152,155,Daniel Summerhays,29,229,137,92,2015,total_driving
T152,156,Ernie Els,18,229,80,149,2015,total_driving
T152,T157,Chesson Hadley,30,229,82,147,2015,total_driving
155,T159,Nick Taylor,28,231,72,159,2015,total_driving
T156,T157,Chad Collins,24,232,166,66,2015,total_driving
T156,161,Erik Compton,28,232,105,127,2015,total_driving
T158,162,K.J. Choi,19,235,174,61,2015,total_driving
T158,163,Michael Thompson,27,235,98,137,2015,total_driving
T160,168,Seung-Yul Noh,21,239,70,169,2015,total_driving
T160,T166,Greg Chalmers,17,239,154,85,2015,total_driving
T162,T166,Tim Wilkinson,28,240,163,77,2015,total_driving
T162,T159,Patrick Reed,27,240,69,171,2015,total_driving
164,169,Kevin Na,27,243,159,84,2015,total_driving
165,T170,Aaron Baddeley,25,244,60,184,2015,total_driving
166,T170,Andrew Svoboda,30,245,119,126,2015,total_driving
167,172,Fabián Gómez,26,246,144,102,2015,total_driving
168,174,Camilo Villegas,27,247,74,173,2015,total_driving
169,173,Scott Langley,28,248,157,91,2015,total_driving
170,176,Ryo Ishikawa,28,256,100,156,2015,total_driving
171,175,Whee Kim,23,258,150,108,2015,total_driving
172,177,Jeff Overton,30,266,134,132,2015,total_driving
173,178,Padraig Harrington,21,267,86,181,2015,total_driving
174,179,Luke Guthrie,27,271,138,133,2015,total_driving
175,181,Derek Fathauer,27,283,101,182,2015,total_driving
T176,182,Jim Renner,27,284,141,143,2015,total_driving
T176,180,Jonathan Randolph,25,284,118,166,2015,total_driving
178,183,Eric Axley,21,288,124,164,2015,total_driving
179,184,Luke Donald,20,301,172,129,2015,total_driving
T180,T185,Matt Every,26,306,123,183,2015,total_driving
T180,T185,Tyrone Van Aswegen,20,306,129,177,2015,total_driving
182,188,D.A. Points,26,312,155,157,2015,total_driving
183,189,Ricky Barnes,27,315,141,174,2015,total_driving
184,190,Andrew Putnam,23,332,164,168,2015,total_driving
