RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:OTT,MEASURED ROUNDS,year,measure
1,1,Dustin Johnson,77,1.071,63.182,59,2017,sg_off_tee
2,2,Rory McIlroy,51,0.965,34.731,36,2017,sg_off_tee
3,3,Jon Rahm,90,0.949,62.665,66,2017,sg_off_tee
4,4,Tony Finau,106,0.826,75.128,91,2017,sg_off_tee
5,5,Sergio Garcia,65,0.795,36.589,46,2017,sg_off_tee
6,6,Rick Lamb,54,0.686,26.07,38,2017,sg_off_tee
7,7,Kyle Stanley,104,0.659,61.98,94,2017,sg_off_tee
8,8,Bubba Watson,71,0.647,34.297,53,2017,sg_off_tee
9,10,Boo Weekley,75,0.634,38.652,61,2017,sg_off_tee
10,11,Keegan Bradley,104,0.625,56.885,91,2017,sg_off_tee
11,9,Patrick Cantlay,52,0.623,28.675,46,2017,sg_off_tee
12,13,Jason Kokrak,95,0.607,50.342,83,2017,sg_off_tee
13,14,Luke List,102,0.6,51.629,86,2017,sg_off_tee
14,12,Charley Hoffman,112,0.586,54.498,93,2017,sg_off_tee
15,16,Shane Lowry,52,0.582,22.129,38,2017,sg_off_tee
16,17,Justin Rose,66,0.559,29.643,53,2017,sg_off_tee
17,23,Xander Schauffele,96,0.554,41.005,74,2017,sg_off_tee
18,18,Brooks Koepka,88,0.546,36.588,67,2017,sg_off_tee
T19,T19,Ryan Palmer,61,0.533,26.121,49,2017,sg_off_tee
T19,T19,J.B. Holmes,83,0.533,32.516,61,2017,sg_off_tee
T21,T21,Byeong Hun An,77,0.524,29.877,57,2017,sg_off_tee
T21,T21,Adam Scott,58,0.524,22.005,42,2017,sg_off_tee
23,15,Hideki Matsuyama,83,0.508,29.955,59,2017,sg_off_tee
24,24,Lucas Glover,93,0.502,43.209,86,2017,sg_off_tee
25,25,Graham DeLaet,82,0.486,34.531,71,2017,sg_off_tee
26,26,Francesco Molinari,75,0.483,28.488,59,2017,sg_off_tee
