RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,SG:OTT,SG:APR,SG:ARG,MEASURED ROUNDS,year,measure
1,1,Rory McIlroy,66,1.992,1.367,0.602,0.022,48,2014,sg_tee_to_green
2,2,Sergio Garcia,61,1.818,0.382,1.15,0.286,40,2014,sg_tee_to_green
3,3,Jim Furyk,84,1.705,0.121,1.175,0.408,66,2014,sg_tee_to_green
4,4,Hideki Matsuyama,82,1.545,0.325,1.022,0.198,64,2014,sg_tee_to_green
5,5,Justin Rose,70,1.506,0.402,0.744,0.36,52,2014,sg_tee_to_green
6,6,Adam Scott,68,1.5,0.725,0.61,0.166,56,2014,sg_tee_to_green
7,7,Bubba Watson,76,1.402,0.967,0.324,0.111,56,2014,sg_tee_to_green
8,8,Charl Schwartzel,64,1.286,0.55,0.315,0.421,54,2014,sg_tee_to_green
9,9,Graham DeLaet,80,1.262,0.36,0.895,0.007,64,2014,sg_tee_to_green
10,10,Dustin Johnson,58,1.249,0.73,0.533,-0.015,41,2014,sg_tee_to_green
11,11,Henrik Stenson,56,1.162,0.65,0.575,-0.064,38,2014,sg_tee_to_green
12,12,Matt Kuchar,91,1.117,0.21,0.527,0.38,76,2014,sg_tee_to_green
13,13,Jason Dufner,57,1.098,0.316,0.59,0.192,42,2014,sg_tee_to_green
14,14,Jason Day,54,1.073,0.495,0.176,0.402,33,2014,sg_tee_to_green
15,15,Gary Woodland,93,1.049,0.581,0.381,0.087,73,2014,sg_tee_to_green
16,16,Ryan Palmer,85,0.971,0.76,0.133,0.078,67,2014,sg_tee_to_green
17,17,Kevin Chappell,100,0.97,0.386,0.526,0.058,87,2014,sg_tee_to_green
18,18,Bill Haas,107,0.943,0.296,0.382,0.265,82,2014,sg_tee_to_green
19,19,Russell Knox,92,0.938,0.221,0.502,0.215,83,2014,sg_tee_to_green
20,20,Kevin Stadler,90,0.878,0.505,0.386,-0.012,65,2014,sg_tee_to_green
21,21,Boo Weekley,73,0.875,0.732,0.044,0.099,56,2014,sg_tee_to_green
22,22,Brooks Koepka,56,0.797,0.425,0.598,-0.226,42,2014,sg_tee_to_green
23,23,Ryan Moore,86,0.794,0.253,0.499,0.041,62,2014,sg_tee_to_green
24,24,Jimmy Walker,98,0.774,0.119,0.608,0.048,73,2014,sg_tee_to_green
