RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,EVENTS,TOTAL,DISTANCE RANK,ACCURACY RANK,year,measure
86,T86,Graeme McDowell,17,181,173,8,2017,total_driving
T87,T89,C.T. Pan,29,182,134,48,2017,total_driving
T87,T86,Danny Lee,32,182,111,71,2017,total_driving
89,T89,Brandon Hagy,26,183,3,180,2017,total_driving
T90,93,Nick Taylor,29,184,105,79,2017,total_driving
T90,T94,Steve Wheatcroft,17,184,169,15,2017,total_driving
92,92,Rafa Cabrera Bello,19,185,103,82,2017,total_driving
T93,T94,Brian Harman,30,186,116,70,2017,total_driving
T93,T97,John Huh,28,186,136,50,2017,total_driving
95,T94,Kyle Reifers,32,187,146,41,2017,total_driving
T96,T99,Ryan Brehm,25,188,4,184,2017,total_driving
T96,T99,Alex Cejka,28,188,164,24,2017,total_driving
T96,T89,Pat Perez,26,188,112,76,2017,total_driving
T99,T103,Miguel Angel Carballo,22,189,128,61,2017,total_driving
T99,107,Kevin Tway,27,189,10,179,2017,total_driving
T99,T97,Smylie Kaufman,26,189,25,164,2017,total_driving
T99,T103,Blayne Barber,25,189,109,80,2017,total_driving
T103,T99,Mackenzie Hughes,31,190,81,109,2017,total_driving
T103,T99,J.T. Poston,28,190,77,113,2017,total_driving
T103,T109,Chris Kirk,28,190,139,51,2017,total_driving
T106,T103,Jason Day,20,191,19,172,2017,total_driving
T106,108,Nick Watney,23,191,35,156,2017,total_driving
T106,T103,Cameron Percy,23,191,96,95,2017,total_driving
T109,T109,K.J. Choi,25,192,163,29,2017,total_driving
T109,T111,Jim Furyk,18,192,190,2,2017,total_driving
T109,T111,Daniel Summerhays,29,192,136,56,2017,total_driving
T112,T114,David Hearn,29,193,167,26,2017,total_driving
T112,T117,Spencer Levin,31,193,175,18,2017,total_driving
T114,T117,Brian Stuard,31,194,189,5,2017,total_driving
T114,T111,Johnson Wagner,26,194,128,66,2017,total_driving
T114,120,Ben Crane,26,194,178,16,2017,total_driving
T114,T114,Patrick Rodgers,27,194,18,176,2017,total_driving
118,T117,Andrew Loupe,21,195,6,189,2017,total_driving
T119,T114,Brian Campbell,20,196,70,126,2017,total_driving
T119,T121,Roberto Castro,25,196,169,27,2017,total_driving
T121,T123,Søren Kjeldsen,17,197,187,10,2017,total_driving
T121,T123,Zac Blair,32,197,188,9,2017,total_driving
T123,T127,Ken Duke,26,198,186,12,2017,total_driving
T123,T121,Scott Stallings,27,198,57,141,2017,total_driving
125,T123,Troy Merritt,28,199,114,85,2017,total_driving
126,126,Kelly Kraft,27,200,101,99,2017,total_driving
T127,T127,J.B. Holmes,23,201,14,187,2017,total_driving
T127,129,Andres Gonzales,24,201,46,155,2017,total_driving
129,130,Steven Alker,23,204,183,21,2017,total_driving
T130,132,Tim Wilkinson,22,209,173,36,2017,total_driving
T130,131,Bill Haas,25,209,92,117,2017,total_driving
132,133,Patrick Reed,29,213,75,138,2017,total_driving
T133,T135,D.A. Points,22,214,180,34,2017,total_driving
T133,T135,Geoff Ogilvy,25,214,142,72,2017,total_driving
135,T137,Brian Gay,25,215,177,38,2017,total_driving
T136,T137,Martin Flores,27,216,39,177,2017,total_driving
T136,134,Robert Streb,30,216,81,135,2017,total_driving
T136,139,Harris English,27,216,30,186,2017,total_driving
T139,T140,Jonas Blixt,25,218,122,96,2017,total_driving
T139,T140,Rod Pampling,22,218,131,87,2017,total_driving
T139,143,Charl Schwartzel,18,218,47,171,2017,total_driving
142,T140,Jimmy Walker,21,219,74,145,2017,total_driving
143,146,Ollie Schniederjans,28,222,37,185,2017,total_driving
144,145,Branden Grace,20,223,100,123,2017,total_driving
T145,T147,Stewart Cink,26,225,65,160,2017,total_driving
T145,T147,Cody Gribble,28,225,60,165,2017,total_driving
T145,T150,Michael Kim,28,225,119,106,2017,total_driving
T148,T147,Dominic Bozzelli,24,226,80,146,2017,total_driving
T148,T152,Seamus Power,25,226,53,173,2017,total_driving
T150,T150,Seung-Yul Noh,31,227,52,175,2017,total_driving
T150,155,Brandt Snedeker,15,227,165,62,2017,total_driving
T152,T152,Fabián Gómez,21,228,151,77,2017,total_driving
T152,T152,Charles Howell III,23,228,62,166,2017,total_driving
154,156,Peter Malnati,29,230,162,68,2017,total_driving
155,T157,Michael Thompson,21,232,154,78,2017,total_driving
T156,T157,Retief Goosen,19,233,102,131,2017,total_driving
T156,T159,Ian Poulter,20,233,159,74,2017,total_driving
T156,T159,Brett Drewitt,19,233,145,88,2017,total_driving
159,161,Sebastián Muñoz,17,238,70,168,2017,total_driving
160,162,Tyrone Van Aswegen,32,239,134,105,2017,total_driving
161,T167,Jason Bohn,28,241,185,56,2017,total_driving
T162,T163,Kevin Na,26,242,158,84,2017,total_driving
T162,T163,Ryan Blaum,29,242,156,86,2017,total_driving
164,T163,Cameron Smith,26,243,94,149,2017,total_driving
165,T167,Matt Every,30,244,56,188,2017,total_driving
166,169,Phil Mickelson,22,251,89,162,2017,total_driving
167,170,Mark Hubbard,27,252,160,92,2017,total_driving
168,172,Mark Anderson,20,259,157,102,2017,total_driving
169,173,Si Woo Kim,30,260,118,142,2017,total_driving
170,174,Patton Kizzire,28,270,92,178,2017,total_driving
T171,T176,Billy Hurley III,25,273,183,90,2017,total_driving
T171,175,Gonzalo Fernandez-Castaño,22,273,99,174,2017,total_driving
173,T176,Whee Kim,27,274,115,159,2017,total_driving
T174,T176,Aaron Baddeley,20,275,94,181,2017,total_driving
T174,179,Brad Fritsch,18,275,127,148,2017,total_driving
176,180,Chad Collins,26,281,166,115,2017,total_driving
177,T181,Greg Chalmers,28,285,181,104,2017,total_driving
178,T181,Nicholas Lindheim,21,287,136,151,2017,total_driving
179,183,Camilo Villegas,25,293,124,169,2017,total_driving
180,184,Cameron Tringale,28,296,168,128,2017,total_driving
181,185,Derek Fathauer,27,300,142,158,2017,total_driving
182,T186,Wesley Bryan,28,302,172,130,2017,total_driving
183,T186,Tom Hoge,17,304,151,153,2017,total_driving
T184,189,Ryo Ishikawa,20,305,122,183,2017,total_driving
T184,188,Ernie Els,20,305,155,150,2017,total_driving
186,190,Bryce Molder,26,316,182,134,2017,total_driving
T187,192,Ricky Barnes,31,323,153,170,2017,total_driving
T187,191,Steven Bowditch,27,323,133,190,2017,total_driving
189,193,Luke Donald,18,325,178,147,2017,total_driving
190,194,Carl Pettersson,27,353,171,182,2017,total_driving
