RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,GREENS HIT,# HOLES,RELATIVE/PAR,year,measure
47,48,Ted Purdy,103,67.05,"1,219","1,818",-0.25,2006,gir_pct
48,49,Matt Hansen,68,66.92,795,"1,188",-0.2,2006,gir_pct
49,50,Zach Johnson,98,66.86,"1,059","1,584",-0.25,2006,gir_pct
50,51,Bubba Watson,83,66.74,949,"1,422",-0.29,2006,gir_pct
51,52,Bob Estes,85,66.73,"1,021","1,530",-0.26,2006,gir_pct
52,53,Scott Gutschewski,53,66.67,612,918,-0.28,2006,gir_pct
53,54,Charley Hoffman,100,66.61,"1,175","1,764",-0.3,2006,gir_pct
54,T42,Davis Love III,85,66.59,911,"1,368",-0.3,2006,gir_pct
T55,T55,Billy Mayfair,94,66.55,"1,126","1,692",-0.24,2006,gir_pct
T55,T55,Jerry Smith,94,66.55,"1,102","1,656",-0.24,2006,gir_pct
57,57,Mathias Grönberg,92,66.54,"1,066","1,602",-0.26,2006,gir_pct
58,58,Stephen Ames,63,66.49,742,"1,116",-0.29,2006,gir_pct
59,59,Mike Weir,88,66.47,"1,017","1,530",-0.28,2006,gir_pct
T60,T60,Chris DiMarco,83,66.45,933,"1,404",-0.26,2006,gir_pct
T60,T60,Bo Van Pelt,102,66.45,"1,220","1,836",-0.28,2006,gir_pct
62,62,Billy Andrade,78,66.44,885,"1,332",-0.24,2006,gir_pct
63,63,Kris Cox,83,66.39,968,"1,458",-0.26,2006,gir_pct
64,64,Omar Uresti,61,66.38,705,"1,062",-0.22,2006,gir_pct
65,65,Fred Funk,106,66.35,"1,254","1,890",-0.24,2006,gir_pct
66,66,Troy Matteson,101,66.34,"1,206","1,818",-0.25,2006,gir_pct
67,67,John Cook,67,66.33,800,"1,206",-0.23,2006,gir_pct
T68,T68,Duffy Waldorf,96,66.24,"1,097","1,656",-0.25,2006,gir_pct
T68,T68,Daisuke Maruyama,83,66.24,942,"1,422",-0.26,2006,gir_pct
70,71,Rich Beem,85,66.2,989,"1,494",-0.26,2006,gir_pct
71,T68,David Toms,76,66.18,822,"1,242",-0.28,2006,gir_pct
72,72,Chris Couch,75,66.15,893,"1,350",-0.27,2006,gir_pct
73,73,John Rollins,93,66.12,"1,083","1,638",-0.29,2006,gir_pct
74,79,Luke Donald,66,66.05,749,"1,134",-0.29,2006,gir_pct
T75,T75,Ian Poulter,53,66.03,618,936,-0.27,2006,gir_pct
T75,T75,Ron Whittaker,81,66.03,939,"1,422",-0.23,2006,gir_pct
T77,T77,Scott Verplank,88,66.02,"1,022","1,548",-0.27,2006,gir_pct
T77,T77,Richard Johnson,94,66.02,"1,117","1,692",-0.26,2006,gir_pct
79,80,Steve Flesch,119,65.99,"1,366","2,070",-0.26,2006,gir_pct
80,81,Tim Clark,80,65.96,938,"1,422",-0.27,2006,gir_pct
81,82,Tom Lehman,70,65.93,712,"1,080",-0.21,2006,gir_pct
82,83,Thomas Levet,53,65.9,605,918,-0.18,2006,gir_pct
83,84,Charles Howell III,96,65.89,"1,103","1,674",-0.23,2006,gir_pct
T84,T85,Paul Stankowski,70,65.87,830,"1,260",-0.24,2006,gir_pct
T84,T85,Jason Bohn,104,65.87,"1,233","1,872",-0.24,2006,gir_pct
86,87,David McKenzie,82,65.83,948,"1,440",-0.26,2006,gir_pct
87,88,Craig Barlow,77,65.75,864,"1,314",-0.28,2006,gir_pct
88,T89,Eric Axley,91,65.73,"1,053","1,602",-0.3,2006,gir_pct
89,92,Bernhard Langer,77,65.66,851,"1,296",-0.26,2006,gir_pct
90,93,Bubba Dickerson,98,65.63,"1,134","1,728",-0.27,2006,gir_pct
91,95,José María Olazábal,62,65.52,684,"1,044",-0.27,2006,gir_pct
T92,T96,Steve Lowery,99,65.46,"1,143","1,746",-0.26,2006,gir_pct
T92,117,Retief Goosen,68,65.46,707,"1,080",-0.28,2006,gir_pct
T92,T96,Kent Jones,103,65.46,"1,190","1,818",-0.27,2006,gir_pct
95,98,Roger Tambellini,64,65.39,718,"1,098",-0.21,2006,gir_pct
96,99,Nick Watney,97,65.38,"1,118","1,710",-0.28,2006,gir_pct
97,100,Brian Davis,92,65.37,"1,059","1,620",-0.25,2006,gir_pct
98,101,Jeff Maggert,81,65.36,953,"1,458",-0.24,2006,gir_pct
99,102,Nicholas Thompson,96,65.35,"1,094","1,674",-0.22,2006,gir_pct
100,103,Fred Couples,52,65.33,588,900,-0.23,2006,gir_pct
101,104,J.B. Holmes,81,65.3,905,"1,386",-0.28,2006,gir_pct
T102,T105,Camilo Villegas,95,65.29,"1,093","1,674",-0.27,2006,gir_pct
T102,T105,Jeff Overton,95,65.29,"1,093","1,674",-0.25,2006,gir_pct
T104,T107,Kirk Triplett,58,65.28,658,"1,008",-0.26,2006,gir_pct
T104,T107,Paul Goydos,72,65.28,846,"1,296",-0.23,2006,gir_pct
106,T89,Dean Wilson,115,65.27,"1,304","1,998",-0.27,2006,gir_pct
107,94,Ben Curtis,86,65.25,"1,010","1,548",-0.23,2006,gir_pct
108,109,Jeff Sluman,101,65.24,"1,186","1,818",-0.26,2006,gir_pct
109,110,Padraig Harrington,54,65.22,587,900,-0.29,2006,gir_pct
110,111,Carlos Franco,86,65.18,"1,009","1,548",-0.23,2006,gir_pct
111,112,Joe Ogilvie,95,65.08,"1,066","1,638",-0.28,2006,gir_pct
112,113,Brent Geiberger,99,64.95,"1,134","1,746",-0.25,2006,gir_pct
113,114,Marco Dawson,87,64.94,"1,017","1,566",-0.29,2006,gir_pct
114,91,Stewart Cink,93,64.9,"1,028","1,584",-0.28,2006,gir_pct
115,115,Robert Gamez,94,64.83,"1,097","1,692",-0.24,2006,gir_pct
116,116,Ryuji Imada,105,64.81,"1,190","1,836",-0.26,2006,gir_pct
117,118,Sean O'Hair,100,64.74,"1,142","1,764",-0.26,2006,gir_pct
118,120,Pat Perez,50,64.67,582,900,-0.27,2006,gir_pct
119,121,Robert Garrigus,85,64.66,966,"1,494",-0.28,2006,gir_pct
T120,125,Tom Pernice Jr.,108,64.53,"1,208","1,872",-0.29,2006,gir_pct
T120,122,Brian Bateman,69,64.53,755,"1,170",-0.22,2006,gir_pct
T122,123,Tjaart van der Walt,60,64.52,662,"1,026",-0.22,2006,gir_pct
T122,119,Rory Sabbatini,84,64.52,964,"1,494",-0.27,2006,gir_pct
124,126,Jesper Parnevik,84,64.42,974,"1,512",-0.31,2006,gir_pct
125,127,Henrik Bjornstad,97,64.39,"1,101","1,710",-0.24,2006,gir_pct
126,128,Olin Browne,108,64.32,"1,204","1,872",-0.26,2006,gir_pct
T127,T129,J.P. Hayes,55,64.24,636,990,-0.27,2006,gir_pct
T127,T129,Bill Haas,99,64.24,"1,110","1,728",-0.27,2006,gir_pct
129,131,Ryan Palmer,101,64.2,"1,144","1,782",-0.28,2006,gir_pct
130,132,"Wes Short, Jr.",96,64.18,"1,086","1,692",-0.25,2006,gir_pct
131,T133,Bob Tway,81,64.17,901,"1,404",-0.26,2006,gir_pct
132,135,Larry Mize,53,64.16,589,918,-0.21,2006,gir_pct
133,136,Michael Connell,51,64.12,554,864,-0.21,2006,gir_pct
134,137,Vaughn Taylor,88,64.08,"1,015","1,584",-0.31,2006,gir_pct
T135,T138,Arjun Atwal,97,64.04,"1,095","1,710",-0.27,2006,gir_pct
T135,T138,Harrison Frazar,95,64.04,"1,049","1,638",-0.31,2006,gir_pct
137,140,D.J. Trahan,92,64.01,"1,037","1,620",-0.27,2006,gir_pct
138,141,Freddie Jacobson,56,63.99,645,"1,008",-0.27,2006,gir_pct
T139,T142,Patrick Sheehan,104,63.89,"1,150","1,800",-0.24,2006,gir_pct
T139,T142,Shane Bertsch,104,63.89,"1,173","1,836",-0.27,2006,gir_pct
141,144,Dudley Hart,83,63.79,953,"1,494",-0.25,2006,gir_pct
142,145,Tommy Armour III,65,63.76,746,"1,170",-0.28,2006,gir_pct
143,T133,Ernie Els,69,63.72,734,"1,152",-0.29,2006,gir_pct
144,146,Shigeki Maruyama,94,63.59,"1,053","1,656",-0.28,2006,gir_pct
145,147,Corey Pavin,74,63.57,801,"1,260",-0.2,2006,gir_pct
146,148,Robert Damron,91,63.55,"1,041","1,638",-0.24,2006,gir_pct
147,149,Stuart Appleby,83,63.53,892,"1,404",-0.3,2006,gir_pct
148,150,Daniel Chopra,110,63.5,"1,223","1,926",-0.34,2006,gir_pct
149,151,Justin Leonard,83,63.36,901,"1,422",-0.25,2006,gir_pct
150,152,Ryan Moore,68,63.25,740,"1,170",-0.28,2006,gir_pct
151,153,Ian Leggatt,80,63.23,865,"1,368",-0.25,2006,gir_pct
152,155,David Howell,52,63.21,512,810,-0.29,2006,gir_pct
T153,T156,Jason Schultz,77,63.19,853,"1,350",-0.24,2006,gir_pct
T153,T156,Brian Gay,107,63.19,"1,217","1,926",-0.3,2006,gir_pct
T155,T158,Mike Sposa,68,63.16,739,"1,170",-0.21,2006,gir_pct
T155,T158,Peter Lonard,77,63.16,864,"1,368",-0.2,2006,gir_pct
157,160,Lee Janzen,79,63.08,897,"1,422",-0.26,2006,gir_pct
T158,T161,Jason Gore,86,63.03,953,"1,512",-0.26,2006,gir_pct
T158,T161,Nathan Green,108,63.03,"1,180","1,872",-0.28,2006,gir_pct
160,154,Geoff Ogilvy,76,62.94,793,"1,260",-0.29,2006,gir_pct
T161,T163,Mark Brooks,90,62.92,"1,008","1,602",-0.21,2006,gir_pct
T161,T163,D.A. Points,82,62.92,906,"1,440",-0.27,2006,gir_pct
163,165,Steve Jones,83,62.8,927,"1,476",-0.22,2006,gir_pct
164,166,Greg Kraft,79,62.74,847,"1,350",-0.24,2006,gir_pct
165,167,Jon Mills,68,62.71,745,"1,188",-0.22,2006,gir_pct
166,168,Michael Allen,84,62.7,948,"1,512",-0.3,2006,gir_pct
T167,T169,Woody Austin,107,62.67,"1,207","1,926",-0.26,2006,gir_pct
T167,T169,J.L. Lewis,57,62.67,643,"1,026",-0.22,2006,gir_pct
169,171,Tim Herron,82,62.62,913,"1,458",-0.24,2006,gir_pct
170,172,Danny Ellis,68,62.59,721,"1,152",-0.26,2006,gir_pct
171,173,John Huston,74,62.58,811,"1,296",-0.26,2006,gir_pct
172,178,Rod Pampling,89,62.5,945,"1,512",-0.29,2006,gir_pct
173,176,Chris Riley,86,62.47,922,"1,476",-0.27,2006,gir_pct
174,177,Paul Azinger,87,62.39,977,"1,566",-0.26,2006,gir_pct
175,175,Carl Pettersson,95,62.31,"1,043","1,674",-0.26,2006,gir_pct
176,179,Todd Fischer,101,62.23,"1,109","1,782",-0.27,2006,gir_pct
177,180,Mark Calcavecchia,94,62.07,"1,039","1,674",-0.25,2006,gir_pct
178,181,Ben Crane,85,62.01,893,"1,440",-0.31,2006,gir_pct
179,182,Jimmy Walker,60,61.97,647,"1,044",-0.27,2006,gir_pct
180,183,Vance Veazey,59,61.58,654,"1,062",-0.29,2006,gir_pct
181,184,James Driscoll,80,61.32,883,"1,440",-0.23,2006,gir_pct
182,185,Tim Petrovic,95,61.29,"1,004","1,638",-0.24,2006,gir_pct
183,186,Tag Ridings,103,61.22,"1,102","1,800",-0.29,2006,gir_pct
184,187,John Daly,51,60.88,537,882,-0.27,2006,gir_pct
185,188,Doug Barron,74,60.43,794,"1,314",-0.24,2006,gir_pct
186,189,Ryan Hietala,61,60.08,638,"1,062",-0.23,2006,gir_pct
187,190,David Duval,71,60.06,746,"1,242",-0.29,2006,gir_pct
188,191,"John Engler, Jr.",69,59.78,721,"1,206",-0.21,2006,gir_pct
189,192,Mark O'Meara,52,59.44,535,900,-0.23,2006,gir_pct
190,193,Alex Aragon,63,59.11,649,"1,098",-0.26,2006,gir_pct
191,194,Greg Chalmers,71,59.04,712,"1,206",-0.26,2006,gir_pct
192,195,Len Mattiace,59,58.85,625,"1,062",-0.25,2006,gir_pct
193,196,Aaron Baddeley,78,58.26,797,"1,368",-0.3,2006,gir_pct
194,197,Brad Faxon,78,58.05,815,"1,404",-0.25,2006,gir_pct
195,199,Hidemichi Tanaka,74,57.91,761,"1,314",-0.2,2006,gir_pct
196,200,Todd Hamilton,72,56.87,737,"1,296",-0.24,2006,gir_pct
