RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,EVENTS,TOTAL,DISTANCE RANK,ACCURACY RANK,year,measure
T38,T45,Daniel Berger,23,141,85,56,2018,total_driving
40,T30,James Hahn,26,142,77,65,2018,total_driving
T41,T37,Branden Grace,18,145,74,71,2018,total_driving
T41,47,Keith Mitchell,29,145,10,135,2018,total_driving
T41,T37,Jon Rahm,20,145,16,129,2018,total_driving
44,T63,Ian Poulter,20,146,118,28,2018,total_driving
T45,T45,Martin Laird,22,147,71,76,2018,total_driving
T45,T37,Michael Thompson,19,147,93,54,2018,total_driving
T47,T52,Justin Thomas,23,149,11,138,2018,total_driving
T47,51,Harold Varner III,27,149,18,131,2018,total_driving
49,48,Brice Garnett,30,150,91,59,2018,total_driving
50,T30,Bubba Watson,24,151,9,142,2018,total_driving
T51,T90,Kiradech Aphibarnrat,14,152,110,42,2018,total_driving
T51,50,Xander Schauffele,27,152,28,124,2018,total_driving
T53,T52,Austin Cook,29,154,130,24,2018,total_driving
T53,T66,Brian Harman,25,154,133,21,2018,total_driving
T55,T40,Jason Day,20,155,14,141,2018,total_driving
T55,60,Russell Knox,27,155,137,18,2018,total_driving
T55,49,J.T. Poston,22,155,55,100,2018,total_driving
58,T61,Matt Jones,23,156,30,126,2018,total_driving
T59,T54,Ryan Palmer,22,157,27,130,2018,total_driving
T59,T61,Shane Lowry,19,157,55,102,2018,total_driving
T59,68,Satoshi Kodaira,18,157,118,39,2018,total_driving
62,T56,Jason Kokrak,29,158,15,143,2018,total_driving
T63,T56,Sam Saunders,26,159,41,118,2018,total_driving
T63,T70,Tiger Woods,18,159,32,127,2018,total_driving
65,T63,Jordan Spieth,23,160,61,99,2018,total_driving
66,T95,Jason Dufner,22,162,88,74,2018,total_driving
T67,T63,Sean O'Hair,22,163,44,119,2018,total_driving
T67,T56,Blayne Barber,22,163,110,53,2018,total_driving
T67,T54,Brooks Koepka,17,163,8,155,2018,total_driving
70,T56,Rory McIlroy,18,164,1,163,2018,total_driving
71,T66,Abraham Ancer,30,165,96,69,2018,total_driving
T72,T87,Alex Noren,18,166,69,97,2018,total_driving
T72,T70,J.J. Henry,28,166,135,31,2018,total_driving
T74,69,Cameron Percy,16,167,99,68,2018,total_driving
T74,73,Ryan Moore,22,167,163,4,2018,total_driving
T74,T70,Beau Hossler,28,167,58,109,2018,total_driving
T77,74,Adam Schenk,28,171,26,145,2018,total_driving
T77,T82,Graeme McDowell,20,171,121,50,2018,total_driving
T79,T93,Tyrrell Hatton,16,172,76,96,2018,total_driving
T79,T75,Denny McCarthy,22,172,100,72,2018,total_driving
81,T79,J.B. Holmes,24,174,24,150,2018,total_driving
T82,85,Chez Reavie,28,176,173,3,2018,total_driving
T82,T98,Jhonattan Vegas,27,176,32,144,2018,total_driving
T82,T82,Kevin Kisner,25,176,146,30,2018,total_driving
T82,T79,Conrad Shindler,20,176,141,35,2018,total_driving
T86,T77,Trey Mullinax,24,177,2,175,2018,total_driving
T86,T82,Steve Wheatcroft,20,177,166,11,2018,total_driving
T88,86,Robert Garrigus,27,178,19,159,2018,total_driving
T88,T87,Tony Finau,28,178,4,174,2018,total_driving
T90,T77,Chesson Hadley,30,179,58,121,2018,total_driving
T90,T79,Harris English,31,179,47,132,2018,total_driving
T90,T75,Richy Werenski,32,179,135,44,2018,total_driving
T93,T90,Troy Merritt,27,181,100,81,2018,total_driving
T93,89,Nick Watney,26,181,21,160,2018,total_driving
95,T90,Tom Lovelady,28,183,3,180,2018,total_driving
96,T93,Grayson Murray,22,184,22,162,2018,total_driving
97,T98,Ethan Tracy,23,186,71,115,2018,total_driving
T98,T95,Luke List,29,187,5,182,2018,total_driving
T98,T101,Pat Perez,23,187,144,43,2018,total_driving
T98,T101,Ryan Armour,32,187,185,2,2018,total_driving
T101,103,Jamie Lovemark,26,190,37,153,2018,total_driving
T101,T95,Fabián Gómez,28,190,142,48,2018,total_driving
T101,100,Ben Silverman,28,190,152,38,2018,total_driving
104,T104,Brian Gay,30,192,186,6,2018,total_driving
105,T104,David Lingmerth,26,194,180,14,2018,total_driving
T106,T104,Adam Hadwin,25,196,159,37,2018,total_driving
T106,T107,Vaughn Taylor,25,196,176,20,2018,total_driving
T108,T117,Marc Leishman,25,197,80,117,2018,total_driving
T108,T107,Matt Atkins,21,197,50,147,2018,total_driving
110,T111,Brian Stuard,32,198,193,5,2018,total_driving
111,T109,Alex Cejka,24,199,172,27,2018,total_driving
112,T113,Jim Furyk,15,200,190,10,2018,total_driving
T113,116,"Ted Potter, Jr.",28,201,178,23,2018,total_driving
T113,T111,Kelly Kraft,31,201,167,34,2018,total_driving
T115,T113,Stephan Jaeger,26,203,69,134,2018,total_driving
T115,T113,Kevin Tway,31,203,13,190,2018,total_driving
T117,T120,Bud Cauley,17,206,100,106,2018,total_driving
T117,123,Brandt Snedeker,25,206,122,84,2018,total_driving
T119,T127,Charley Hoffman,25,207,67,140,2018,total_driving
T119,119,Ben Crane,21,207,188,19,2018,total_driving
T119,122,Webb Simpson,26,207,117,90,2018,total_driving
T122,T117,Chris Kirk,29,209,154,55,2018,total_driving
T122,T120,David Hearn,21,209,183,26,2018,total_driving
124,142,Lanto Griffin,26,215,46,169,2018,total_driving
T125,125,Seamus Power,28,216,45,171,2018,total_driving
T125,124,Brandon Harkins,30,216,38,178,2018,total_driving
127,T136,Zach Johnson,25,217,154,63,2018,total_driving
T128,T109,Kevin Na,26,219,157,62,2018,total_driving
T128,126,Cody Gribble,25,219,52,167,2018,total_driving
130,138,Scott Stallings,30,221,64,157,2018,total_driving
131,T132,Talor Gooch,27,222,74,148,2018,total_driving
T132,T129,Nate Lashley,17,223,115,108,2018,total_driving
T132,T129,Scott Brown,32,223,128,95,2018,total_driving
T132,T129,Shawn Stefani,25,223,65,158,2018,total_driving
T135,T134,Andrew Landry,27,224,142,82,2018,total_driving
T135,T134,Rory Sabbatini,27,224,130,94,2018,total_driving
T137,T127,Chad Campbell,28,225,173,52,2018,total_driving
T137,T132,Ryan Blaum,28,225,165,60,2018,total_driving
139,T139,Ben Martin,20,227,157,70,2018,total_driving
T140,T143,Andrew Putnam,28,229,116,113,2018,total_driving
T140,T139,Stewart Cink,25,229,83,146,2018,total_driving
T140,T139,Tom Hoge,31,229,140,89,2018,total_driving
T143,T146,Mackenzie Hughes,28,231,109,122,2018,total_driving
T143,T143,Nick Taylor,30,231,126,105,2018,total_driving
T145,T136,Cameron Smith,24,232,81,151,2018,total_driving
T145,145,Nicholas Lindheim,26,232,120,112,2018,total_driving
147,T146,Anirban Lahiri,24,233,114,119,2018,total_driving
T148,T146,Danny Lee,30,234,148,86,2018,total_driving
T148,T146,Martin Flores,29,234,58,176,2018,total_driving
T148,T146,John Huh,29,234,170,64,2018,total_driving
T148,T146,Rod Pampling,20,234,168,66,2018,total_driving
T152,T152,Jonas Blixt,23,236,122,114,2018,total_driving
T152,154,Peter Uihlein,26,236,48,188,2018,total_driving
154,T152,Johnson Wagner,21,237,176,61,2018,total_driving
155,157,Charl Schwartzel,20,238,67,171,2018,total_driving
156,158,Brett Stegmaier,21,239,100,139,2018,total_driving
157,T155,Ollie Schniederjans,27,241,50,191,2018,total_driving
158,160,Patton Kizzire,29,242,77,165,2018,total_driving
159,T165,Bill Haas,25,243,94,149,2018,total_driving
160,161,Matt Kuchar,24,244,169,75,2018,total_driving
161,159,Chris Stroud,27,245,154,91,2018,total_driving
162,162,Phil Mickelson,24,246,57,189,2018,total_driving
T163,163,Roberto Díaz,25,252,175,77,2018,total_driving
T163,164,Jonathan Randolph,25,252,159,93,2018,total_driving
T165,T165,Dominic Bozzelli,20,253,89,164,2018,total_driving
T165,167,Si Woo Kim,31,253,146,107,2018,total_driving
T167,T155,Patrick Reed,26,256,83,173,2018,total_driving
T167,170,Jimmy Walker,23,256,71,185,2018,total_driving
169,168,Kyle Thompson,22,260,181,79,2018,total_driving
170,169,Retief Goosen,20,264,94,170,2018,total_driving
171,171,Martin Piller,28,269,132,137,2018,total_driving
172,T172,Jonathan Byrd,24,272,137,135,2018,total_driving
173,T172,Zac Blair,20,277,192,85,2018,total_driving
174,174,Sung Kang,29,278,122,156,2018,total_driving
175,176,Matt Every,30,279,113,166,2018,total_driving
176,175,Whee Kim,30,283,179,104,2018,total_driving
177,178,William McGirt,26,284,161,123,2018,total_driving
178,179,Aaron Baddeley,27,291,105,186,2018,total_driving
T179,180,D.A. Points,25,298,189,109,2018,total_driving
T179,181,Peter Malnati,28,298,144,154,2018,total_driving
181,182,Tyrone Van Aswegen,31,303,151,152,2018,total_driving
182,T183,Robert Streb,29,311,128,183,2018,total_driving
T183,T183,Billy Hurley III,27,312,184,128,2018,total_driving
T183,185,Zecheng Dou,23,312,133,179,2018,total_driving
185,186,Greg Chalmers,20,320,187,133,2018,total_driving
186,187,Michael Kim,27,330,153,177,2018,total_driving
187,188,Andrew Yun,22,332,148,184,2018,total_driving
188,189,Ricky Barnes,22,341,148,193,2018,total_driving
189,190,Rob Oppenheim,26,343,182,161,2018,total_driving
190,191,Derek Fathauer,28,350,164,186,2018,total_driving
191,192,Daniel Summerhays,19,351,170,181,2018,total_driving
192,193,Cameron Tringale,26,353,161,192,2018,total_driving
193,194,Wesley Bryan,23,359,191,168,2018,total_driving
