RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:APP,MEASURED ROUNDS,year,measure
45,44,Bart Bryant,81,0.347,23.279,67,2008,sg_app_green
46,46,Brandt Snedeker,85,0.325,21.796,67,2008,sg_app_green
47,48,Brett Quigley,80,0.321,23.451,73,2008,sg_app_green
48,49,Stuart Appleby,87,0.31,20.742,67,2008,sg_app_green
49,47,Tom Pernice Jr.,104,0.305,29.875,98,2008,sg_app_green
50,50,Trevor Immelman,70,0.303,16.361,54,2008,sg_app_green
51,53,Cliff Kresge,84,0.302,22.019,73,2008,sg_app_green
52,73,Davis Love III,78,0.289,18.807,65,2008,sg_app_green
53,52,Lucas Glover,91,0.288,23.873,83,2008,sg_app_green
54,60,Charles Howell III,101,0.283,24.599,87,2008,sg_app_green
55,55,Mike Weir,88,0.268,17.701,66,2008,sg_app_green
56,56,Brandt Jobe,52,0.265,12.469,47,2008,sg_app_green
57,T57,Geoff Ogilvy,65,0.263,12.871,49,2008,sg_app_green
58,59,Vaughn Taylor,103,0.256,24.034,94,2008,sg_app_green
59,T61,Ángel Cabrera,55,0.249,9.706,39,2008,sg_app_green
60,68,Scott Sterling,89,0.246,18.198,74,2008,sg_app_green
61,64,Justin Leonard,101,0.244,17.829,73,2008,sg_app_green
62,51,Y.E. Yang,89,0.239,19.11,80,2008,sg_app_green
63,T61,Carl Pettersson,110,0.236,22.926,97,2008,sg_app_green
64,T57,Freddie Jacobson,78,0.234,14.969,64,2008,sg_app_green
65,54,John Huston,56,0.233,11.409,49,2008,sg_app_green
66,66,Ryuji Imada,80,0.232,15.798,68,2008,sg_app_green
67,67,Corey Pavin,69,0.227,12.688,56,2008,sg_app_green
68,T69,Padraig Harrington,52,0.221,7.061,32,2008,sg_app_green
69,71,Fred Couples,60,0.218,11.106,51,2008,sg_app_green
70,T69,John Riegger,73,0.217,13.914,64,2008,sg_app_green
71,83,Michael Allen,91,0.216,16.827,78,2008,sg_app_green
72,72,Chez Reavie,102,0.209,18.796,90,2008,sg_app_green
73,63,Dudley Hart,74,0.204,13.68,67,2008,sg_app_green
74,78,Steve Marino,119,0.194,20.187,104,2008,sg_app_green
75,77,Retief Goosen,59,0.187,7.871,42,2008,sg_app_green
76,65,Robert Gamez,79,0.18,12.796,71,2008,sg_app_green
77,79,Sean O'Hair,81,0.179,12.171,68,2008,sg_app_green
T78,74,Robert Garrigus,90,0.174,14.989,86,2008,sg_app_green
T78,91,Cameron Beckman,87,0.174,12.864,74,2008,sg_app_green
80,80,Ken Duke,116,0.159,16.727,105,2008,sg_app_green
81,82,K.J. Choi,74,0.158,9.033,57,2008,sg_app_green
82,76,Kent Jones,68,0.154,8.464,55,2008,sg_app_green
83,88,Steve Flesch,95,0.149,12.097,81,2008,sg_app_green
84,86,Jay Williamson,96,0.147,11.789,80,2008,sg_app_green
85,84,Johnson Wagner,83,0.144,9.761,68,2008,sg_app_green
86,85,Charlie Wi,97,0.141,12.422,88,2008,sg_app_green
87,90,Nick Watney,96,0.133,11.183,84,2008,sg_app_green
88,89,Jerry Kelly,89,0.127,9.383,74,2008,sg_app_green
89,87,Justin Bolli,87,0.117,8.575,73,2008,sg_app_green
T90,93,Troy Matteson,94,0.113,10.042,89,2008,sg_app_green
T90,96,Martin Laird,98,0.113,9.563,85,2008,sg_app_green
92,97,Kevin Streelman,114,0.106,10.286,97,2008,sg_app_green
93,94,Shane Bertsch,96,0.102,9.202,90,2008,sg_app_green
94,92,Paul Goydos,78,0.098,6.578,67,2008,sg_app_green
95,81,Harrison Frazar,73,0.097,6.017,62,2008,sg_app_green
96,98,Jim McGovern,75,0.089,5.601,63,2008,sg_app_green
97,75,Jeff Maggert,86,0.085,6.753,79,2008,sg_app_green
98,95,Glen Day,64,0.079,4.408,56,2008,sg_app_green
99,100,Lee Janzen,89,0.062,4.674,75,2008,sg_app_green
100,T101,Steve Elkington,84,0.054,3.933,73,2008,sg_app_green
101,T103,John Merrick,98,0.04,3.117,77,2008,sg_app_green
102,105,Brian Davis,108,0.038,3.899,102,2008,sg_app_green
103,110,Chris DiMarco,87,0.032,2.446,76,2008,sg_app_green
104,T101,Bill Haas,99,0.031,2.813,90,2008,sg_app_green
105,106,Jonathan Byrd,88,0.028,2.119,77,2008,sg_app_green
106,T103,Rich Beem,90,0.027,2.095,79,2008,sg_app_green
107,99,Tommy Armour III,77,0.015,0.999,66,2008,sg_app_green
108,107,Bo Van Pelt,101,0.014,1.277,93,2008,sg_app_green
109,115,Kevin Stadler,90,0.013,0.933,73,2008,sg_app_green
110,109,Billy Mayfair,103,0.003,0.328,95,2008,sg_app_green
111,111,Kevin Na,97,0,-0.004,91,2008,sg_app_green
112,T113,Omar Uresti,74,-0.007,-0.423,63,2008,sg_app_green
113,108,Carlos Franco,73,-0.011,-0.72,63,2008,sg_app_green
T114,112,Rory Sabbatini,77,-0.013,-0.794,63,2008,sg_app_green
T114,T113,Patrick Sheehan,124,-0.013,-1.41,105,2008,sg_app_green
116,116,Rod Pampling,83,-0.02,-1.356,68,2008,sg_app_green
117,118,Todd Hamilton,92,-0.026,-1.917,74,2008,sg_app_green
118,119,Mathew Goggin,91,-0.027,-2.241,82,2008,sg_app_green
119,T125,Tag Ridings,88,-0.03,-2.406,81,2008,sg_app_green
120,123,Jeff Overton,103,-0.036,-3.286,91,2008,sg_app_green
121,121,J.J. Henry,108,-0.043,-4.293,99,2008,sg_app_green
122,139,Ted Purdy,68,-0.051,-2.988,59,2008,sg_app_green
123,127,Mark Wilson,107,-0.055,-5.702,104,2008,sg_app_green
124,131,Parker McLachlin,88,-0.067,-5.282,79,2008,sg_app_green
125,117,Tom Scherrer,56,-0.073,-3.203,44,2008,sg_app_green
126,132,Jeff Gove,50,-0.075,-3.301,44,2008,sg_app_green
127,T128,Ryan Moore,72,-0.077,-4.875,63,2008,sg_app_green
T128,124,Tim Wilkinson,95,-0.081,-6.502,80,2008,sg_app_green
T128,T125,Jimmy Walker,73,-0.081,-5.045,62,2008,sg_app_green
T128,130,Peter Lonard,92,-0.081,-6.488,80,2008,sg_app_green
T128,120,Ben Crane,86,-0.081,-6.055,75,2008,sg_app_green
132,T128,Brad Adamonis,87,-0.084,-6.376,76,2008,sg_app_green
133,133,Jason Gore,94,-0.1,-8.529,85,2008,sg_app_green
134,134,Billy Andrade,71,-0.11,-6.801,62,2008,sg_app_green
135,135,Ron Whittaker,54,-0.112,-4.599,41,2008,sg_app_green
136,136,James Driscoll,85,-0.116,-8.782,76,2008,sg_app_green
137,137,Marco Dawson,64,-0.14,-7.574,54,2008,sg_app_green
138,142,Charles Warren,79,-0.148,-10.963,74,2008,sg_app_green
139,143,Nick Flanagan,89,-0.159,-12.736,80,2008,sg_app_green
140,T151,Tommy Gainey,60,-0.168,-7.705,46,2008,sg_app_green
141,141,John Mallinger,95,-0.169,-14.222,84,2008,sg_app_green
142,138,Richard Johnson,60,-0.171,-8.365,49,2008,sg_app_green
143,140,J.B. Holmes,86,-0.172,-11.889,69,2008,sg_app_green
144,144,Ben Curtis,80,-0.173,-10.901,63,2008,sg_app_green
145,147,Jon Mills,95,-0.174,-13.549,78,2008,sg_app_green
146,148,Aaron Baddeley,76,-0.192,-11.532,60,2008,sg_app_green
147,149,Stephen Leaney,53,-0.197,-8.883,45,2008,sg_app_green
148,145,John Rollins,94,-0.2,-15.801,79,2008,sg_app_green
149,150,Jin Park,85,-0.215,-15.073,70,2008,sg_app_green
T150,T151,Charley Hoffman,94,-0.219,-18.832,86,2008,sg_app_green
T150,146,Alejandro Cañizares,52,-0.219,-8.991,41,2008,sg_app_green
152,159,Chris Stroud,81,-0.224,-14.763,66,2008,sg_app_green
153,157,Will MacKenzie,62,-0.239,-13.62,57,2008,sg_app_green
154,155,Olin Browne,77,-0.243,-16.979,70,2008,sg_app_green
155,156,Shigeki Maruyama,50,-0.244,-10.23,42,2008,sg_app_green
156,154,Frank Lickliter II,107,-0.246,-24.636,100,2008,sg_app_green
157,158,Michael Letzig,88,-0.257,-19.037,74,2008,sg_app_green
158,153,Mark Hensby,71,-0.263,-16.845,64,2008,sg_app_green
159,161,Dustin Johnson,92,-0.268,-21.747,81,2008,sg_app_green
160,162,Brenden Pappas,66,-0.292,-16.338,56,2008,sg_app_green
161,160,Scott McCarron,63,-0.297,-16.027,54,2008,sg_app_green
162,163,Craig Kanada,65,-0.312,-17.134,55,2008,sg_app_green
163,164,Ian Poulter,51,-0.32,-11.511,36,2008,sg_app_green
164,169,Marc Turnesa,87,-0.323,-24.56,76,2008,sg_app_green
165,170,Nathan Green,95,-0.342,-31.079,91,2008,sg_app_green
166,165,Nicholas Thompson,113,-0.344,-33.059,96,2008,sg_app_green
167,166,Chad Collins,72,-0.345,-21.731,63,2008,sg_app_green
168,175,Brett Rumford,72,-0.348,-21.202,61,2008,sg_app_green
169,171,Matt Jones,95,-0.354,-29.719,84,2008,sg_app_green
170,168,Eric Axley,113,-0.362,-35.445,98,2008,sg_app_green
171,173,Greg Kraft,63,-0.367,-18.341,50,2008,sg_app_green
172,167,Jason Day,81,-0.373,-28.751,77,2008,sg_app_green
173,172,Ryan Armour,87,-0.388,-29.51,76,2008,sg_app_green
174,174,Tim Herron,97,-0.404,-35.121,87,2008,sg_app_green
175,181,Tim Petrovic,97,-0.408,-33.008,81,2008,sg_app_green
176,176,Paul Claxton,63,-0.421,-21.065,50,2008,sg_app_green
177,177,Doug LaBelle II,65,-0.431,-21.997,51,2008,sg_app_green
178,178,Joe Ogilvie,100,-0.443,-38.572,87,2008,sg_app_green
179,180,Kenneth Ferrie,72,-0.481,-28.879,60,2008,sg_app_green
180,183,Bob Sowards,61,-0.483,-25.091,52,2008,sg_app_green
181,182,Jesper Parnevik,88,-0.501,-37.547,75,2008,sg_app_green
182,184,David Duval,51,-0.53,-21.72,41,2008,sg_app_green
183,186,Mathias Grönberg,87,-0.55,-43.453,79,2008,sg_app_green
184,185,Andres Romero,69,-0.553,-27.106,49,2008,sg_app_green
185,187,Cody Freeman,66,-0.569,-31.308,55,2008,sg_app_green
186,188,Brad Elder,67,-0.641,-34.64,54,2008,sg_app_green
187,189,Chris Riley,51,-0.646,-25.849,40,2008,sg_app_green
188,191,Steve Lowery,74,-0.706,-47.272,67,2008,sg_app_green
189,196,Travis Perkins,53,-0.73,-29.208,40,2008,sg_app_green
190,190,Jason Allred,63,-0.735,-36.773,50,2008,sg_app_green
191,193,David Lutterus,59,-0.745,-37.266,50,2008,sg_app_green
192,192,J.P. Hayes,67,-0.747,-47.082,63,2008,sg_app_green
193,194,Kyle Thompson,70,-0.749,-42.701,57,2008,sg_app_green
194,195,Steve Allan,58,-0.758,-36.364,48,2008,sg_app_green
195,197,Daniel Chopra,84,-0.76,-52.446,69,2008,sg_app_green
196,198,Todd Demsey,80,-0.906,-64.297,71,2008,sg_app_green
197,199,Richard Johnson,77,-0.962,-65.403,68,2008,sg_app_green
