RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:ARG,MEASURED ROUNDS,year,measure
T1,T1,Corey Pavin,77,0.521,31.791,61,2005,sg_around_green
T1,T1,Mike Weir,71,0.521,24.489,47,2005,sg_around_green
3,,Padraig Harrington,50,0.476,19.502,41,2005,sg_around_green
4,5,José María Olazábal,55,0.425,17.44,41,2005,sg_around_green
T5,4,Jim Furyk,94,0.422,30.385,72,2005,sg_around_green
T5,3,Luke Donald,67,0.422,16.86,40,2005,sg_around_green
7,6,Steve Stricker,62,0.4,23.583,59,2005,sg_around_green
8,T7,Vijay Singh,111,0.398,35.055,88,2005,sg_around_green
9,T7,Brett Quigley,96,0.396,33.645,85,2005,sg_around_green
10,9,Kevin Sutherland,89,0.366,27.058,74,2005,sg_around_green
11,T11,Tim Herron,100,0.359,28.03,78,2005,sg_around_green
12,10,Phil Mickelson,81,0.355,17.75,50,2005,sg_around_green
13,T11,Lee Janzen,75,0.353,21.203,60,2005,sg_around_green
14,13,Shigeki Maruyama,99,0.316,26.836,85,2005,sg_around_green
15,14,Stephen Leaney,89,0.303,23.026,76,2005,sg_around_green
16,16,Paul Gow,78,0.285,19.392,68,2005,sg_around_green
17,17,Michael Allen,90,0.279,21.487,77,2005,sg_around_green
18,18,Mark Wilson,74,0.274,17.555,64,2005,sg_around_green
19,22,Billy Mayfair,114,0.271,27.685,102,2005,sg_around_green
20,19,Paul Azinger,66,0.268,15.828,59,2005,sg_around_green
21,21,Marco Dawson,82,0.255,20.149,79,2005,sg_around_green
T22,23,Todd Fischer,99,0.248,21.836,88,2005,sg_around_green
T22,15,Sergio Garcia,73,0.248,12.872,52,2005,sg_around_green
24,24,K.J. Choi,78,0.245,13.256,54,2005,sg_around_green
25,25,Franklin Langham,91,0.234,18.051,77,2005,sg_around_green
26,26,Omar Uresti,84,0.231,17.104,74,2005,sg_around_green
27,20,Charles Howell III,95,0.229,16.467,72,2005,sg_around_green
28,27,Mark Brooks,72,0.226,14.258,63,2005,sg_around_green
