RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,EVENTS,TOTAL,DISTANCE RANK,ACCURACY RANK,year,measure
1,1,Jason Gore,33,56,15,41,2008,total_driving
2,2,Charles Warren,29,85,10,75,2008,total_driving
3,3,Nicholas Thompson,36,88,36,52,2008,total_driving
4,4,John Merrick,28,100,20,80,2008,total_driving
5,5,John Riegger,24,105,74,31,2008,total_driving
6,T6,Charley Hoffman,29,107,12,95,2008,total_driving
7,8,Joe Durant,28,110,102,8,2008,total_driving
8,9,Jeff Gove,18,114,103,11,2008,total_driving
9,T10,John Senden,28,116,81,35,2008,total_driving
T10,T10,Mathew Goggin,27,118,34,84,2008,total_driving
T10,T10,John Rollins,28,118,80,38,2008,total_driving
12,13,Ryan Moore,24,122,56,66,2008,total_driving
T13,18,Ryan Armour,32,126,103,23,2008,total_driving
T13,19,Michael Allen,28,126,101,25,2008,total_driving
15,15,Paul Casey,16,127,18,109,2008,total_driving
16,T16,Ben Crane,25,128,86,42,2008,total_driving
T17,14,John Huston,18,130,65,65,2008,total_driving
T17,T16,Todd Demsey,25,130,53,77,2008,total_driving
19,T33,Robert Allenby,28,131,61,70,2008,total_driving
20,T20,J.J. Henry,34,132,61,71,2008,total_driving
21,T20,Nick Watney,27,135,7,128,2008,total_driving
22,22,Rich Beem,29,136,88,48,2008,total_driving
23,T23,Hunter Mahan,27,137,75,62,2008,total_driving
T24,T37,Steve Marino,32,140,49,91,2008,total_driving
T24,25,Charlie Wi,27,140,95,45,2008,total_driving
T24,T33,Mathias Grönberg,30,140,38,102,2008,total_driving
27,T23,Pat Perez,27,141,44,97,2008,total_driving
T28,T28,Mark Wilson,29,142,122,20,2008,total_driving
T28,32,Billy Mayfair,29,142,129,13,2008,total_driving
30,T30,Chad Campbell,28,143,75,68,2008,total_driving
T31,T30,D.J. Trahan,27,144,66,78,2008,total_driving
T31,T26,Ryan Palmer,22,144,44,100,2008,total_driving
33,39,Martin Laird,29,145,31,114,2008,total_driving
34,T26,Boo Weekley,24,146,61,85,2008,total_driving
35,T28,Jay Williamson,33,147,123,24,2008,total_driving
36,T33,Lucas Glover,26,148,23,125,2008,total_driving
37,44,Rod Pampling,28,151,82,69,2008,total_driving
T38,T37,Kenny Perry,26,153,33,120,2008,total_driving
T38,T42,Chris Stroud,29,153,95,58,2008,total_driving
40,41,Harrison Frazar,23,154,14,140,2008,total_driving
41,T42,Kenneth Ferrie,25,155,119,36,2008,total_driving
T42,47,Kent Jones,23,157,141,16,2008,total_driving
T42,T45,Michael Letzig,29,157,69,88,2008,total_driving
T44,T48,Jonathan Byrd,27,160,114,46,2008,total_driving
T44,T33,Jeff Maggert,28,160,110,50,2008,total_driving
T44,40,Robert Gamez,26,160,153,7,2008,total_driving
47,T48,Chez Reavie,30,161,152,9,2008,total_driving
48,T45,Nick Flanagan,29,164,60,104,2008,total_driving
49,T54,Troy Matteson,30,165,38,127,2008,total_driving
T50,T50,Jason Day,28,166,27,139,2008,total_driving
T50,T50,Steve Allan,21,166,5,161,2008,total_driving
52,T54,Heath Slocum,29,167,164,3,2008,total_driving
53,T56,Ben Curtis,22,168,121,47,2008,total_driving
T54,T60,Joe Ogilvie,29,169,88,81,2008,total_driving
T54,53,Scott McCarron,22,169,139,30,2008,total_driving
T54,T50,Kevin Streelman,32,169,54,115,2008,total_driving
T57,T56,Anthony Kim,22,170,11,159,2008,total_driving
T57,58,Bart Bryant,23,170,166,4,2008,total_driving
T57,T65,Steve Elkington,25,170,148,22,2008,total_driving
T60,T62,Davis Love III,23,171,9,162,2008,total_driving
T60,T62,Bill Haas,31,171,29,142,2008,total_driving
62,T77,Tommy Gainey,24,172,24,148,2008,total_driving
63,T60,Trevor Immelman,22,173,66,107,2008,total_driving
T64,T65,Tag Ridings,29,174,6,168,2008,total_driving
T64,70,Bo Van Pelt,32,174,58,116,2008,total_driving
T64,59,Woody Austin,30,174,114,60,2008,total_driving
67,T65,Vijay Singh,23,175,25,150,2008,total_driving
T68,T65,Scott Verplank,24,176,170,6,2008,total_driving
T68,64,Rory Sabbatini,23,176,58,118,2008,total_driving
70,69,Briny Baird,30,177,116,61,2008,total_driving
71,T73,Todd Hamilton,28,180,129,51,2008,total_driving
T72,T73,Robert Garrigus,29,181,2,179,2008,total_driving
T72,T84,Patrick Sheehan,35,181,125,56,2008,total_driving
74,T109,Tom Scherrer,20,182,88,94,2008,total_driving
T75,T73,Tim Herron,28,183,52,131,2008,total_driving
T75,T71,Tommy Armour III,25,183,88,95,2008,total_driving
T75,T82,Tim Petrovic,32,183,129,54,2008,total_driving
T75,T77,Brian Davis,34,183,173,10,2008,total_driving
T79,76,Ted Purdy,25,184,54,130,2008,total_driving
T79,T77,Bubba Watson,29,184,1,183,2008,total_driving
T81,T89,Kevin Stadler,30,185,68,117,2008,total_driving
T81,T77,Fred Couples,18,185,16,169,2008,total_driving
T81,T71,Omar Uresti,24,185,183,2,2008,total_driving
T84,T77,Padraig Harrington,15,186,32,154,2008,total_driving
T84,T82,Zach Johnson,25,186,181,5,2008,total_driving
86,T87,Scott Sterling,28,188,125,63,2008,total_driving
T87,86,Jim Furyk,26,190,162,28,2008,total_driving
T87,T89,Doug LaBelle II,22,190,153,37,2008,total_driving
T89,T111,Justin Bolli,28,191,125,66,2008,total_driving
T89,T89,Ron Whittaker,22,191,177,14,2008,total_driving
T91,93,Vaughn Taylor,32,192,82,110,2008,total_driving
T91,T96,Cameron Beckman,29,192,150,42,2008,total_driving
T91,T87,Kevin Sutherland,26,192,71,121,2008,total_driving
T91,T84,George McNeill,29,192,40,152,2008,total_driving
T95,95,Adam Scott,15,193,8,185,2008,total_driving
T95,T104,Y.E. Yang,29,193,100,93,2008,total_driving
T97,T104,Marc Turnesa,29,195,117,78,2008,total_driving
T97,T98,John Mallinger,29,195,169,26,2008,total_driving
T97,94,Dustin Johnson,30,195,4,191,2008,total_driving
T97,T96,Olin Browne,27,195,194,1,2008,total_driving
T97,T98,Nick O'Hern,26,195,183,12,2008,total_driving
T102,T98,Sergio Garcia,19,196,43,153,2008,total_driving
T102,T98,Justin Leonard,25,196,156,40,2008,total_driving
104,T104,Kevin Na,29,197,158,39,2008,total_driving
T105,T104,J.B. Holmes,26,198,3,195,2008,total_driving
T105,T104,Paul Claxton,23,198,180,18,2008,total_driving
T105,T109,Brandt Jobe,19,198,21,177,2008,total_driving
108,T111,Bob Estes,28,201,145,56,2008,total_driving
109,T98,Brad Elder,23,202,78,124,2008,total_driving
T110,113,Jason Allred,23,206,22,184,2008,total_driving
T110,121,Travis Perkins,23,206,16,190,2008,total_driving
T112,T116,Sean O'Hair,25,207,69,138,2008,total_driving
T112,T114,Frank Lickliter II,32,207,125,82,2008,total_driving
T114,T114,Shane Bertsch,29,208,187,21,2008,total_driving
T114,103,Alejandro Cañizares,16,208,97,111,2008,total_driving
T116,T126,Jon Mills,32,209,51,158,2008,total_driving
T116,T118,Paul Goydos,25,209,190,19,2008,total_driving
T116,T122,Ángel Cabrera,17,209,13,196,2008,total_driving
T116,T118,Stewart Cink,23,209,28,181,2008,total_driving
120,T122,Gavin Coles,16,210,195,15,2008,total_driving
T121,T116,Brenden Pappas,24,211,42,169,2008,total_driving
T121,T129,Bob Tway,20,211,167,44,2008,total_driving
T121,T124,Andres Romero,20,211,19,192,2008,total_driving
T124,T126,Will MacKenzie,21,213,108,105,2008,total_driving
T124,T129,Jeff Overton,32,213,26,187,2008,total_driving
T124,T136,Mark Calcavecchia,25,213,139,74,2008,total_driving
T124,T126,Brian Gay,31,213,196,17,2008,total_driving
128,T134,Glen Day,19,215,183,32,2008,total_driving
T129,T142,Brett Quigley,25,216,94,122,2008,total_driving
T129,T134,Phil Mickelson,21,216,35,181,2008,total_driving
T129,147,David Lutterus,23,216,84,132,2008,total_driving
T129,T129,Camilo Villegas,22,216,50,166,2008,total_driving
T133,T124,Peter Lonard,30,217,153,64,2008,total_driving
T133,T129,Richard Johnson,29,217,29,188,2008,total_driving
T135,T118,Alex Cejka,25,218,142,76,2008,total_driving
T135,T138,David Toms,20,218,146,72,2008,total_driving
T135,T138,Tim Wilkinson,29,218,165,53,2008,total_driving
T138,133,Craig Kanada,23,219,192,27,2008,total_driving
T138,T149,Bob Sowards,22,219,84,135,2008,total_driving
T138,T145,Jin Park,30,219,186,33,2008,total_driving
T138,T136,Kyle Thompson,26,219,111,108,2008,total_driving
T142,T145,Geoff Ogilvy,20,222,57,165,2008,total_driving
