RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,EVENTS,TOTAL,DISTANCE RANK,ACCURACY RANK,year,measure
T142,T138,J.P. Hayes,26,222,124,98,2008,total_driving
T144,T142,Greg Kraft,21,223,189,34,2008,total_driving
T144,T151,Aaron Baddeley,22,223,73,150,2008,total_driving
T144,148,Chris Riley,17,223,168,55,2008,total_driving
T144,T138,Charles Howell III,31,223,48,175,2008,total_driving
148,T149,Mike Weir,26,225,119,106,2008,total_driving
149,154,Corey Pavin,20,226,197,29,2008,total_driving
T150,153,Jesper Parnevik,29,229,93,136,2008,total_driving
T150,T155,James Driscoll,28,229,40,189,2008,total_driving
T150,T151,Jimmy Walker,24,229,36,193,2008,total_driving
153,159,Ken Duke,33,230,118,112,2008,total_driving
154,T160,K.J. Choi,21,232,106,126,2008,total_driving
T155,T142,Lee Janzen,28,233,132,101,2008,total_driving
T155,T155,Matt Jones,31,233,47,186,2008,total_driving
T157,T160,Richard Johnson,21,235,146,89,2008,total_driving
T157,T163,Tom Lehman,17,235,148,87,2008,total_driving
T157,170,Jerry Kelly,31,235,176,59,2008,total_driving
T160,T157,Stephen Ames,24,236,133,103,2008,total_driving
T160,T157,Stuart Appleby,23,236,72,164,2008,total_driving
162,162,Ernie Els,16,237,64,173,2008,total_driving
163,T163,Daniel Chopra,27,238,44,194,2008,total_driving
164,169,Mark Hensby,26,239,79,160,2008,total_driving
T165,T167,Stephen Leaney,17,240,191,49,2008,total_driving
T165,T167,Tim Clark,27,240,157,83,2008,total_driving
167,T165,Brad Adamonis,29,242,75,167,2008,total_driving
168,T165,Steve Lowery,25,243,99,144,2008,total_driving
169,171,Marco Dawson,21,247,106,141,2008,total_driving
170,172,Tom Pernice Jr.,30,251,161,90,2008,total_driving
171,T175,Carl Pettersson,29,253,108,145,2008,total_driving
T172,T173,Jim McGovern,26,255,163,92,2008,total_driving
T172,T173,Matt Kuchar,27,255,182,73,2008,total_driving
174,T175,Rocco Mediate,27,256,170,86,2008,total_driving
175,177,Cody Freeman,26,257,86,171,2008,total_driving
176,178,Parker McLachlin,27,262,105,157,2008,total_driving
177,179,Eric Axley,35,264,88,176,2008,total_driving
T178,184,Retief Goosen,18,271,97,174,2008,total_driving
T178,182,Cliff Kresge,28,271,158,113,2008,total_driving
T178,T180,Johnson Wagner,26,271,138,133,2008,total_driving
181,183,Chris DiMarco,29,274,175,99,2008,total_driving
182,T180,Carlos Franco,25,275,112,163,2008,total_driving
183,185,Ian Poulter,15,281,135,146,2008,total_driving
184,187,Nathan Green,30,283,134,149,2008,total_driving
T185,188,Freddie Jacobson,24,284,142,142,2008,total_driving
T185,186,Steve Flesch,29,284,150,134,2008,total_driving
187,189,Billy Andrade,24,292,137,155,2008,total_driving
188,190,Brandt Snedeker,26,297,160,137,2008,total_driving
189,191,Dean Wilson,32,301,178,123,2008,total_driving
190,195,Dudley Hart,22,308,179,129,2008,total_driving
191,193,David Duval,20,310,113,197,2008,total_driving
192,192,Jeff Quinney,28,312,193,119,2008,total_driving
193,194,Steve Stricker,22,313,135,178,2008,total_driving
194,T196,Ryuji Imada,25,317,170,147,2008,total_driving
195,T196,Brett Rumford,26,322,142,180,2008,total_driving
196,198,Chad Collins,24,330,174,156,2008,total_driving
197,199,Shigeki Maruyama,18,360,188,172,2008,total_driving
