RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,EVENTS,%,OFFICIAL MONEY WON,POTENTIAL MONEY,year,measure
206,206,Sam Horsfield,4,2.43,"139,405","5,742,000",2019,pct_total_money_won
T207,T207,Roberto Díaz,23,2.41,"620,178","25,686,000",2019,pct_total_money_won
T207,T207,Scottie Scheffler,4,2.41,"139,871","5,814,000",2019,pct_total_money_won
209,209,Dylan Meyer,5,2.4,"119,114","4,968,000",2019,pct_total_money_won
210,210,Seamus Power,27,2.38,"773,976","32,472,000",2019,pct_total_money_won
211,211,Peter Uihlein,29,2.37,"842,991","35,532,000",2019,pct_total_money_won
212,212,Jim Knous,18,2.34,"490,976","20,970,000",2019,pct_total_money_won
213,213,Dominic Bozzelli,24,2.33,"668,449","28,746,000",2019,pct_total_money_won
214,214,Kelly Kraft,31,2.28,"905,681","39,681,000",2019,pct_total_money_won
T215,T215,Steve Marino,4,2.26,"107,603","4,770,000",2019,pct_total_money_won
T215,T215,Jason Gore,4,2.26,"92,960","4,122,000",2019,pct_total_money_won
217,217,George McNeill,9,2.25,"187,950","8,352,000",2019,pct_total_money_won
218,218,Ryan Blaum,28,2.23,"755,802","33,894,000",2019,pct_total_money_won
T219,T219,Ryan Fox,6,2.22,"249,938","11,248,000",2019,pct_total_money_won
T219,T219,Hudson Swafford,20,2.22,"545,191","24,516,000",2019,pct_total_money_won
221,221,Martin Trainer,25,2.17,"692,155","31,860,000",2019,pct_total_money_won
222,222,Alexander Levy,2,2.16,"78,500","3,635,000",2019,pct_total_money_won
223,223,Zach Johnson,19,2.15,"603,160","28,035,000",2019,pct_total_money_won
T224,T224,David Hearn,18,2.06,"397,677","19,260,000",2019,pct_total_money_won
T224,T224,Stephan Jaeger,26,2.06,"623,145","30,186,000",2019,pct_total_money_won
226,226,Brendon Todd,11,2.04,"252,546","12,402,000",2019,pct_total_money_won
227,227,Alexander Björk,4,2.02,"149,000","7,360,000",2019,pct_total_money_won
228,228,John Catlin,6,2,"154,993","7,748,000",2019,pct_total_money_won
229,229,K.J. Choi,7,1.99,"185,952","9,360,000",2019,pct_total_money_won
230,230,Chip McDaniel,8,1.97,"185,768","9,432,000",2019,pct_total_money_won
231,231,Oscar Fraustro,1,1.94,"25,200","1,296,000",2019,pct_total_money_won
232,232,Fabián Gómez,20,1.93,"433,027","22,482,000",2019,pct_total_money_won
T233,T233,Sean O'Hair,9,1.91,"201,352","10,530,000",2019,pct_total_money_won
T233,T233,Innchoon Hwang,1,1.91,"36,925","1,935,000",2019,pct_total_money_won
T233,T233,Benjamin Hebert,1,1.91,"36,925","1,935,000",2019,pct_total_money_won
T233,T233,Callum Shinkwin,1,1.91,"36,925","1,935,000",2019,pct_total_money_won
237,237,Scott Langley,27,1.9,"635,883","33,390,000",2019,pct_total_money_won
238,238,Chase Wright,26,1.89,"571,575","30,186,000",2019,pct_total_money_won
239,239,Joey Garber,22,1.88,"454,296","24,210,000",2019,pct_total_money_won
240,240,Bernd Wiesberger,2,1.86,"78,006","4,185,000",2019,pct_total_money_won
T241,T241,Dong Seop Maeng,1,1.81,"30,970","1,710,000",2019,pct_total_money_won
T241,T241,Beau Hossler,27,1.81,"645,795","35,676,000",2019,pct_total_money_won
243,243,Harris English,28,1.79,"628,922","35,118,000",2019,pct_total_money_won
244,244,Jimmy Walker,22,1.78,"590,437","33,183,000",2019,pct_total_money_won
245,245,Jake McLeod,2,1.77,"65,000","3,680,000",2019,pct_total_money_won
246,246,Brendan Steele,22,1.76,"515,139","29,196,000",2019,pct_total_money_won
247,247,Trey Mullinax,25,1.75,"536,694","30,618,000",2019,pct_total_money_won
T248,T248,Tyler Duncan,29,1.74,"596,502","34,218,000",2019,pct_total_money_won
T248,T248,Luke Donald,12,1.74,"285,630","16,452,000",2019,pct_total_money_won
250,250,Yuki Inamori,3,1.73,"82,817","4,787,000",2019,pct_total_money_won
251,251,Cameron Davis,25,1.69,"477,467","28,296,000",2019,pct_total_money_won
252,252,Kramer Hickok,26,1.68,"494,424","29,448,000",2019,pct_total_money_won
253,253,Jamie Lovemark,7,1.66,"145,999","8,784,000",2019,pct_total_money_won
254,254,Billy Hurley III,13,1.65,"239,396","14,508,000",2019,pct_total_money_won
255,255,Curtis Luck,23,1.64,"432,569","26,388,000",2019,pct_total_money_won
256,256,Stewart Cink,16,1.61,"368,008","22,905,000",2019,pct_total_money_won
257,257,Austen Truslow,4,1.6,"66,500","4,158,000",2019,pct_total_money_won
T258,T258,Alex Prugh,26,1.54,"467,732","30,366,000",2019,pct_total_money_won
T258,T258,José de Jesús Rodríguez,23,1.54,"394,402","25,650,000",2019,pct_total_money_won
T260,T260,Case Cochran,1,1.53,"9,634","630,000",2019,pct_total_money_won
T260,T260,Stephen Stallings Jr.,1,1.53,"9,634","630,000",2019,pct_total_money_won
262,262,Anders Albertson,25,1.52,"449,226","29,466,000",2019,pct_total_money_won
T263,T263,Chase Koepka,1,1.49,"19,610","1,314,000",2019,pct_total_money_won
T263,T263,Kodai Ichihara,2,1.49,"59,500","3,995,000",2019,pct_total_money_won
T265,T265,Brandon Harkins,28,1.47,"494,795","33,678,000",2019,pct_total_money_won
T265,T265,Tom Hoge,32,1.47,"573,464","39,042,000",2019,pct_total_money_won
T267,T267,Shugo Imahira,7,1.46,"187,790","12,877,000",2019,pct_total_money_won
T267,T267,David Toms,3,1.46,"61,438","4,194,000",2019,pct_total_money_won
269,269,Adam Svensson,25,1.44,"405,730","28,116,000",2019,pct_total_money_won
270,270,George Cunningham,2,1.42,"32,970","2,322,000",2019,pct_total_money_won
T271,T271,Satoshi Kodaira,22,1.38,"421,457","30,610,000",2019,pct_total_money_won
T271,T271,Brett Drewitt,2,1.38,"46,800","3,402,000",2019,pct_total_money_won
T273,T273,Ashton Turner,1,1.37,"26,467","1,935,000",2019,pct_total_money_won
T273,T273,Charl Schwartzel,13,1.37,"232,725","17,046,000",2019,pct_total_money_won
275,275,Arjun Atwal,6,1.36,"62,095","4,572,000",2019,pct_total_money_won
276,276,Adrian Otaegui,4,1.35,"99,500","7,360,000",2019,pct_total_money_won
T277,T277,Anirban Lahiri,23,1.34,"419,620","31,392,000",2019,pct_total_money_won
T277,T277,Stuart Appleby,3,1.34,"33,336","2,484,000",2019,pct_total_money_won
T279,T279,Paul Waring,1,1.33,"25,800","1,935,000",2019,pct_total_money_won
T279,T279,Romain Langasque,1,1.33,"25,800","1,935,000",2019,pct_total_money_won
281,281,Steve Stricker,7,1.32,"135,670","10,260,000",2019,pct_total_money_won
282,282,Andy Sullivan,2,1.31,"47,750","3,635,000",2019,pct_total_money_won
T283,T283,Julián Etulain,24,1.3,"360,653","27,828,000",2019,pct_total_money_won
T283,T283,Yosuke Asaji,1,1.3,"25,088","1,935,000",2019,pct_total_money_won
T283,T283,Norman Xiong,3,1.3,"48,326","3,726,000",2019,pct_total_money_won
T286,T286,John Chin,21,1.28,"294,536","23,022,000",2019,pct_total_money_won
T286,T286,Julian Suri,2,1.28,"47,000","3,680,000",2019,pct_total_money_won
T288,T288,Henrik Norlander,1,1.27,"14,592","1,152,000",2019,pct_total_money_won
T288,T288,Lee Hodges,1,1.27,"14,592","1,152,000",2019,pct_total_money_won
290,290,Nino Bertasio,1,1.26,"24,438","1,935,000",2019,pct_total_money_won
291,291,Sam Saunders,26,1.25,"413,887","33,174,000",2019,pct_total_money_won
292,292,James Hahn,10,1.24,"159,343","12,816,000",2019,pct_total_money_won
T293,T293,Chris Kirk,17,1.23,"261,401","21,186,000",2019,pct_total_money_won
T293,T293,Bernhard Langer,1,1.23,"25,415","2,070,000",2019,pct_total_money_won
295,295,Ben Crane,14,1.22,"193,074","15,786,000",2019,pct_total_money_won
296,296,Nicholas Lindheim,17,1.21,"227,124","18,720,000",2019,pct_total_money_won
297,297,Ken Duke,1,1.19,"6,450","540,000",2019,pct_total_money_won
T298,T298,Ernie Els,18,1.17,"304,590","25,983,000",2019,pct_total_money_won
T298,T298,Dawson Armstrong,1,1.17,"9,240","792,000",2019,pct_total_money_won
T298,T298,Hayden Buckley,1,1.17,"9,240","792,000",2019,pct_total_money_won
T298,T298,Hunter Mahan,21,1.17,"287,579","24,516,000",2019,pct_total_money_won
T302,T302,Alistair Docherty,1,1.16,"7,280","630,000",2019,pct_total_money_won
T302,T302,Wes Homan,1,1.16,"15,184","1,314,000",2019,pct_total_money_won
T304,T304,Ollie Schniederjans,28,1.14,"411,682","36,234,000",2019,pct_total_money_won
T304,T304,Rikuya Hoshino,1,1.14,"13,120","1,152,000",2019,pct_total_money_won
T306,T306,Padraig Harrington,11,1.13,"169,390","14,985,000",2019,pct_total_money_won
T306,T306,Ben Leong,1,1.13,"14,280","1,260,000",2019,pct_total_money_won
308,308,Richard Jung,1,1.12,"15,352","1,368,000",2019,pct_total_money_won
T309,T309,Julio Santos,1,1.11,"5,970","540,000",2019,pct_total_money_won
T309,T309,Ben Silverman,24,1.11,"298,497","26,802,000",2019,pct_total_money_won
T309,T309,Jake Knapp,1,1.11,"15,200","1,368,000",2019,pct_total_money_won
