RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,EVENTS,%,OFFICIAL MONEY WON,POTENTIAL MONEY,year,measure
T322,323,Brad Fritsch,18,0.88,"166,440","18,828,000",2017,pct_total_money_won
324,324,Mark Hubbard,27,0.87,"267,968","30,888,002",2017,pct_total_money_won
325,325,Brett Stegmaier,27,0.86,"271,031","31,500,002",2017,pct_total_money_won
326,326,Stephan Jaeger,2,0.83,"24,301","2,916,000",2017,pct_total_money_won
327,327,Pablo Larrazabal,3,0.82,"44,250","5,395,000",2017,pct_total_money_won
328,328,Miguel Angel Carballo,22,0.79,"186,623","23,634,002",2017,pct_total_money_won
T329,329,Ken Duke,26,0.78,"225,907","28,854,002",2017,pct_total_money_won
T329,T330,Beau Hossler,8,0.78,"77,028","9,828,000",2017,pct_total_money_won
T329,T330,Nicholas Lindheim,21,0.78,"175,107","22,356,002",2017,pct_total_money_won
332,332,Omar Uresti,2,0.76,"19,250","2,520,000",2017,pct_total_money_won
333,T333,Arjun Atwal,6,0.75,"40,799","5,454,000",2017,pct_total_money_won
334,335,Tim Petrovic,2,0.74,"9,984","1,350,000",2017,pct_total_money_won
335,T333,Ryan Ruffels,7,0.73,"65,572","9,036,000",2017,pct_total_money_won
T336,T336,Bryce Molder,26,0.72,"216,892","30,312,000",2017,pct_total_money_won
T336,T336,Josh Teater,2,0.72,"16,253","2,268,000",2017,pct_total_money_won
338,339,Y.E. Yang,9,0.71,"67,091","9,414,000",2017,pct_total_money_won
T339,T336,Jerry Kelly,7,0.7,"59,856","8,604,002",2017,pct_total_money_won
T339,340,Michael Bradley,3,0.7,"13,514","1,926,000",2017,pct_total_money_won
T341,T341,Chip Deason,2,0.69,"12,352","1,782,000",2017,pct_total_money_won
T341,T341,Kevin Dougherty,2,0.69,"23,696","3,420,000",2017,pct_total_money_won
343,344,John Senden,14,0.66,"104,044","15,786,000",2017,pct_total_money_won
344,343,Mark Wilson,15,0.65,"100,286","15,318,002",2017,pct_total_money_won
345,345,Alexander Levy,4,0.64,"47,750","7,515,000",2017,pct_total_money_won
346,346,Ryan Fox,2,0.61,"22,875","3,735,000",2017,pct_total_money_won
347,347,Steve Marino,15,0.58,"98,573","17,118,002",2017,pct_total_money_won
T348,348,Freddie Jacobson,9,0.56,"61,129","10,890,000",2017,pct_total_money_won
T348,T349,Ernie Els,20,0.56,"155,926","28,071,002",2017,pct_total_money_won
T348,T349,Dylan Frittelli,2,0.56,"20,800","3,735,000",2017,pct_total_money_won
T351,352,Chris Smith,2,0.55,"6,755","1,224,000",2017,pct_total_money_won
T351,T349,Carl Pettersson,27,0.55,"164,621","29,880,002",2017,pct_total_money_won
353,353,Jason Bohn,28,0.51,"165,910","32,220,002",2017,pct_total_money_won
354,354,Yusaku Miyazato,3,0.48,"24,301","5,085,000",2017,pct_total_money_won
355,355,Tyler Aldridge,14,0.47,"67,722","14,400,000",2017,pct_total_money_won
356,356,Sam Horsfield,6,0.45,"27,904","6,156,000",2017,pct_total_money_won
T357,T357,Bob Estes,15,0.43,"76,930","17,712,002",2017,pct_total_money_won
T357,T357,Kenny Pigman,2,0.43,"12,586","2,934,000",2017,pct_total_money_won
359,359,Troy Matteson,4,0.41,"12,376","2,988,000",2017,pct_total_money_won
360,360,Gavin Kyle Green,3,0.39,"14,070","3,618,000",2017,pct_total_money_won
361,361,Tim Herron,8,0.38,"29,857","7,920,000",2017,pct_total_money_won
T362,T362,Brendon de Jonge,14,0.37,"54,273","14,634,000",2017,pct_total_money_won
T362,T362,D.J. Trahan,5,0.37,"15,155","4,104,000",2017,pct_total_money_won
364,364,"Rich Berberian, Jr.",7,0.35,"26,284","7,470,000",2017,pct_total_money_won
365,365,David Toms,3,0.34,"9,984","2,916,000",2017,pct_total_money_won
366,366,Wyndham Clark,5,0.33,"16,934","5,184,000",2017,pct_total_money_won
367,367,Tommy Gainey,8,0.31,"23,717","7,740,000",2017,pct_total_money_won
368,368,Eric Axley,4,0.27,"9,198","3,438,000",2017,pct_total_money_won
369,369,Colt Knost,5,0.24,"13,580","5,652,000",2017,pct_total_money_won
370,370,Zack Sucher,14,0.22,"35,135","15,642,002",2017,pct_total_money_won
371,371,Bobby Gates,5,0.21,"12,352","6,012,000",2017,pct_total_money_won
T372,T372,Dru Love,5,0.19,"10,788","5,706,000",2017,pct_total_money_won
T372,T372,Shaun Micheel,3,0.19,"6,300","3,276,000",2017,pct_total_money_won
T374,T375,Shane Bertsch,9,0.16,"15,328","9,486,000",2017,pct_total_money_won
T374,374,John Rollins,6,0.16,"8,736","5,418,000",2017,pct_total_money_won
T374,T375,George McNeill,7,0.16,"9,984","6,300,000",2017,pct_total_money_won
T374,T375,Brendon Todd,9,0.16,"14,925","9,396,000",2017,pct_total_money_won
T374,T375,Bobby Wyatt,20,0.16,"33,139","21,294,000",2017,pct_total_money_won
379,379,Charlie Beljan,8,0.14,"13,869","9,972,000",2017,pct_total_money_won
380,380,Max Homa,17,0.1,"18,008","17,604,000",2017,pct_total_money_won
381,381,Steven Bowditch,27,0.08,"24,650","31,050,002",2017,pct_total_money_won
