RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,EVENTS,TOTAL,DISTANCE RANK,ACCURACY RANK,year,measure
T69,T71,Hunter Mahan,34,183,55,128,2005,total_driving
T69,70,Cameron Beckman,31,183,120,63,2005,total_driving
T69,T71,Steve Lowery,32,183,77,106,2005,total_driving
T72,T73,Mark Hensby,21,185,83,102,2005,total_driving
T72,T75,Brett Wetterich,28,185,3,182,2005,total_driving
T74,T80,Rod Pampling,26,186,40,146,2005,total_driving
T74,T75,Mario Tiziani,23,186,122,64,2005,total_driving
T76,T64,Tim Herron,28,187,65,122,2005,total_driving
T76,T80,Greg Owen,24,187,71,116,2005,total_driving
T76,79,Phil Mickelson,21,187,26,161,2005,total_driving
T76,T80,Brian Bateman,32,187,76,111,2005,total_driving
T80,T83,Jonathan Byrd,31,188,37,151,2005,total_driving
T80,78,Jerry Kelly,31,188,155,33,2005,total_driving
82,T66,Brandt Jobe,27,189,11,178,2005,total_driving
83,T87,Tjaart van der Walt,19,190,140,50,2005,total_driving
T84,T85,José Coceres,22,191,184,7,2005,total_driving
T84,T85,Robert Damron,28,191,181,10,2005,total_driving
T86,T90,Arron Oberholser,21,193,145,48,2005,total_driving
T86,T83,Tiger Woods,21,193,2,191,2005,total_driving
T88,89,Omar Uresti,27,194,191,3,2005,total_driving
T88,T90,Steve Allan,32,194,32,162,2005,total_driving
90,92,Matt Kuchar,21,195,170,25,2005,total_driving
T91,93,Bob Tway,26,196,114,82,2005,total_driving
T91,T94,Ryan Palmer,32,196,47,149,2005,total_driving
93,T94,Tom Lehman,20,197,121,76,2005,total_driving
T94,T96,Fred Funk,30,199,197,2,2005,total_driving
T94,T87,Tim Clark,26,199,140,59,2005,total_driving
T94,T96,Brendan Jones,28,199,14,185,2005,total_driving
T94,T96,Adam Scott,19,199,23,176,2005,total_driving
98,T99,Phillip Price,25,200,142,58,2005,total_driving
T99,T99,Doug Barron,24,201,175,26,2005,total_driving
T99,T75,Retief Goosen,18,201,44,157,2005,total_driving
T99,T101,Steve Elkington,20,201,145,56,2005,total_driving
T102,T101,Jeff Hart,23,202,201,1,2005,total_driving
T102,T101,Skip Kendall,32,202,187,15,2005,total_driving
T102,T114,Jim Furyk,26,202,170,32,2005,total_driving
T102,T101,Justin Leonard,24,202,128,74,2005,total_driving
106,106,Scott Hend,28,203,1,202,2005,total_driving
T107,T107,Brenden Pappas,15,204,6,198,2005,total_driving
T107,T109,Frank Lickliter II,33,204,103,101,2005,total_driving
T107,T107,Kirk Triplett,18,204,187,17,2005,total_driving
T110,117,Tom Gillis,28,205,133,72,2005,total_driving
T110,T109,John Daly,25,205,5,200,2005,total_driving
T110,T109,Gavin Coles,22,205,200,5,2005,total_driving
T110,T114,Pat Perez,28,205,68,137,2005,total_driving
T110,T112,Carl Pettersson,34,205,70,135,2005,total_driving
115,T112,Hank Kuehne,30,206,7,199,2005,total_driving
116,T114,Robert Gamez,28,208,162,46,2005,total_driving
T117,118,John Elliott,25,209,13,196,2005,total_driving
T117,T120,Tag Ridings,31,209,20,189,2005,total_driving
119,T101,Luke Donald,18,210,135,75,2005,total_driving
120,119,Larry Mize,18,211,192,19,2005,total_driving
T121,122,Fred Couples,22,213,39,174,2005,total_driving
T121,T120,Tom Byrum,27,213,195,18,2005,total_driving
T121,T125,Peter Lonard,27,213,93,120,2005,total_driving
T124,T123,Mark Wilson,25,215,174,41,2005,total_driving
T124,T123,Jim Carter,25,215,185,30,2005,total_driving
T124,T125,Dan Forsman,17,215,52,163,2005,total_driving
T124,T128,Shaun Micheel,29,215,101,114,2005,total_driving
T128,T130,John Cook,26,217,196,21,2005,total_driving
T128,T128,Neal Lancaster,31,217,58,159,2005,total_driving
T128,T125,Stephen Leaney,29,217,182,35,2005,total_driving
T131,133,Scott McCarron,24,218,77,141,2005,total_driving
T131,T130,Dean Wilson,27,218,152,66,2005,total_driving
T131,T130,Jeff Sluman,28,218,176,42,2005,total_driving
T131,T134,Dennis Paulson,24,218,30,188,2005,total_driving
T135,T134,Bob Estes,25,219,142,77,2005,total_driving
T135,T137,Shigeki Maruyama,29,219,98,121,2005,total_driving
137,T139,Jason Allred,29,221,20,201,2005,total_driving
T138,T139,Rory Sabbatini,26,222,36,186,2005,total_driving
T138,T137,Chris Riley,25,222,178,44,2005,total_driving
T138,T141,Daniel Chopra,34,222,35,187,2005,total_driving
T138,136,Danny Briggs,29,222,185,37,2005,total_driving
142,T141,Carlos Franco,25,223,48,175,2005,total_driving
143,143,Steve Jones,20,224,167,57,2005,total_driving
144,144,Glen Day,27,225,118,107,2005,total_driving
145,145,Todd Hamilton,31,227,110,117,2005,total_driving
146,T150,Charles Howell III,29,228,56,172,2005,total_driving
T147,T146,Patrick Sheehan,35,230,96,134,2005,total_driving
T147,149,Paul Gow,27,230,178,52,2005,total_driving
T147,148,Brett Quigley,31,230,59,171,2005,total_driving
150,T146,Loren Roberts,18,231,197,34,2005,total_driving
151,T150,Jesper Parnevik,24,232,64,168,2005,total_driving
152,T150,Brian Gay,33,233,193,40,2005,total_driving
T153,T150,Matt Davidson,20,234,165,69,2005,total_driving
T153,T154,Joe Ogilvie,30,234,131,103,2005,total_driving
T153,T154,Bill Glasson,21,234,139,95,2005,total_driving
T156,T154,Mark Brooks,28,235,199,36,2005,total_driving
T156,T157,Woody Austin,30,235,93,142,2005,total_driving
T156,T157,Steve Flesch,30,235,138,97,2005,total_driving
159,159,James Driscoll,26,237,42,195,2005,total_driving
160,160,Ian Poulter,20,239,132,107,2005,total_driving
161,161,Mike Weir,23,240,158,82,2005,total_driving
T162,T162,Billy Andrade,26,241,151,90,2005,total_driving
T162,T162,Bob Heintz,24,241,71,170,2005,total_driving
164,,Padraig Harrington,15,243,54,189,2005,total_driving
T165,165,Charlie Wi,23,244,129,115,2005,total_driving
T165,164,Ben Crane,21,244,61,183,2005,total_driving
T167,T166,Hunter Haas,28,247,88,159,2005,total_driving
T167,T166,Corey Pavin,23,247,202,45,2005,total_driving
169,168,Jay Haas,16,249,187,62,2005,total_driving
170,171,Dudley Hart,29,250,127,123,2005,total_driving
T171,170,Ryuji Imada,25,252,85,167,2005,total_driving
T171,169,Justin Bolli,24,252,96,156,2005,total_driving
173,172,Stephen Ames,24,254,122,132,2005,total_driving
174,173,Michael Allen,30,257,65,192,2005,total_driving
T175,T175,Glen Hnatiuk,21,258,148,110,2005,total_driving
T175,T177,Ben Curtis,24,258,170,88,2005,total_driving
T175,T175,Chris Anderson,25,258,177,81,2005,total_driving
T175,174,Brent Geiberger,21,258,162,96,2005,total_driving
179,181,Todd Fischer,35,260,187,73,2005,total_driving
T180,T177,Matt Gogel,28,261,169,92,2005,total_driving
T180,T179,José María Olazábal,16,261,103,158,2005,total_driving
182,T179,Bernhard Langer,19,262,93,169,2005,total_driving
183,T182,Hideto Tanihara,20,264,135,129,2005,total_driving
184,T182,Freddie Jacobson,23,266,90,176,2005,total_driving
T185,184,Aaron Baddeley,27,268,74,194,2005,total_driving
T185,185,Andrew Magee,29,268,87,181,2005,total_driving
T187,187,Stewart Cink,26,269,126,143,2005,total_driving
T187,T188,Paul Azinger,22,269,133,136,2005,total_driving
189,T188,Rich Beem,26,270,106,164,2005,total_driving
190,190,Kevin Na,32,285,167,118,2005,total_driving
191,186,Chris DiMarco,24,289,164,125,2005,total_driving
192,191,Thomas Levet,20,290,110,180,2005,total_driving
T193,192,Tim Petrovic,32,297,118,179,2005,total_driving
T193,193,J.P. Hayes,22,297,153,144,2005,total_driving
195,194,Lee Janzen,26,309,125,184,2005,total_driving
196,195,Craig Perks,27,315,122,193,2005,total_driving
197,196,Mark O'Meara,21,316,183,133,2005,total_driving
198,197,Rob Rashell,25,318,166,152,2005,total_driving
199,198,Steve Stricker,21,326,129,197,2005,total_driving
200,199,Len Mattiace,34,328,178,150,2005,total_driving
T201,200,Franklin Langham,31,332,159,173,2005,total_driving
T201,201,Brad Faxon,23,332,194,138,2005,total_driving
