RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,GREENS HIT,# HOLES,RELATIVE/PAR,year,measure
44,44,Ryan Moore,78,68.8,966,"1,404",-0.26,2018,gir_pct
T45,T45,Russell Henley,77,68.77,916,"1,332",-0.26,2018,gir_pct
T45,T45,Justin Thomas,91,68.77,"1,015","1,476",-0.33,2018,gir_pct
47,47,Chez Reavie,93,68.67,"1,063","1,548",-0.27,2018,gir_pct
48,48,Shane Lowry,64,68.65,692,"1,008",-0.25,2018,gir_pct
49,49,Stewart Cink,87,68.58,"1,074","1,566",-0.27,2018,gir_pct
50,50,Bronson Burgoon,69,68.44,850,"1,242",-0.28,2018,gir_pct
51,51,Luke List,98,68.36,"1,169","1,710",-0.27,2018,gir_pct
52,52,J.T. Poston,73,68.31,873,"1,278",-0.28,2018,gir_pct
53,53,James Hahn,85,68.29,"1,008","1,476",-0.26,2018,gir_pct
54,54,Brooks Koepka,64,68.28,762,"1,116",-0.31,2018,gir_pct
55,55,Chris Kirk,108,68.24,"1,302","1,908",-0.27,2018,gir_pct
56,56,Ryan Armour,109,68.22,"1,314","1,926",-0.25,2018,gir_pct
57,57,Bubba Watson,90,68.21,970,"1,422",-0.28,2018,gir_pct
58,58,Nate Lashley,51,68.2,577,846,-0.24,2018,gir_pct
59,59,Jonathan Byrd,70,68.19,761,"1,116",-0.25,2018,gir_pct
60,60,Denny McCarthy,71,68.17,773,"1,134",-0.26,2018,gir_pct
T61,T61,Adam Hadwin,92,68.04,"1,090","1,602",-0.25,2018,gir_pct
T61,T61,Nicholas Lindheim,77,68.04,845,"1,242",-0.26,2018,gir_pct
63,63,Byeong Hun An,86,67.99,"1,028","1,512",-0.26,2018,gir_pct
64,64,Nick Watney,94,67.96,"1,101","1,620",-0.28,2018,gir_pct
65,65,Beau Hossler,104,67.95,"1,272","1,872",-0.29,2018,gir_pct
66,66,Webb Simpson,95,67.93,"1,125","1,656",-0.29,2018,gir_pct
67,67,Adam Schenk,86,67.92,978,"1,440",-0.24,2018,gir_pct
68,68,Peter Uihlein,83,67.88,953,"1,404",-0.27,2018,gir_pct
69,69,Johnson Wagner,75,67.87,843,"1,242",-0.28,2018,gir_pct
70,70,Fabián Gómez,88,67.86,"1,026","1,512",-0.25,2018,gir_pct
71,71,Rory Sabbatini,91,67.85,"1,087","1,602",-0.26,2018,gir_pct
72,72,Paul Casey,74,67.84,867,"1,278",-0.27,2018,gir_pct
73,73,Harold Varner III,91,67.79,"1,086","1,602",-0.25,2018,gir_pct
74,74,Pat Perez,82,67.78,915,"1,350",-0.27,2018,gir_pct
75,75,Chesson Hadley,103,67.68,"1,206","1,782",-0.3,2018,gir_pct
76,76,Nick Taylor,94,67.65,"1,096","1,620",-0.24,2018,gir_pct
T77,T77,Brian Harman,94,67.59,"1,095","1,620",-0.26,2018,gir_pct
T77,T77,William McGirt,84,67.59,949,"1,404",-0.24,2018,gir_pct
79,79,Shawn Stefani,76,67.49,899,"1,332",-0.27,2018,gir_pct
80,80,Zach Johnson,94,67.43,"1,056","1,566",-0.29,2018,gir_pct
81,81,Lanto Griffin,80,67.42,898,"1,332",-0.27,2018,gir_pct
82,82,Tiger Woods,68,67.4,825,"1,224",-0.3,2018,gir_pct
T83,T83,Lucas Glover,65,67.12,737,"1,098",-0.24,2018,gir_pct
T83,T83,Brian Stuard,103,67.12,"1,172","1,746",-0.25,2018,gir_pct
85,85,Stephan Jaeger,81,67.11,906,"1,350",-0.25,2018,gir_pct
86,86,Branden Grace,67,67.1,773,"1,152",-0.27,2018,gir_pct
87,87,Tom Lovelady,87,67.08,978,"1,458",-0.29,2018,gir_pct
88,88,Xinjun Zhang,81,67.04,905,"1,350",-0.24,2018,gir_pct
89,89,Vaughn Taylor,83,67.02,953,"1,422",-0.27,2018,gir_pct
90,90,Ian Poulter,73,67.01,772,"1,152",-0.26,2018,gir_pct
91,91,Richy Werenski,98,66.97,"1,109","1,656",-0.26,2018,gir_pct
92,92,Daniel Berger,81,66.89,915,"1,368",-0.26,2018,gir_pct
93,93,Kevin Tway,110,66.88,"1,252","1,872",-0.29,2018,gir_pct
94,94,Matt Kuchar,88,66.81,962,"1,440",-0.27,2018,gir_pct
95,95,Brice Garnett,99,66.78,"1,142","1,710",-0.26,2018,gir_pct
96,96,Marc Leishman,93,66.67,"1,080","1,620",-0.3,2018,gir_pct
97,97,Steve Wheatcroft,60,66.57,695,"1,044",-0.26,2018,gir_pct
98,98,Charley Hoffman,87,66.53,958,"1,440",-0.27,2018,gir_pct
99,99,Kevin Chappell,77,66.52,886,"1,332",-0.27,2018,gir_pct
100,100,Austin Cook,107,66.51,"1,281","1,926",-0.27,2018,gir_pct
T101,T101,Abraham Ancer,98,66.49,"1,149","1,728",-0.27,2018,gir_pct
T101,T101,Matt Jones,70,66.49,742,"1,116",-0.27,2018,gir_pct
103,103,Zac Blair,64,66.48,694,"1,044",-0.27,2018,gir_pct
104,104,Tyrrell Hatton,58,66.46,646,972,-0.24,2018,gir_pct
105,105,Martin Flores,92,66.34,"1,027","1,548",-0.26,2018,gir_pct
106,106,Rory McIlroy,64,66.3,728,"1,098",-0.31,2018,gir_pct
107,107,Conrad Shindler,60,66.27,668,"1,008",-0.26,2018,gir_pct
108,108,Ryan Blaum,81,66.1,928,"1,404",-0.27,2018,gir_pct
109,109,Mackenzie Hughes,80,66.01,903,"1,368",-0.27,2018,gir_pct
110,110,Martin Laird,73,65.9,771,"1,170",-0.29,2018,gir_pct
111,111,John Huh,94,65.8,"1,066","1,620",-0.29,2018,gir_pct
112,112,Louis Oosthuizen,62,65.74,639,972,-0.23,2018,gir_pct
113,113,Brandon Harkins,101,65.67,"1,123","1,710",-0.31,2018,gir_pct
T114,T114,Scott Brown,102,65.65,"1,158","1,764",-0.27,2018,gir_pct
T114,T114,Patrick Rodgers,97,65.65,"1,099","1,674",-0.28,2018,gir_pct
116,116,Andrew Landry,82,65.63,945,"1,440",-0.27,2018,gir_pct
117,117,Scott Stallings,96,65.62,"1,063","1,620",-0.26,2018,gir_pct
118,118,Ryan Palmer,69,65.61,744,"1,134",-0.3,2018,gir_pct
119,119,Xander Schauffele,96,65.59,"1,098","1,674",-0.29,2018,gir_pct
120,120,Chad Campbell,87,65.54,932,"1,422",-0.21,2018,gir_pct
121,121,Cameron Tringale,67,65.52,743,"1,134",-0.23,2018,gir_pct
T122,T122,Kevin Kisner,89,65.38,918,"1,404",-0.28,2018,gir_pct
T122,T122,Trey Mullinax,75,65.38,812,"1,242",-0.29,2018,gir_pct
T124,T124,Jason Day,75,65.28,799,"1,224",-0.33,2018,gir_pct
T124,T124,Robert Garrigus,80,65.28,893,"1,368",-0.26,2018,gir_pct
126,126,J.B. Holmes,77,65.26,881,"1,350",-0.28,2018,gir_pct
127,127,Tyrone Van Aswegen,101,65.23,"1,092","1,674",-0.26,2018,gir_pct
T128,T128,Seamus Power,86,65.17,915,"1,404",-0.27,2018,gir_pct
T128,T128,Jhonattan Vegas,92,65.17,"1,044","1,602",-0.25,2018,gir_pct
130,130,Troy Merritt,89,65.16,997,"1,530",-0.29,2018,gir_pct
131,131,Danny Lee,88,65.05,"1,007","1,548",-0.29,2018,gir_pct
132,132,Brandt Snedeker,84,65.04,960,"1,476",-0.29,2018,gir_pct
133,133,Sam Saunders,80,65.02,866,"1,332",-0.3,2018,gir_pct
134,134,Ben Silverman,90,64.95,982,"1,512",-0.27,2018,gir_pct
135,135,Robert Streb,78,64.94,865,"1,332",-0.24,2018,gir_pct
136,136,Alex Noren,67,64.91,701,"1,080",-0.28,2018,gir_pct
T137,T137,Ben Crane,65,64.88,689,"1,062",-0.26,2018,gir_pct
T137,T137,Phil Mickelson,90,64.88,"1,016","1,566",-0.34,2018,gir_pct
139,139,Ethan Tracy,72,64.87,794,"1,224",-0.26,2018,gir_pct
140,140,Bill Haas,76,64.79,863,"1,332",-0.23,2018,gir_pct
141,141,Anirban Lahiri,82,64.7,955,"1,476",-0.27,2018,gir_pct
142,142,Kevin Na,91,64.66,"1,001","1,548",-0.31,2018,gir_pct
143,143,Jamie Lovemark,92,64.65,"1,024","1,584",-0.29,2018,gir_pct
144,144,Matt Every,79,64.59,872,"1,350",-0.26,2018,gir_pct
145,145,Brian Gay,103,64.52,"1,173","1,818",-0.3,2018,gir_pct
146,146,Graeme McDowell,67,64.5,685,"1,062",-0.24,2018,gir_pct
147,147,Bud Cauley,55,64.26,613,954,-0.26,2018,gir_pct
148,148,Jason Dufner,71,64.24,740,"1,152",-0.24,2018,gir_pct
149,149,Rob Oppenheim,74,64.05,784,"1,224",-0.26,2018,gir_pct
150,150,Ben Martin,64,63.98,737,"1,152",-0.28,2018,gir_pct
151,151,Sean O'Hair,67,63.84,724,"1,134",-0.27,2018,gir_pct
152,152,Kelly Kraft,94,63.83,"1,057","1,656",-0.25,2018,gir_pct
153,153,Si Woo Kim,108,63.78,"1,194","1,872",-0.27,2018,gir_pct
154,154,Alex Cejka,77,63.77,792,"1,242",-0.27,2018,gir_pct
155,155,Ricky Barnes,65,63.75,677,"1,062",-0.32,2018,gir_pct
156,156,Roberto Díaz,72,63.73,780,"1,224",-0.23,2018,gir_pct
157,157,Zecheng Dou,53,63.72,562,882,-0.21,2018,gir_pct
158,158,Tom Hoge,101,63.62,"1,065","1,674",-0.28,2018,gir_pct
159,159,Talor Gooch,78,63.58,824,"1,296",-0.26,2018,gir_pct
160,160,Patrick Reed,94,63.57,984,"1,548",-0.3,2018,gir_pct
161,161,Whee Kim,93,63.55,"1,018","1,602",-0.29,2018,gir_pct
162,162,Matt Atkins,56,63.46,594,936,-0.26,2018,gir_pct
163,163,Aaron Baddeley,84,63.39,890,"1,404",-0.26,2018,gir_pct
164,164,Harris English,84,63.32,889,"1,404",-0.29,2018,gir_pct
165,165,Sung Kang,89,63.2,967,"1,530",-0.28,2018,gir_pct
166,166,Jim Furyk,50,63.19,546,864,-0.23,2018,gir_pct
167,167,Cameron Smith,85,63.18,887,"1,404",-0.3,2018,gir_pct
T168,T168,David Lingmerth,82,63.03,885,"1,404",-0.3,2018,gir_pct
T168,T168,"Ted Potter, Jr.",87,63.03,987,"1,566",-0.27,2018,gir_pct
170,170,Billy Hurley III,70,63.02,726,"1,152",-0.25,2018,gir_pct
171,171,Peter Malnati,87,62.99,941,"1,494",-0.3,2018,gir_pct
172,172,Chris Stroud,81,62.94,827,"1,314",-0.27,2018,gir_pct
173,173,Ollie Schniederjans,91,62.77,983,"1,566",-0.31,2018,gir_pct
174,174,Rod Pampling,62,62.64,654,"1,044",-0.23,2018,gir_pct
175,175,Grayson Murray,72,62.5,810,"1,296",-0.3,2018,gir_pct
176,176,Cody Gribble,71,62.48,731,"1,170",-0.28,2018,gir_pct
177,177,Kyle Thompson,50,62.44,517,828,-0.22,2018,gir_pct
178,178,Kiradech Aphibarnrat,51,62.2,515,828,-0.27,2018,gir_pct
179,179,Jonas Blixt,67,62.02,681,"1,098",-0.24,2018,gir_pct
180,180,Jimmy Walker,81,61.9,858,"1,386",-0.29,2018,gir_pct
181,181,Andrew Yun,51,61.85,501,810,-0.22,2018,gir_pct
182,182,Retief Goosen,60,61.75,578,936,-0.25,2018,gir_pct
183,183,Wesley Bryan,69,61.28,739,"1,206",-0.27,2018,gir_pct
184,184,Charl Schwartzel,65,61.11,638,"1,044",-0.25,2018,gir_pct
185,185,Dominic Bozzelli,65,60.94,713,"1,170",-0.28,2018,gir_pct
186,186,Michael Kim,74,60.63,764,"1,260",-0.28,2018,gir_pct
187,187,Jonathan Randolph,71,60.43,707,"1,170",-0.24,2018,gir_pct
188,188,Martin Piller,79,60.39,837,"1,386",-0.27,2018,gir_pct
189,189,Derek Fathauer,84,60.35,869,"1,440",-0.29,2018,gir_pct
190,190,Satoshi Kodaira,51,60.3,521,864,-0.22,2018,gir_pct
191,191,D.A. Points,63,60.2,661,"1,098",-0.26,2018,gir_pct
192,192,Greg Chalmers,56,56.94,533,936,-0.27,2018,gir_pct
193,193,Daniel Summerhays,51,56.79,460,810,-0.28,2018,gir_pct
