RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,SG:OTT,SG:APR,SG:ARG,MEASURED ROUNDS,year,measure
102,102,Gavin Coles,54,0.111,-0.51,0.454,0.167,44,2008,sg_tee_to_green
103,103,Jay Williamson,96,0.108,0.142,0.147,-0.181,80,2008,sg_tee_to_green
T104,T104,Steve Flesch,95,0.09,-0.269,0.149,0.209,81,2008,sg_tee_to_green
T104,T104,Bob Tway,70,0.09,-0.087,0.35,-0.173,57,2008,sg_tee_to_green
106,106,Scott Sterling,89,0.086,-0.072,0.246,-0.088,74,2008,sg_tee_to_green
107,107,Troy Matteson,94,0.085,0.174,0.113,-0.203,89,2008,sg_tee_to_green
108,108,Kent Jones,68,0.069,-0.079,0.154,-0.007,55,2008,sg_tee_to_green
109,109,John Mallinger,95,0.064,0.075,-0.169,0.159,84,2008,sg_tee_to_green
T110,T110,Jason Gore,94,0.06,0.482,-0.1,-0.321,85,2008,sg_tee_to_green
T110,T110,Tim Wilkinson,95,0.06,-0.12,-0.081,0.262,80,2008,sg_tee_to_green
112,112,Jeff Overton,103,0.058,0.178,-0.036,-0.083,91,2008,sg_tee_to_green
T113,T113,Charley Hoffman,94,0.038,0.464,-0.219,-0.207,86,2008,sg_tee_to_green
T113,T113,Dustin Johnson,92,0.038,0.435,-0.268,-0.129,81,2008,sg_tee_to_green
115,115,Charles Warren,79,0.031,0.683,-0.148,-0.504,74,2008,sg_tee_to_green
116,116,J.J. Henry,108,0.009,0.121,-0.043,-0.069,99,2008,sg_tee_to_green
117,117,Cliff Kresge,84,0,-0.177,0.302,-0.125,73,2008,sg_tee_to_green
118,118,Vaughn Taylor,103,-0.009,-0.12,0.256,-0.144,94,2008,sg_tee_to_green
119,119,Shane Bertsch,96,-0.016,-0.197,0.102,0.079,90,2008,sg_tee_to_green
120,120,Ted Purdy,68,-0.032,0.102,-0.051,-0.084,59,2008,sg_tee_to_green
121,121,Tag Ridings,88,-0.061,0.106,-0.03,-0.137,81,2008,sg_tee_to_green
122,122,Tim Petrovic,97,-0.078,0.094,-0.408,0.235,81,2008,sg_tee_to_green
123,123,Jeff Maggert,86,-0.082,0.092,0.085,-0.259,79,2008,sg_tee_to_green
124,124,Tim Herron,97,-0.083,0.104,-0.404,0.217,87,2008,sg_tee_to_green
125,125,Parker McLachlin,88,-0.084,-0.18,-0.067,0.162,79,2008,sg_tee_to_green
126,126,Kevin Stadler,90,-0.092,0.293,0.013,-0.397,73,2008,sg_tee_to_green
127,127,Brandt Jobe,52,-0.117,0.062,0.265,-0.444,47,2008,sg_tee_to_green
128,128,Dudley Hart,74,-0.119,-0.456,0.204,0.132,67,2008,sg_tee_to_green
129,129,Ian Poulter,51,-0.138,-0.056,-0.32,0.238,36,2008,sg_tee_to_green
130,130,Tommy Armour III,77,-0.142,0.029,0.015,-0.187,66,2008,sg_tee_to_green
131,131,Chris Stroud,81,-0.143,0.132,-0.224,-0.052,66,2008,sg_tee_to_green
132,132,Johnson Wagner,83,-0.163,-0.203,0.144,-0.104,68,2008,sg_tee_to_green
133,133,Will MacKenzie,62,-0.177,0.192,-0.239,-0.13,57,2008,sg_tee_to_green
134,134,Todd Hamilton,92,-0.187,0.182,-0.026,-0.343,74,2008,sg_tee_to_green
135,135,Carlos Franco,73,-0.19,-0.362,-0.011,0.184,63,2008,sg_tee_to_green
136,136,Paul Goydos,78,-0.195,-0.283,0.098,-0.01,67,2008,sg_tee_to_green
137,137,Dean Wilson,109,-0.238,-0.76,0.563,-0.041,93,2008,sg_tee_to_green
138,138,Jeff Quinney,87,-0.239,-0.965,0.781,-0.055,73,2008,sg_tee_to_green
139,139,Scott McCarron,63,-0.261,-0.073,-0.297,0.108,54,2008,sg_tee_to_green
140,140,Jon Mills,95,-0.269,-0.109,-0.174,0.014,78,2008,sg_tee_to_green
141,141,Ryan Moore,72,-0.271,0.074,-0.077,-0.268,63,2008,sg_tee_to_green
T142,T142,Frank Lickliter II,107,-0.289,0.015,-0.246,-0.058,100,2008,sg_tee_to_green
T142,T142,Joe Ogilvie,100,-0.289,0.186,-0.443,-0.032,87,2008,sg_tee_to_green
144,144,Jason Day,81,-0.297,0.285,-0.373,-0.209,77,2008,sg_tee_to_green
145,145,Y.E. Yang,89,-0.299,-0.17,0.239,-0.369,80,2008,sg_tee_to_green
146,146,Chris DiMarco,87,-0.316,-0.344,0.032,-0.005,76,2008,sg_tee_to_green
147,147,Matt Jones,95,-0.363,-0.157,-0.354,0.148,84,2008,sg_tee_to_green
148,148,Marco Dawson,64,-0.365,-0.478,-0.14,0.254,54,2008,sg_tee_to_green
149,149,Brenden Pappas,66,-0.368,-0.291,-0.292,0.214,56,2008,sg_tee_to_green
150,150,Patrick Sheehan,124,-0.375,-0.226,-0.013,-0.136,105,2008,sg_tee_to_green
151,151,Jesper Parnevik,88,-0.381,-0.11,-0.501,0.229,75,2008,sg_tee_to_green
152,152,Lee Janzen,89,-0.384,-0.591,0.062,0.144,75,2008,sg_tee_to_green
153,153,Olin Browne,77,-0.386,0.081,-0.243,-0.224,70,2008,sg_tee_to_green
154,154,Andres Romero,69,-0.414,0.061,-0.553,0.079,49,2008,sg_tee_to_green
155,155,Mathias Grönberg,87,-0.443,0.293,-0.55,-0.187,79,2008,sg_tee_to_green
156,156,James Driscoll,85,-0.453,-0.316,-0.116,-0.021,76,2008,sg_tee_to_green
157,157,Justin Bolli,87,-0.456,-0.181,0.117,-0.393,73,2008,sg_tee_to_green
158,158,Ron Whittaker,54,-0.475,-0.208,-0.112,-0.155,41,2008,sg_tee_to_green
159,159,Tommy Gainey,60,-0.482,0.146,-0.168,-0.461,46,2008,sg_tee_to_green
160,160,Nick Flanagan,89,-0.505,0.152,-0.159,-0.498,80,2008,sg_tee_to_green
161,161,Kenneth Ferrie,72,-0.507,0.145,-0.481,-0.171,60,2008,sg_tee_to_green
162,162,Shigeki Maruyama,50,-0.513,-0.74,-0.244,0.47,42,2008,sg_tee_to_green
163,163,Todd Demsey,80,-0.524,0.119,-0.906,0.263,71,2008,sg_tee_to_green
164,164,Alejandro Cañizares,52,-0.527,-0.413,-0.219,0.105,41,2008,sg_tee_to_green
165,165,Brett Rumford,72,-0.54,-0.718,-0.348,0.526,61,2008,sg_tee_to_green
166,166,Mark Hensby,71,-0.542,-0.373,-0.263,0.094,64,2008,sg_tee_to_green
167,167,Nathan Green,95,-0.544,-0.423,-0.342,0.221,91,2008,sg_tee_to_green
168,168,Jimmy Walker,73,-0.556,-0.411,-0.081,-0.063,62,2008,sg_tee_to_green
169,169,Jim McGovern,75,-0.586,-0.759,0.089,0.084,63,2008,sg_tee_to_green
170,170,Corey Pavin,69,-0.594,-1.058,0.227,0.237,56,2008,sg_tee_to_green
171,171,Steve Lowery,74,-0.603,0.142,-0.706,-0.04,67,2008,sg_tee_to_green
172,172,Marc Turnesa,87,-0.606,-0.264,-0.323,-0.019,76,2008,sg_tee_to_green
173,173,Craig Kanada,65,-0.615,-0.497,-0.312,0.193,55,2008,sg_tee_to_green
174,174,Tom Scherrer,56,-0.639,-0.485,-0.073,-0.081,44,2008,sg_tee_to_green
175,175,Richard Johnson,60,-0.646,-0.392,-0.171,-0.083,49,2008,sg_tee_to_green
176,176,Billy Andrade,71,-0.653,-0.381,-0.11,-0.162,62,2008,sg_tee_to_green
177,177,Chris Riley,51,-0.667,-0.671,-0.646,0.65,40,2008,sg_tee_to_green
178,178,Brad Elder,67,-0.673,-0.216,-0.641,0.185,54,2008,sg_tee_to_green
179,179,Doug LaBelle II,65,-0.697,-0.261,-0.431,-0.004,51,2008,sg_tee_to_green
180,180,Daniel Chopra,84,-0.726,-0.148,-0.76,0.183,69,2008,sg_tee_to_green
181,181,Jason Allred,63,-0.78,-0.286,-0.735,0.241,50,2008,sg_tee_to_green
182,182,David Lutterus,59,-0.798,-0.249,-0.745,0.196,50,2008,sg_tee_to_green
183,183,Ryan Armour,87,-0.799,0.228,-0.388,-0.639,76,2008,sg_tee_to_green
184,184,Stephen Leaney,53,-0.812,-0.484,-0.197,-0.131,45,2008,sg_tee_to_green
185,185,Greg Kraft,63,-0.815,-0.207,-0.367,-0.242,50,2008,sg_tee_to_green
186,186,J.P. Hayes,67,-0.826,-0.122,-0.747,0.043,63,2008,sg_tee_to_green
187,187,Jin Park,85,-0.866,-0.533,-0.215,-0.117,70,2008,sg_tee_to_green
188,188,Cody Freeman,66,-0.885,-0.22,-0.569,-0.096,55,2008,sg_tee_to_green
189,189,Steve Allan,58,-0.939,0.191,-0.758,-0.373,48,2008,sg_tee_to_green
190,190,Bob Sowards,61,-0.948,-0.394,-0.483,-0.072,52,2008,sg_tee_to_green
191,191,Paul Claxton,63,-0.972,-0.466,-0.421,-0.084,50,2008,sg_tee_to_green
192,192,Eric Axley,113,-0.989,-0.785,-0.362,0.158,98,2008,sg_tee_to_green
193,193,Richard Johnson,77,-1.124,-0.26,-0.962,0.097,68,2008,sg_tee_to_green
194,194,Chad Collins,72,-1.131,-1.078,-0.345,0.292,63,2008,sg_tee_to_green
195,195,Travis Perkins,53,-1.181,-0.216,-0.73,-0.235,40,2008,sg_tee_to_green
196,196,Kyle Thompson,70,-1.197,-0.259,-0.749,-0.189,57,2008,sg_tee_to_green
197,197,David Duval,51,-1.716,-1.297,-0.53,0.111,41,2008,sg_tee_to_green
