RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,EVENTS,TOTAL,DISTANCE RANK,ACCURACY RANK,year,measure
T74,77,Dustin Johnson,19,178,4,174,2019,total_driving
T74,T81,Rory Sabbatini,26,178,136,42,2019,total_driving
T74,T78,Sam Burns,26,178,14,164,2019,total_driving
T74,T78,Denny McCarthy,28,178,122,56,2019,total_driving
78,80,Ryan Moore,22,179,177,2,2019,total_driving
T79,T88,Ryan Palmer,21,180,60,120,2019,total_driving
T79,T81,Henrik Stenson,15,180,175,5,2019,total_driving
T81,T81,Sergio Garcia,15,181,34,147,2019,total_driving
T81,70,Patrick Cantlay,21,181,21,160,2019,total_driving
T83,T81,Shawn Stefani,25,182,81,101,2019,total_driving
T83,T88,Bud Cauley,25,182,102,80,2019,total_driving
T83,T86,Nick Watney,26,182,40,142,2019,total_driving
T83,T81,Billy Horschel,26,182,114,68,2019,total_driving
87,T95,Roberto Díaz,23,184,154,30,2019,total_driving
T88,T90,Sangmoon Bae,22,185,73,112,2019,total_driving
T88,T92,Luke List,22,185,3,182,2019,total_driving
T88,T92,J.B. Holmes,25,185,16,169,2019,total_driving
T88,T92,J.T. Poston,29,185,98,87,2019,total_driving
T88,T95,Ben Silverman,24,185,156,29,2019,total_driving
93,T90,Roger Sloan,27,186,84,102,2019,total_driving
94,97,Kiradech Aphibarnrat,20,187,106,81,2019,total_driving
95,98,Ryan Armour,28,188,184,4,2019,total_driving
T96,T99,Jim Furyk,21,189,186,3,2019,total_driving
T96,73,Adam Scott,18,189,54,135,2019,total_driving
T96,T86,Webb Simpson,21,189,145,44,2019,total_driving
T96,T99,Brandon Harkins,28,189,23,166,2019,total_driving
T100,T99,Josh Teater,24,190,112,78,2019,total_driving
T100,T99,Joey Garber,22,190,96,94,2019,total_driving
102,T105,Francesco Molinari,15,191,143,48,2019,total_driving
T103,T105,Matt Jones,27,192,93,99,2019,total_driving
T103,T105,Trey Mullinax,25,192,8,184,2019,total_driving
T103,T105,Si Woo Kim,28,192,106,86,2019,total_driving
T106,T109,Kyle Jones,26,193,170,23,2019,total_driving
T106,T109,Adam Svensson,25,193,130,63,2019,total_driving
T106,T109,Ian Poulter,18,193,117,76,2019,total_driving
T106,T109,Brian Stuard,29,193,185,8,2019,total_driving
T110,T113,Russell Knox,22,194,139,55,2019,total_driving
T110,117,Cameron Tringale,21,194,70,124,2019,total_driving
T110,T113,Vaughn Taylor,27,194,174,20,2019,total_driving
T110,T113,David Hearn,18,194,181,13,2019,total_driving
T110,T113,Sebastián Muñoz,26,194,58,136,2019,total_driving
115,T118,Nate Lashley,21,196,132,64,2019,total_driving
116,T118,Beau Hossler,27,197,53,144,2019,total_driving
T117,120,Brian Gay,28,198,187,11,2019,total_driving
T117,121,Zach Johnson,19,198,153,45,2019,total_driving
T119,T122,Chesson Hadley,26,200,63,137,2019,total_driving
T119,T124,J.J. Spaun,26,200,123,77,2019,total_driving
T121,T122,Kevin Tway,26,201,25,176,2019,total_driving
T121,T124,Rafa Cabrera Bello,19,201,132,69,2019,total_driving
T123,126,John Chin,21,202,50,152,2019,total_driving
T123,103,Patrick Reed,25,202,71,131,2019,total_driving
125,127,Matthew Fitzpatrick,14,203,151,52,2019,total_driving
T126,T132,Dominic Bozzelli,24,204,76,128,2019,total_driving
T126,129,Kevin Na,19,204,132,72,2019,total_driving
T126,128,Phil Mickelson,20,204,19,185,2019,total_driving
129,T130,Ollie Schniederjans,28,205,17,188,2019,total_driving
T130,T132,Jonas Blixt,26,206,136,70,2019,total_driving
T130,T130,Scott Brown,27,206,145,61,2019,total_driving
T132,T132,Danny Lee,27,207,42,165,2019,total_driving
T132,T136,Roberto Castro,22,207,171,36,2019,total_driving
T132,T132,J.J. Henry,22,207,142,65,2019,total_driving
135,T136,Max Homa,25,208,49,159,2019,total_driving
136,T136,Scott Langley,27,209,188,21,2019,total_driving
T137,T139,Satoshi Kodaira,22,210,176,34,2019,total_driving
T137,T145,Patton Kizzire,25,210,91,119,2019,total_driving
T137,T141,Brady Schnell,21,210,173,37,2019,total_driving
140,T139,Martin Trainer,25,211,25,186,2019,total_driving
141,147,Johnson Wagner,19,212,172,40,2019,total_driving
T142,T141,Talor Gooch,17,213,65,148,2019,total_driving
T142,T145,Patrick Rodgers,18,213,52,161,2019,total_driving
144,T141,Scott Stallings,26,214,69,145,2019,total_driving
145,148,Kyoung-Hoon Lee,30,216,163,53,2019,total_driving
146,149,Richy Werenski,27,217,101,116,2019,total_driving
147,T141,Marc Leishman,21,218,78,140,2019,total_driving
148,T150,Sam Saunders,26,219,51,168,2019,total_driving
149,T150,Nick Taylor,28,220,111,109,2019,total_driving
T150,153,Alex Cejka,22,222,183,39,2019,total_driving
T150,152,Mackenzie Hughes,25,222,67,155,2019,total_driving
152,154,Pat Perez,21,226,164,62,2019,total_driving
T153,T156,Jimmy Walker,22,228,55,173,2019,total_driving
T153,T156,Tom Hoge,32,228,123,105,2019,total_driving
155,158,Bill Haas,23,230,117,113,2019,total_driving
156,159,Cameron Smith,23,233,92,141,2019,total_driving
T157,T161,Ryan Blaum,28,234,139,95,2019,total_driving
T157,160,C.T. Pan,25,234,167,67,2019,total_driving
T159,T163,Kelly Kraft,31,235,125,110,2019,total_driving
T159,T163,Anders Albertson,25,235,105,130,2019,total_driving
161,T163,Danny Willett,19,236,98,138,2019,total_driving
T162,166,Brandt Snedeker,27,237,156,81,2019,total_driving
T162,T161,Charley Hoffman,24,237,87,150,2019,total_driving
164,167,Stephan Jaeger,26,239,100,139,2019,total_driving
165,T168,Hudson Swafford,20,246,88,158,2019,total_driving
166,T168,Cody Gribble,26,247,67,180,2019,total_driving
167,172,Rod Pampling,22,249,160,89,2019,total_driving
168,T170,Jim Knous,18,250,73,177,2019,total_driving
T169,175,José de Jesús Rodríguez,23,251,125,126,2019,total_driving
T169,T173,Peter Uihlein,29,251,64,187,2019,total_driving
T171,T173,Branden Grace,22,252,90,162,2019,total_driving
T171,T170,Seamus Power,27,252,81,171,2019,total_driving
T173,176,Graeme McDowell,20,257,165,92,2019,total_driving
T173,177,Anirban Lahiri,23,257,125,132,2019,total_driving
175,178,Robert Streb,28,260,143,117,2019,total_driving
176,179,"Ted Potter, Jr.",23,263,180,83,2019,total_driving
T177,180,Jordan Spieth,23,269,88,181,2019,total_driving
T177,181,Whee Kim,27,269,169,100,2019,total_driving
179,182,Chris Stroud,26,279,130,149,2019,total_driving
180,185,Freddie Jacobson,19,288,166,122,2019,total_driving
181,183,Peter Malnati,26,289,110,179,2019,total_driving
182,184,Julián Etulain,24,292,114,178,2019,total_driving
183,187,Andrew Putnam,23,300,179,121,2019,total_driving
184,188,Curtis Luck,23,308,136,172,2019,total_driving
185,189,Ernie Els,18,311,168,143,2019,total_driving
186,190,Aaron Baddeley,18,319,162,157,2019,total_driving
187,191,Jonathan Byrd,17,329,178,151,2019,total_driving
188,192,Michael Kim,26,364,181,183,2019,total_driving
