RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:APP,MEASURED ROUNDS,year,measure
162,160,Ángel Cabrera,54,-0.306,-11.305,37,2012,sg_app_green
163,162,Y.E. Yang,64,-0.352,-16.89,48,2012,sg_app_green
164,163,Harrison Frazar,56,-0.358,-17.184,48,2012,sg_app_green
165,164,Brian Harman,101,-0.37,-32.535,88,2012,sg_app_green
166,166,Brendan Steele,77,-0.376,-24.087,64,2012,sg_app_green
167,165,Matt Jones,53,-0.387,-17.031,44,2012,sg_app_green
168,167,Matt Bettencourt,80,-0.425,-25.522,60,2012,sg_app_green
169,168,Stuart Appleby,75,-0.437,-28.423,65,2012,sg_app_green
170,169,Marco Dawson,60,-0.459,-21.093,46,2012,sg_app_green
171,170,Brian Gay,91,-0.486,-37.892,78,2012,sg_app_green
172,171,Stephen Gangluff,57,-0.488,-20.972,43,2012,sg_app_green
173,174,J.J. Killeen,101,-0.492,-41.324,84,2012,sg_app_green
174,172,Aaron Baddeley,73,-0.504,-27.731,55,2012,sg_app_green
175,173,Martin Flores,95,-0.507,-41.537,82,2012,sg_app_green
176,175,Troy Kelly,68,-0.53,-27.011,51,2012,sg_app_green
177,177,Ryuji Imada,78,-0.538,-37.148,69,2012,sg_app_green
178,176,Mark Anderson,75,-0.542,-33.086,61,2012,sg_app_green
179,178,Colt Knost,79,-0.545,-36.536,67,2012,sg_app_green
180,182,Daniel Chopra,55,-0.589,-25.342,43,2012,sg_app_green
181,181,Kevin Kisner,69,-0.651,-34.515,53,2012,sg_app_green
182,180,Erik Compton,81,-0.668,-42.767,64,2012,sg_app_green
183,183,Billy Hurley III,70,-0.704,-40.145,57,2012,sg_app_green
184,188,Derek Lamely,64,-0.714,-39.982,56,2012,sg_app_green
T185,185,Edward Loar,59,-0.728,-31.293,43,2012,sg_app_green
T185,T186,Miguel Angel Carballo,73,-0.728,-41.51,57,2012,sg_app_green
187,184,Tommy Biershenk,74,-0.733,-42.522,58,2012,sg_app_green
188,179,Patrick Sheehan,58,-0.737,-32.412,44,2012,sg_app_green
189,T186,Sangmoon Bae,81,-0.76,-43.292,57,2012,sg_app_green
190,189,Sung Kang,75,-0.897,-55.634,62,2012,sg_app_green
191,190,Brendon Todd,78,-1.141,-71.899,63,2012,sg_app_green
