RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:ARG,MEASURED ROUNDS,year,measure
T99,T98,Shawn Stefani,76,0.013,0.809,60,2018,sg_around_green
T99,T98,Beau Hossler,104,0.013,1.172,90,2018,sg_around_green
101,T101,Ryan Blaum,81,0.005,0.37,72,2018,sg_around_green
102,104,Vaughn Taylor,83,-0.002,-0.114,70,2018,sg_around_green
103,105,Seamus Power,86,-0.003,-0.215,66,2018,sg_around_green
104,106,Joel Dahmen,93,-0.004,-0.316,71,2018,sg_around_green
105,107,J.T. Poston,73,-0.005,-0.266,57,2018,sg_around_green
106,93,Lucas Glover,65,-0.008,-0.374,46,2018,sg_around_green
107,108,Kyle Thompson,50,-0.014,-0.501,36,2018,sg_around_green
108,109,Grayson Murray,72,-0.015,-0.866,59,2018,sg_around_green
109,111,Denny McCarthy,71,-0.019,-0.921,49,2018,sg_around_green
110,112,Abraham Ancer,98,-0.022,-1.846,83,2018,sg_around_green
111,110,Scott Stallings,96,-0.025,-1.974,80,2018,sg_around_green
112,113,Kevin Tway,110,-0.026,-2.332,90,2018,sg_around_green
T113,100,Kyle Stanley,93,-0.027,-1.797,67,2018,sg_around_green
T113,T114,Michael Kim,74,-0.027,-1.473,54,2018,sg_around_green
T113,T114,Matt Atkins,56,-0.027,-1.08,40,2018,sg_around_green
T113,T126,Xander Schauffele,96,-0.027,-1.973,72,2018,sg_around_green
T113,123,Henrik Stenson,60,-0.027,-1.195,44,2018,sg_around_green
118,117,Alex Noren,67,-0.029,-1.413,49,2018,sg_around_green
119,116,Fabián Gómez,88,-0.03,-2.097,71,2018,sg_around_green
120,119,John Huh,94,-0.047,-3.819,82,2018,sg_around_green
121,120,Derek Fathauer,84,-0.048,-3.233,68,2018,sg_around_green
T122,124,Shane Lowry,64,-0.052,-2.665,51,2018,sg_around_green
T122,121,Nicholas Lindheim,77,-0.052,-3.065,59,2018,sg_around_green
124,122,Chris Stroud,81,-0.058,-3.379,58,2018,sg_around_green
125,T152,Charley Hoffman,87,-0.071,-4.856,68,2018,sg_around_green
T126,118,Charl Schwartzel,65,-0.073,-3.056,42,2018,sg_around_green
T126,125,Blayne Barber,69,-0.073,-4.401,60,2018,sg_around_green
128,128,Tom Hoge,101,-0.079,-6.554,83,2018,sg_around_green
129,129,David Lingmerth,82,-0.081,-5.571,69,2018,sg_around_green
130,130,Retief Goosen,60,-0.083,-3.317,40,2018,sg_around_green
131,T126,Lanto Griffin,80,-0.084,-5.042,60,2018,sg_around_green
132,132,Adam Schenk,86,-0.091,-5.984,66,2018,sg_around_green
T133,T133,Keith Mitchell,99,-0.092,-7.612,83,2018,sg_around_green
T133,T133,Troy Merritt,89,-0.092,-6.697,73,2018,sg_around_green
T135,149,Brian Harman,94,-0.096,-6.902,72,2018,sg_around_green
T135,135,Ben Martin,64,-0.096,-5.461,57,2018,sg_around_green
137,T136,Martin Flores,92,-0.098,-7.057,72,2018,sg_around_green
138,138,Sam Ryder,82,-0.099,-6.934,70,2018,sg_around_green
139,139,Jason Kokrak,99,-0.101,-8.87,88,2018,sg_around_green
140,T142,Chesson Hadley,103,-0.102,-9.075,89,2018,sg_around_green
141,140,Cody Gribble,71,-0.111,-6.01,54,2018,sg_around_green
142,141,David Hearn,66,-0.113,-5.653,50,2018,sg_around_green
143,131,Kevin Kisner,89,-0.118,-7.645,65,2018,sg_around_green
T144,T136,Emiliano Grillo,94,-0.122,-8.919,73,2018,sg_around_green
T144,T142,Mackenzie Hughes,80,-0.122,-8.31,68,2018,sg_around_green
T146,T144,Jhonattan Vegas,92,-0.124,-7.904,64,2018,sg_around_green
T146,T144,Brandon Harkins,101,-0.124,-10.578,85,2018,sg_around_green
148,146,Kelly Kraft,94,-0.126,-9.327,74,2018,sg_around_green
149,147,Ben Silverman,90,-0.128,-9.701,76,2018,sg_around_green
150,162,Chez Reavie,93,-0.137,-8.242,60,2018,sg_around_green
T151,T150,J.J. Henry,81,-0.138,-8.668,63,2018,sg_around_green
T151,T150,Sam Saunders,80,-0.138,-9.219,67,2018,sg_around_green
153,T159,Daniel Berger,81,-0.145,-8.987,62,2018,sg_around_green
154,154,Whee Kim,93,-0.146,-10.663,73,2018,sg_around_green
155,T159,Patton Kizzire,92,-0.15,-11.715,78,2018,sg_around_green
156,155,Andrew Landry,82,-0.152,-11.075,73,2018,sg_around_green
157,157,Rod Pampling,62,-0.163,-7.317,45,2018,sg_around_green
158,158,Sean O'Hair,67,-0.164,-9.358,57,2018,sg_around_green
159,T152,Tyler Duncan,97,-0.166,-13.445,81,2018,sg_around_green
160,161,Nick Watney,94,-0.167,-13.397,80,2018,sg_around_green
161,156,Billy Horschel,86,-0.169,-13.037,77,2018,sg_around_green
T162,T163,Ryan Palmer,69,-0.174,-10.417,60,2018,sg_around_green
T162,T163,Greg Chalmers,56,-0.174,-7.127,41,2018,sg_around_green
164,165,Scott Brown,102,-0.175,-14.172,81,2018,sg_around_green
165,174,Jason Dufner,71,-0.178,-9.28,52,2018,sg_around_green
T166,T166,Xinjun Zhang,81,-0.182,-10.37,57,2018,sg_around_green
T166,T166,Jonathan Randolph,71,-0.182,-10.941,60,2018,sg_around_green
T168,T168,Martin Piller,79,-0.186,-12.47,67,2018,sg_around_green
T168,T179,Russell Henley,77,-0.186,-10.763,58,2018,sg_around_green
T168,T168,Robert Garrigus,80,-0.186,-12.616,68,2018,sg_around_green
171,170,Zecheng Dou,53,-0.187,-6.74,36,2018,sg_around_green
172,178,Brendan Steele,74,-0.195,-10.535,54,2018,sg_around_green
173,173,Corey Conners,97,-0.198,-15.64,79,2018,sg_around_green
174,172,Trey Mullinax,75,-0.207,-12.198,59,2018,sg_around_green
175,175,Hudson Swafford,73,-0.221,-11.473,52,2018,sg_around_green
176,176,Sung Kang,89,-0.225,-15.058,67,2018,sg_around_green
177,183,Gary Woodland,96,-0.228,-15.932,70,2018,sg_around_green
178,148,Bubba Watson,90,-0.231,-15.688,68,2018,sg_around_green
179,171,Kevin Chappell,77,-0.236,-14.659,62,2018,sg_around_green
180,177,Roberto Díaz,72,-0.237,-13.245,56,2018,sg_around_green
181,T179,Conrad Shindler,60,-0.252,-11.106,44,2018,sg_around_green
182,181,J.J. Spaun,85,-0.255,-18.119,71,2018,sg_around_green
183,182,Steve Wheatcroft,60,-0.258,-11.876,46,2018,sg_around_green
184,184,Daniel Summerhays,51,-0.277,-10.541,38,2018,sg_around_green
185,185,Brice Garnett,99,-0.278,-22.537,81,2018,sg_around_green
186,186,Tom Lovelady,87,-0.279,-19.267,69,2018,sg_around_green
187,187,Brett Stegmaier,67,-0.296,-13.893,47,2018,sg_around_green
188,188,Bronson Burgoon,69,-0.307,-17.471,57,2018,sg_around_green
189,189,Ethan Tracy,72,-0.309,-16.707,54,2018,sg_around_green
190,190,Matt Every,79,-0.314,-19.18,61,2018,sg_around_green
191,191,Andrew Yun,51,-0.432,-14.69,34,2018,sg_around_green
192,192,Hunter Mahan,67,-0.453,-23.107,51,2018,sg_around_green
193,194,Satoshi Kodaira,51,-0.93,-37.188,40,2018,sg_around_green
