RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:ARG,MEASURED ROUNDS,year,measure
146,146,Bart Bryant,73,-0.1,-6.516,65,2004,sg_around_green
147,147,Danny Ellis,81,-0.102,-7.026,69,2004,sg_around_green
148,148,David Gossett,57,-0.109,-5.553,51,2004,sg_around_green
149,149,Duffy Waldorf,79,-0.114,-6.735,59,2004,sg_around_green
T150,T150,Kent Jones,99,-0.116,-10.068,87,2004,sg_around_green
T150,T150,Arjun Atwal,85,-0.116,-8.695,75,2004,sg_around_green
T152,T152,Scott McCarron,88,-0.13,-9.768,75,2004,sg_around_green
T152,T152,Rocco Mediate,53,-0.13,-4.676,36,2004,sg_around_green
154,160,Chad Campbell,100,-0.132,-10.149,77,2004,sg_around_green
155,154,Ken Duke,89,-0.134,-10.758,80,2004,sg_around_green
156,155,Andre Stolz,53,-0.137,-6.554,48,2004,sg_around_green
157,156,Rich Barcelo,67,-0.14,-8.277,59,2004,sg_around_green
158,157,Tag Ridings,53,-0.142,-6.374,45,2004,sg_around_green
159,179,Adam Scott,55,-0.147,-5.894,40,2004,sg_around_green
160,158,Jason Bohn,98,-0.15,-13.227,88,2004,sg_around_green
161,159,Jay Delsing,76,-0.159,-10.178,64,2004,sg_around_green
162,161,Frank Lickliter II,89,-0.163,-12.742,78,2004,sg_around_green
163,162,Jeff Brehaut,106,-0.166,-15.581,94,2004,sg_around_green
164,163,Richard Johnson,102,-0.167,-15.498,93,2004,sg_around_green
165,164,Russ Cochran,61,-0.172,-9.45,55,2004,sg_around_green
166,165,Kevin Muncrief,50,-0.175,-7.858,45,2004,sg_around_green
167,166,Hidemichi Tanaka,89,-0.176,-13.744,78,2004,sg_around_green
168,167,Jeff Maggert,60,-0.177,-8.838,50,2004,sg_around_green
169,168,Hunter Mahan,94,-0.181,-14.996,83,2004,sg_around_green
170,169,Danny Briggs,85,-0.186,-13.949,75,2004,sg_around_green
171,170,John Rollins,90,-0.187,-13.458,72,2004,sg_around_green
172,171,Joe Durant,85,-0.19,-14.413,76,2004,sg_around_green
173,172,Jay Williamson,100,-0.194,-17.459,90,2004,sg_around_green
174,173,Hirofumi Miyase,65,-0.2,-11.4,57,2004,sg_around_green
175,174,Olin Browne,92,-0.202,-15.988,79,2004,sg_around_green
176,175,Brian Bateman,84,-0.206,-15.007,73,2004,sg_around_green
177,176,Tommy Tolles,67,-0.21,-12.831,61,2004,sg_around_green
178,177,Robert Allenby,93,-0.215,-15.482,72,2004,sg_around_green
179,178,Kris Cox,73,-0.216,-13.162,61,2004,sg_around_green
180,180,J.L. Lewis,106,-0.219,-19.446,89,2004,sg_around_green
181,181,John Riegger,53,-0.221,-10.81,49,2004,sg_around_green
182,182,Ryan Palmer,103,-0.235,-21.126,90,2004,sg_around_green
183,183,Patrick Sheehan,113,-0.244,-24.354,100,2004,sg_around_green
184,184,Steve Lowery,91,-0.255,-18.889,74,2004,sg_around_green
185,186,Tripp Isenhour,55,-0.285,-13.413,47,2004,sg_around_green
186,187,Dan Olsen,75,-0.287,-18.624,65,2004,sg_around_green
187,188,David Branshaw,84,-0.288,-20.735,72,2004,sg_around_green
188,189,Mike Heinen,53,-0.299,-15.27,51,2004,sg_around_green
189,190,Dicky Pride,66,-0.305,-17.966,59,2004,sg_around_green
190,191,Roland Thatcher,66,-0.312,-19.029,61,2004,sg_around_green
191,192,Joey Sindelar,100,-0.327,-29.066,89,2004,sg_around_green
192,193,Guy Boros,64,-0.341,-20.108,59,2004,sg_around_green
193,195,Darren Clarke,54,-0.352,-12.334,35,2004,sg_around_green
194,194,Lucas Glover,95,-0.358,-30.091,84,2004,sg_around_green
195,196,Chris Smith,105,-0.43,-40.019,93,2004,sg_around_green
196,197,Chris Couch,55,-1.269,-58.387,46,2004,sg_around_green
