RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,GREENS HIT,# HOLES,RELATIVE/PAR,year,measure
85,85,Steve Marino,72,66.01,808,"1,224",-0.25,2016,gir_pct
86,86,Nick Taylor,83,65.82,936,"1,422",-0.27,2016,gir_pct
87,87,Ryan Moore,86,65.78,959,"1,458",-0.28,2016,gir_pct
88,88,Ricky Barnes,97,65.77,"1,101","1,674",-0.29,2016,gir_pct
89,89,Whee Kim,82,65.74,923,"1,404",-0.23,2016,gir_pct
90,90,Brandt Snedeker,93,65.67,"1,052","1,602",-0.28,2016,gir_pct
91,91,Cameron Tringale,81,65.66,910,"1,386",-0.27,2016,gir_pct
92,92,Jim Herman,93,65.65,"1,099","1,674",-0.24,2016,gir_pct
93,93,Brendon de Jonge,83,65.64,957,"1,458",-0.25,2016,gir_pct
94,94,Justin Thomas,99,65.63,"1,134","1,728",-0.29,2016,gir_pct
95,95,Tyler Aldridge,83,65.54,932,"1,422",-0.24,2016,gir_pct
96,96,David Toms,62,65.5,731,"1,116",-0.21,2016,gir_pct
97,97,K.J. Choi,73,65.37,859,"1,314",-0.26,2016,gir_pct
98,98,D.A. Points,55,65.36,600,918,-0.24,2016,gir_pct
99,99,Jamie Lovemark,91,65.32,"1,070","1,638",-0.28,2016,gir_pct
100,100,Marc Leishman,89,65.31,"1,011","1,548",-0.27,2016,gir_pct
T101,T101,Chesson Hadley,81,65.26,928,"1,422",-0.25,2016,gir_pct
T101,T101,Sung Kang,89,65.26,"1,022","1,566",-0.27,2016,gir_pct
103,103,Colt Knost,90,65.25,"1,010","1,548",-0.25,2016,gir_pct
104,104,Kevin Kisner,97,65.19,"1,103","1,692",-0.3,2016,gir_pct
105,105,J.B. Holmes,77,65.17,868,"1,332",-0.29,2016,gir_pct
106,106,Tony Finau,95,65.09,"1,113","1,710",-0.29,2016,gir_pct
107,107,Scott Brown,88,65.03,"1,030","1,584",-0.27,2016,gir_pct
108,108,Mark Wilson,66,64.96,725,"1,116",-0.21,2016,gir_pct
109,109,Francesco Molinari,64,64.93,748,"1,152",-0.25,2016,gir_pct
110,110,Freddie Jacobson,86,64.86,"1,004","1,548",-0.28,2016,gir_pct
111,111,Brian Harman,104,64.85,"1,214","1,872",-0.28,2016,gir_pct
T112,T112,Harris English,97,64.83,"1,132","1,746",-0.26,2016,gir_pct
T112,T112,Si Woo Kim,113,64.83,"1,272","1,962",-0.29,2016,gir_pct
114,114,Tyrone Van Aswegen,105,64.81,"1,190","1,836",-0.25,2016,gir_pct
115,115,Tim Wilkinson,72,64.71,792,"1,224",-0.27,2016,gir_pct
116,116,Patrick Reed,105,64.65,"1,152","1,782",-0.3,2016,gir_pct
117,117,Andrew Landry,53,64.63,570,882,-0.25,2016,gir_pct
118,118,Luke Donald,81,64.61,942,"1,458",-0.23,2016,gir_pct
T119,T119,James Hahn,85,64.58,988,"1,530",-0.25,2016,gir_pct
T119,T119,Charley Hoffman,91,64.58,"1,023","1,584",-0.25,2016,gir_pct
121,121,Seung-Yul Noh,85,64.54,941,"1,458",-0.27,2016,gir_pct
122,122,Zach Johnson,90,64.53,999,"1,548",-0.27,2016,gir_pct
123,123,Shane Lowry,57,64.51,627,972,-0.24,2016,gir_pct
124,124,Patton Kizzire,93,64.48,"1,033","1,602",-0.27,2016,gir_pct
T125,T125,Graeme McDowell,63,64.44,696,"1,080",-0.25,2016,gir_pct
T125,T125,Carlos Ortiz,79,64.44,870,"1,350",-0.27,2016,gir_pct
127,127,Vaughn Taylor,72,64.43,835,"1,296",-0.28,2016,gir_pct
128,128,Sam Saunders,69,64.36,753,"1,170",-0.25,2016,gir_pct
129,129,Martin Piller,59,64.33,660,"1,026",-0.25,2016,gir_pct
130,130,Rory Sabbatini,57,64.3,625,972,-0.23,2016,gir_pct
131,131,George McNeill,51,64.16,589,918,-0.24,2016,gir_pct
132,132,Chris Kirk,90,64.05,980,"1,530",-0.25,2016,gir_pct
133,133,Rod Pampling,54,64,576,900,-0.23,2016,gir_pct
134,134,David Lingmerth,84,63.99,910,"1,422",-0.27,2016,gir_pct
T135,T135,Matt Jones,83,63.96,921,"1,440",-0.28,2016,gir_pct
T135,T135,Jimmy Walker,85,63.96,944,"1,476",-0.3,2016,gir_pct
137,137,Danny Lee,93,63.95,"1,036","1,620",-0.26,2016,gir_pct
138,138,Scott Langley,65,63.93,725,"1,134",-0.22,2016,gir_pct
139,139,Jeff Overton,69,63.85,747,"1,170",-0.22,2016,gir_pct
140,140,Robert Allenby,51,63.73,585,918,-0.19,2016,gir_pct
141,141,Fabián Gómez,82,63.71,906,"1,422",-0.27,2016,gir_pct
142,142,Geoff Ogilvy,63,63.65,676,"1,062",-0.26,2016,gir_pct
143,143,Ben Crane,80,63.6,870,"1,368",-0.26,2016,gir_pct
144,144,Rob Oppenheim,67,63.58,721,"1,134",-0.24,2016,gir_pct
T145,T145,Mark Hubbard,101,63.52,"1,109","1,746",-0.27,2016,gir_pct
T145,T145,Jordan Spieth,80,63.52,869,"1,368",-0.34,2016,gir_pct
147,147,Willy Wilcox,67,63.42,742,"1,170",-0.28,2016,gir_pct
148,148,Andrew Loupe,75,63.41,856,"1,350",-0.31,2016,gir_pct
149,149,Brian Stuard,66,63.3,752,"1,188",-0.24,2016,gir_pct
150,150,Morgan Hoffmann,71,63.27,763,"1,206",-0.29,2016,gir_pct
151,151,Wes Roach,59,63.23,626,990,-0.28,2016,gir_pct
T152,T152,Luke Guthrie,57,63.13,625,990,-0.3,2016,gir_pct
T152,T152,Troy Merritt,77,63.13,875,"1,386",-0.29,2016,gir_pct
154,154,Aaron Baddeley,93,63.11,"1,011","1,602",-0.29,2016,gir_pct
155,155,Ángel Cabrera,62,63.08,704,"1,116",-0.23,2016,gir_pct
T156,T156,Jon Curran,99,63.02,"1,123","1,782",-0.26,2016,gir_pct
T156,T156,Daniel Summerhays,99,63.02,"1,123","1,782",-0.3,2016,gir_pct
158,158,Steve Stricker,53,63,601,954,-0.29,2016,gir_pct
T159,T159,Padraig Harrington,54,62.96,612,972,-0.26,2016,gir_pct
T159,T159,Michael Kim,100,62.96,"1,088","1,728",-0.26,2016,gir_pct
161,161,Anirban Lahiri,72,62.88,781,"1,242",-0.28,2016,gir_pct
162,162,Hunter Mahan,61,62.75,689,"1,098",-0.26,2016,gir_pct
T163,T163,Retief Goosen,55,62.73,621,990,-0.28,2016,gir_pct
T163,T163,Vijay Singh,72,62.73,813,"1,296",-0.25,2016,gir_pct
165,165,Cameron Smith,73,62.72,779,"1,242",-0.26,2016,gir_pct
166,166,Billy Hurley III,66,62.71,745,"1,188",-0.27,2016,gir_pct
167,167,Tom Hoge,81,62.48,866,"1,386",-0.25,2016,gir_pct
168,168,Chad Collins,73,62.4,820,"1,314",-0.24,2016,gir_pct
169,169,Zac Blair,99,62.34,"1,066","1,710",-0.24,2016,gir_pct
170,170,Camilo Villegas,83,62.1,883,"1,422",-0.26,2016,gir_pct
171,171,Peter Malnati,85,62.09,950,"1,530",-0.26,2016,gir_pct
172,172,Derek Fathauer,94,62,"1,049","1,692",-0.27,2016,gir_pct
173,173,Steve Wheatcroft,85,61.93,903,"1,458",-0.27,2016,gir_pct
174,174,Abraham Ancer,51,61.81,534,864,-0.24,2016,gir_pct
175,175,Stuart Appleby,71,61.43,763,"1,242",-0.27,2016,gir_pct
176,176,Bryce Molder,80,61.32,861,"1,404",-0.28,2016,gir_pct
177,177,Ernie Els,66,61.2,727,"1,188",-0.27,2016,gir_pct
178,178,Jonas Blixt,79,60.96,834,"1,368",-0.3,2016,gir_pct
179,179,Dicky Pride,55,60.9,581,954,-0.24,2016,gir_pct
180,180,D.H. Lee,61,60.14,617,"1,026",-0.26,2016,gir_pct
181,181,Hiroshi Iwata,85,59.5,889,"1,494",-0.28,2016,gir_pct
182,182,Ken Duke,58,59.26,576,972,-0.26,2016,gir_pct
183,183,Erik Compton,65,58.64,665,"1,134",-0.26,2016,gir_pct
184,184,Steven Bowditch,71,54.46,696,"1,278",-0.26,2016,gir_pct
185,185,Brendon Todd,66,54.23,615,"1,134",-0.25,2016,gir_pct
