RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,SG:OTT,SG:APR,SG:ARG,MEASURED ROUNDS,year,measure
143,143,Blayne Barber,76,-0.297,0.208,-0.352,-0.154,63,2015,sg_tee_to_green
144,144,Bryce Molder,91,-0.319,-0.294,-0.181,0.156,77,2015,sg_tee_to_green
145,145,Michael Thompson,83,-0.349,-0.089,-0.301,0.041,75,2015,sg_tee_to_green
146,146,Jhonattan Vegas,90,-0.353,0.173,-0.314,-0.212,72,2015,sg_tee_to_green
T147,T147,Zac Blair,108,-0.356,-0.299,-0.188,0.131,88,2015,sg_tee_to_green
T147,T147,Brian Stuard,97,-0.356,-0.103,-0.2,-0.052,79,2015,sg_tee_to_green
149,149,Sam Saunders,83,-0.36,0.307,-0.294,-0.372,63,2015,sg_tee_to_green
150,150,Retief Goosen,81,-0.365,-0.271,-0.056,-0.039,60,2015,sg_tee_to_green
151,151,Bo Van Pelt,81,-0.368,-0.296,0.054,-0.126,65,2015,sg_tee_to_green
152,152,Steve Wheatcroft,87,-0.383,0.148,-0.45,-0.082,72,2015,sg_tee_to_green
153,153,Erik Compton,86,-0.385,-0.216,-0.217,0.047,70,2015,sg_tee_to_green
154,154,Fabián Gómez,83,-0.386,-0.216,-0.057,-0.113,69,2015,sg_tee_to_green
155,155,D.A. Points,72,-0.396,-0.82,0.224,0.199,58,2015,sg_tee_to_green
156,156,Billy Hurley III,83,-0.423,-0.635,0.114,0.098,63,2015,sg_tee_to_green
157,157,Scott Pinckney,88,-0.426,0.123,-0.409,-0.14,74,2015,sg_tee_to_green
158,158,Tyrone Van Aswegen,58,-0.428,-1.081,0.471,0.181,42,2015,sg_tee_to_green
159,159,Brice Garnett,81,-0.443,-0.198,-0.327,0.082,64,2015,sg_tee_to_green
160,160,Jim Renner,68,-0.454,-0.501,0.085,-0.038,56,2015,sg_tee_to_green
161,161,Derek Fathauer,81,-0.474,-0.455,-0.198,0.179,66,2015,sg_tee_to_green
162,162,Nick Taylor,91,-0.489,-0.08,-0.224,-0.185,83,2015,sg_tee_to_green
163,163,Chesson Hadley,101,-0.525,-0.08,-0.218,-0.227,89,2015,sg_tee_to_green
164,164,Justin Leonard,61,-0.544,-0.486,-0.224,0.166,54,2015,sg_tee_to_green
165,165,Ricky Barnes,82,-0.555,-0.819,-0.072,0.336,63,2015,sg_tee_to_green
166,166,Jonas Blixt,78,-0.562,-0.115,-0.655,0.209,52,2015,sg_tee_to_green
167,167,Andres Romero,69,-0.563,-0.269,-0.221,-0.073,54,2015,sg_tee_to_green
168,168,Tim Wilkinson,73,-0.569,-0.326,-0.523,0.28,58,2015,sg_tee_to_green
169,169,Troy Merritt,91,-0.579,-0.326,-0.199,-0.054,82,2015,sg_tee_to_green
170,170,Brian Davis,86,-0.593,-0.119,-0.503,0.029,71,2015,sg_tee_to_green
171,171,Max Homa,78,-0.619,0.066,-0.467,-0.218,62,2015,sg_tee_to_green
172,172,Andres Gonzales,90,-0.714,-0.386,-0.349,0.022,76,2015,sg_tee_to_green
173,173,Bill Lunde,50,-0.724,0.11,-0.592,-0.242,36,2015,sg_tee_to_green
174,174,Ben Crane,62,-0.759,-0.303,-0.486,0.03,52,2015,sg_tee_to_green
175,175,Jonathan Randolph,72,-0.85,-0.408,-0.234,-0.208,56,2015,sg_tee_to_green
176,176,Aaron Baddeley,76,-0.945,-0.596,-0.719,0.37,66,2015,sg_tee_to_green
177,177,Heath Slocum,57,-0.97,-0.229,-0.759,0.018,39,2015,sg_tee_to_green
178,178,Oscar Fraustro,58,-1.034,0.259,-0.637,-0.655,40,2015,sg_tee_to_green
179,179,Andrew Svoboda,80,-1.041,-0.171,-0.41,-0.46,70,2015,sg_tee_to_green
180,180,Matt Every,73,-1.043,-0.925,-0.074,-0.044,56,2015,sg_tee_to_green
181,181,Eric Axley,57,-1.101,-0.541,-0.372,-0.189,43,2015,sg_tee_to_green
182,182,Roger Sloan,56,-1.103,-0.168,-0.746,-0.19,40,2015,sg_tee_to_green
183,183,Greg Chalmers,58,-1.133,-0.323,-0.782,-0.028,36,2015,sg_tee_to_green
184,184,Andrew Putnam,68,-1.43,-1.411,-0.132,0.113,54,2015,sg_tee_to_green
