RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,EVENTS,%,OFFICIAL MONEY WON,POTENTIAL MONEY,year,measure
29,28,Sean O'Hair,29,8.79,"2,461,481","28,008,584",2005,pct_total_money_won
30,30,Olin Browne,29,8.62,"2,171,927","25,204,000",2005,pct_total_money_won
31,29,Chad Campbell,27,8.61,"2,391,431","27,767,584",2005,pct_total_money_won
32,31,Tim Clark,26,8.5,"2,310,037","27,166,584",2005,pct_total_money_won
33,35,Mark Calcavecchia,27,8.46,"2,185,309","25,844,584",2005,pct_total_money_won
34,36,Stuart Appleby,25,8.45,"2,202,506","26,075,584",2005,pct_total_money_won
35,T32,Brandt Jobe,27,8.37,"2,133,149","25,474,000",2005,pct_total_money_won
36,34,Jaxon Brigman,2,8.16,"162,961","1,998,000",2005,pct_total_money_won
37,37,"Wes Short, Jr.",16,7.99,"1,029,640","12,879,000",2005,pct_total_money_won
38,T38,Lucas Glover,28,7.98,"2,050,067","25,695,000",2005,pct_total_money_won
T39,T38,Fred Couples,22,7.93,"1,804,178","22,738,584",2005,pct_total_money_won
T39,T38,Tom Lehman,20,7.93,"1,655,416","20,875,584",2005,pct_total_money_won
41,41,Billy Mayfair,31,7.77,"2,236,455","28,777,000",2005,pct_total_money_won
T42,48,Tim Herron,28,7.66,"2,103,550","27,473,584",2005,pct_total_money_won
T42,42,Geoff Ogilvy,26,7.66,"1,931,676","25,205,584",2005,pct_total_money_won
44,43,Paul McGinley,6,7.65,"547,183","7,155,584",2005,pct_total_money_won
45,44,Brad Faxon,23,7.62,"1,700,534","22,330,584",2005,pct_total_money_won
46,45,Jason Bohn,28,7.59,"1,888,567","24,880,000",2005,pct_total_money_won
47,46,Scott Dunlap,3,7.57,"204,500","2,700,000",2005,pct_total_money_won
48,47,Thomas Bjørn,8,7.54,"769,267","10,201,584",2005,pct_total_money_won
49,49,Charles Howell III,29,7.28,"2,074,329","28,481,584",2005,pct_total_money_won
50,50,K.J. Choi,24,7.09,"1,765,373","24,898,584",2005,pct_total_money_won
51,51,Steve Elkington,20,7.05,"1,410,350","20,015,000",2005,pct_total_money_won
52,52,Peter Lonard,27,6.88,"1,897,998","27,571,584",2005,pct_total_money_won
53,53,John Daly,25,6.86,"1,759,920","25,643,584",2005,pct_total_money_won
54,54,Jeff Brehaut,23,6.85,"1,271,061","18,549,000",2005,pct_total_money_won
55,55,Graeme McDowell,14,6.84,"1,086,859","15,880,584",2005,pct_total_money_won
56,56,Shigeki Maruyama,29,6.72,"1,933,048","28,759,584",2005,pct_total_money_won
57,57,Joel Kribel,2,6.71,"112,360","1,674,000",2005,pct_total_money_won
58,60,Ted Purdy,34,6.7,"2,198,368","32,823,584",2005,pct_total_money_won
59,58,Arjun Atwal,17,6.68,"963,768","14,418,000",2005,pct_total_money_won
60,59,Carl Pettersson,34,6.65,"1,993,850","29,970,000",2005,pct_total_money_won
61,61,Stewart Cink,26,6.49,"1,733,048","26,705,584",2005,pct_total_money_won
62,62,Joe Ogilvie,30,6.35,"1,819,547","28,670,584",2005,pct_total_money_won
63,63,Vaughn Taylor,32,6.29,"1,827,573","29,036,000",2005,pct_total_money_won
64,64,Greg Owen,24,6.17,"1,352,878","21,915,000",2005,pct_total_money_won
65,65,Jonathan Kaye,24,6.14,"1,416,108","23,069,000",2005,pct_total_money_won
66,66,Heath Slocum,29,6.11,"1,606,185","26,287,000",2005,pct_total_money_won
67,67,Rod Pampling,26,6.05,"1,613,814","26,669,584",2005,pct_total_money_won
68,68,Zach Johnson,30,5.97,"1,796,440","30,107,584",2005,pct_total_money_won
69,69,Nick O'Hern,13,5.94,"889,201","14,962,584",2005,pct_total_money_won
70,70,Bradley Dredge,1,5.92,"77,000","1,300,000",2005,pct_total_money_won
71,71,Mark Hensby,21,5.88,"1,312,636","22,313,584",2005,pct_total_money_won
72,72,Ryan Moore,14,5.81,"686,249","11,817,000",2005,pct_total_money_won
73,73,Tom Purtzer,1,5.78,"58,240","1,008,000",2005,pct_total_money_won
74,74,Tim Petrovic,32,5.64,"1,711,228","30,326,584",2005,pct_total_money_won
75,75,Mike Weir,23,5.59,"1,363,466","24,383,584",2005,pct_total_money_won
76,76,Tom Pernice Jr.,32,5.37,"1,608,056","29,962,584",2005,pct_total_money_won
77,77,Richard Johnson,16,5.35,"689,363","12,888,000",2005,pct_total_money_won
78,78,Justin Rose,28,5.33,"1,365,190","25,623,000",2005,pct_total_money_won
T79,T79,Bo Van Pelt,33,5.27,"1,606,081","30,484,584",2005,pct_total_money_won
T79,T79,Michael Putnam,5,5.27,"229,733","4,356,000",2005,pct_total_money_won
81,81,David Howell,12,5.16,"696,949","13,494,000",2005,pct_total_money_won
82,82,Yasuharu Imano,1,5.08,"66,000","1,300,000",2005,pct_total_money_won
83,83,Loren Roberts,18,5.04,"874,330","17,365,000",2005,pct_total_money_won
84,84,Trevor Immelman,14,4.92,"726,867","14,769,584",2005,pct_total_money_won
85,85,Bernhard Langer,19,4.86,"952,450","19,585,584",2005,pct_total_money_won
86,86,Pat Perez,28,4.82,"1,258,087","26,092,584",2005,pct_total_money_won
87,87,Arron Oberholser,21,4.73,"921,796","19,476,000",2005,pct_total_money_won
88,88,Jerry Kelly,31,4.71,"1,352,486","28,733,584",2005,pct_total_money_won
89,89,Billy Andrade,26,4.7,"1,120,834","23,823,000",2005,pct_total_money_won
T90,T90,Tadahiro Takayama,1,4.51,"56,946","1,261,584",2005,pct_total_money_won
T90,T90,Nick Flanagan,1,4.51,"56,946","1,261,584",2005,pct_total_money_won
T90,T90,Scott Drummond,1,4.51,"56,946","1,261,584",2005,pct_total_money_won
93,93,Ian Poulter,20,4.48,"946,890","21,145,584",2005,pct_total_money_won
T94,T94,Craig Stadler,6,4.45,"256,110","5,760,000",2005,pct_total_money_won
T94,T94,Bob Tway,26,4.45,"1,072,387","24,085,584",2005,pct_total_money_won
96,96,Carlos Franco,25,4.43,"1,029,266","23,218,000",2005,pct_total_money_won
T97,T97,Scott McCarron,24,4.42,"977,517","22,140,000",2005,pct_total_money_won
T97,T97,Joe Durant,25,4.42,"1,039,699","23,500,584",2005,pct_total_money_won
T97,T97,Robert Gamez,28,4.42,"1,115,364","25,254,000",2005,pct_total_money_won
100,100,Aaron Baddeley,27,4.31,"1,006,005","23,346,000",2005,pct_total_money_won
101,101,Ryan Palmer,32,4.28,"1,280,001","29,918,000",2005,pct_total_money_won
102,102,Woody Austin,30,4.27,"1,177,094","27,587,000",2005,pct_total_money_won
103,103,Jeff Sluman,28,4.25,"1,087,506","25,605,000",2005,pct_total_money_won
104,104,Brian Davis,23,4.1,"854,459","20,863,584",2005,pct_total_money_won
105,105,Joey Sindelar,29,4.05,"1,060,237","26,179,000",2005,pct_total_money_won
106,106,Dudley Hart,29,3.99,"1,051,338","26,361,000",2005,pct_total_money_won
107,107,Bob Estes,25,3.96,"891,477","22,518,000",2005,pct_total_money_won
108,108,Robert Allenby,31,3.95,"1,184,457","30,011,584",2005,pct_total_money_won
109,109,Stephen Ames,24,3.89,"959,664","24,671,584",2005,pct_total_money_won
110,110,Nick Price,16,3.85,"626,735","16,295,584",2005,pct_total_money_won
111,111,Joey Snyder III,31,3.82,"1,042,695","27,297,000",2005,pct_total_money_won
112,112,Kevin Na,32,3.81,"1,095,203","28,755,000",2005,pct_total_money_won
T113,T113,Michael Harris,2,3.79,"65,430","1,728,000",2005,pct_total_money_won
T113,T113,Freddie Jacobson,23,3.79,"868,525","22,910,584",2005,pct_total_money_won
T113,T113,Craig Parry,15,3.79,"629,886","16,630,584",2005,pct_total_money_won
116,116,J.L. Lewis,30,3.74,"1,031,158","27,549,000",2005,pct_total_money_won
117,117,Harrison Frazar,31,3.71,"999,082","26,919,000",2005,pct_total_money_won
118,118,Paul Goydos,15,3.7,"486,361","13,149,000",2005,pct_total_money_won
T119,T119,Dean Wilson,27,3.67,"821,902","22,419,000",2005,pct_total_money_won
T119,T119,Charles Warren,31,3.67,"1,007,276","27,459,000",2005,pct_total_money_won
121,121,James Driscoll,26,3.65,"849,890","23,301,000",2005,pct_total_money_won
122,122,Doug Barron,24,3.61,"731,990","20,259,000",2005,pct_total_money_won
123,123,Kevin Sutherland,26,3.57,"845,875","23,679,000",2005,pct_total_money_won
124,124,Ángel Cabrera,11,3.56,"451,027","12,685,584",2005,pct_total_money_won
T125,T125,Simon Yates,1,3.54,"46,000","1,300,000",2005,pct_total_money_won
T125,T125,Brett Quigley,31,3.54,"998,154","28,197,000",2005,pct_total_money_won
T125,T125,Tjaart van der Walt,19,3.54,"544,057","15,381,000",2005,pct_total_money_won
128,128,Rory Sabbatini,26,3.53,"920,987","26,100,584",2005,pct_total_money_won
129,129,Corey Pavin,23,3.49,"736,506","21,105,000",2005,pct_total_money_won
130,130,Kirk Triplett,18,3.48,"598,145","17,212,000",2005,pct_total_money_won
T131,T131,Steve Lowery,32,3.34,"950,274","28,449,000",2005,pct_total_money_won
T131,T131,D.J. Trahan,28,3.34,"806,304","24,147,000",2005,pct_total_money_won
133,133,Rocco Mediate,24,3.3,"696,249","21,123,000",2005,pct_total_money_won
134,134,Tag Ridings,31,3.28,"891,811","27,153,000",2005,pct_total_money_won
135,135,John Senden,29,3.27,"855,324","26,181,000",2005,pct_total_money_won
T136,T136,J.J. Henry,32,3.25,"942,346","28,953,000",2005,pct_total_money_won
T136,T136,Marc Cayeux,1,3.25,"42,250","1,300,000",2005,pct_total_money_won
138,138,Jesper Parnevik,24,3.19,"732,844","23,004,000",2005,pct_total_money_won
139,139,Nick Faldo,5,3.16,"184,649","5,851,584",2005,pct_total_money_won
140,140,Jeff Maggert,25,3.12,"743,780","23,872,000",2005,pct_total_money_won
141,141,Kenneth Ferrie,3,3.11,"120,250","3,861,584",2005,pct_total_money_won
142,142,John Rollins,30,3.09,"852,147","27,621,000",2005,pct_total_money_won
143,143,Lee Westwood,15,3.08,"501,267","16,249,584",2005,pct_total_money_won
144,144,Craig Barlow,26,3.07,"720,362","23,463,000",2005,pct_total_money_won
145,145,Ryuji Imada,25,3.02,"650,221","21,510,000",2005,pct_total_money_won
146,146,Steve Flesch,30,2.99,"869,106","29,055,584",2005,pct_total_money_won
147,147,J.P. Hayes,22,2.98,"531,704","17,847,000",2005,pct_total_money_won
148,148,Peter Tomasulo,2,2.97,"55,027","1,854,000",2005,pct_total_money_won
149,149,Jay Delsing,11,2.95,"230,850","7,830,000",2005,pct_total_money_won
150,150,Marcel Siem,1,2.94,"29,150","990,000",2005,pct_total_money_won
151,151,Hank Kuehne,30,2.93,"786,817","26,883,000",2005,pct_total_money_won
T152,T152,Robert Damron,28,2.91,"739,835","25,443,000",2005,pct_total_money_won
T152,T152,Richard Green,11,2.91,"365,807","12,559,584",2005,pct_total_money_won
154,154,Daniel Chopra,34,2.89,"893,367","30,880,584",2005,pct_total_money_won
155,155,Rich Beem,26,2.86,"701,242","24,535,584",2005,pct_total_money_won
156,156,Niclas Fasth,3,2.85,"107,500","3,770,000",2005,pct_total_money_won
157,157,Jay Haas,16,2.84,"485,109","17,081,000",2005,pct_total_money_won
158,158,Bill Haas,6,2.82,"159,586","5,652,000",2005,pct_total_money_won
159,159,Stephen Leaney,29,2.8,"758,057","27,049,000",2005,pct_total_money_won
160,160,Jyoti Randhawa,2,2.79,"72,500","2,600,000",2005,pct_total_money_won
161,161,Mark Wilson,25,2.78,"573,218","20,619,000",2005,pct_total_money_won
162,162,Marco Dawson,23,2.67,"526,264","19,701,000",2005,pct_total_money_won
163,163,Mathias Grönberg,19,2.66,"401,139","15,057,000",2005,pct_total_money_won
164,164,Kazuhiko Hosokawa,1,2.65,"34,500","1,300,000",2005,pct_total_money_won
165,165,Ben Curtis,24,2.62,"594,669","22,699,584",2005,pct_total_money_won
166,166,Jonathan Byrd,31,2.61,"726,022","27,772,000",2005,pct_total_money_won
167,167,Neil Cheetham,1,2.54,"33,000","1,300,000",2005,pct_total_money_won
168,168,Miguel Angel Jiménez,9,2.53,"281,398","11,101,584",2005,pct_total_money_won
169,169,Warren Abery,1,2.5,"32,500","1,300,000",2005,pct_total_money_won
170,170,John Huston,31,2.49,"657,969","26,379,000",2005,pct_total_money_won
171,171,Tommy Armour III,29,2.45,"636,642","25,956,000",2005,pct_total_money_won
172,172,Brett Wetterich,28,2.43,"576,029","23,661,000",2005,pct_total_money_won
T173,T173,Omar Uresti,27,2.41,"538,237","22,329,000",2005,pct_total_money_won
T173,T173,Jay Williamson,16,2.41,"382,653","15,885,000",2005,pct_total_money_won
175,175,Brian Gay,33,2.4,"689,861","28,791,000",2005,pct_total_money_won
T176,T176,Thomas Levet,20,2.37,"485,343","20,475,584",2005,pct_total_money_won
T176,T176,Brenden Pappas,15,2.37,"279,340","11,790,000",2005,pct_total_money_won
178,178,Hidemichi Tanaka,34,2.35,"686,113","29,241,000",2005,pct_total_money_won
179,179,Matt Kuchar,21,2.32,"402,785","17,388,000",2005,pct_total_money_won
180,180,Per-Ulrik Johansson,7,2.31,"126,640","5,472,000",2005,pct_total_money_won
181,181,Darron Stiles,26,2.3,"499,826","21,753,000",2005,pct_total_money_won
182,182,Steve Stricker,21,2.29,"397,639","17,352,000",2005,pct_total_money_won
183,183,Nick Watney,31,2.28,"605,369","26,523,000",2005,pct_total_money_won
T184,T184,Kent Jones,32,2.26,"629,943","27,873,000",2005,pct_total_money_won
T184,T184,Shingo Katayama,5,2.26,"131,020","5,800,000",2005,pct_total_money_won
186,186,Michael Allen,30,2.22,"591,829","26,703,000",2005,pct_total_money_won
187,187,Todd Fischer,35,2.19,"664,097","30,303,000",2005,pct_total_money_won
188,188,Stephen Dodd,4,2.18,"109,500","5,031,584",2005,pct_total_money_won
T189,T189,Patrick Sheehan,35,2.17,"675,037","31,149,000",2005,pct_total_money_won
T189,T189,Briny Baird,33,2.17,"624,190","28,719,000",2005,pct_total_money_won
191,191,Brendan Jones,28,2.12,"498,816","23,499,000",2005,pct_total_money_won
192,192,Scott Gutschewski,27,2.11,"485,486","23,032,584",2005,pct_total_money_won
T193,T193,Simon Khan,1,2.08,"26,243","1,261,584",2005,pct_total_money_won
T193,T193,Hiroyuki Fujita,1,2.08,"26,243","1,261,584",2005,pct_total_money_won
T193,T193,Soren Hansen,1,2.08,"26,243","1,261,584",2005,pct_total_money_won
196,196,Phillip Price,25,2.02,"419,415","20,727,000",2005,pct_total_money_won
T197,T197,Hunter Mahan,34,1.96,"589,566","30,033,000",2005,pct_total_money_won
T197,T197,Neal Lancaster,31,1.96,"532,185","27,153,000",2005,pct_total_money_won
199,199,Andrew Magee,29,1.94,"488,779","25,245,000",2005,pct_total_money_won
200,200,Jimmy Walker,9,1.92,"155,850","8,100,000",2005,pct_total_money_won
201,201,Steve Schneiter,1,1.91,"22,300","1,170,000",2005,pct_total_money_won
202,202,Nick Dougherty,6,1.9,"128,217","6,740,000",2005,pct_total_money_won
T203,T203,Spike McRoy,12,1.87,"173,919","9,306,000",2005,pct_total_money_won
T203,T203,Gavin Coles,22,1.87,"359,522","19,219,000",2005,pct_total_money_won
T205,T205,Bob Heintz,24,1.85,"355,488","19,215,000",2005,pct_total_money_won
T205,T205,Todd Hamilton,31,1.85,"559,494","30,171,584",2005,pct_total_money_won
207,207,Thongchai Jaidee,4,1.84,"92,653","5,031,584",2005,pct_total_money_won
T208,T208,Tom Scherrer,2,1.83,"27,333","1,494,000",2005,pct_total_money_won
T208,T208,Duffy Waldorf,28,1.83,"462,724","25,246,584",2005,pct_total_money_won
210,210,Charl Schwartzel,4,1.82,"77,000","4,235,584",2005,pct_total_money_won
211,211,Lee Janzen,26,1.8,"422,748","23,535,000",2005,pct_total_money_won
T212,T212,Alex Cejka,31,1.78,"510,082","28,688,584",2005,pct_total_money_won
T212,T212,Carl Paulson,13,1.78,"198,214","11,151,000",2005,pct_total_money_won
214,214,Cameron Beckman,31,1.77,"474,107","26,757,000",2005,pct_total_money_won
215,215,Brian Bateman,32,1.76,"505,516","28,773,000",2005,pct_total_money_won
216,216,Shaun Micheel,29,1.75,"487,401","27,901,584",2005,pct_total_money_won
T217,T217,Mike Springer,5,1.72,"59,268","3,438,000",2005,pct_total_money_won
T217,T217,Craig Bowden,15,1.72,"199,911","11,628,000",2005,pct_total_money_won
219,219,Tom Gillis,28,1.71,"421,050","24,669,000",2005,pct_total_money_won
220,220,Paul Casey,10,1.68,"195,192","11,619,584",2005,pct_total_money_won
221,221,Frank Lickliter II,33,1.67,"486,580","29,088,000",2005,pct_total_money_won
222,222,John Cook,26,1.66,"374,185","22,599,000",2005,pct_total_money_won
T223,T223,Peter Jacobsen,11,1.65,"180,583","10,935,000",2005,pct_total_money_won
T223,T223,Scott Hoch,2,1.65,"31,130","1,890,000",2005,pct_total_money_won
T223,T223,Chris Smith,32,1.65,"454,375","27,513,000",2005,pct_total_money_won
226,226,Brent Geiberger,21,1.64,"309,558","18,884,000",2005,pct_total_money_won
T227,T227,Steve Webster,2,1.63,"39,586","2,431,584",2005,pct_total_money_won
T227,T227,Glen Day,27,1.63,"370,220","22,644,000",2005,pct_total_money_won
T227,T227,Dan Forsman,17,1.63,"214,134","13,140,000",2005,pct_total_money_won
T230,T230,Erik Compton,1,1.61,"15,895","990,000",2005,pct_total_money_won
T230,T230,Stephen Gangluff,1,1.61,"14,161","882,000",2005,pct_total_money_won
232,232,Simon Dyson,2,1.59,"38,548","2,431,584",2005,pct_total_money_won
233,233,Hunter Haas,28,1.57,"371,925","23,643,000",2005,pct_total_money_won
234,234,Roland Thatcher,26,1.55,"326,299","21,105,000",2005,pct_total_money_won
235,235,Paul Lawrie,1,1.52,"19,153","1,261,584",2005,pct_total_money_won
T236,T236,Scott Piercy,4,1.51,"47,140","3,114,000",2005,pct_total_money_won
T236,T236,Søren Kjeldsen,1,1.51,"17,667","1,170,000",2005,pct_total_money_won
238,238,Steve Allan,32,1.5,"418,428","27,837,000",2005,pct_total_money_won
T239,T239,Gavin Flint,1,1.47,"7,932","540,000",2005,pct_total_money_won
T239,T239,Steve Marino,1,1.47,"14,542","990,000",2005,pct_total_money_won
T241,T241,Scott Hend,28,1.46,"356,247","24,400,584",2005,pct_total_money_won
T241,T241,Paul Gow,27,1.46,"324,458","22,185,000",2005,pct_total_money_won
T243,T243,D.A. Points,33,1.44,"400,540","27,909,000",2005,pct_total_money_won
T243,T243,David Peoples,12,1.44,"127,907","8,856,000",2005,pct_total_money_won
T243,T243,Peter Hanson,3,1.44,"51,891","3,601,584",2005,pct_total_money_won
T246,T246,Franklin Langham,31,1.42,"380,435","26,757,000",2005,pct_total_money_won
T246,T246,José Coceres,22,1.42,"269,704","18,945,000",2005,pct_total_money_won
T248,T248,John Bickerton,1,1.39,"17,522","1,261,584",2005,pct_total_money_won
T248,T248,Spencer Levin,7,1.39,"78,082","5,607,000",2005,pct_total_money_won
T248,T248,Esteban Toledo,7,1.39,"76,887","5,544,000",2005,pct_total_money_won
T248,T248,Larry Mize,18,1.39,"206,968","14,931,000",2005,pct_total_money_won
T248,T248,Tino Schuster,1,1.39,"17,522","1,261,584",2005,pct_total_money_won
253,253,Matt Gogel,28,1.38,"344,150","24,993,000",2005,pct_total_money_won
254,254,Will MacKenzie,25,1.36,"275,528","20,295,000",2005,pct_total_money_won
T255,T255,Kevin Streelman,2,1.34,"21,694","1,620,000",2005,pct_total_money_won
T255,T255,D.J. Brigman,26,1.34,"294,849","22,023,000",2005,pct_total_money_won
T255,T255,S.K. Ho,3,1.34,"50,169","3,731,584",2005,pct_total_money_won
258,258,Chris Anderson,25,1.33,"270,347","20,295,000",2005,pct_total_money_won
259,259,Tom Byrum,27,1.31,"323,953","24,778,584",2005,pct_total_money_won
T260,T260,Robert Rock,1,1.3,"16,383","1,261,584",2005,pct_total_money_won
T260,T260,Kevin Stadler,33,1.3,"367,775","28,287,000",2005,pct_total_money_won
T260,T260,Charlie Wi,23,1.3,"250,080","19,269,000",2005,pct_total_money_won
T260,T260,Keiichiro Fukabori,1,1.3,"15,223","1,170,000",2005,pct_total_money_won
T260,T260,Jonathan Lomas,1,1.3,"15,223","1,170,000",2005,pct_total_money_won
T260,T260,David Smail,1,1.3,"16,383","1,261,584",2005,pct_total_money_won
T266,T266,Brad Fabel,1,1.28,"6,925","540,000",2005,pct_total_money_won
T266,T266,Wayne Levi,1,1.28,"6,925","540,000",2005,pct_total_money_won
268,268,Ben Portie,1,1.26,"6,780","540,000",2005,pct_total_money_won
T269,T269,Steve Collins,1,1.25,"11,250","900,000",2005,pct_total_money_won
T269,T269,David Frost,10,1.25,"111,257","8,875,584",2005,pct_total_money_won
T269,T269,Paul Azinger,22,1.25,"246,489","19,647,000",2005,pct_total_money_won
T269,T269,Patrik Sjöland,1,1.25,"15,769","1,261,584",2005,pct_total_money_won
273,273,Jason Knutzon,1,1.24,"8,920","720,000",2005,pct_total_money_won
274,274,Charley Hoffman,1,1.23,"10,656","864,000",2005,pct_total_money_won
275,275,Kelly Grunewald,1,1.21,"11,935","990,000",2005,pct_total_money_won
276,276,Paul Sheehan,1,1.18,"11,715","990,000",2005,pct_total_money_won
277,277,Graeme Storm,1,1.17,"14,806","1,261,584",2005,pct_total_money_won
278,278,John Mallinger,1,1.16,"13,553","1,170,000",2005,pct_total_money_won
279,279,Kevin Johnson,1,1.14,"11,330","990,000",2005,pct_total_money_won
T280,T280,Paul Claxton,29,1.12,"269,700","24,111,000",2005,pct_total_money_won
T280,T280,Ryan Dillon,1,1.12,"6,060","540,000",2005,pct_total_money_won
T282,T282,Casey Martin,1,1.11,"10,547","954,000",2005,pct_total_money_won
T282,T282,Chris Riley,25,1.11,"268,735","24,318,584",2005,pct_total_money_won
T284,T284,"Ron Philo, Jr.",1,1.09,"12,750","1,170,000",2005,pct_total_money_won
T284,T284,Dennis Paulson,24,1.09,"232,146","21,321,000",2005,pct_total_money_won
T286,T286,Mark Brooks,28,1.08,"273,667","25,317,000",2005,pct_total_money_won
T286,T286,Doug Tewell,1,1.08,"10,088","936,000",2005,pct_total_money_won
T286,T286,Jason Hartwick,1,1.08,"12,090","1,116,000",2005,pct_total_money_won
T286,T286,Garrett Willis,7,1.08,"52,250","4,860,000",2005,pct_total_money_won
T286,T286,Maarten Lafeber,2,1.08,"26,243","2,431,584",2005,pct_total_money_won
T291,T291,Steven Bowditch,1,1.07,"8,299","774,000",2005,pct_total_money_won
T291,T291,Camilo Benedetti,1,1.07,"9,600","900,000",2005,pct_total_money_won
T291,T291,Sandy Lyle,4,1.07,"46,433","4,321,584",2005,pct_total_money_won
294,294,Mike Small,2,1.06,"21,900","2,070,000",2005,pct_total_money_won
295,295,Tom Watson,2,1.04,"26,243","2,521,584",2005,pct_total_money_won
296,296,Greg Meyer,1,1.03,"8,928","864,000",2005,pct_total_money_won
T297,T297,Blaine McCallister,9,1.02,"64,253","6,300,000",2005,pct_total_money_won
T297,T297,Justin Bolli,24,1.02,"207,399","20,313,000",2005,pct_total_money_won
299,299,David Hearn,24,1.01,"197,452","19,485,000",2005,pct_total_money_won
300,300,Darrell Kestner,1,1,"11,700","1,170,000",2005,pct_total_money_won
301,301,Gary Hallberg,1,0.99,"7,160","720,000",2005,pct_total_money_won
T302,T302,Glen Hnatiuk,21,0.98,"185,162","18,837,000",2005,pct_total_money_won
T302,T302,Rick Heath,1,0.98,"9,735","990,000",2005,pct_total_money_won
T304,T304,Ahmad Bateman,1,0.97,"9,625","990,000",2005,pct_total_money_won
T304,T304,Mark O'Meara,21,0.97,"190,969","19,711,584",2005,pct_total_money_won
T306,T306,Donnie Hammond,3,0.96,"20,150","2,106,000",2005,pct_total_money_won
T306,T306,Mario Tiziani,23,0.96,"181,618","18,909,000",2005,pct_total_money_won
308,308,Tom Kite,12,0.95,"103,429","10,935,000",2005,pct_total_money_won
309,309,David Edwards,9,0.92,"62,459","6,804,000",2005,pct_total_money_won
310,310,Michael Bradley,4,0.91,"25,254","2,790,000",2005,pct_total_money_won
T311,T311,Grant Waite,6,0.9,"38,855","4,320,000",2005,pct_total_money_won
T311,T311,Chris Nallen,1,0.9,"10,547","1,170,000",2005,pct_total_money_won
313,313,Andre Stolz,12,0.89,"104,775","11,770,000",2005,pct_total_money_won
314,314,Dicky Pride,5,0.87,"36,931","4,266,000",2005,pct_total_money_won
315,315,Camilo Villegas,2,0.86,"16,300","1,890,000",2005,pct_total_money_won
316,316,Michael Long,26,0.85,"180,418","21,195,000",2005,pct_total_money_won
317,317,Guy Boros,5,0.84,"27,765","3,294,000",2005,pct_total_money_won
318,318,Casey Wittenberg,9,0.83,"67,547","8,154,000",2005,pct_total_money_won
319,319,Brad Lardon,4,0.82,"25,331","3,105,000",2005,pct_total_money_won
T320,T320,Sean Murphy,3,0.81,"21,120","2,592,000",2005,pct_total_money_won
T320,T320,Greg Norman,2,0.81,"17,522","2,161,584",2005,pct_total_money_won
322,322,Mike Standly,2,0.76,"8,904","1,170,000",2005,pct_total_money_won
T323,T323,Joakim Haeggman,4,0.74,"35,000","4,721,584",2005,pct_total_money_won
T323,T323,Stephen Gallacher,4,0.74,"36,500","4,901,584",2005,pct_total_money_won
325,325,Jeff Hart,23,0.72,"135,165","18,693,000",2005,pct_total_money_won
326,326,Don Yrene,2,0.71,"10,452","1,476,000",2005,pct_total_money_won
