RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG.,TOTAL DISTANCE,TOTAL DRIVES,year,measure
65,64,John Huston,56,291.5,"30,313",104,2008,avg_driv_dist
T66,T68,D.J. Trahan,94,291.3,"54,771",188,2008,avg_driv_dist
T66,T68,Trevor Immelman,70,291.3,"39,620",136,2008,avg_driv_dist
68,65,Kevin Stadler,90,291.2,"47,756",164,2008,avg_driv_dist
T69,T71,Michael Letzig,88,291.1,"48,897",168,2008,avg_driv_dist
T69,T71,Sean O'Hair,81,291.1,"47,156",162,2008,avg_driv_dist
71,73,Kevin Sutherland,98,291,"57,031",196,2008,avg_driv_dist
72,74,Stuart Appleby,87,290.9,"48,872",168,2008,avg_driv_dist
73,T75,Aaron Baddeley,76,290.3,"42,381",146,2008,avg_driv_dist
74,70,John Riegger,73,290.1,"38,876",134,2008,avg_driv_dist
T75,T78,Chad Campbell,94,289.9,"54,498",188,2008,avg_driv_dist
T75,77,Brad Adamonis,87,289.9,"48,129",166,2008,avg_driv_dist
T75,T78,Hunter Mahan,87,289.9,"49,287",170,2008,avg_driv_dist
78,T75,Brad Elder,67,289.8,"35,357",122,2008,avg_driv_dist
79,80,Mark Hensby,71,289.4,"41,094",142,2008,avg_driv_dist
80,81,John Rollins,94,288.9,"54,320",188,2008,avg_driv_dist
81,83,John Senden,93,288.8,"53,140",184,2008,avg_driv_dist
T82,91,Rod Pampling,83,288,"46,074",160,2008,avg_driv_dist
T82,84,Vaughn Taylor,103,288,"59,330",206,2008,avg_driv_dist
T84,T85,Bob Sowards,61,287.9,"31,671",110,2008,avg_driv_dist
T84,T88,David Lutterus,59,287.9,"30,519",106,2008,avg_driv_dist
T86,90,Cody Freeman,66,287.8,"35,689",124,2008,avg_driv_dist
T86,T88,Ben Crane,86,287.8,"49,494",172,2008,avg_driv_dist
T88,T85,Rich Beem,90,287.7,"51,779",180,2008,avg_driv_dist
T88,92,Eric Axley,113,287.7,"62,708",218,2008,avg_driv_dist
T88,94,Joe Ogilvie,100,287.7,"55,230",192,2008,avg_driv_dist
T88,82,Tom Scherrer,56,287.7,"28,768",100,2008,avg_driv_dist
T88,87,Tommy Armour III,77,287.7,"42,001",146,2008,avg_driv_dist
93,93,Jesper Parnevik,88,287.6,"48,316",168,2008,avg_driv_dist
94,T97,Brett Quigley,80,287.5,"44,855",156,2008,avg_driv_dist
T95,T97,Charlie Wi,97,287.4,"55,760",194,2008,avg_driv_dist
T95,95,Chris Stroud,81,287.4,"43,104",150,2008,avg_driv_dist
T97,96,Alejandro Cañizares,52,287.1,"25,269",88,2008,avg_driv_dist
T97,103,Retief Goosen,59,287.1,"33,302",116,2008,avg_driv_dist
99,T100,Steve Lowery,74,287,"42,472",148,2008,avg_driv_dist
100,T100,Y.E. Yang,89,286.9,"49,929",174,2008,avg_driv_dist
101,102,Michael Allen,91,286.8,"52,206",182,2008,avg_driv_dist
102,T97,Joe Durant,92,286.5,"48,126",168,2008,avg_driv_dist
T103,T107,Jeff Gove,50,286.4,"26,349",92,2008,avg_driv_dist
T103,105,Ryan Armour,87,286.4,"47,543",166,2008,avg_driv_dist
105,T109,Parker McLachlin,88,286.2,"48,081",168,2008,avg_driv_dist
T106,T111,K.J. Choi,74,286.1,"40,056",140,2008,avg_driv_dist
T106,T111,Marco Dawson,64,286.1,"32,042",112,2008,avg_driv_dist
T108,104,Will MacKenzie,62,286,"35,466",124,2008,avg_driv_dist
T108,T109,Carl Pettersson,110,286,"62,924",220,2008,avg_driv_dist
110,106,Jeff Maggert,86,285.9,"49,181",172,2008,avg_driv_dist
111,T107,Kyle Thompson,70,285.7,"36,566",128,2008,avg_driv_dist
112,113,Carlos Franco,73,285.6,"38,271",134,2008,avg_driv_dist
113,T115,David Duval,51,285.5,"29,119",102,2008,avg_driv_dist
T114,T115,Woody Austin,109,285.3,"59,906",210,2008,avg_driv_dist
T114,T118,Jonathan Byrd,88,285.3,"48,504",170,2008,avg_driv_dist
116,T115,Briny Baird,113,285.2,"59,896",210,2008,avg_driv_dist
117,114,Marc Turnesa,87,285.1,"47,334",166,2008,avg_driv_dist
118,120,Ken Duke,116,284.9,"66,095",232,2008,avg_driv_dist
T119,T118,Kenneth Ferrie,72,284.8,"36,456",128,2008,avg_driv_dist
T119,T121,Mike Weir,88,284.8,"49,555",174,2008,avg_driv_dist
121,123,Ben Curtis,80,284.7,"43,267",152,2008,avg_driv_dist
122,124,Mark Wilson,107,284.6,"60,894",214,2008,avg_driv_dist
123,T121,Jay Williamson,96,284.4,"50,056",176,2008,avg_driv_dist
124,T128,J.P. Hayes,67,284.2,"38,078",134,2008,avg_driv_dist
T125,T125,Scott Sterling,89,284.1,"47,166",166,2008,avg_driv_dist
T125,T125,Frank Lickliter II,107,284.1,"60,808",214,2008,avg_driv_dist
T125,T130,Patrick Sheehan,124,284.1,"65,908",232,2008,avg_driv_dist
T125,T130,Justin Bolli,87,284.1,"45,453",160,2008,avg_driv_dist
T129,T133,Billy Mayfair,103,284,"58,499",206,2008,avg_driv_dist
T129,T133,Todd Hamilton,92,284,"52,253",184,2008,avg_driv_dist
T129,T128,Tim Petrovic,97,284,"50,544",178,2008,avg_driv_dist
132,T125,Lee Janzen,89,283.9,"47,129",166,2008,avg_driv_dist
133,T130,Stephen Ames,83,283.8,"46,543",164,2008,avg_driv_dist
134,135,Nathan Green,95,283.7,"53,898",190,2008,avg_driv_dist
T135,T136,Steve Stricker,75,283.6,"40,842",144,2008,avg_driv_dist
T135,T136,Ian Poulter,51,283.6,"27,793",98,2008,avg_driv_dist
137,T139,Billy Andrade,71,283.3,"37,968",134,2008,avg_driv_dist
138,T141,Johnson Wagner,83,283.2,"45,305",160,2008,avg_driv_dist
T139,143,Mark Calcavecchia,67,283.1,"37,363",132,2008,avg_driv_dist
T139,T139,Scott McCarron,63,283.1,"35,669",126,2008,avg_driv_dist
141,T144,Kent Jones,68,282.9,"35,078",124,2008,avg_driv_dist
T142,T141,Brett Rumford,72,282.7,"38,453",136,2008,avg_driv_dist
T142,T144,Freddie Jacobson,78,282.7,"44,102",156,2008,avg_driv_dist
T142,T136,Alex Cejka,75,282.7,"39,016",138,2008,avg_driv_dist
145,T146,Bob Estes,90,282.6,"49,737",176,2008,avg_driv_dist
T146,T150,David Toms,70,282.2,"38,383",136,2008,avg_driv_dist
T146,T146,Richard Johnson,60,282.2,"30,476",108,2008,avg_driv_dist
T148,154,Steve Elkington,84,282,"47,370",168,2008,avg_driv_dist
T148,153,Tom Lehman,51,282,"27,635",98,2008,avg_driv_dist
T150,149,Cameron Beckman,87,281.9,"44,533",158,2008,avg_driv_dist
T150,T150,Steve Flesch,95,281.9,"53,568",190,2008,avg_driv_dist
152,155,Chez Reavie,102,281.8,"55,242",196,2008,avg_driv_dist
T153,148,Robert Gamez,79,281.6,"43,372",154,2008,avg_driv_dist
T153,152,Peter Lonard,92,281.6,"49,570",176,2008,avg_driv_dist
T153,T156,Doug LaBelle II,65,281.6,"32,671",116,2008,avg_driv_dist
156,158,Justin Leonard,101,281.4,"53,467",190,2008,avg_driv_dist
157,T156,Tim Clark,90,281.1,"50,035",178,2008,avg_driv_dist
T158,159,Cliff Kresge,84,280.9,"44,943",160,2008,avg_driv_dist
T158,161,Kevin Na,97,280.9,"54,486",194,2008,avg_driv_dist
160,162,Brandt Snedeker,85,280.8,"47,169",168,2008,avg_driv_dist
161,160,Tom Pernice Jr.,104,280.6,"58,361",208,2008,avg_driv_dist
162,T163,Jim Furyk,95,280.4,"52,721",188,2008,avg_driv_dist
163,165,Jim McGovern,75,280,"38,636",138,2008,avg_driv_dist
164,T163,Heath Slocum,104,279.9,"58,218",208,2008,avg_driv_dist
165,166,Tim Wilkinson,95,279.8,"48,688",174,2008,avg_driv_dist
166,168,Bart Bryant,81,279.5,"45,280",162,2008,avg_driv_dist
167,167,Bob Tway,70,279.2,"35,736",128,2008,avg_driv_dist
168,T169,Chris Riley,51,279.1,"24,000",86,2008,avg_driv_dist
169,171,John Mallinger,95,279,"53,001",190,2008,avg_driv_dist
T170,T172,Ryuji Imada,80,278.6,"44,576",160,2008,avg_driv_dist
T170,T169,Scott Verplank,82,278.6,"45,140",162,2008,avg_driv_dist
T170,T172,Rocco Mediate,87,278.6,"48,475",174,2008,avg_driv_dist
173,T175,Brian Davis,108,277.7,"59,983",216,2008,avg_driv_dist
174,T175,Chad Collins,72,277.5,"36,632",132,2008,avg_driv_dist
175,174,Chris DiMarco,87,277.4,"48,275",174,2008,avg_driv_dist
176,177,Jerry Kelly,89,277,"46,541",168,2008,avg_driv_dist
177,178,Ron Whittaker,54,276.7,"26,560",96,2008,avg_driv_dist
178,179,Dean Wilson,109,276.2,"58,002",210,2008,avg_driv_dist
179,T181,Dudley Hart,74,275.5,"38,569",140,2008,avg_driv_dist
180,180,Paul Claxton,63,275.4,"31,394",114,2008,avg_driv_dist
181,183,Zach Johnson,85,275.1,"46,216",168,2008,avg_driv_dist
182,184,Matt Kuchar,88,275,"45,108",164,2008,avg_driv_dist
T183,T185,Nick O'Hern,82,274.9,"43,990",160,2008,avg_driv_dist
T183,T185,Glen Day,64,274.9,"31,894",116,2008,avg_driv_dist
T183,T181,Omar Uresti,74,274.9,"38,479",140,2008,avg_driv_dist
186,188,Jin Park,85,274.4,"42,256",154,2008,avg_driv_dist
187,187,Shane Bertsch,96,274.3,"52,667",192,2008,avg_driv_dist
188,T189,Shigeki Maruyama,50,274,"24,660",90,2008,avg_driv_dist
189,T189,Greg Kraft,63,273.6,"30,095",110,2008,avg_driv_dist
190,192,Paul Goydos,78,273.2,"42,624",156,2008,avg_driv_dist
191,194,Stephen Leaney,53,272.7,"26,721",98,2008,avg_driv_dist
192,193,Craig Kanada,65,272.6,"32,163",118,2008,avg_driv_dist
193,195,Jeff Quinney,87,272.5,"47,422",174,2008,avg_driv_dist
194,196,Olin Browne,77,272.1,"40,816",150,2008,avg_driv_dist
195,197,Gavin Coles,54,271.5,"24,976",92,2008,avg_driv_dist
196,198,Brian Gay,102,270.5,"50,850",188,2008,avg_driv_dist
197,199,Corey Pavin,69,261.4,"33,979",130,2008,avg_driv_dist
