RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,EVENTS,%,OFFICIAL MONEY WON,POTENTIAL MONEY,year,measure
138,138,A.J. McInerney,4,3.57,"$164,923","$4,626,000",2018,pct_total_money_won
139,139,Ollie Schniederjans,27,3.56,"$1,303,609","$36,621,000",2018,pct_total_money_won
140,140,Kevin Tway,31,3.55,"$1,379,544","$38,845,800",2018,pct_total_money_won
T141,T141,Seungsu Han,3,3.51,"$132,603","$3,780,000",2018,pct_total_money_won
T141,T141,Tom Hoge,31,3.51,"$1,358,542","$38,710,800",2018,pct_total_money_won
143,143,Sam Ryder,26,3.5,"$1,046,166","$29,890,800",2018,pct_total_money_won
144,144,Poom Saksansin,2,3.49,"$101,900","$2,920,000",2018,pct_total_money_won
145,145,John VanDerLaan,1,3.44,"$21,700","$630,000",2018,pct_total_money_won
146,146,Jim Furyk,15,3.41,"$660,009","$19,342,800",2018,pct_total_money_won
T147,T147,Sam Burns,11,3.38,"$495,916","$14,662,800",2018,pct_total_money_won
T147,T147,George Cunningham,1,3.38,"$37,742","$1,116,000",2018,pct_total_money_won
T149,T149,Bernhard Langer,2,3.36,"$130,200","$3,870,000",2018,pct_total_money_won
T149,T149,Patrick Rodgers,30,3.36,"$1,287,040","$38,259,000",2018,pct_total_money_won
T149,T149,Rory Sabbatini,27,3.36,"$1,126,057","$33,472,800",2018,pct_total_money_won
152,152,Danny Lee,30,3.32,"$1,269,386","$38,251,800",2018,pct_total_money_won
153,153,Sung Kang,29,3.27,"$1,243,309","$37,963,800",2018,pct_total_money_won
154,154,Vaughn Taylor,25,3.18,"$965,691","$30,330,000",2018,pct_total_money_won
155,155,Lucas Glover,18,3.14,"$789,381","$25,133,800",2018,pct_total_money_won
T156,T156,Brandon Harkins,30,3.11,"$1,148,114","$36,946,800",2018,pct_total_money_won
T156,T156,Jerry Kelly,3,3.11,"$108,500","$3,484,800",2018,pct_total_money_won
T156,T156,Sam Saunders,26,3.11,"$981,936","$31,564,800",2018,pct_total_money_won
159,159,Scott Stallings,30,3.01,"$1,147,573","$38,062,800",2018,pct_total_money_won
160,160,William McGirt,26,2.97,"$933,326","$31,402,800",2018,pct_total_money_won
T161,T161,SSP Chawrasia,2,2.95,"$86,280","$2,920,000",2018,pct_total_money_won
T161,T161,Phachara Khongwatmai,2,2.95,"$86,200","$2,920,000",2018,pct_total_money_won
163,163,Chan Kim,1,2.91,"$48,250","$1,660,000",2018,pct_total_money_won
164,164,Ryan Blaum,28,2.89,"$980,876","$33,958,800",2018,pct_total_money_won
165,165,Johnson Wagner,21,2.87,"$656,322","$22,906,800",2018,pct_total_money_won
T166,T166,Ryan Fox,4,2.83,"$217,903","$7,690,000",2018,pct_total_money_won
T166,T166,Dylan Meyer,8,2.83,"$275,108","$9,720,000",2018,pct_total_money_won
168,168,Jhonattan Vegas,27,2.82,"$1,137,444","$40,339,000",2018,pct_total_money_won
169,169,Richy Werenski,32,2.81,"$1,081,283","$38,494,800",2018,pct_total_money_won
T170,T170,Dean Burmester,2,2.77,"$106,854","$3,860,000",2018,pct_total_money_won
T170,T170,Brian Stuard,32,2.77,"$1,089,762","$39,394,800",2018,pct_total_money_won
172,172,Matthew Griffin,1,2.75,"$45,625","$1,660,000",2018,pct_total_money_won
T173,T173,Jaco Ahlers,1,2.74,"$46,500","$1,700,000",2018,pct_total_money_won
T173,T173,David Hearn,21,2.74,"$622,382","$22,690,800",2018,pct_total_money_won
T175,T175,John Huh,29,2.69,"$974,537","$36,190,800",2018,pct_total_money_won
T175,T175,Graeme Storm,1,2.69,"$44,625","$1,660,000",2018,pct_total_money_won
T177,T177,Jinho Choi,1,2.67,"$44,515","$1,665,000",2018,pct_total_money_won
T177,T177,Yanwei Liu,1,2.67,"$44,250","$1,660,000",2018,pct_total_money_won
T177,T177,Seung-Yul Noh,1,2.67,"$44,515","$1,665,000",2018,pct_total_money_won
180,180,Ben Crane,21,2.66,"$620,646","$23,320,800",2018,pct_total_money_won
181,181,Ashley Hall,1,2.65,"$44,000","$1,660,000",2018,pct_total_money_won
T182,T182,Andrew Dodt,1,2.64,"$43,750","$1,660,000",2018,pct_total_money_won
T182,T182,Shane Lowry,19,2.64,"$696,897","$26,362,800",2018,pct_total_money_won
184,184,Scott Brown,32,2.62,"$1,076,677","$41,041,800",2018,pct_total_money_won
185,185,Yi Cao,1,2.61,"$43,250","$1,660,000",2018,pct_total_money_won
186,186,Haotong Li,12,2.6,"$544,005","$20,908,000",2018,pct_total_money_won
187,187,Dylan Frittelli,11,2.59,"$454,676","$17,566,000",2018,pct_total_money_won
188,188,Ryan Brehm,1,2.57,"$13,856","$540,000",2018,pct_total_money_won
189,189,Martin Piller,28,2.56,"$847,304","$33,066,000",2018,pct_total_money_won
190,190,Hideto Tanihara,2,2.54,"$90,250","$3,550,000",2018,pct_total_money_won
191,191,Tyler Duncan,31,2.52,"$944,020","$37,450,800",2018,pct_total_money_won
192,192,Michael Thompson,19,2.5,"$563,971","$22,572,000",2018,pct_total_money_won
193,193,Seamus Power,28,2.49,"$791,017","$31,762,800",2018,pct_total_money_won
194,194,Ben Silverman,28,2.47,"$793,140","$32,140,800",2018,pct_total_money_won
195,195,Nick Taylor,30,2.41,"$899,373","$37,359,000",2018,pct_total_money_won
196,196,Chad Campbell,28,2.4,"$801,959","$33,481,800",2018,pct_total_money_won
197,197,Retief Goosen,20,2.37,"$545,363","$23,014,800",2018,pct_total_money_won
T198,T198,Graeme McDowell,20,2.35,"$581,023","$24,769,800",2018,pct_total_money_won
T198,T198,John Peterson,10,2.35,"$251,924","$10,702,800",2018,pct_total_money_won
200,200,Brandon Hagy,3,2.34,"$76,817","$3,276,000",2018,pct_total_money_won
T201,T201,Fred Couples,1,2.33,"$46,200","$1,980,000",2018,pct_total_money_won
T201,T201,Cameron Percy,16,2.33,"$387,611","$16,624,800",2018,pct_total_money_won
T201,T201,Roger Sloan,1,2.33,"$26,040","$1,116,000",2018,pct_total_money_won
204,204,Corey Conners,28,2.32,"$728,295","$31,348,800",2018,pct_total_money_won
205,205,Josh Teater,2,2.29,"$40,040","$1,746,000",2018,pct_total_money_won
206,206,Robert Garrigus,27,2.28,"$702,030","$30,790,800",2018,pct_total_money_won
207,207,Aaron Baddeley,27,2.27,"$725,927","$31,942,800",2018,pct_total_money_won
208,208,Tom Lovelady,28,2.23,"$700,783","$31,384,800",2018,pct_total_money_won
209,209,Harris English,31,2.2,"$799,449","$36,370,800",2018,pct_total_money_won
210,210,Masahiro Kawamura,1,2.19,"$41,375","$1,890,000",2018,pct_total_money_won
T211,T211,Derek Fathauer,28,2.17,"$708,712","$32,598,000",2018,pct_total_money_won
T211,T211,Brett Rumford,2,2.17,"$77,817","$3,590,000",2018,pct_total_money_won
213,213,Gavin Kyle Green,5,2.14,"$175,284","$8,175,000",2018,pct_total_money_won
214,214,Ben Martin,20,2.13,"$532,936","$25,020,000",2018,pct_total_money_won
215,215,Wyndham Clark,3,2.09,"$68,800","$3,294,000",2018,pct_total_money_won
T216,T216,Scott Hend,2,2.07,"$60,400","$2,920,000",2018,pct_total_money_won
T216,T216,Tyrone Van Aswegen,31,2.07,"$763,584","$36,928,800",2018,pct_total_money_won
218,218,Hudson Swafford,22,2.06,"$569,390","$27,617,800",2018,pct_total_money_won
219,219,Talor Gooch,27,2.05,"$654,200","$31,870,800",2018,pct_total_money_won
220,220,Shubhankar Sharma,11,2.02,"$370,606","$18,366,000",2018,pct_total_money_won
221,221,Denny McCarthy,22,2.01,"$498,340","$24,832,800",2018,pct_total_money_won
T222,T222,Jim Knous,1,2,"$24,480","$1,224,000",2018,pct_total_money_won
T222,T222,Nicholas Lindheim,26,2,"$593,841","$29,710,800",2018,pct_total_money_won
T222,T222,David Lingmerth,26,2,"$616,757","$30,844,800",2018,pct_total_money_won
225,225,Hunter Mahan,21,1.97,"$457,337","$23,220,000",2018,pct_total_money_won
226,226,Matt Jones,23,1.96,"$538,680","$27,424,800",2018,pct_total_money_won
227,227,Bill Haas,25,1.95,"$638,414","$32,782,000",2018,pct_total_money_won
228,228,Ross Fisher,13,1.92,"$412,953","$21,548,800",2018,pct_total_money_won
229,229,Matt Wallace,3,1.88,"$113,125","$6,030,000",2018,pct_total_money_won
230,230,Nick Hardy,3,1.86,"$54,120","$2,916,000",2018,pct_total_money_won
T231,T231,Jung-gon Hwang,1,1.83,"$30,525","$1,665,000",2018,pct_total_money_won
T231,T231,Shawn Stefani,25,1.83,"$523,204","$28,540,800",2018,pct_total_money_won
233,233,Matthew Southgate,3,1.82,"$103,750","$5,710,000",2018,pct_total_money_won
234,234,Michael Lorenzo-Vera,2,1.81,"$65,725","$3,640,000",2018,pct_total_money_won
235,235,Prayad Marksaeng,1,1.78,"$22,400","$1,260,000",2018,pct_total_money_won
236,236,WC Liang,2,1.69,"$64,500","$3,820,000",2018,pct_total_money_won
T237,T237,Wesley Bryan,23,1.68,"$498,166","$29,579,800",2018,pct_total_money_won
T237,T237,Ben Kern,1,1.68,"$33,281","$1,980,000",2018,pct_total_money_won
T237,T237,Chris Wood,3,1.68,"$73,953","$4,410,000",2018,pct_total_money_won
240,240,Chris Stroud,27,1.67,"$565,465","$33,877,800",2018,pct_total_money_won
241,241,Sean Crocker,1,1.64,"$31,000","$1,890,000",2018,pct_total_money_won
T242,T242,Jorge Campillo,3,1.63,"$91,000","$5,570,000",2018,pct_total_money_won
T242,T242,Carlos Ortiz,1,1.63,"$20,788","$1,278,000",2018,pct_total_money_won
T242,T242,Santiago Rivas,1,1.63,"$8,784","$540,000",2018,pct_total_money_won
245,245,Tim Herron,12,1.61,"$209,216","$12,978,000",2018,pct_total_money_won
246,246,Jonathan Randolph,25,1.6,"$453,328","$28,342,800",2018,pct_total_money_won
247,247,Parker McLachlin,11,1.59,"$174,038","$10,980,000",2018,pct_total_money_won
248,248,Richie Ramsay,2,1.58,"$60,500","$3,820,000",2018,pct_total_money_won
249,249,Dominic Bozzelli,20,1.57,"$391,633","$25,020,000",2018,pct_total_money_won
250,250,Zac Blair,20,1.54,"$330,507","$21,484,800",2018,pct_total_money_won
251,251,Nate Lashley,17,1.53,"$296,650","$19,360,800",2018,pct_total_money_won
T252,T252,Blayne Barber,22,1.52,"$398,136","$26,110,800",2018,pct_total_money_won
T252,T252,Yuta Ikeda,8,1.52,"$208,921","$13,714,000",2018,pct_total_money_won
254,254,Adam Schenk,28,1.51,"$474,922","$31,438,800",2018,pct_total_money_won
255,255,Morgan Hoffmann,9,1.5,"$170,673","$11,349,000",2018,pct_total_money_won
T256,T256,J.J. Henry,28,1.49,"$482,051","$32,284,800",2018,pct_total_money_won
T256,T256,Mackenzie Hughes,28,1.49,"$518,476","$34,732,800",2018,pct_total_money_won
258,258,Stephan Jaeger,26,1.46,"$422,260","$28,900,800",2018,pct_total_money_won
259,259,Fabrizio Zanotti,3,1.45,"$59,180","$4,090,000",2018,pct_total_money_won
T260,T260,Ethan Tracy,23,1.44,"$364,492","$25,272,000",2018,pct_total_money_won
T260,T260,Steve Wheatcroft,20,1.44,"$309,656","$21,546,000",2018,pct_total_money_won
T262,T262,Ricky Barnes,22,1.43,"$340,590","$23,842,800",2018,pct_total_money_won
T262,T262,Kyoung-Hoon Lee,1,1.43,"$23,759","$1,665,000",2018,pct_total_money_won
T264,T264,Stuart Appleby,12,1.39,"$175,234","$12,618,000",2018,pct_total_money_won
T264,T264,Fabián Gómez,28,1.39,"$437,032","$31,366,800",2018,pct_total_money_won
T264,T264,Chris Wilson,1,1.39,"$8,732","$630,000",2018,pct_total_money_won
267,267,Greyson Sigg,1,1.37,"$15,301","$1,116,000",2018,pct_total_money_won
T268,T268,Marcus Kinhult,1,1.34,"$25,317","$1,890,000",2018,pct_total_money_won
T268,T268,Richard Lee,1,1.34,"$16,846","$1,260,000",2018,pct_total_money_won
T268,T268,Shaun Norris,1,1.34,"$25,317","$1,890,000",2018,pct_total_money_won
271,271,Martin Flores,29,1.33,"$449,266","$33,904,800",2018,pct_total_money_won
272,272,Brett Stegmaier,21,1.32,"$305,606","$23,212,800",2018,pct_total_money_won
T273,T273,Kodai Ichihara,2,1.31,"$47,000","$3,590,000",2018,pct_total_money_won
T273,T273,Peter Malnati,28,1.31,"$420,001","$32,068,800",2018,pct_total_money_won
T273,T273,Yusaku Miyazato,7,1.31,"$156,336","$11,968,000",2018,pct_total_money_won
T273,T273,Zach Wright,1,1.31,"$14,632","$1,116,000",2018,pct_total_money_won
T277,T277,K.J. Choi,14,1.3,"$219,405","$16,885,800",2018,pct_total_money_won
T277,T277,Mike Hendry,2,1.3,"$46,125","$3,550,000",2018,pct_total_money_won
T277,T277,Xinjun Zhang,28,1.3,"$420,376","$32,324,800",2018,pct_total_money_won
280,280,Camilo Villegas,14,1.29,"$229,438","$17,721,000",2018,pct_total_money_won
T281,T281,Rhys Enoch,1,1.28,"$24,250","$1,890,000",2018,pct_total_money_won
T281,T281,Bobby Gates,1,1.28,"$16,082","$1,260,000",2018,pct_total_money_won
T281,T281,Zander Lombard,1,1.28,"$24,250","$1,890,000",2018,pct_total_money_won
T284,T284,Henrik Norlander,1,1.26,"$14,012","$1,116,000",2018,pct_total_money_won
T284,T284,D.A. Points,25,1.26,"$377,265","$30,016,800",2018,pct_total_money_won
286,286,Greg Chalmers,20,1.25,"$288,022","$23,032,800",2018,pct_total_money_won
T287,T287,Jonas Blixt,23,1.24,"$368,517","$29,773,800",2018,pct_total_money_won
T287,T287,Will Cannon,1,1.24,"$7,840","$630,000",2018,pct_total_money_won
T287,T287,Doug Ghim,7,1.24,"$116,527","$9,414,000",2018,pct_total_money_won
T287,T287,Cooper Musselman,1,1.24,"$7,840","$630,000",2018,pct_total_money_won
T287,T287,Young-han Song,1,1.24,"$20,627","$1,665,000",2018,pct_total_money_won
292,292,Juvic Pagunsan,1,1.23,"$15,540","$1,260,000",2018,pct_total_money_won
T293,T293,Hyungjoon Lee,1,1.22,"$20,350","$1,665,000",2018,pct_total_money_won
T293,T293,Curtis Luck,1,1.22,"$19,491","$1,602,000",2018,pct_total_money_won
T295,T295,Jay Don Blake,1,1.21,"$7,595","$630,000",2018,pct_total_money_won
T295,T295,Michael Bradley,1,1.21,"$7,595","$630,000",2018,pct_total_money_won
T295,T295,Alexander Levy,6,1.21,"$137,500","$11,370,000",2018,pct_total_money_won
T295,T295,Chip McDaniel,1,1.21,"$7,595","$630,000",2018,pct_total_money_won
T299,T299,Lanto Griffin,26,1.2,"$358,380","$29,854,800",2018,pct_total_money_won
T299,T299,Maverick McNealy,7,1.2,"$103,623","$8,640,000",2018,pct_total_money_won
T299,T299,Augusto Núñez,1,1.2,"$6,480","$540,000",2018,pct_total_money_won
T302,T302,Andrew Dorn,1,1.19,"$19,046","$1,602,000",2018,pct_total_money_won
T302,T302,Grant Hirschman,1,1.19,"$14,190","$1,188,000",2018,pct_total_money_won
T302,T302,Ryuko Tokimatsu,3,1.19,"$66,250","$5,570,000",2018,pct_total_money_won
T302,T302,Lee Westwood,2,1.19,"$37,637","$3,150,000",2018,pct_total_money_won
T306,T306,Chris Naegel,1,1.18,"$25,425","$2,160,000",2018,pct_total_money_won
T306,T306,D.J. Trahan,8,1.18,"$85,595","$7,236,000",2018,pct_total_money_won
