RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG.,TOTAL DISTANCE,TOTAL DRIVES,year,measure
1,1,Robert Garrigus,83,312,"49,299",158,2009,avg_driv_dist
2,2,Bubba Watson,73,311.4,"45,471",146,2009,avg_driv_dist
3,3,Dustin Johnson,85,308.3,"51,792",168,2009,avg_driv_dist
4,4,Tag Ridings,50,307.4,"27,053",88,2009,avg_driv_dist
5,5,Gary Woodland,53,307.3,"28,889",94,2009,avg_driv_dist
6,6,Nick Watney,86,305.3,"52,505",172,2009,avg_driv_dist
7,7,J.B. Holmes,74,304.6,"45,088",148,2009,avg_driv_dist
8,8,Ángel Cabrera,55,304.1,"32,846",108,2009,avg_driv_dist
9,9,Troy Matteson,95,301.7,"54,911",182,2009,avg_driv_dist
10,10,Harrison Frazar,93,301,"53,582",178,2009,avg_driv_dist
11,12,Charley Hoffman,97,300.8,"58,363",194,2009,avg_driv_dist
12,11,Scott Piercy,85,300.6,"48,703",162,2009,avg_driv_dist
13,13,Phil Mickelson,66,300.1,"37,818",126,2009,avg_driv_dist
T14,T14,Davis Love III,89,299.9,"52,188",174,2009,avg_driv_dist
T14,T14,Martin Laird,72,299.9,"41,989",140,2009,avg_driv_dist
16,T16,Anthony Kim,76,299,"44,255",148,2009,avg_driv_dist
17,18,Marc Leishman,91,298.6,"51,951",174,2009,avg_driv_dist
T18,T19,Andres Romero,58,298.5,"34,024",114,2009,avg_driv_dist
T18,T19,Sergio Garcia,59,298.5,"34,630",116,2009,avg_driv_dist
T18,T16,Charles Warren,63,298.5,"34,024",114,2009,avg_driv_dist
21,21,Tiger Woods,64,298.4,"36,997",124,2009,avg_driv_dist
22,22,Bill Haas,91,298.3,"51,902",174,2009,avg_driv_dist
23,23,Matt Jones,56,298,"29,797",100,2009,avg_driv_dist
24,24,Fred Couples,54,297.5,"32,125",108,2009,avg_driv_dist
25,25,Lucas Glover,93,297.4,"55,322",186,2009,avg_driv_dist
T26,26,Ryan Palmer,78,297.1,"46,350",156,2009,avg_driv_dist
T26,T28,Daniel Chopra,89,297.1,"52,888",178,2009,avg_driv_dist
28,T28,Hunter Mahan,94,297,"54,648",184,2009,avg_driv_dist
29,T28,John Merrick,91,296.9,"49,288",166,2009,avg_driv_dist
T30,27,Leif Olson,51,296.5,"27,869",94,2009,avg_driv_dist
T30,T31,Kevin Streelman,97,296.5,"55,157",186,2009,avg_driv_dist
T30,T31,John Rollins,92,296.5,"52,179",176,2009,avg_driv_dist
T33,33,Jonathan Byrd,89,295.9,"50,307",170,2009,avg_driv_dist
T33,34,Ryan Moore,89,295.9,"50,299",170,2009,avg_driv_dist
35,35,Steve Marino,98,295.7,"55,584",188,2009,avg_driv_dist
36,36,Jason Day,61,295.3,"31,307",106,2009,avg_driv_dist
37,39,Adam Scott,53,294.9,"30,667",104,2009,avg_driv_dist
38,T37,Nicholas Thompson,96,294.8,"55,421",188,2009,avg_driv_dist
39,40,Stewart Cink,79,294.7,"43,025",146,2009,avg_driv_dist
40,41,John Senden,100,294.2,"58,836",200,2009,avg_driv_dist
T41,43,Vijay Singh,71,293.9,"40,556",138,2009,avg_driv_dist
T41,T44,Jeff Overton,92,293.9,"51,724",176,2009,avg_driv_dist
43,42,Michael Letzig,96,293.8,"54,051",184,2009,avg_driv_dist
44,T44,J.J. Henry,97,293.7,"54,627",186,2009,avg_driv_dist
45,T44,Ted Purdy,101,293.6,"54,601",186,2009,avg_driv_dist
46,47,Sean O'Hair,80,293.3,"44,579",152,2009,avg_driv_dist
47,T48,Rory Sabbatini,81,293.2,"46,911",160,2009,avg_driv_dist
T48,T50,Kenny Perry,92,293.1,"53,339",182,2009,avg_driv_dist
T48,T50,Robert Allenby,71,293.1,"41,040",140,2009,avg_driv_dist
T50,53,Camilo Villegas,76,293,"42,778",146,2009,avg_driv_dist
T50,T50,Peter Tomasulo,61,293,"32,232",110,2009,avg_driv_dist
52,T48,Matt Bettencourt,98,292.9,"57,409",196,2009,avg_driv_dist
T53,54,David Duval,56,292.7,"32,784",112,2009,avg_driv_dist
T53,55,Charles Howell III,99,292.7,"53,268",182,2009,avg_driv_dist
55,56,Ricky Barnes,67,292.6,"34,522",118,2009,avg_driv_dist
56,T58,Bo Van Pelt,100,292.5,"53,825",184,2009,avg_driv_dist
57,57,Bill Lunde,83,292.4,"47,361",162,2009,avg_driv_dist
58,T58,Retief Goosen,74,292.3,"42,679",146,2009,avg_driv_dist
T59,T61,Tim Herron,87,292.1,"50,819",174,2009,avg_driv_dist
T59,T61,Greg Owen,97,292.1,"51,997",178,2009,avg_driv_dist
61,60,George McNeill,82,292,"46,727",160,2009,avg_driv_dist
62,65,Boo Weekley,79,291.7,"44,920",154,2009,avg_driv_dist
T63,T66,James Nitties,86,291.5,"47,811",164,2009,avg_driv_dist
T63,T66,Geoff Ogilvy,78,291.5,"41,981",144,2009,avg_driv_dist
T65,T66,Joe Ogilvie,85,291.4,"48,366",166,2009,avg_driv_dist
T65,T63,Kris Blanks,60,291.4,"31,469",108,2009,avg_driv_dist
67,T69,Y.E. Yang,83,291.3,"46,029",158,2009,avg_driv_dist
68,71,Ernie Els,70,291.2,"38,437",132,2009,avg_driv_dist
