RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,SG:OTT,SG:APR,SG:ARG,MEASURED ROUNDS,year,measure
1,1,Webb Simpson,98,1.492,0.476,0.755,0.261,83,2011,sg_tee_to_green
2,2,Luke Donald,73,1.408,0.04,1.094,0.273,52,2011,sg_tee_to_green
3,3,Phil Mickelson,79,1.373,0.14,0.9,0.333,58,2011,sg_tee_to_green
4,4,Kyle Stanley,98,1.171,0.516,0.515,0.139,80,2011,sg_tee_to_green
5,5,Nick Watney,80,1.165,0.543,0.604,0.018,62,2011,sg_tee_to_green
6,6,Matt Kuchar,94,1.161,0.304,0.698,0.158,71,2011,sg_tee_to_green
7,7,Gary Woodland,93,1.157,0.742,0.38,0.035,70,2011,sg_tee_to_green
8,8,Dustin Johnson,72,1.125,0.912,0.195,0.019,54,2011,sg_tee_to_green
9,9,Rory Sabbatini,85,1.122,0.218,0.657,0.248,61,2011,sg_tee_to_green
10,10,Sergio Garcia,61,1.103,0.528,0.312,0.263,45,2011,sg_tee_to_green
11,11,Bo Van Pelt,92,1.034,0.586,0.344,0.104,71,2011,sg_tee_to_green
12,12,Robert Allenby,84,0.991,0.462,0.494,0.035,70,2011,sg_tee_to_green
13,13,D.J. Trahan,91,0.984,0.565,0.405,0.015,83,2011,sg_tee_to_green
14,14,Steve Stricker,70,0.95,0.047,0.538,0.364,53,2011,sg_tee_to_green
15,15,Justin Rose,79,0.937,0.186,0.508,0.243,63,2011,sg_tee_to_green
16,16,Chad Campbell,99,0.932,0.082,0.987,-0.137,87,2011,sg_tee_to_green
17,17,K.J. Choi,77,0.915,-0.07,0.689,0.296,58,2011,sg_tee_to_green
18,18,J.B. Holmes,57,0.912,0.726,0.388,-0.202,47,2011,sg_tee_to_green
19,19,Charl Schwartzel,58,0.898,0.49,0.287,0.121,40,2011,sg_tee_to_green
20,20,Adam Scott,60,0.882,0.793,0.102,-0.013,45,2011,sg_tee_to_green
21,21,Ernie Els,71,0.865,0.121,0.635,0.109,59,2011,sg_tee_to_green
22,22,Charles Howell III,108,0.86,0.168,0.333,0.358,91,2011,sg_tee_to_green
