RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:APP,MEASURED ROUNDS,year,measure
54,56,Dan Forsman,52,0.332,15.597,47,2005,sg_app_green
55,57,Stephen Leaney,89,0.331,25.144,76,2005,sg_app_green
56,55,Brandt Jobe,96,0.314,25.745,82,2005,sg_app_green
57,58,Vaughn Taylor,99,0.312,28.04,90,2005,sg_app_green
58,52,Billy Mayfair,114,0.304,30.98,102,2005,sg_app_green
59,60,Rod Pampling,89,0.302,21.111,70,2005,sg_app_green
60,61,Omar Uresti,84,0.294,21.747,74,2005,sg_app_green
61,62,Jerry Kelly,101,0.292,22.194,76,2005,sg_app_green
62,63,John Huston,90,0.291,23.251,80,2005,sg_app_green
63,64,Tim Petrovic,97,0.268,21.446,80,2005,sg_app_green
64,65,Arjun Atwal,65,0.256,15.63,61,2005,sg_app_green
65,54,Lucas Glover,88,0.25,19.746,79,2005,sg_app_green
66,66,Lee Janzen,75,0.245,14.702,60,2005,sg_app_green
T67,T67,José María Olazábal,55,0.239,9.784,41,2005,sg_app_green
T67,T67,Craig Perks,67,0.239,14.118,59,2005,sg_app_green
69,70,Doug Barron,70,0.222,14.436,65,2005,sg_app_green
70,71,Harrison Frazar,105,0.21,19.754,94,2005,sg_app_green
71,89,Stuart Appleby,84,0.206,12.949,63,2005,sg_app_green
72,72,Brenden Pappas,51,0.204,9.996,49,2005,sg_app_green
73,73,D.J. Trahan,81,0.203,14.448,71,2005,sg_app_green
74,74,Peter Lonard,85,0.198,13.049,66,2005,sg_app_green
75,75,Richard Johnson,50,0.19,8.759,46,2005,sg_app_green
76,69,Tim Herron,100,0.189,14.715,78,2005,sg_app_green
77,76,Brian Bateman,98,0.179,15.374,86,2005,sg_app_green
78,77,Robert Gamez,91,0.178,14.456,81,2005,sg_app_green
79,78,Joey Snyder III,102,0.177,16.263,92,2005,sg_app_green
80,79,Phillip Price,77,0.163,10.45,64,2005,sg_app_green
81,80,Hunter Haas,83,0.162,11.828,73,2005,sg_app_green
82,81,J.L. Lewis,98,0.161,13.194,82,2005,sg_app_green
83,82,Jonathan Kaye,77,0.155,9.951,64,2005,sg_app_green
84,83,Duffy Waldorf,86,0.154,10.943,71,2005,sg_app_green
T85,T84,Steve Stricker,62,0.144,8.492,59,2005,sg_app_green
T85,T84,Glen Hnatiuk,59,0.144,7.329,51,2005,sg_app_green
T87,T86,Dean Wilson,86,0.14,11.226,80,2005,sg_app_green
T87,T86,Shaun Micheel,81,0.14,8.971,64,2005,sg_app_green
89,88,David Hearn,68,0.139,8.476,61,2005,sg_app_green
90,90,Darron Stiles,78,0.128,8.977,70,2005,sg_app_green
91,91,D.A. Points,94,0.124,10.321,83,2005,sg_app_green
92,92,Brett Wetterich,76,0.122,8.298,68,2005,sg_app_green
93,93,Billy Andrade,83,0.12,8.865,74,2005,sg_app_green
94,94,Thomas Levet,54,0.117,4.214,36,2005,sg_app_green
95,95,Tom Pernice Jr.,111,0.116,10.346,89,2005,sg_app_green
T96,T96,Arron Oberholser,65,0.112,5.713,51,2005,sg_app_green
T96,T96,Scott Gutschewski,86,0.112,8.063,72,2005,sg_app_green
98,98,Briny Baird,98,0.105,9.376,89,2005,sg_app_green
99,100,Steve Lowery,100,0.098,8.562,87,2005,sg_app_green
100,101,Freddie Jacobson,72,0.096,5.357,56,2005,sg_app_green
101,102,Lee Westwood,50,0.089,2.937,33,2005,sg_app_green
102,103,Zach Johnson,96,0.08,6.669,83,2005,sg_app_green
103,104,Bob Tway,87,0.075,4.931,66,2005,sg_app_green
104,105,Tom Byrum,83,0.073,5.576,76,2005,sg_app_green
105,106,Hidemichi Tanaka,106,0.071,6.752,95,2005,sg_app_green
106,108,Brendan Jones,81,0.063,4.574,73,2005,sg_app_green
107,109,Frank Lickliter II,100,0.058,5.005,86,2005,sg_app_green
108,110,Brett Quigley,96,0.056,4.73,85,2005,sg_app_green
109,99,Charles Howell III,95,0.047,3.361,72,2005,sg_app_green
110,111,Bradley Hughes,52,0.036,1.753,49,2005,sg_app_green
111,107,Ted Purdy,122,0.034,3.399,100,2005,sg_app_green
112,112,Geoff Ogilvy,97,0.029,2.186,75,2005,sg_app_green
113,113,Mathias Grönberg,60,0.02,1.116,56,2005,sg_app_green
114,114,J.P. Hayes,63,0.011,0.559,53,2005,sg_app_green
115,120,Sean O'Hair,103,0.004,0.384,86,2005,sg_app_green
116,115,Ryuji Imada,78,-0.008,-0.524,67,2005,sg_app_green
117,116,Kevin Sutherland,89,-0.01,-0.767,74,2005,sg_app_green
118,117,Robert Damron,89,-0.011,-0.848,80,2005,sg_app_green
119,118,Hunter Mahan,103,-0.018,-1.654,93,2005,sg_app_green
120,119,Cameron Beckman,96,-0.022,-1.887,85,2005,sg_app_green
121,121,Franklin Langham,91,-0.025,-1.932,77,2005,sg_app_green
122,122,Ryan Palmer,101,-0.026,-2.126,81,2005,sg_app_green
123,123,Andrew Magee,82,-0.028,-1.966,71,2005,sg_app_green
124,124,Michael Allen,90,-0.03,-2.316,77,2005,sg_app_green
T125,,Padraig Harrington,50,-0.031,-1.259,41,2005,sg_app_green
T125,125,John Rollins,97,-0.031,-2.605,83,2005,sg_app_green
127,126,Todd Hamilton,94,-0.032,-2.363,75,2005,sg_app_green
128,127,Steve Elkington,67,-0.033,-1.836,55,2005,sg_app_green
129,128,Steve Jones,56,-0.035,-1.61,46,2005,sg_app_green
T130,T129,John Cook,72,-0.037,-2.21,59,2005,sg_app_green
T130,T129,Jonathan Byrd,103,-0.037,-3.464,94,2005,sg_app_green
132,131,Neal Lancaster,95,-0.05,-4.293,86,2005,sg_app_green
133,132,Roland Thatcher,75,-0.054,-3.669,68,2005,sg_app_green
T134,T133,Tag Ridings,93,-0.056,-4.733,84,2005,sg_app_green
T134,T133,Kirk Triplett,55,-0.056,-2.442,44,2005,sg_app_green
T136,T135,Rory Sabbatini,81,-0.058,-3.506,60,2005,sg_app_green
T136,T135,Kevin Na,88,-0.058,-4.624,80,2005,sg_app_green
138,137,Charles Warren,89,-0.077,-6.26,81,2005,sg_app_green
139,138,Will MacKenzie,75,-0.085,-5.767,68,2005,sg_app_green
140,139,Mario Tiziani,67,-0.09,-5.461,61,2005,sg_app_green
141,140,Marco Dawson,82,-0.092,-7.294,79,2005,sg_app_green
142,141,Scott McCarron,78,-0.103,-6.3,61,2005,sg_app_green
143,142,Bill Glasson,54,-0.107,-4.69,44,2005,sg_app_green
144,143,Chris Smith,93,-0.109,-9.387,86,2005,sg_app_green
145,144,John Daly,78,-0.113,-6.353,56,2005,sg_app_green
146,T145,Patrick Sheehan,114,-0.144,-13.969,97,2005,sg_app_green
147,147,Daniel Chopra,108,-0.152,-14.173,93,2005,sg_app_green
148,148,Paul Gow,78,-0.162,-11.048,68,2005,sg_app_green
149,149,D.J. Brigman,76,-0.177,-10.991,62,2005,sg_app_green
150,150,Pat Perez,89,-0.178,-13.181,74,2005,sg_app_green
151,151,Jesper Parnevik,84,-0.179,-12.169,68,2005,sg_app_green
152,152,Kevin Stadler,96,-0.189,-15.647,83,2005,sg_app_green
153,153,Mark Wilson,74,-0.199,-12.747,64,2005,sg_app_green
154,154,Paul Claxton,79,-0.204,-13.445,66,2005,sg_app_green
155,155,Jay Williamson,53,-0.211,-9.902,47,2005,sg_app_green
156,T145,Ben Crane,78,-0.215,-14.002,65,2005,sg_app_green
157,156,Kent Jones,99,-0.217,-19.088,88,2005,sg_app_green
158,157,Jeff Hart,63,-0.218,-12.641,58,2005,sg_app_green
159,158,K.J. Choi,78,-0.221,-11.922,54,2005,sg_app_green
160,159,Rich Beem,66,-0.227,-10.9,48,2005,sg_app_green
161,160,Joe Ogilvie,103,-0.254,-20.098,79,2005,sg_app_green
162,161,Paul Azinger,66,-0.267,-15.776,59,2005,sg_app_green
163,162,Ben Curtis,65,-0.269,-13.436,50,2005,sg_app_green
164,163,Nick Watney,91,-0.272,-21.774,80,2005,sg_app_green
165,164,Aaron Baddeley,84,-0.28,-21.301,76,2005,sg_app_green
166,165,Larry Mize,54,-0.292,-13.417,46,2005,sg_app_green
167,166,Jim Carter,62,-0.294,-16.17,55,2005,sg_app_green
168,167,Ian Poulter,62,-0.31,-11.166,36,2005,sg_app_green
169,168,Scott Hend,75,-0.315,-20.485,65,2005,sg_app_green
170,169,Todd Fischer,99,-0.32,-28.124,88,2005,sg_app_green
171,170,Mark Hensby,70,-0.322,-16.091,50,2005,sg_app_green
172,171,Glen Day,80,-0.323,-23.927,74,2005,sg_app_green
173,172,Matt Kuchar,60,-0.337,-18.892,56,2005,sg_app_green
174,173,Mike Weir,71,-0.346,-16.267,47,2005,sg_app_green
175,174,Justin Bolli,65,-0.351,-20.738,59,2005,sg_app_green
176,175,Rob Rashell,65,-0.354,-19.49,55,2005,sg_app_green
177,176,Michael Long,72,-0.362,-23.157,64,2005,sg_app_green
178,177,Matt Gogel,78,-0.364,-24.763,68,2005,sg_app_green
179,178,Tom Gillis,77,-0.365,-25.191,69,2005,sg_app_green
180,179,Chris Anderson,66,-0.373,-21.62,58,2005,sg_app_green
181,180,James Driscoll,73,-0.391,-24.616,63,2005,sg_app_green
182,181,Steve Allan,102,-0.392,-34.86,89,2005,sg_app_green
183,182,Danny Briggs,70,-0.407,-25.235,62,2005,sg_app_green
184,183,Charlie Wi,67,-0.415,-25.322,61,2005,sg_app_green
T185,T184,Hideto Tanihara,50,-0.419,-18.874,45,2005,sg_app_green
T185,T184,Gavin Coles,70,-0.419,-26.807,64,2005,sg_app_green
187,186,Steve Flesch,90,-0.438,-28.036,64,2005,sg_app_green
188,187,Skip Kendall,80,-0.448,-31.781,71,2005,sg_app_green
189,188,Jason Allred,75,-0.463,-29.605,64,2005,sg_app_green
190,189,Bob Heintz,67,-0.464,-28.748,62,2005,sg_app_green
191,190,Brian Gay,101,-0.523,-48.599,93,2005,sg_app_green
192,191,José Coceres,56,-0.538,-28.513,53,2005,sg_app_green
193,192,Hank Kuehne,84,-0.599,-44.914,75,2005,sg_app_green
194,193,Tjaart van der Walt,56,-0.656,-35.413,54,2005,sg_app_green
195,194,Brent Geiberger,61,-0.665,-34.586,52,2005,sg_app_green
196,195,Dennis Paulson,63,-0.683,-38.932,57,2005,sg_app_green
197,196,Mark O'Meara,66,-0.694,-36.096,52,2005,sg_app_green
198,197,Mark Brooks,72,-0.733,-46.186,63,2005,sg_app_green
199,198,Matt Davidson,53,-0.837,-41.831,50,2005,sg_app_green
200,199,Chris Riley,67,-0.919,-39.501,43,2005,sg_app_green
201,200,John Elliott,58,-1.114,-57.903,52,2005,sg_app_green
202,201,Len Mattiace,86,-1.62,-123.147,76,2005,sg_app_green
