RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,GREENS HIT,# HOLES,RELATIVE/PAR,year,measure
1,1,Henrik Stenson,63,73.52,794,"1,080",-0.26,2015,gir_pct
2,2,Jim Herman,88,73.23,"1,160","1,584",-0.23,2015,gir_pct
3,3,Stewart Cink,77,72.94,"1,011","1,386",-0.23,2015,gir_pct
4,4,Willy Wilcox,58,72.53,705,972,-0.28,2015,gir_pct
5,5,Paul Casey,87,72.36,"1,068","1,476",-0.27,2015,gir_pct
6,6,Francesco Molinari,56,71.07,678,954,-0.22,2015,gir_pct
T7,T7,Jason Day,75,70.83,918,"1,296",-0.36,2015,gir_pct
T7,T7,Russell Knox,96,70.83,"1,224","1,728",-0.25,2015,gir_pct
9,9,Justin Rose,69,70.54,838,"1,188",-0.31,2015,gir_pct
10,10,Lucas Glover,79,70.46,"1,002","1,422",-0.22,2015,gir_pct
11,11,Alex Prugh,84,70.14,"1,010","1,440",-0.26,2015,gir_pct
12,12,Michael Putnam,87,70.13,"1,073","1,530",-0.22,2015,gir_pct
13,13,J.J. Henry,94,69.88,"1,132","1,620",-0.22,2015,gir_pct
14,14,Jim Furyk,71,69.79,804,"1,152",-0.24,2015,gir_pct
15,15,Chez Reavie,56,69.64,702,"1,008",-0.25,2015,gir_pct
16,16,Adam Scott,51,69.62,589,846,-0.26,2015,gir_pct
17,17,Brooks Koepka,84,69.48,"1,013","1,458",-0.3,2015,gir_pct
18,18,Billy Horschel,99,69.33,"1,173","1,692",-0.27,2015,gir_pct
19,19,Bubba Watson,71,69.32,836,"1,206",-0.33,2015,gir_pct
20,20,Greg Owen,58,69.25,723,"1,044",-0.22,2015,gir_pct
21,21,Hideki Matsuyama,95,69.2,"1,121","1,620",-0.3,2015,gir_pct
22,22,Graham DeLaet,65,69.15,809,"1,170",-0.27,2015,gir_pct
23,23,Robert Streb,110,69.14,"1,369","1,980",-0.29,2015,gir_pct
24,24,Jason Dufner,76,69.03,907,"1,314",-0.24,2015,gir_pct
25,25,Kevin Streelman,95,68.99,"1,130","1,638",-0.26,2015,gir_pct
26,26,Johnson Wagner,68,68.95,844,"1,224",-0.25,2015,gir_pct
27,27,Justin Thomas,106,68.92,"1,315","1,908",-0.31,2015,gir_pct
T28,T28,Jason Bohn,95,68.89,"1,178","1,710",-0.3,2015,gir_pct
T28,T28,Byron Smith,59,68.89,682,990,-0.23,2015,gir_pct
30,30,Daniel Berger,97,68.84,"1,202","1,746",-0.27,2015,gir_pct
31,31,Bill Haas,89,68.8,"1,065","1,548",-0.24,2015,gir_pct
32,32,Shawn Stefani,94,68.79,"1,164","1,692",-0.29,2015,gir_pct
33,33,Bill Lunde,50,68.72,569,828,-0.21,2015,gir_pct
34,34,Ben Martin,93,68.7,"1,113","1,620",-0.27,2015,gir_pct
35,35,Chad Campbell,97,68.61,"1,198","1,746",-0.24,2015,gir_pct
36,36,Nicholas Thompson,90,68.6,"1,062","1,548",-0.25,2015,gir_pct
37,37,Zach Johnson,90,68.58,"1,074","1,566",-0.29,2015,gir_pct
