RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,GREENS HIT,# HOLES,RELATIVE/PAR,year,measure
28,28,Jeff Gove,57,69.72,640,918,-0.18,2010,gir_pct
29,29,Billy Mayfair,78,69.68,878,"1,260",-0.2,2010,gir_pct
30,30,Nick Watney,91,69.63,"1,103","1,584",-0.29,2010,gir_pct
31,31,Adam Scott,70,69.61,852,"1,224",-0.26,2010,gir_pct
32,32,Heath Slocum,97,69.59,"1,165","1,674",-0.22,2010,gir_pct
33,33,Briny Baird,87,69.41,"1,037","1,494",-0.22,2010,gir_pct
34,34,Matt Kuchar,97,69.36,"1,186","1,710",-0.3,2010,gir_pct
35,35,Rocco Mediate,71,69.32,861,"1,242",-0.2,2010,gir_pct
36,36,Chris Stroud,90,69.31,"1,023","1,476",-0.23,2010,gir_pct
37,37,Bo Van Pelt,104,69.23,"1,296","1,872",-0.27,2010,gir_pct
38,38,Henrik Bjornstad,72,69.11,821,"1,188",-0.24,2010,gir_pct
39,39,Chad Campbell,94,69.06,"1,156","1,674",-0.23,2010,gir_pct
40,40,Kenny Perry,69,69.04,845,"1,224",-0.21,2010,gir_pct
41,41,Greg Owen,69,69,857,"1,242",-0.23,2010,gir_pct
42,42,Dean Wilson,54,68.98,596,864,-0.26,2010,gir_pct
T43,T43,Pat Perez,90,68.95,"1,117","1,620",-0.27,2010,gir_pct
T43,T43,Jay Williamson,76,68.95,844,"1,224",-0.22,2010,gir_pct
45,45,Josh Teater,101,68.8,"1,226","1,782",-0.24,2010,gir_pct
46,46,J.J. Henry,92,68.72,"1,039","1,512",-0.24,2010,gir_pct
47,47,Steve Elkington,74,68.71,841,"1,224",-0.25,2010,gir_pct
48,48,Paul Casey,64,68.68,717,"1,044",-0.3,2010,gir_pct
T49,T49,Michael Bradley,77,68.65,902,"1,314",-0.23,2010,gir_pct
T49,T49,Hunter Mahan,85,68.65,"1,038","1,512",-0.25,2010,gir_pct
51,51,Vijay Singh,75,68.62,914,"1,332",-0.24,2010,gir_pct
52,52,Stewart Cink,84,68.61,988,"1,440",-0.27,2010,gir_pct
53,53,Alex Prugh,88,68.6,"1,062","1,548",-0.28,2010,gir_pct
54,54,Charles Howell III,103,68.57,"1,222","1,782",-0.26,2010,gir_pct
55,55,Bubba Watson,77,68.54,950,"1,386",-0.31,2010,gir_pct
T56,T56,K.J. Choi,82,68.52,962,"1,404",-0.26,2010,gir_pct
T56,T56,Will MacKenzie,72,68.52,888,"1,296",-0.24,2010,gir_pct
58,58,Richard Johnson,90,68.5,"1,011","1,476",-0.23,2010,gir_pct
59,59,Vaughn Taylor,87,68.33,"1,070","1,566",-0.27,2010,gir_pct
60,60,Steve Stricker,73,68.29,885,"1,296",-0.29,2010,gir_pct
61,61,Johnson Wagner,85,68.24,995,"1,458",-0.24,2010,gir_pct
62,62,Ricky Barnes,103,68.23,"1,265","1,854",-0.26,2010,gir_pct
T63,T63,Ben Crane,85,68.22,"1,007","1,476",-0.27,2010,gir_pct
T63,T63,Sean O'Hair,84,68.22,"1,007","1,476",-0.23,2010,gir_pct
T63,T63,Omar Uresti,74,68.22,835,"1,224",-0.19,2010,gir_pct
66,66,John Rollins,81,68.18,994,"1,458",-0.25,2010,gir_pct
67,67,Robert Allenby,76,68.17,908,"1,332",-0.27,2010,gir_pct
68,68,Brett Wetterich,54,68.11,662,972,-0.26,2010,gir_pct
69,69,Ben Curtis,78,68.02,955,"1,404",-0.21,2010,gir_pct
T70,T70,Dustin Johnson,83,67.95,"1,003","1,476",-0.3,2010,gir_pct
T70,T70,Kevin Stadler,86,67.95,954,"1,404",-0.27,2010,gir_pct
T72,T72,Woody Austin,93,67.92,"1,088","1,602",-0.24,2010,gir_pct
T72,T72,Michael Letzig,84,67.92,"1,027","1,512",-0.26,2010,gir_pct
74,74,D.A. Points,90,67.9,"1,100","1,620",-0.23,2010,gir_pct
T75,T75,Ernie Els,72,67.86,855,"1,260",-0.27,2010,gir_pct
T75,T75,Nicholas Thompson,88,67.86,"1,026","1,512",-0.23,2010,gir_pct
77,77,Martin Laird,91,67.83,"1,111","1,638",-0.26,2010,gir_pct
78,78,Freddie Jacobson,83,67.8,"1,013","1,494",-0.26,2010,gir_pct
T79,T79,Stephen Ames,75,67.79,903,"1,332",-0.25,2010,gir_pct
T79,T79,Jason Bohn,84,67.79,"1,025","1,512",-0.27,2010,gir_pct
T79,T79,Bob Estes,79,67.79,964,"1,422",-0.23,2010,gir_pct
82,82,Scott Piercy,88,67.74,"1,073","1,584",-0.28,2010,gir_pct
83,83,Geoff Ogilvy,62,67.69,731,"1,080",-0.28,2010,gir_pct
T84,T84,Jason Day,82,67.68,999,"1,476",-0.25,2010,gir_pct
T84,T84,Lee Janzen,77,67.68,938,"1,386",-0.23,2010,gir_pct
86,86,Robert Garrigus,71,67.61,791,"1,170",-0.28,2010,gir_pct
87,87,David Toms,86,67.58,"1,034","1,530",-0.27,2010,gir_pct
T88,T88,Jerry Kelly,99,67.49,"1,154","1,710",-0.24,2010,gir_pct
T88,T88,Steve Marino,81,67.49,984,"1,458",-0.27,2010,gir_pct
90,90,Lucas Glover,75,67.42,898,"1,332",-0.26,2010,gir_pct
91,91,Chris DiMarco,88,67.39,"1,019","1,512",-0.25,2010,gir_pct
92,92,Chris Riley,73,67.33,812,"1,206",-0.24,2010,gir_pct
93,93,Jim Furyk,76,67.12,894,"1,332",-0.26,2010,gir_pct
94,94,John Mallinger,78,67.11,918,"1,368",-0.24,2010,gir_pct
95,95,Michael Connell,89,66.94,976,"1,458",-0.25,2010,gir_pct
96,96,Jeff Overton,89,66.86,"1,023","1,530",-0.29,2010,gir_pct
97,97,James Driscoll,78,66.81,938,"1,404",-0.26,2010,gir_pct
98,98,Brent Delahoussaye,57,66.78,613,918,-0.2,2010,gir_pct
99,99,Mathias Grönberg,61,66.77,661,990,-0.21,2010,gir_pct
100,100,Jeff Maggert,76,66.75,817,"1,224",-0.22,2010,gir_pct
101,101,Rory Sabbatini,79,66.74,913,"1,368",-0.27,2010,gir_pct
T102,T102,Blake Adams,84,66.73,985,"1,476",-0.26,2010,gir_pct
T102,T102,Tim Clark,88,66.73,"1,021","1,530",-0.27,2010,gir_pct
T104,T104,Jason Dufner,87,66.67,"1,044","1,566",-0.23,2010,gir_pct
T104,T104,Cliff Kresge,50,66.67,552,828,-0.22,2010,gir_pct
T104,T104,Marc Leishman,87,66.67,"1,044","1,566",-0.25,2010,gir_pct
T104,T104,Ryan Moore,80,66.67,948,"1,422",-0.27,2010,gir_pct
T104,T104,Kevin Streelman,90,66.67,"1,032","1,548",-0.29,2010,gir_pct
109,109,Alex Cejka,81,66.6,947,"1,422",-0.23,2010,gir_pct
110,110,Charlie Wi,95,66.55,"1,138","1,710",-0.27,2010,gir_pct
111,111,Zach Johnson,93,66.54,"1,090","1,638",-0.28,2010,gir_pct
112,112,Charley Hoffman,85,66.53,994,"1,494",-0.31,2010,gir_pct
113,113,Tim Herron,79,66.51,874,"1,314",-0.24,2010,gir_pct
114,114,Chris Couch,66,66.5,790,"1,188",-0.3,2010,gir_pct
115,115,Brenden Pappas,66,66.49,742,"1,116",-0.24,2010,gir_pct
116,116,James Nitties,92,66.47,"1,029","1,548",-0.26,2010,gir_pct
117,117,Chris Tidland,77,66.36,872,"1,314",-0.24,2010,gir_pct
118,118,Tim Petrovic,105,66.35,"1,254","1,890",-0.25,2010,gir_pct
119,119,Justin Rose,78,66.31,931,"1,404",-0.28,2010,gir_pct
120,120,Rory McIlroy,54,66.24,620,936,-0.25,2010,gir_pct
121,121,Webb Simpson,98,66.16,"1,167","1,764",-0.28,2010,gir_pct
122,122,Cameron Beckman,68,66.15,762,"1,152",-0.21,2010,gir_pct
123,123,Sergio Garcia,58,66.13,619,936,-0.24,2010,gir_pct
124,124,David Duval,71,66.1,821,"1,242",-0.27,2010,gir_pct
125,125,Joe Ogilvie,99,66.07,"1,106","1,674",-0.26,2010,gir_pct
126,126,Trevor Immelman,55,66.06,654,990,-0.2,2010,gir_pct
127,127,Camilo Villegas,78,66.05,856,"1,296",-0.25,2010,gir_pct
128,128,George McNeill,79,66.03,939,"1,422",-0.27,2010,gir_pct
129,129,Greg Chalmers,93,66.01,"1,105","1,674",-0.27,2010,gir_pct
130,130,J.P. Hayes,79,66,891,"1,350",-0.28,2010,gir_pct
131,131,Tom Gillis,97,65.98,"1,152","1,746",-0.3,2010,gir_pct
132,132,Andrew McLardy,52,65.97,570,864,-0.22,2010,gir_pct
133,133,Retief Goosen,75,65.96,843,"1,278",-0.29,2010,gir_pct
T134,T134,Paul Goydos,78,65.95,926,"1,404",-0.25,2010,gir_pct
T134,T134,Y.E. Yang,72,65.95,831,"1,260",-0.28,2010,gir_pct
136,136,Roland Thatcher,72,65.9,854,"1,296",-0.21,2010,gir_pct
137,137,Kevin Na,94,65.89,"1,103","1,674",-0.28,2010,gir_pct
138,138,Jimmy Walker,82,65.88,925,"1,404",-0.26,2010,gir_pct
139,139,Bill Lunde,79,65.85,889,"1,350",-0.22,2010,gir_pct
140,140,Scott McCarron,90,65.8,"1,066","1,620",-0.26,2010,gir_pct
141,141,Ángel Cabrera,64,65.78,746,"1,134",-0.25,2010,gir_pct
142,142,John Daly,63,65.66,650,990,-0.26,2010,gir_pct
143,143,Steve Lowery,67,65.52,743,"1,134",-0.23,2010,gir_pct
144,144,J.B. Holmes,100,65.5,"1,179","1,800",-0.29,2010,gir_pct
T145,T145,Mark Calcavecchia,50,65.48,495,756,-0.22,2010,gir_pct
T145,T145,Troy Merritt,86,65.48,990,"1,512",-0.29,2010,gir_pct
T145,T145,Ryan Palmer,84,65.48,990,"1,512",-0.3,2010,gir_pct
148,148,Jeff Quinney,91,65.45,"1,025","1,566",-0.28,2010,gir_pct
T149,T149,Jarrod Lyle,54,65.34,541,828,-0.23,2010,gir_pct
T149,T149,Michael Sim,64,65.34,741,"1,134",-0.28,2010,gir_pct
151,151,Matt Jones,89,65.29,"1,046","1,602",-0.29,2010,gir_pct
T152,T152,Luke Donald,71,65.28,799,"1,224",-0.26,2010,gir_pct
T152,T152,Bryce Molder,84,65.28,940,"1,440",-0.25,2010,gir_pct
T152,T152,Jeev Milkha Singh,59,65.28,611,936,-0.23,2010,gir_pct
155,155,Phil Mickelson,76,65.13,891,"1,368",-0.31,2010,gir_pct
156,156,Justin Leonard,89,65.09,"1,031","1,584",-0.26,2010,gir_pct
157,157,Andres Romero,73,65.07,855,"1,314",-0.26,2010,gir_pct
158,158,Brian Stuard,81,65.04,878,"1,350",-0.24,2010,gir_pct
159,159,Rod Pampling,77,64.94,900,"1,386",-0.24,2010,gir_pct
160,160,Justin Bolli,55,64.85,572,882,-0.19,2010,gir_pct
161,161,Martin Flores,75,64.79,828,"1,278",-0.25,2010,gir_pct
162,162,Matt Every,60,64.75,676,"1,044",-0.28,2010,gir_pct
163,163,Shaun Micheel,70,64.61,721,"1,116",-0.25,2010,gir_pct
164,164,Aaron Baddeley,94,64.6,"1,093","1,692",-0.31,2010,gir_pct
165,165,Ryuji Imada,90,64.51,"1,045","1,620",-0.27,2010,gir_pct
166,166,David Lutterus,69,64.29,729,"1,134",-0.21,2010,gir_pct
167,167,Ted Purdy,86,63.96,944,"1,476",-0.24,2010,gir_pct
168,168,Scott Verplank,74,63.85,839,"1,314",-0.26,2010,gir_pct
169,169,Carl Pettersson,99,63.8,"1,045","1,638",-0.29,2010,gir_pct
170,170,Steve Wheatcroft,74,63.47,754,"1,188",-0.25,2010,gir_pct
171,171,Brian Gay,101,63.44,"1,119","1,764",-0.27,2010,gir_pct
172,172,Chad Collins,87,63.29,900,"1,422",-0.27,2010,gir_pct
173,173,Chris Wilson,65,63.28,672,"1,062",-0.21,2010,gir_pct
174,174,Nathan Green,86,63.18,978,"1,548",-0.24,2010,gir_pct
175,175,Brian Davis,101,63.09,"1,147","1,818",-0.24,2010,gir_pct
176,176,Steve Flesch,78,62.76,836,"1,332",-0.25,2010,gir_pct
177,177,Vance Veazey,58,62.71,587,936,-0.22,2010,gir_pct
178,178,Craig Bowden,56,62.64,575,918,-0.18,2010,gir_pct
179,179,Skip Kendall,58,62.56,563,900,-0.23,2010,gir_pct
180,180,Kevin Johnson,62,62.5,630,"1,008",-0.21,2010,gir_pct
181,181,Ian Poulter,55,62.47,551,882,-0.23,2010,gir_pct
182,182,Brandt Snedeker,89,62.36,999,"1,602",-0.31,2010,gir_pct
183,183,Derek Lamely,81,61.93,836,"1,350",-0.25,2010,gir_pct
184,184,Padraig Harrington,57,61.9,624,"1,008",-0.29,2010,gir_pct
185,185,Stuart Appleby,101,61.84,"1,102","1,782",-0.26,2010,gir_pct
186,186,Rich Barcelo,70,61.72,711,"1,152",-0.27,2010,gir_pct
187,187,Daniel Chopra,74,61.64,821,"1,332",-0.27,2010,gir_pct
188,188,Greg Kraft,52,60.63,502,828,-0.19,2010,gir_pct
189,189,Matt Bettencourt,91,60.17,899,"1,494",-0.3,2010,gir_pct
190,190,Brad Faxon,58,59.05,574,972,-0.26,2010,gir_pct
191,191,Jerod Turner,54,58.94,488,828,-0.25,2010,gir_pct
192,192,Mike Weir,59,57.89,594,"1,026",-0.26,2010,gir_pct
