RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,EVENTS,TOTAL,DISTANCE RANK,ACCURACY RANK,year,measure
1,1,John Merrick,21,66,41,25,2011,total_driving
2,T3,John Rollins,27,74,46,28,2011,total_driving
3,T3,Brandt Jobe,28,76,33,43,2011,total_driving
4,2,Boo Weekley,23,79,48,31,2011,total_driving
5,5,Adam Scott,18,86,24,62,2011,total_driving
6,6,Chris Couch,21,93,44,49,2011,total_driving
7,7,Chez Reavie,27,95,71,24,2011,total_driving
8,T12,John Senden,26,101,72,29,2011,total_driving
9,T8,Bo Van Pelt,27,105,38,67,2011,total_driving
10,T8,Josh Teater,31,113,15,98,2011,total_driving
11,14,Bill Haas,26,115,48,67,2011,total_driving
T12,T8,Rod Pampling,21,116,84,32,2011,total_driving
T12,T12,Keegan Bradley,28,116,20,96,2011,total_driving
14,T15,Blake Adams,34,125,80,45,2011,total_driving
15,18,Brendan Steele,27,127,77,50,2011,total_driving
16,T15,J.J. Henry,28,128,92,36,2011,total_driving
17,19,Briny Baird,19,129,112,17,2011,total_driving
T18,17,Billy Horschel,25,133,94,39,2011,total_driving
T18,20,Kyle Stanley,28,133,9,124,2011,total_driving
20,21,Charley Hoffman,27,136,22,114,2011,total_driving
T21,22,Scott McCarron,22,138,84,54,2011,total_driving
T21,23,Charl Schwartzel,15,138,43,95,2011,total_driving
23,26,Gary Woodland,25,142,5,137,2011,total_driving
24,24,Webb Simpson,26,143,51,92,2011,total_driving
25,25,Justin Hicks,23,145,132,13,2011,total_driving
T26,28,Graeme McDowell,16,147,109,38,2011,total_driving
T26,27,Martin Laird,23,147,13,134,2011,total_driving
T28,T40,Kevin Stadler,27,149,74,75,2011,total_driving
T28,T30,Steve Elkington,17,149,135,14,2011,total_driving
30,T30,Dustin Johnson,21,150,3,147,2011,total_driving
T31,35,Joe Durant,25,152,151,1,2011,total_driving
T31,T33,Nick Watney,22,152,16,136,2011,total_driving
T31,32,D.J. Trahan,30,152,31,121,2011,total_driving
34,29,Troy Matteson,28,153,21,132,2011,total_driving
T35,T33,Bubba Watson,22,154,2,152,2011,total_driving
T35,,Will Strickler,19,154,10,144,2011,total_driving
37,36,Bobby Gates,29,155,38,117,2011,total_driving
38,T43,Pat Perez,24,156,90,66,2011,total_driving
39,T37,D.A. Points,26,157,122,35,2011,total_driving
40,T37,Davis Love III,22,158,33,125,2011,total_driving
T41,42,Woody Austin,18,160,120,40,2011,total_driving
T41,T37,Jason Bohn,22,160,139,21,2011,total_driving
T43,T46,Scott Piercy,23,161,7,154,2011,total_driving
T43,T50,Sung Kang,21,161,68,93,2011,total_driving
T45,T40,Tag Ridings,28,162,12,150,2011,total_driving
T45,T50,Billy Mayfair,29,162,153,9,2011,total_driving
T45,T46,Tom Gillis,19,162,103,59,2011,total_driving
T48,T46,Brian Davis,30,163,153,10,2011,total_driving
T48,T50,Mark Wilson,26,163,143,20,2011,total_driving
50,T58,Scott Stallings,28,164,11,153,2011,total_driving
T51,T43,Heath Slocum,29,165,163,2,2011,total_driving
T51,T62,Chad Campbell,29,165,92,73,2011,total_driving
T51,T62,Ben Crane,23,165,139,26,2011,total_driving
54,T43,Steve Marino,23,166,59,107,2011,total_driving
T55,64,Hunter Mahan,25,167,84,83,2011,total_driving
T55,T50,Lucas Glover,23,167,63,104,2011,total_driving
T55,T46,Sergio Garcia,16,167,28,139,2011,total_driving
T58,69,Carl Pettersson,27,168,81,87,2011,total_driving
T58,T55,David Hearn,26,168,96,72,2011,total_driving
T60,T58,Jason Dufner,23,169,125,44,2011,total_driving
T60,T58,Aron Price,18,169,158,11,2011,total_driving
T60,T50,Jim Herman,22,169,18,151,2011,total_driving
63,T72,Jeff Overton,26,170,58,112,2011,total_driving
64,T55,Jim Renner,22,171,44,127,2011,total_driving
T65,T65,Cameron Tringale,32,172,66,106,2011,total_driving
T65,T74,Andres Gonzales,21,172,75,97,2011,total_driving
T65,T58,Stephen Ames,22,172,150,22,2011,total_driving
T68,T65,Justin Rose,23,173,99,74,2011,total_driving
T68,T55,Zack Miller,30,173,25,148,2011,total_driving
70,T70,Scott Gutschewski,23,174,36,138,2011,total_driving
71,T67,Steven Bowditch,28,175,6,169,2011,total_driving
T72,T70,Alex Prugh,29,176,31,145,2011,total_driving
T72,T78,Kevin Streelman,26,176,111,65,2011,total_driving
T72,T67,Tommy Gainey,34,176,46,130,2011,total_driving
75,T109,Roland Thatcher,22,177,75,102,2011,total_driving
T76,T90,Hunter Haas,30,178,114,64,2011,total_driving
T76,89,Kent Jones,25,178,137,41,2011,total_driving
78,T74,Brendon de Jonge,30,179,119,60,2011,total_driving
T79,T102,Matt Kuchar,24,180,128,52,2011,total_driving
T79,T72,George McNeill,21,180,60,120,2011,total_driving
T79,T84,Ryan Moore,22,180,103,77,2011,total_driving
T79,T78,Ben Martin,25,180,109,71,2011,total_driving
T79,T74,Joseph Bramlett,25,180,57,123,2011,total_driving
T84,T78,Jhonattan Vegas,25,181,8,173,2011,total_driving
T84,T84,Robert Allenby,25,181,100,81,2011,total_driving
T84,T78,David Toms,23,181,175,6,2011,total_driving
T87,T86,Jim Furyk,26,182,164,18,2011,total_driving
T87,T86,Lee Janzen,19,182,103,79,2011,total_driving
T87,T74,Rickie Fowler,24,182,25,157,2011,total_driving
T90,T98,Charles Howell III,30,183,40,143,2011,total_driving
T90,T78,Robert Karlsson,18,183,28,155,2011,total_driving
