RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,EVENTS,TOTAL,DISTANCE RANK,ACCURACY RANK,year,measure
T90,T96,Johnson Wagner,25,183,160,23,2011,total_driving
T90,T86,J.B. Holmes,16,183,1,182,2011,total_driving
T94,116,Alexandre Rocha,22,184,96,88,2011,total_driving
T94,T90,Robert Garrigus,26,184,4,180,2011,total_driving
T94,T102,Kevin Chappell,26,184,55,129,2011,total_driving
T97,T98,Zach Johnson,23,185,177,8,2011,total_driving
T97,T96,Brandt Snedeker,26,185,124,61,2011,total_driving
T97,T102,Ben Curtis,23,185,180,5,2011,total_driving
T100,T90,Chris Riley,25,186,174,12,2011,total_driving
T100,T98,Jerry Kelly,26,186,183,3,2011,total_driving
T100,T90,Jason Day,21,186,14,172,2011,total_driving
T103,T107,Vijay Singh,25,188,66,122,2011,total_driving
T103,106,Geoff Ogilvy,21,188,106,82,2011,total_driving
T103,T109,Y.E. Yang,18,188,100,88,2011,total_driving
T106,T98,Nick O'Hern,29,189,182,7,2011,total_driving
T106,T102,Ángel Cabrera,17,189,19,170,2011,total_driving
T108,T107,Brian Gay,26,190,186,4,2011,total_driving
T108,T109,Garrett Willis,24,190,171,19,2011,total_driving
T108,T121,David Mathis,25,190,161,29,2011,total_driving
T108,T112,Matt McQuillan,21,190,135,55,2011,total_driving
T112,T90,Bill Lunde,28,192,89,103,2011,total_driving
T112,T78,Rich Beem,21,192,129,63,2011,total_driving
114,T117,Fabián Gómez,26,194,116,78,2011,total_driving
T115,115,Bryce Molder,27,195,161,34,2011,total_driving
T115,T117,Shane Bertsch,20,195,168,27,2011,total_driving
T117,T112,James Driscoll,24,196,33,163,2011,total_driving
T117,T112,Spencer Levin,31,196,127,69,2011,total_driving
119,120,Steve Stricker,19,198,113,85,2011,total_driving
T120,T123,Phil Mickelson,21,199,22,177,2011,total_driving
T120,T127,Jonathan Byrd,26,199,84,115,2011,total_driving
T122,T121,Rocco Mediate,23,200,184,16,2011,total_driving
T122,T125,Paul Goydos,25,200,185,15,2011,total_driving
T124,T125,Harrison Frazar,19,201,17,184,2011,total_driving
T124,T117,Ryan Palmer,24,201,25,176,2011,total_driving
126,129,Andres Romero,22,202,61,141,2011,total_driving
T127,T132,Luke Donald,19,204,147,57,2011,total_driving
T127,T123,Alex Cejka,21,204,167,37,2011,total_driving
T129,T139,Vaughn Taylor,27,205,147,58,2011,total_driving
T129,131,Ricky Barnes,23,205,72,133,2011,total_driving
T129,130,Camilo Villegas,25,205,65,140,2011,total_driving
T132,T132,Ian Poulter,16,206,155,51,2011,total_driving
T132,,Retief Goosen,16,206,107,99,2011,total_driving
T134,T136,Trevor Immelman,25,208,114,94,2011,total_driving
T134,T136,Jimmy Walker,24,208,30,178,2011,total_driving
T136,T134,Chris Stroud,28,210,91,119,2011,total_driving
T136,T136,Michael Thompson,25,210,94,116,2011,total_driving
138,T141,Chris DiMarco,31,211,178,33,2011,total_driving
139,143,Michael Putnam,21,212,41,171,2011,total_driving
140,T127,J.P. Hayes,19,213,157,56,2011,total_driving
T141,T145,Justin Leonard,26,215,168,47,2011,total_driving
T141,151,Kris Blanks,29,215,139,76,2011,total_driving
T141,T141,Troy Merritt,23,215,125,90,2011,total_driving
T144,T145,Chris Kirk,28,217,56,161,2011,total_driving
T144,148,Aaron Baddeley,22,217,51,166,2011,total_driving
T146,T145,Michael Connell,26,218,173,45,2011,total_driving
T146,T134,Colt Knost,27,218,176,42,2011,total_driving
T146,T139,William McGirt,32,218,107,111,2011,total_driving
149,T149,Tim Petrovic,29,219,166,53,2011,total_driving
150,T149,Derek Lamely,26,222,37,185,2011,total_driving
151,152,Daniel Summerhays,29,223,139,84,2011,total_driving
152,T154,K.J. Choi,22,225,134,91,2011,total_driving
T153,153,Sean O'Hair,24,227,63,164,2011,total_driving
T153,158,Tim Herron,28,227,81,146,2011,total_driving
T153,156,Dean Wilson,22,227,179,48,2011,total_driving
156,157,Marc Leishman,27,228,54,174,2011,total_driving
157,T154,Freddie Jacobson,25,232,122,110,2011,total_driving
158,T159,David Duval,24,233,50,183,2011,total_driving
T159,163,Charlie Wi,25,234,133,101,2011,total_driving
T159,T159,Rory Sabbatini,24,234,78,156,2011,total_driving
T159,165,Bio Kim,25,234,53,181,2011,total_driving
T162,166,Marc Turnesa,20,235,155,80,2011,total_driving
T162,T159,Ernie Els,21,235,118,117,2011,total_driving
164,164,Matt Jones,25,237,70,167,2011,total_driving
T165,167,Stewart Cink,22,240,81,159,2011,total_driving
T165,168,Padraig Harrington,18,240,61,179,2011,total_driving
167,T159,Joe Ogilvie,24,242,84,158,2011,total_driving
168,174,Michael Bradley,24,247,98,149,2011,total_driving
169,T170,Cameron Beckman,25,249,145,104,2011,total_driving
170,169,Richard Johnson,23,251,181,70,2011,total_driving
T171,172,Martin Piller,23,254,79,175,2011,total_driving
T171,T170,Kevin Kisner,24,254,145,109,2011,total_driving
T171,176,Anthony Kim,26,254,68,186,2011,total_driving
174,175,Stuart Appleby,24,256,121,135,2011,total_driving
175,177,Greg Chalmers,28,258,172,86,2011,total_driving
176,173,Steve Flesch,27,259,159,100,2011,total_driving
177,179,Jarrod Lyle,29,260,129,131,2011,total_driving
178,T181,Nathan Green,26,263,137,126,2011,total_driving
179,178,Ryuji Imada,29,265,152,113,2011,total_driving
180,T181,D.J. Brigman,23,268,100,168,2011,total_driving
181,180,Nate Smith,24,272,165,107,2011,total_driving
T182,184,Paul Stankowski,24,277,149,128,2011,total_driving
T182,183,Matt Bettencourt,30,277,117,160,2011,total_driving
184,185,Shaun Micheel,27,294,129,165,2011,total_driving
185,186,Arjun Atwal,29,305,143,162,2011,total_driving
186,187,Kevin Na,26,312,170,142,2011,total_driving
