RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:ARG,MEASURED ROUNDS,year,measure,RANK THIS WEEK
NA,118,Heath Slocum,103,0.007,0.63,90,2005,sg_around_green,NA
NA,119,D.J. Trahan,81,0.003,0.234,71,2005,sg_around_green,NA
NA,120,David Hearn,68,0,NA,61,2005,sg_around_green,NA
NA,121,Neal Lancaster,95,-0.005,-0.427,86,2005,sg_around_green,NA
NA,122,Jeff Brehaut,71,-0.006,-0.408,63,2005,sg_around_green,NA
NA,123,Will MacKenzie,75,-0.007,-0.504,68,2005,sg_around_green,NA
NA,124,Greg Owen,84,-0.008,-0.581,71,2005,sg_around_green,NA
NA,125,Ted Purdy,122,-0.011,-1.062,100,2005,sg_around_green,NA
NA,T126,Kenny Perry,82,-0.012,-0.69,60,2005,sg_around_green,NA
NA,T126,Bob Tway,87,-0.012,-0.8,66,2005,sg_around_green,NA
NA,128,Tiger Woods,76,-0.015,-0.805,55,2005,sg_around_green,NA
NA,129,Matt Kuchar,60,-0.018,-1.025,56,2005,sg_around_green,NA
NA,130,Duffy Waldorf,86,-0.019,-1.35,71,2005,sg_around_green,NA
NA,131,Justin Bolli,65,-0.026,-1.541,59,2005,sg_around_green,NA
NA,132,Mark O'Meara,66,-0.027,-1.389,52,2005,sg_around_green,NA
NA,133,Fred Couples,72,-0.03,-1.318,44,2005,sg_around_green,NA
NA,134,Brent Geiberger,61,-0.031,-1.616,52,2005,sg_around_green,NA
NA,135,Retief Goosen,71,-0.034,-1.469,43,2005,sg_around_green,NA
NA,136,Freddie Jacobson,72,-0.036,-2.038,56,2005,sg_around_green,NA
NA,137,Arron Oberholser,65,-0.042,-2.138,51,2005,sg_around_green,NA
NA,138,Hunter Haas,83,-0.046,-3.336,73,2005,sg_around_green,NA
NA,139,J.J. Henry,102,-0.047,-4.071,87,2005,sg_around_green,NA
NA,140,Frank Lickliter II,100,-0.051,-4.355,86,2005,sg_around_green,NA
NA,141,Matt Gogel,78,-0.056,-3.841,68,2005,sg_around_green,NA
NA,142,John Senden,101,-0.06,-5.475,91,2005,sg_around_green,NA
NA,T143,Arjun Atwal,65,-0.061,-3.7,61,2005,sg_around_green,NA
NA,T143,Skip Kendall,80,-0.061,-4.315,71,2005,sg_around_green,NA
NA,T145,Billy Andrade,83,-0.063,-4.641,74,2005,sg_around_green,NA
NA,T145,Darron Stiles,78,-0.063,-4.436,70,2005,sg_around_green,NA
NA,147,Briny Baird,98,-0.068,-6.008,89,2005,sg_around_green,NA
NA,T148,Brian Bateman,98,-0.07,-6.028,86,2005,sg_around_green,NA
NA,T148,Scott Gutschewski,86,-0.07,-5.004,72,2005,sg_around_green,NA
NA,150,Tjaart van der Walt,56,-0.072,-3.89,54,2005,sg_around_green,NA
NA,151,Chris Anderson,66,-0.076,-4.383,58,2005,sg_around_green,NA
NA,152,Larry Mize,54,-0.079,-3.634,46,2005,sg_around_green,NA
NA,153,Bill Glasson,54,-0.092,-4.05,44,2005,sg_around_green,NA
NA,154,John Daly,78,-0.106,-5.953,56,2005,sg_around_green,NA
NA,155,Jason Allred,75,-0.108,-6.905,64,2005,sg_around_green,NA
NA,156,Steve Lowery,100,-0.114,-9.935,87,2005,sg_around_green,NA
NA,157,Tommy Armour III,103,-0.117,-10.798,92,2005,sg_around_green,NA
NA,158,Bart Bryant,91,-0.12,-9.241,77,2005,sg_around_green,NA
NA,159,Tom Byrum,83,-0.123,-9.362,76,2005,sg_around_green,NA
NA,160,Kirk Triplett,55,-0.124,-5.437,44,2005,sg_around_green,NA
NA,161,Steve Jones,56,-0.126,-5.81,46,2005,sg_around_green,NA
NA,162,Scott McCarron,78,-0.146,-8.896,61,2005,sg_around_green,NA
NA,163,Olin Browne,99,-0.16,-13.398,84,2005,sg_around_green,NA
NA,164,Brendan Jones,81,-0.161,-11.771,73,2005,sg_around_green,NA
NA,T165,Bo Van Pelt,112,-0.163,-15.168,93,2005,sg_around_green,NA
NA,T165,Nick Watney,91,-0.163,-13.074,80,2005,sg_around_green,NA
NA,T167,D.J. Brigman,76,-0.169,-10.473,62,2005,sg_around_green,NA
NA,T167,Lucas Glover,88,-0.169,-13.313,79,2005,sg_around_green,NA
NA,T169,Robert Allenby,95,-0.17,-12.393,73,2005,sg_around_green,NA
NA,T169,John Cook,72,-0.17,-10.038,59,2005,sg_around_green,NA
NA,171,Joey Sindelar,104,-0.172,-16.978,99,2005,sg_around_green,NA
NA,172,Craig Perks,67,-0.173,-10.186,59,2005,sg_around_green,NA
NA,173,Mark Hensby,70,-0.179,-8.961,50,2005,sg_around_green,NA
NA,174,Rob Rashell,65,-0.181,-9.976,55,2005,sg_around_green,NA
NA,175,Brandt Jobe,96,-0.186,-15.225,82,2005,sg_around_green,NA
NA,176,Jeff Maggert,79,-0.193,-11.552,60,2005,sg_around_green,NA
NA,177,Mark Calcavecchia,92,-0.204,-15.715,77,2005,sg_around_green,NA
NA,178,Scott Hend,75,-0.215,-13.955,65,2005,sg_around_green,NA
NA,179,Chris Smith,93,-0.223,-19.19,86,2005,sg_around_green,NA
NA,180,Shaun Micheel,81,-0.226,-14.468,64,2005,sg_around_green,NA
NA,181,Robert Gamez,91,-0.232,-18.813,81,2005,sg_around_green,NA
NA,182,Harrison Frazar,105,-0.234,-21.984,94,2005,sg_around_green,NA
NA,183,Tom Gillis,77,-0.237,-16.352,69,2005,sg_around_green,NA
NA,184,John Huston,90,-0.243,-19.434,80,2005,sg_around_green,NA
NA,185,Ben Curtis,65,-0.251,-12.562,50,2005,sg_around_green,NA
NA,186,D.A. Points,94,-0.254,-21.048,83,2005,sg_around_green,NA
NA,187,Tag Ridings,93,-0.267,-22.441,84,2005,sg_around_green,NA
NA,188,Roland Thatcher,75,-0.272,-18.507,68,2005,sg_around_green,NA
NA,189,Hank Kuehne,84,-0.275,-20.591,75,2005,sg_around_green,NA
NA,190,Todd Hamilton,94,-0.31,-23.258,75,2005,sg_around_green,NA
NA,191,Patrick Sheehan,114,-0.321,-31.112,97,2005,sg_around_green,NA
NA,192,Hunter Mahan,103,-0.323,-30.063,93,2005,sg_around_green,NA
NA,193,Sean O'Hair,103,-0.324,-27.87,86,2005,sg_around_green,NA
NA,194,Joey Snyder III,102,-0.349,-32.081,92,2005,sg_around_green,NA
NA,195,Charles Warren,89,-0.352,-28.475,81,2005,sg_around_green,NA
NA,196,Ian Poulter,62,-0.37,-13.311,36,2005,sg_around_green,NA
NA,197,Ryan Palmer,101,-0.372,-30.091,81,2005,sg_around_green,NA
NA,198,Mario Tiziani,67,-0.384,-23.406,61,2005,sg_around_green,NA
NA,199,Brett Wetterich,76,-0.386,-26.223,68,2005,sg_around_green,NA
NA,200,Lee Westwood,50,-0.395,-13.032,33,2005,sg_around_green,NA
NA,201,Kevin Stadler,96,-0.4,-33.171,83,2005,sg_around_green,NA
NA,202,Bradley Hughes,52,-0.613,-30.06,49,2005,sg_around_green,NA
NA,1,Ernie Els,69,0.619,29.079,47,2006,sg_around_green,TRUE
NA,2,Stuart Appleby,83,0.591,37.814,64,2006,sg_around_green,NA
NA,3,José María Olazábal,62,0.51,19.881,39,2006,sg_around_green,NA
NA,4,Luke Donald,66,0.509,21.878,43,2006,sg_around_green,NA
NA,5,Steve Stricker,64,0.472,24.522,52,2006,sg_around_green,NA
NA,6,Justin Leonard,83,0.441,28.656,65,2006,sg_around_green,NA
NA,7,Corey Pavin,74,0.439,25.049,57,2006,sg_around_green,NA
NA,8,Rod Pampling,89,0.435,28.299,65,2006,sg_around_green,NA
NA,9,Vijay Singh,103,0.414,34.743,84,2006,sg_around_green,NA
NA,10,Craig Barlow,77,0.376,21.798,58,2006,sg_around_green,NA
NA,11,Omar Uresti,61,0.368,18.787,51,2006,sg_around_green,NA
NA,12,Dudley Hart,83,0.365,25.896,71,2006,sg_around_green,NA
NA,13,Chris Riley,86,0.362,24.987,69,2006,sg_around_green,NA
NA,14,Mark O'Meara,52,0.358,12.887,36,2006,sg_around_green,NA
NA,15,Trevor Immelman,86,0.337,24.593,73,2006,sg_around_green,NA
NA,16,Ryuji Imada,105,0.315,27.446,87,2006,sg_around_green,NA
NA,17,Rory Sabbatini,84,0.313,20.023,64,2006,sg_around_green,NA
NA,18,Carl Pettersson,95,0.309,23.175,75,2006,sg_around_green,NA
NA,19,Paul Azinger,87,0.302,24.156,80,2006,sg_around_green,NA
NA,T20,Tom Pernice Jr.,108,0.293,25.508,87,2006,sg_around_green,NA
NA,T20,Jason Schultz,77,0.293,19.043,65,2006,sg_around_green,NA
NA,22,Jason Bohn,104,0.285,25.398,89,2006,sg_around_green,NA
NA,23,Jerry Smith,94,0.276,23.217,84,2006,sg_around_green,NA
NA,24,Ben Crane,85,0.272,16.572,61,2006,sg_around_green,NA
NA,25,Pat Perez,50,0.27,11.355,42,2006,sg_around_green,NA
NA,26,Jerry Kelly,100,0.268,22.544,84,2006,sg_around_green,NA
NA,27,Kevin Sutherland,100,0.263,22.914,87,2006,sg_around_green,NA
NA,T28,Billy Andrade,78,0.255,15.293,60,2006,sg_around_green,NA
NA,T28,Kirk Triplett,58,0.255,12.493,49,2006,sg_around_green,NA
NA,30,Shigeki Maruyama,94,0.249,19.942,80,2006,sg_around_green,NA
NA,T31,Marco Dawson,87,0.245,18.887,77,2006,sg_around_green,NA
NA,T31,Jim Furyk,89,0.245,16.644,68,2006,sg_around_green,NA
NA,T31,Mark Wilson,79,0.245,17.645,72,2006,sg_around_green,NA
NA,34,Arron Oberholser,82,0.243,15.08,62,2006,sg_around_green,NA
NA,35,Steve Flesch,119,0.236,24.26,103,2006,sg_around_green,NA
NA,36,Mike Weir,88,0.235,14.812,63,2006,sg_around_green,NA
NA,37,Peter Lonard,77,0.234,15.42,66,2006,sg_around_green,NA
NA,38,Paul Goydos,72,0.232,14.858,64,2006,sg_around_green,NA
NA,T39,Steve Elkington,52,0.213,9.81,46,2006,sg_around_green,NA
NA,T39,Retief Goosen,68,0.213,9.79,46,2006,sg_around_green,NA
NA,41,Chad Campbell,91,0.211,14.169,67,2006,sg_around_green,NA
NA,42,Brett Quigley,109,0.209,19.634,94,2006,sg_around_green,NA
NA,T43,Mike Sposa,68,0.208,12.049,58,2006,sg_around_green,NA
NA,T43,Vaughn Taylor,88,0.208,15.978,77,2006,sg_around_green,NA
NA,T45,Mark Brooks,90,0.207,15.319,74,2006,sg_around_green,NA
NA,T45,Ian Poulter,53,0.207,8.702,42,2006,sg_around_green,NA
NA,47,Aaron Baddeley,78,0.196,13.338,68,2006,sg_around_green,NA
NA,48,Brian Davis,92,0.195,15.817,81,2006,sg_around_green,NA
NA,49,Tim Petrovic,95,0.193,15.987,83,2006,sg_around_green,NA
NA,50,Geoff Ogilvy,76,0.188,9.772,52,2006,sg_around_green,NA
NA,51,Todd Fischer,101,0.187,16.792,90,2006,sg_around_green,NA
NA,52,Michael Allen,84,0.186,13.379,72,2006,sg_around_green,NA
NA,T53,Jeff Gove,91,0.183,14.804,81,2006,sg_around_green,NA
NA,T53,Jeff Sluman,101,0.183,15.19,83,2006,sg_around_green,NA
NA,55,Dean Wilson,115,0.182,16.889,93,2006,sg_around_green,NA
NA,56,Jimmy Walker,60,0.178,9.954,56,2006,sg_around_green,NA
NA,57,Tim Herron,82,0.175,10.832,62,2006,sg_around_green,NA
NA,58,Bernhard Langer,77,0.173,10.205,59,2006,sg_around_green,NA
NA,59,Scott Verplank,88,0.171,11.61,68,2006,sg_around_green,NA
NA,60,David Toms,76,0.164,10.192,62,2006,sg_around_green,NA
NA,61,Adam Scott,70,0.16,8.161,51,2006,sg_around_green,NA
NA,62,Jonathan Byrd,66,0.153,8.262,54,2006,sg_around_green,NA
NA,63,Brian Gay,107,0.151,15.122,100,2006,sg_around_green,NA
NA,64,Frank Lickliter II,99,0.143,12.19,85,2006,sg_around_green,NA
NA,65,Nick Watney,97,0.141,12.122,86,2006,sg_around_green,NA
NA,66,Phil Mickelson,74,0.136,6.375,47,2006,sg_around_green,NA
NA,67,Nathan Green,108,0.134,12.583,94,2006,sg_around_green,NA
NA,68,Bo Van Pelt,102,0.127,11.42,90,2006,sg_around_green,NA
NA,69,Woody Austin,107,0.122,11.361,93,2006,sg_around_green,NA
NA,70,Charles Howell III,96,0.114,9.039,79,2006,sg_around_green,NA
NA,71,Doug Barron,74,0.112,7.474,67,2006,sg_around_green,NA
NA,72,Daniel Chopra,110,0.111,9.976,90,2006,sg_around_green,NA
NA,73,Bill Haas,99,0.109,9.601,88,2006,sg_around_green,NA
NA,74,Tiger Woods,55,0.107,3.949,37,2006,sg_around_green,NA
NA,75,Stephen Leaney,84,0.106,8.192,77,2006,sg_around_green,NA
NA,76,Billy Mayfair,94,0.101,7.781,77,2006,sg_around_green,NA
NA,77,J.P. Hayes,55,0.1,5.018,50,2006,sg_around_green,NA
NA,T78,K.J. Choi,93,0.094,7.418,79,2006,sg_around_green,NA
NA,T78,John Cook,67,0.094,5.166,55,2006,sg_around_green,NA
NA,80,Carlos Franco,86,0.093,7.168,77,2006,sg_around_green,NA
NA,81,Danny Ellis,68,0.091,5.467,60,2006,sg_around_green,NA
NA,82,Fred Funk,106,0.09,7.668,85,2006,sg_around_green,NA
NA,83,Zach Johnson,98,0.089,6.849,77,2006,sg_around_green,NA
NA,84,Jesper Parnevik,84,0.086,6.313,73,2006,sg_around_green,NA
NA,85,Hidemichi Tanaka,74,0.083,5.408,65,2006,sg_around_green,NA
NA,86,Joe Ogilvie,95,0.082,6.366,78,2006,sg_around_green,NA
NA,T87,Freddie Jacobson,56,0.078,4.202,54,2006,sg_around_green,NA
NA,T87,Justin Rose,98,0.078,6.731,86,2006,sg_around_green,NA
NA,89,John Huston,74,0.077,4.996,65,2006,sg_around_green,NA
NA,90,Padraig Harrington,54,0.074,2.815,38,2006,sg_around_green,NA
NA,91,Alex Cejka,93,0.066,5.305,80,2006,sg_around_green,NA
NA,92,Tom Lehman,70,0.065,3.058,47,2006,sg_around_green,NA
NA,93,Bob Estes,85,0.064,4.763,75,2006,sg_around_green,NA
NA,94,Bob Tway,81,0.057,3.843,67,2006,sg_around_green,NA
NA,95,Shaun Micheel,96,0.056,4.391,78,2006,sg_around_green,NA
NA,96,Greg Owen,79,0.053,3.279,62,2006,sg_around_green,NA
NA,97,James Driscoll,80,0.05,3.837,76,2006,sg_around_green,NA
NA,98,Robert Damron,91,0.048,3.896,82,2006,sg_around_green,NA
NA,99,Kent Jones,103,0.047,4.153,88,2006,sg_around_green,NA
NA,100,Camilo Villegas,95,0.045,3.649,82,2006,sg_around_green,NA
NA,101,J.J. Henry,96,0.039,3.023,77,2006,sg_around_green,NA
NA,102,Lee Janzen,79,0.031,2.141,68,2006,sg_around_green,NA
NA,103,Arjun Atwal,97,0.027,2.187,82,2006,sg_around_green,NA
NA,104,John Senden,96,0.026,2.067,79,2006,sg_around_green,NA
NA,105,Jon Mills,68,0.024,1.312,54,2006,sg_around_green,NA
NA,106,Larry Mize,53,0.023,0.926,41,2006,sg_around_green,NA
NA,107,D.A. Points,82,0.022,1.553,71,2006,sg_around_green,NA
NA,108,Sergio Garcia,59,0.02,0.771,39,2006,sg_around_green,NA
NA,109,Steve Lowery,99,0.011,0.943,83,2006,sg_around_green,NA
NA,110,Jonathan Kaye,95,0.008,0.701,86,2006,sg_around_green,NA
NA,111,Kris Cox,83,-0.007,-0.487,72,2006,sg_around_green,NA
NA,112,Bob May,65,-0.025,-1.347,54,2006,sg_around_green,NA
NA,113,Will MacKenzie,91,-0.027,-2.021,75,2006,sg_around_green,NA
NA,114,"John Engler, Jr.",69,-0.029,-1.82,63,2006,sg_around_green,NA
NA,115,John Rollins,93,-0.036,-2.735,76,2006,sg_around_green,NA
NA,116,Steve Jones,83,-0.038,-2.63,69,2006,sg_around_green,NA
NA,117,Tjaart van der Walt,60,-0.042,-2.186,52,2006,sg_around_green,NA
NA,118,Charley Hoffman,100,-0.047,-4.227,89,2006,sg_around_green,NA
NA,119,Olin Browne,108,-0.048,-4.095,86,2006,sg_around_green,NA
NA,120,Skip Kendall,72,-0.054,-3.182,59,2006,sg_around_green,NA
NA,121,Richard Johnson,94,-0.055,-4.65,85,2006,sg_around_green,NA
NA,122,Mark Calcavecchia,94,-0.056,-4.432,79,2006,sg_around_green,NA
NA,123,Sean O'Hair,100,-0.057,-4.315,76,2006,sg_around_green,NA
NA,124,Chris DiMarco,83,-0.06,-3.664,61,2006,sg_around_green,NA
NA,125,Stewart Cink,93,-0.063,-4.598,73,2006,sg_around_green,NA
NA,126,Fred Couples,52,-0.072,-2.291,32,2006,sg_around_green,NA
NA,127,Stephen Ames,63,-0.079,-3.472,44,2006,sg_around_green,NA
NA,128,Ryan Hietala,61,-0.084,-4.28,51,2006,sg_around_green,NA
NA,129,Ben Curtis,86,-0.09,-6.046,67,2006,sg_around_green,NA
NA,130,Brett Wetterich,82,-0.092,-6.726,73,2006,sg_around_green,NA
NA,131,David Howell,52,-0.093,-2.79,30,2006,sg_around_green,NA
NA,132,Robert Allenby,79,-0.103,-6.171,60,2006,sg_around_green,NA
NA,T133,Brent Geiberger,99,-0.104,-9.348,90,2006,sg_around_green,NA
NA,T133,Mathew Goggin,72,-0.104,-6.047,58,2006,sg_around_green,NA
NA,135,Greg Kraft,79,-0.106,-7.112,67,2006,sg_around_green,NA
NA,136,Michael Connell,51,-0.108,-4.536,42,2006,sg_around_green,NA
NA,137,Lucas Glover,105,-0.109,-9.405,86,2006,sg_around_green,NA
NA,138,J.L. Lewis,57,-0.12,-5.998,50,2006,sg_around_green,NA
NA,T139,Ryan Moore,68,-0.122,-7.088,58,2006,sg_around_green,NA
NA,T139,Vance Veazey,59,-0.122,-6.597,54,2006,sg_around_green,NA
NA,141,Daisuke Maruyama,83,-0.131,-9.148,70,2006,sg_around_green,NA
NA,T142,Shane Bertsch,104,-0.134,-12.095,90,2006,sg_around_green,NA
NA,T142,Harrison Frazar,95,-0.134,-10.044,75,2006,sg_around_green,NA
NA,144,Brian Bateman,69,-0.143,-8.433,59,2006,sg_around_green,NA
NA,T145,Bart Bryant,87,-0.145,-10.272,71,2006,sg_around_green,NA
NA,T145,Len Mattiace,59,-0.145,-7.563,52,2006,sg_around_green,NA
NA,147,Todd Hamilton,72,-0.146,-8.2,56,2006,sg_around_green,NA
NA,T148,Briny Baird,81,-0.147,-10.264,70,2006,sg_around_green,NA
NA,T148,Ted Purdy,103,-0.147,-11.778,80,2006,sg_around_green,NA
NA,T150,Tim Clark,80,-0.151,-8.784,58,2006,sg_around_green,NA
NA,T150,J.B. Holmes,81,-0.151,-9.541,63,2006,sg_around_green,NA
NA,T152,Mathias Grönberg,92,-0.156,-12.292,79,2006,sg_around_green,NA
NA,T152,Duffy Waldorf,96,-0.156,-12.762,82,2006,sg_around_green,NA
NA,154,Bubba Watson,83,-0.157,-11.272,72,2006,sg_around_green,NA
NA,155,Paul Stankowski,70,-0.162,-10.193,63,2006,sg_around_green,NA
NA,156,Ron Whittaker,81,-0.163,-11.573,71,2006,sg_around_green,NA
NA,157,Jeff Maggert,81,-0.17,-11.528,68,2006,sg_around_green,NA
NA,158,Greg Chalmers,71,-0.172,-9.782,57,2006,sg_around_green,NA
NA,159,David Duval,71,-0.178,-9.436,53,2006,sg_around_green,NA
NA,160,Brad Faxon,78,-0.182,-13.275,73,2006,sg_around_green,NA
NA,161,Jeff Overton,95,-0.191,-16.614,87,2006,sg_around_green,NA
NA,162,Heath Slocum,96,-0.192,-16.122,84,2006,sg_around_green,NA
NA,163,Charles Warren,93,-0.209,-16.955,81,2006,sg_around_green,NA
NA,164,Robert Garrigus,85,-0.217,-16.072,74,2006,sg_around_green,NA
NA,165,Scott Gutschewski,53,-0.218,-9.812,45,2006,sg_around_green,NA
NA,166,Robert Gamez,94,-0.219,-17.918,82,2006,sg_around_green,NA
NA,167,Henrik Bjornstad,97,-0.221,-19.657,89,2006,sg_around_green,NA
NA,168,Nicholas Thompson,96,-0.223,-17.406,78,2006,sg_around_green,NA
NA,169,Jeff Brehaut,100,-0.226,-19.23,85,2006,sg_around_green,NA
NA,170,Bubba Dickerson,98,-0.229,-19.71,86,2006,sg_around_green,NA
NA,171,Troy Matteson,101,-0.231,-20.352,88,2006,sg_around_green,NA
NA,172,Ian Leggatt,80,-0.232,-16.226,70,2006,sg_around_green,NA
NA,173,Patrick Sheehan,104,-0.233,-20.261,87,2006,sg_around_green,NA
NA,174,Kenny Perry,73,-0.236,-14.152,60,2006,sg_around_green,NA
NA,175,John Daly,51,-0.239,-9.8,41,2006,sg_around_green,NA
NA,T176,Joe Durant,101,-0.244,-23.462,96,2006,sg_around_green,NA
NA,T176,Brandt Jobe,91,-0.244,-17.094,70,2006,sg_around_green,NA
NA,178,Rich Beem,85,-0.251,-16.294,65,2006,sg_around_green,NA
NA,179,Ryan Palmer,101,-0.259,-21.261,82,2006,sg_around_green,NA
NA,180,Hunter Mahan,98,-0.261,-23.227,89,2006,sg_around_green,NA
NA,181,Tag Ridings,103,-0.288,-25.896,90,2006,sg_around_green,NA
NA,182,D.J. Trahan,92,-0.289,-21.988,76,2006,sg_around_green,NA
NA,183,Thomas Levet,53,-0.294,-14.117,48,2006,sg_around_green,NA
NA,184,David McKenzie,82,-0.304,-20.959,69,2006,sg_around_green,NA
NA,185,Matt Hansen,68,-0.323,-18.751,58,2006,sg_around_green,NA
NA,186,David Branshaw,98,-0.343,-29.871,87,2006,sg_around_green,NA
NA,187,Davis Love III,85,-0.347,-19.764,57,2006,sg_around_green,NA
NA,188,Eric Axley,91,-0.351,-27.727,79,2006,sg_around_green,NA
NA,189,Joey Sindelar,90,-0.355,-26.997,76,2006,sg_around_green,NA
NA,190,Alex Aragon,63,-0.396,-21.365,54,2006,sg_around_green,NA
NA,191,Jason Gore,86,-0.398,-28.633,72,2006,sg_around_green,NA
NA,192,Roger Tambellini,64,-0.4,-21.174,53,2006,sg_around_green,NA
NA,193,"Wes Short, Jr.",96,-0.427,-36.269,85,2006,sg_around_green,NA
NA,194,Chris Smith,67,-0.431,-25.438,59,2006,sg_around_green,NA
NA,195,Tommy Armour III,65,-0.453,-24.011,53,2006,sg_around_green,NA
NA,196,Chris Couch,75,-0.53,-35.477,67,2006,sg_around_green,NA
NA,1,Ian Poulter,63,0.653,25.454,39,2007,sg_around_green,TRUE
NA,2,Chris Riley,59,0.644,32.828,51,2007,sg_around_green,NA
NA,3,K.J. Choi,87,0.632,42.98,68,2007,sg_around_green,NA
NA,4,Aaron Baddeley,83,0.535,35.335,66,2007,sg_around_green,NA
NA,5,Phil Mickelson,73,0.499,25.95,52,2007,sg_around_green,NA
NA,6,Mike Weir,82,0.498,29.855,60,2007,sg_around_green,NA
NA,7,Stuart Appleby,74,0.493,28.597,58,2007,sg_around_green,NA
NA,8,Jim Furyk,84,0.413,27.287,66,2007,sg_around_green,NA
NA,9,Ryuji Imada,104,0.398,35.462,89,2007,sg_around_green,NA
NA,10,Arron Oberholser,69,0.396,21.005,53,2007,sg_around_green,NA
NA,11,Matt Kuchar,85,0.371,26.346,71,2007,sg_around_green,NA
NA,12,Sergio Garcia,68,0.36,19.823,55,2007,sg_around_green,NA
NA,T13,J.P. Hayes,89,0.357,28.538,80,2007,sg_around_green,NA
NA,T13,Kevin Na,84,0.357,27.884,78,2007,sg_around_green,NA
NA,15,Vijay Singh,102,0.355,29.084,82,2007,sg_around_green,NA
NA,16,Tom Pernice Jr.,104,0.354,29.731,84,2007,sg_around_green,NA
NA,17,Steve Stricker,81,0.351,22.828,65,2007,sg_around_green,NA
NA,18,Luke Donald,69,0.342,17.104,50,2007,sg_around_green,NA
NA,19,Alex Cejka,80,0.34,25.183,74,2007,sg_around_green,NA
NA,20,Shigeki Maruyama,84,0.331,26.479,80,2007,sg_around_green,NA
NA,21,Jason Schultz,63,0.324,17.183,53,2007,sg_around_green,NA
NA,22,Rory Sabbatini,81,0.311,19.611,63,2007,sg_around_green,NA
NA,T23,Marco Dawson,73,0.301,19.577,65,2007,sg_around_green,NA
NA,T23,Steve Elkington,87,0.301,22.006,73,2007,sg_around_green,NA
NA,T23,José María Olazábal,52,0.301,11.143,37,2007,sg_around_green,NA
NA,26,Justin Leonard,95,0.293,24.019,82,2007,sg_around_green,NA
NA,27,Nick O'Hern,72,0.288,15.857,55,2007,sg_around_green,NA
NA,28,Brian Davis,101,0.284,24.99,88,2007,sg_around_green,NA
NA,29,Jonathan Byrd,73,0.274,16.966,62,2007,sg_around_green,NA
NA,30,Mark Wilson,87,0.27,19.742,73,2007,sg_around_green,NA
NA,31,Craig Kanada,109,0.268,25.222,94,2007,sg_around_green,NA
NA,32,Paul Gow,70,0.256,14.602,57,2007,sg_around_green,NA
NA,33,Justin Rose,63,0.255,9.935,39,2007,sg_around_green,NA
NA,34,Tim Petrovic,106,0.25,23.785,95,2007,sg_around_green,NA
NA,35,Corey Pavin,81,0.246,17.481,71,2007,sg_around_green,NA
NA,36,Tim Herron,98,0.238,19.48,82,2007,sg_around_green,NA
NA,T37,Brian Gay,107,0.237,22.944,97,2007,sg_around_green,NA
NA,T37,Bob Heintz,85,0.237,17.056,72,2007,sg_around_green,NA
NA,T37,Kevin Sutherland,85,0.237,16.364,69,2007,sg_around_green,NA
NA,40,Padraig Harrington,64,0.235,10.794,46,2007,sg_around_green,NA
NA,T41,Bob Estes,88,0.232,18.538,80,2007,sg_around_green,NA
NA,T41,Charlie Wi,90,0.232,19.284,83,2007,sg_around_green,NA
NA,43,Mark Hensby,81,0.209,15.058,72,2007,sg_around_green,NA
NA,T44,Joe Ogilvie,102,0.2,17.438,87,2007,sg_around_green,NA
NA,T44,Geoff Ogilvy,84,0.2,12.77,64,2007,sg_around_green,NA
NA,46,Doug LaBelle II,104,0.199,18.065,91,2007,sg_around_green,NA
NA,47,Michael Allen,74,0.196,12.54,64,2007,sg_around_green,NA
NA,48,Mark Brooks,53,0.193,7.919,41,2007,sg_around_green,NA
NA,49,Craig Barlow,52,0.189,8.33,44,2007,sg_around_green,NA
NA,T50,Steve Flesch,100,0.185,16.652,90,2007,sg_around_green,NA
NA,T50,Carl Pettersson,111,0.185,16.975,92,2007,sg_around_green,NA
NA,T50,Scott Verplank,82,0.185,10.894,59,2007,sg_around_green,NA
NA,53,Nathan Green,103,0.173,15.091,87,2007,sg_around_green,NA
NA,54,John Rollins,102,0.165,13.867,84,2007,sg_around_green,NA
NA,55,Daniel Chopra,106,0.164,15.598,95,2007,sg_around_green,NA
NA,56,Ernie Els,59,0.163,7.184,44,2007,sg_around_green,NA
NA,57,Tom Lehman,62,0.16,7.852,49,2007,sg_around_green,NA
NA,58,Bryce Molder,56,0.159,7.785,49,2007,sg_around_green,NA
NA,T59,Jason Dufner,100,0.158,13.71,87,2007,sg_around_green,NA
NA,T59,Kent Jones,97,0.158,13.893,88,2007,sg_around_green,NA
NA,61,Chris Stroud,66,0.157,8.795,56,2007,sg_around_green,NA
NA,62,Bo Van Pelt,104,0.153,14.86,97,2007,sg_around_green,NA
NA,63,Tim Clark,66,0.151,8.026,53,2007,sg_around_green,NA
NA,64,Rod Pampling,92,0.148,10.933,74,2007,sg_around_green,NA
NA,65,Freddie Jacobson,70,0.145,9.863,68,2007,sg_around_green,NA
NA,66,John Merrick,92,0.142,11.509,81,2007,sg_around_green,NA
NA,67,Billy Mayfair,98,0.141,11.714,83,2007,sg_around_green,NA
NA,68,Glen Day,85,0.139,10.435,75,2007,sg_around_green,NA
NA,69,Michael Boyd,61,0.138,7.197,52,2007,sg_around_green,NA
NA,70,Lee Janzen,66,0.131,6.811,52,2007,sg_around_green,NA
NA,71,Jeff Brehaut,59,0.129,6.335,49,2007,sg_around_green,NA
NA,72,Kirk Triplett,77,0.128,8.716,68,2007,sg_around_green,NA
