RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:APP,MEASURED ROUNDS,year,measure
32,33,Jerry Kelly,76,0.427,25.614,60,2016,sg_app_green
33,39,Jason Day,76,0.426,23.028,54,2016,sg_app_green
T34,T34,Tim Wilkinson,72,0.424,21.222,50,2016,sg_app_green
T34,T34,Jason Kokrak,89,0.424,31.813,75,2016,sg_app_green
36,36,Billy Horschel,73,0.422,24.079,57,2016,sg_app_green
37,37,Keegan Bradley,82,0.419,26.389,63,2016,sg_app_green
38,44,Ryan Moore,86,0.418,27.196,65,2016,sg_app_green
39,38,Justin Rose,65,0.409,20.058,49,2016,sg_app_green
40,22,Bubba Watson,72,0.393,20.032,51,2016,sg_app_green
41,40,Chris Kirk,90,0.369,27.306,74,2016,sg_app_green
42,41,Robert Streb,87,0.366,24.14,66,2016,sg_app_green
43,42,David Toms,62,0.36,19.417,54,2016,sg_app_green
44,43,Russell Knox,92,0.356,23.16,65,2016,sg_app_green
45,46,Patton Kizzire,93,0.339,25.416,75,2016,sg_app_green
46,45,Matt Kuchar,100,0.326,25.122,77,2016,sg_app_green
47,48,Hudson Swafford,104,0.32,29.406,92,2016,sg_app_green
48,49,Martin Laird,82,0.313,22.21,71,2016,sg_app_green
T49,T50,Lucas Glover,75,0.308,20.668,67,2016,sg_app_green
T49,T50,Rickie Fowler,80,0.308,19.738,64,2016,sg_app_green
51,52,Louis Oosthuizen,63,0.3,12.613,42,2016,sg_app_green
52,54,George McNeill,51,0.278,12.773,46,2016,sg_app_green
53,55,Luke List,79,0.277,18.035,65,2016,sg_app_green
T54,T56,Bill Haas,86,0.272,17.432,64,2016,sg_app_green
T54,T56,Jason Bohn,67,0.272,16.072,59,2016,sg_app_green
56,59,K.J. Choi,73,0.263,17.621,67,2016,sg_app_green
57,60,Kyle Stanley,92,0.262,20.666,79,2016,sg_app_green
58,61,Cameron Tringale,81,0.257,18.015,70,2016,sg_app_green
59,58,William McGirt,98,0.256,22.517,88,2016,sg_app_green
60,47,Emiliano Grillo,93,0.255,18.617,73,2016,sg_app_green
61,62,Ryan Palmer,86,0.242,18.891,78,2016,sg_app_green
62,63,Harris English,97,0.24,17.533,73,2016,sg_app_green
T63,T64,Kevin Streelman,82,0.238,15.227,64,2016,sg_app_green
T63,T64,Brendan Steele,88,0.238,16.438,69,2016,sg_app_green
65,66,Tom Hoge,81,0.236,14.873,63,2016,sg_app_green
66,67,Chad Campbell,90,0.235,18.768,80,2016,sg_app_green
67,68,Colt Knost,90,0.228,16.172,71,2016,sg_app_green
68,69,Billy Hurley III,66,0.226,13.307,59,2016,sg_app_green
69,71,Johnson Wagner,86,0.219,16.664,76,2016,sg_app_green
70,73,Dawie van der Walt,72,0.21,11.751,56,2016,sg_app_green
71,T74,Danny Lee,93,0.205,14.559,71,2016,sg_app_green
72,76,Ricky Barnes,97,0.2,15.971,80,2016,sg_app_green
73,77,John Senden,88,0.199,15.684,79,2016,sg_app_green
74,78,Rob Oppenheim,67,0.189,9.632,51,2016,sg_app_green
75,79,Jhonattan Vegas,97,0.18,14.61,81,2016,sg_app_green
76,80,Scott Stallings,74,0.177,11.137,63,2016,sg_app_green
77,81,Geoff Ogilvy,63,0.173,8.67,50,2016,sg_app_green
78,72,Brandt Snedeker,93,0.164,12.263,75,2016,sg_app_green
79,82,Zach Johnson,90,0.163,11.871,73,2016,sg_app_green
80,83,Charley Hoffman,91,0.161,11.419,71,2016,sg_app_green
T81,T84,Chesson Hadley,81,0.16,10.747,67,2016,sg_app_green
T81,T84,Michael Thompson,71,0.16,8.645,54,2016,sg_app_green
T83,T86,Chris Stroud,82,0.159,10.974,69,2016,sg_app_green
T83,T86,Will Wilcox,67,0.159,9.054,57,2016,sg_app_green
T83,T86,Padraig Harrington,54,0.159,6.979,44,2016,sg_app_green
86,T74,Patrick Reed,105,0.158,12.318,78,2016,sg_app_green
87,89,Graeme McDowell,63,0.153,6.868,45,2016,sg_app_green
T88,90,Bronson Burgoon,83,0.145,9.451,65,2016,sg_app_green
T88,70,Jordan Spieth,80,0.145,8.436,58,2016,sg_app_green
90,91,Anirban Lahiri,72,0.143,6.851,48,2016,sg_app_green
91,92,Brooks Koepka,75,0.139,8.322,60,2016,sg_app_green
92,93,Russell Henley,76,0.136,9.35,69,2016,sg_app_green
93,94,Brett Stegmaier,87,0.133,9.993,75,2016,sg_app_green
94,95,Blayne Barber,84,0.127,9.363,74,2016,sg_app_green
T95,T96,Scott Piercy,87,0.116,7.535,65,2016,sg_app_green
T95,T96,David Lingmerth,84,0.116,6.977,60,2016,sg_app_green
97,98,Seung-Yul Noh,85,0.114,7.852,69,2016,sg_app_green
98,99,John Huh,86,0.11,8.686,79,2016,sg_app_green
T99,T100,Thomas Aiken,70,0.101,4.851,48,2016,sg_app_green
T99,T100,Ben Crane,80,0.101,6.695,66,2016,sg_app_green
101,102,Ben Martin,92,0.081,6.44,80,2016,sg_app_green
T102,T103,Camilo Villegas,83,0.08,5.658,71,2016,sg_app_green
T102,T103,Retief Goosen,55,0.08,3.82,48,2016,sg_app_green
104,105,Shawn Stefani,91,0.073,5.601,77,2016,sg_app_green
105,106,Will MacKenzie,84,0.072,4.742,66,2016,sg_app_green
106,107,Carlos Ortiz,79,0.061,3.733,61,2016,sg_app_green
107,108,Nick Taylor,83,0.06,3.973,66,2016,sg_app_green
108,109,Harold Varner III,92,0.057,4.589,80,2016,sg_app_green
109,110,Charles Howell III,91,0.046,3.667,79,2016,sg_app_green
110,111,Kyle Reifers,115,0.04,3.91,97,2016,sg_app_green
111,112,Smylie Kaufman,91,0.039,2.806,72,2016,sg_app_green
112,113,Henrik Norlander,71,0.031,1.623,53,2016,sg_app_green
113,114,Spencer Levin,104,0.003,0.229,82,2016,sg_app_green
114,115,Jon Curran,99,0.001,0.086,84,2016,sg_app_green
115,116,Rhein Gibson,58,0,0.012,44,2016,sg_app_green
116,117,Steve Stricker,53,-0.003,-0.14,45,2016,sg_app_green
117,118,Patrick Rodgers,89,-0.009,-0.617,71,2016,sg_app_green
118,119,Vijay Singh,72,-0.01,-0.639,65,2016,sg_app_green
119,120,Tyler Aldridge,83,-0.031,-2.083,67,2016,sg_app_green
120,121,Scott Brown,88,-0.038,-2.692,70,2016,sg_app_green
121,123,Adam Hadwin,93,-0.055,-4.87,88,2016,sg_app_green
122,124,Freddie Jacobson,86,-0.059,-4.246,72,2016,sg_app_green
123,125,Mark Wilson,66,-0.061,-3.33,55,2016,sg_app_green
124,126,Luke Guthrie,57,-0.075,-3.38,45,2016,sg_app_green
125,128,Michael Kim,100,-0.078,-6.743,86,2016,sg_app_green
126,129,James Hahn,85,-0.082,-5.724,70,2016,sg_app_green
127,130,Boo Weekley,83,-0.09,-6.379,71,2016,sg_app_green
128,131,Marc Leishman,89,-0.092,-6.003,65,2016,sg_app_green
129,132,Jason Gore,78,-0.097,-5.805,60,2016,sg_app_green
T130,T133,Stuart Appleby,71,-0.1,-6.57,66,2016,sg_app_green
T130,T133,Kelly Kraft,63,-0.1,-4.483,45,2016,sg_app_green
132,135,Sam Saunders,69,-0.105,-5.345,51,2016,sg_app_green
133,136,Brian Stuard,66,-0.11,-6.596,60,2016,sg_app_green
134,137,Andres Gonzales,80,-0.112,-7.175,64,2016,sg_app_green
135,138,Sung Kang,89,-0.121,-8.81,73,2016,sg_app_green
136,139,Troy Merritt,77,-0.138,-9.002,65,2016,sg_app_green
137,127,Kevin Kisner,97,-0.142,-10.345,73,2016,sg_app_green
138,122,J.B. Holmes,77,-0.151,-9.241,61,2016,sg_app_green
139,140,Jeff Overton,69,-0.157,-9.088,58,2016,sg_app_green
140,142,Si Woo Kim,113,-0.168,-16.591,99,2016,sg_app_green
141,143,Shane Lowry,57,-0.18,-6.677,37,2016,sg_app_green
142,141,Sean O'Hair,89,-0.187,-15.684,84,2016,sg_app_green
143,144,Mark Hubbard,101,-0.189,-15.715,83,2016,sg_app_green
144,145,Morgan Hoffmann,71,-0.192,-11.347,59,2016,sg_app_green
145,146,Brendon de Jonge,83,-0.195,-12.707,65,2016,sg_app_green
146,147,Ken Duke,58,-0.202,-9.703,48,2016,sg_app_green
147,148,Chad Collins,73,-0.226,-14.473,64,2016,sg_app_green
148,149,Matt Jones,83,-0.233,-14.678,63,2016,sg_app_green
149,150,Tony Finau,95,-0.247,-19.249,78,2016,sg_app_green
150,151,Derek Fathauer,94,-0.25,-18.988,76,2016,sg_app_green
T151,T152,Daniel Summerhays,99,-0.257,-20.276,79,2016,sg_app_green
T151,T152,J.J. Henry,68,-0.257,-15.7,61,2016,sg_app_green
153,154,Wes Roach,59,-0.262,-11.273,43,2016,sg_app_green
154,155,Andrew Loupe,75,-0.281,-18.842,67,2016,sg_app_green
155,156,Cameron Smith,73,-0.286,-13.167,46,2016,sg_app_green
156,157,Jim Herman,93,-0.288,-20.467,71,2016,sg_app_green
157,158,Fabián Gómez,82,-0.289,-21.062,73,2016,sg_app_green
158,159,Derek Ernst,59,-0.291,-12.523,43,2016,sg_app_green
159,160,Jonas Blixt,79,-0.303,-20.579,68,2016,sg_app_green
160,161,Bryce Molder,80,-0.331,-22.147,67,2016,sg_app_green
161,162,Abraham Ancer,51,-0.34,-12.936,38,2016,sg_app_green
162,163,Steve Marino,72,-0.35,-19.578,56,2016,sg_app_green
163,164,Ángel Cabrera,62,-0.355,-17.404,49,2016,sg_app_green
164,165,Aaron Baddeley,93,-0.362,-27.12,75,2016,sg_app_green
165,166,Rod Pampling,54,-0.372,-13.779,37,2016,sg_app_green
166,167,Whee Kim,82,-0.39,-25.379,65,2016,sg_app_green
167,168,Steve Wheatcroft,85,-0.394,-27.601,70,2016,sg_app_green
168,169,Scott Pinckney,87,-0.396,-28.127,71,2016,sg_app_green
169,171,Erik Compton,65,-0.443,-22.586,51,2016,sg_app_green
170,172,Jamie Lovemark,91,-0.459,-38.098,83,2016,sg_app_green
171,173,Robert Allenby,51,-0.46,-18.851,41,2016,sg_app_green
172,174,Ernie Els,66,-0.48,-26.857,56,2016,sg_app_green
173,175,Zac Blair,99,-0.498,-40.343,81,2016,sg_app_green
174,176,Peter Malnati,85,-0.532,-39.401,74,2016,sg_app_green
175,177,Martin Piller,59,-0.549,-25.793,47,2016,sg_app_green
176,178,Hiroshi Iwata,85,-0.562,-37.679,67,2016,sg_app_green
177,180,Brian Harman,104,-0.611,-56.204,92,2016,sg_app_green
178,181,Rory Sabbatini,57,-0.628,-24.494,39,2016,sg_app_green
179,182,Dicky Pride,55,-0.856,-35.096,41,2016,sg_app_green
180,183,Hunter Mahan,61,-0.869,-43.439,50,2016,sg_app_green
181,184,Andrew Landry,53,-0.892,-29.451,33,2016,sg_app_green
182,185,Scott Langley,65,-0.998,-52.91,53,2016,sg_app_green
183,186,D.H. Lee,61,-1.318,-60.608,46,2016,sg_app_green
184,187,Brendon Todd,66,-1.424,-76.901,54,2016,sg_app_green
185,188,Steven Bowditch,71,-1.68,-92.415,55,2016,sg_app_green
