RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:ARG,MEASURED ROUNDS,year,measure
T36,33,John Mallinger,74,0.206,12.973,63,2012,sg_around_green
T38,38,Adam Scott,59,0.203,8.326,41,2012,sg_around_green
T38,T25,Rod Pampling,88,0.203,14.016,69,2012,sg_around_green
40,52,Ryuji Imada,78,0.196,13.516,69,2012,sg_around_green
41,40,Ben Crane,73,0.195,12.094,62,2012,sg_around_green
42,41,Tiger Woods,69,0.194,9.314,48,2012,sg_around_green
43,42,Marc Leishman,84,0.193,14.678,76,2012,sg_around_green
44,T45,Martin Flores,95,0.192,15.738,82,2012,sg_around_green
45,48,Matt Every,80,0.191,12.228,64,2012,sg_around_green
T46,49,Tom Gillis,75,0.189,13.033,69,2012,sg_around_green
T46,43,David Toms,60,0.189,8.311,44,2012,sg_around_green
48,44,Bryce Molder,83,0.188,13.327,71,2012,sg_around_green
49,47,J.B. Holmes,90,0.186,14.521,78,2012,sg_around_green
50,50,Spencer Levin,81,0.18,11.847,66,2012,sg_around_green
51,51,Zach Johnson,95,0.176,13.003,74,2012,sg_around_green
52,,Henrik Stenson,51,0.169,7.1,42,2012,sg_around_green
53,T56,Tim Herron,88,0.163,12.376,76,2012,sg_around_green
54,T56,Vaughn Taylor,81,0.16,10.252,64,2012,sg_around_green
55,T45,Stuart Appleby,75,0.158,10.272,65,2012,sg_around_green
56,55,Aaron Baddeley,73,0.152,8.343,55,2012,sg_around_green
57,53,Sean O'Hair,84,0.149,11.295,76,2012,sg_around_green
58,58,Steve Stricker,73,0.147,7.913,54,2012,sg_around_green
59,59,Kevin Chappell,91,0.138,9.957,72,2012,sg_around_green
60,61,J.J. Henry,93,0.133,9.42,71,2012,sg_around_green
61,54,Billy Mayfair,90,0.131,10.236,78,2012,sg_around_green
62,60,Rory Sabbatini,84,0.129,9.283,72,2012,sg_around_green
63,62,Geoff Ogilvy,73,0.127,6.996,55,2012,sg_around_green
64,63,Seung-Yul Noh,105,0.122,10.351,85,2012,sg_around_green
65,67,Matt Jones,53,0.112,4.932,44,2012,sg_around_green
66,T64,John Rollins,81,0.107,7.627,71,2012,sg_around_green
67,77,Russell Knox,72,0.105,5.866,56,2012,sg_around_green
68,68,Kevin Kisner,69,0.103,5.478,53,2012,sg_around_green
69,66,Brian Harman,101,0.101,8.857,88,2012,sg_around_green
70,70,Rocco Mediate,70,0.1,5.802,58,2012,sg_around_green
71,72,Mathew Goggin,65,0.099,5.47,55,2012,sg_around_green
72,76,Brendon Todd,78,0.094,5.929,63,2012,sg_around_green
73,T105,Patrick Sheehan,58,0.092,4.057,44,2012,sg_around_green
74,69,Brian Davis,91,0.09,7.146,79,2012,sg_around_green
75,T79,Marco Dawson,60,0.084,3.88,46,2012,sg_around_green
76,T79,Nathan Green,73,0.083,4.745,57,2012,sg_around_green
77,T64,Chris DiMarco,83,0.079,5.707,72,2012,sg_around_green
78,75,Ricky Barnes,92,0.075,6.171,82,2012,sg_around_green
79,71,Billy Hurley III,70,0.072,4.079,57,2012,sg_around_green
80,74,Richard Lee,71,0.071,4.074,57,2012,sg_around_green
81,78,Mark Wilson,84,0.069,4.668,68,2012,sg_around_green
82,81,Daniel Chopra,55,0.068,2.941,43,2012,sg_around_green
83,73,Dicky Pride,62,0.064,3.135,49,2012,sg_around_green
84,82,Bubba Watson,68,0.059,2.99,51,2012,sg_around_green
85,83,Jonathan Byrd,69,0.058,3.256,56,2012,sg_around_green
86,85,Carl Pettersson,92,0.049,3.929,80,2012,sg_around_green
87,T96,Daniel Summerhays,81,0.045,3.035,68,2012,sg_around_green
88,91,Bill Lunde,83,0.044,2.974,67,2012,sg_around_green
89,88,Charl Schwartzel,56,0.039,1.577,40,2012,sg_around_green
90,86,Ben Curtis,62,0.036,1.75,48,2012,sg_around_green
91,90,Rickie Fowler,84,0.034,2.225,66,2012,sg_around_green
92,89,Robert Karlsson,54,0.03,1.245,41,2012,sg_around_green
93,84,Kevin Streelman,89,0.028,2.179,77,2012,sg_around_green
94,93,Freddie Jacobson,61,0.02,0.862,44,2012,sg_around_green
95,87,Mark Anderson,75,0.017,1.033,61,2012,sg_around_green
96,95,Greg Owen,90,0.012,0.933,77,2012,sg_around_green
97,99,Louis Oosthuizen,65,0.006,0.291,49,2012,sg_around_green
98,T96,Cameron Tringale,88,0.003,0.237,77,2012,sg_around_green
T99,100,James Driscoll,83,0,-0.029,70,2012,sg_around_green
T99,98,Brendon de Jonge,115,0,0.007,102,2012,sg_around_green
T101,112,Josh Teater,97,-0.001,-0.09,83,2012,sg_around_green
T101,T101,Troy Kelly,68,-0.001,-0.046,51,2012,sg_around_green
103,104,David Mathis,83,-0.002,-0.131,69,2012,sg_around_green
104,T101,D.A. Points,88,-0.003,-0.215,80,2012,sg_around_green
105,92,Chad Campbell,84,-0.004,-0.311,73,2012,sg_around_green
106,T105,Ernie Els,80,-0.006,-0.418,65,2012,sg_around_green
107,107,Nick Watney,97,-0.007,-0.558,76,2012,sg_around_green
108,108,Ryan Moore,89,-0.009,-0.769,81,2012,sg_around_green
109,T101,Michael Bradley,63,-0.01,-0.567,55,2012,sg_around_green
110,109,Tim Clark,60,-0.014,-0.694,50,2012,sg_around_green
111,110,John Senden,81,-0.016,-0.977,62,2012,sg_around_green
112,94,Ken Duke,104,-0.023,-2.063,90,2012,sg_around_green
113,111,John Huh,99,-0.025,-2.104,85,2012,sg_around_green
114,113,Dustin Johnson,70,-0.035,-1.839,53,2012,sg_around_green
115,122,Chris Kirk,93,-0.037,-3.131,85,2012,sg_around_green
116,117,Davis Love III,64,-0.038,-1.976,52,2012,sg_around_green
117,115,Scott Piercy,95,-0.042,-3.611,86,2012,sg_around_green
118,116,Kyle Stanley,86,-0.043,-3.011,70,2012,sg_around_green
119,125,Jason Kokrak,79,-0.045,-3.109,69,2012,sg_around_green
T120,T123,William McGirt,96,-0.047,-3.734,79,2012,sg_around_green
T120,118,John Merrick,83,-0.047,-3.382,72,2012,sg_around_green
122,119,Andres Romero,68,-0.049,-2.662,54,2012,sg_around_green
T123,T120,George McNeill,85,-0.053,-3.771,71,2012,sg_around_green
T123,T120,Colt Knost,79,-0.053,-3.578,67,2012,sg_around_green
125,T123,Blake Adams,107,-0.057,-5.046,88,2012,sg_around_green
126,114,Gary Christian,91,-0.067,-5.03,75,2012,sg_around_green
127,129,Kyle Reifers,86,-0.074,-5.482,74,2012,sg_around_green
128,T132,Matt Bettencourt,80,-0.077,-4.635,60,2012,sg_around_green
129,128,Jeff Overton,101,-0.08,-7.367,92,2012,sg_around_green
130,130,Arjun Atwal,79,-0.084,-5.537,66,2012,sg_around_green
131,131,Stephen Ames,54,-0.097,-3.778,39,2012,sg_around_green
132,T132,Martin Laird,77,-0.099,-5.372,54,2012,sg_around_green
133,126,Chez Reavie,83,-0.101,-6.638,66,2012,sg_around_green
134,134,Ryo Ishikawa,54,-0.104,-3.856,37,2012,sg_around_green
135,127,Miguel Angel Carballo,73,-0.106,-6.067,57,2012,sg_around_green
136,135,Brendan Steele,77,-0.112,-7.158,64,2012,sg_around_green
137,144,Billy Horschel,63,-0.116,-5.547,48,2012,sg_around_green
138,142,Camilo Villegas,79,-0.117,-8.576,73,2012,sg_around_green
139,136,Hunter Mahan,88,-0.122,-7.787,64,2012,sg_around_green
140,137,Charley Hoffman,88,-0.123,-9.319,76,2012,sg_around_green
141,T140,Harris English,98,-0.124,-10.794,87,2012,sg_around_green
142,138,Ángel Cabrera,54,-0.126,-4.664,37,2012,sg_around_green
143,139,Keegan Bradley,90,-0.127,-9.013,71,2012,sg_around_green
144,143,Jhonattan Vegas,77,-0.135,-9.291,69,2012,sg_around_green
145,T151,D.J. Trahan,73,-0.15,-9.279,62,2012,sg_around_green
146,146,Erik Compton,81,-0.155,-9.928,64,2012,sg_around_green
147,145,Heath Slocum,93,-0.158,-11.812,75,2012,sg_around_green
T148,148,Jason Bohn,81,-0.162,-10.688,66,2012,sg_around_green
T148,147,Boo Weekley,74,-0.162,-9.379,58,2012,sg_around_green
150,T151,Will Claxton,99,-0.163,-14.026,86,2012,sg_around_green
151,149,Lee Westwood,60,-0.166,-6.648,40,2012,sg_around_green
T152,T154,Cameron Beckman,81,-0.167,-11.532,69,2012,sg_around_green
T152,150,Tommy Biershenk,74,-0.167,-9.662,58,2012,sg_around_green
154,153,Garth Mulroy,59,-0.179,-8.237,46,2012,sg_around_green
155,T154,Brandt Jobe,57,-0.18,-8.084,45,2012,sg_around_green
156,T140,Kyle Thompson,51,-0.189,-6.983,37,2012,sg_around_green
T157,T156,Y.E. Yang,64,-0.192,-9.231,48,2012,sg_around_green
T157,T156,Michael Thompson,80,-0.192,-12.454,65,2012,sg_around_green
159,159,Ryan Palmer,81,-0.193,-13.706,71,2012,sg_around_green
T160,158,Troy Matteson,100,-0.196,-16.294,83,2012,sg_around_green
T160,173,Gavin Coles,72,-0.196,-11.158,57,2012,sg_around_green
162,166,Scott Stallings,78,-0.198,-13.489,68,2012,sg_around_green
163,T160,Kris Blanks,65,-0.203,-12.185,60,2012,sg_around_green
164,167,Derek Lamely,64,-0.204,-11.402,56,2012,sg_around_green
165,163,Chris Couch,61,-0.205,-11.085,54,2012,sg_around_green
166,170,Jeff Maggert,83,-0.214,-16.657,78,2012,sg_around_green
167,T160,Scott Brown,65,-0.219,-11.168,51,2012,sg_around_green
168,168,Bo Van Pelt,84,-0.22,-14.293,65,2012,sg_around_green
169,169,Hunter Haas,69,-0.223,-11.597,52,2012,sg_around_green
170,165,Scott Dunlap,57,-0.226,-10.395,46,2012,sg_around_green
171,171,Graham DeLaet,79,-0.234,-16.623,71,2012,sg_around_green
172,164,Stewart Cink,71,-0.239,-12.915,54,2012,sg_around_green
173,172,Steve Wheatcroft,56,-0.253,-10.628,42,2012,sg_around_green
174,176,Tommy Gainey,98,-0.262,-23.62,90,2012,sg_around_green
175,174,Robert Garrigus,89,-0.264,-19.567,74,2012,sg_around_green
176,162,Gary Woodland,70,-0.269,-14.243,53,2012,sg_around_green
T177,179,Robert Allenby,76,-0.286,-18.862,66,2012,sg_around_green
T177,177,Sung Kang,75,-0.286,-17.762,62,2012,sg_around_green
179,175,Stephen Gangluff,57,-0.296,-12.745,43,2012,sg_around_green
180,178,Johnson Wagner,88,-0.31,-23.523,76,2012,sg_around_green
181,181,Bobby Gates,87,-0.318,-24.194,76,2012,sg_around_green
182,183,Alexandre Rocha,62,-0.32,-15.994,50,2012,sg_around_green
183,180,Harrison Frazar,56,-0.325,-15.609,48,2012,sg_around_green
184,182,Kevin Stadler,85,-0.359,-25.141,70,2012,sg_around_green
185,185,"Ted Potter, Jr.",77,-0.428,-26.12,61,2012,sg_around_green
186,184,Graeme McDowell,55,-0.478,-18.15,38,2012,sg_around_green
187,186,Sangmoon Bae,81,-0.491,-27.978,57,2012,sg_around_green
188,187,Roland Thatcher,55,-0.498,-21.902,44,2012,sg_around_green
189,189,Edward Loar,59,-0.594,-25.529,43,2012,sg_around_green
190,188,John Daly,50,-0.604,-22.938,38,2012,sg_around_green
191,190,Charlie Beljan,61,-0.635,-27.32,43,2012,sg_around_green
