RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:ARG,MEASURED ROUNDS,year,measure
28,T26,Brian Davis,101,0.284,24.99,88,2007,sg_around_green
29,28,Jonathan Byrd,73,0.274,16.966,62,2007,sg_around_green
30,T30,Mark Wilson,87,0.27,19.742,73,2007,sg_around_green
31,32,Craig Kanada,109,0.268,25.222,94,2007,sg_around_green
32,T37,Paul Gow,70,0.256,14.602,57,2007,sg_around_green
33,33,Justin Rose,63,0.255,9.935,39,2007,sg_around_green
34,T35,Tim Petrovic,106,0.25,23.785,95,2007,sg_around_green
35,T35,Corey Pavin,81,0.246,17.481,71,2007,sg_around_green
36,39,Tim Herron,98,0.238,19.48,82,2007,sg_around_green
T37,34,Brian Gay,107,0.237,22.944,97,2007,sg_around_green
T37,40,Kevin Sutherland,85,0.237,16.364,69,2007,sg_around_green
T37,T37,Bob Heintz,85,0.237,17.056,72,2007,sg_around_green
40,41,Padraig Harrington,64,0.235,10.794,46,2007,sg_around_green
T41,29,Charlie Wi,90,0.232,19.284,83,2007,sg_around_green
T41,42,Bob Estes,88,0.232,18.538,80,2007,sg_around_green
43,T44,Mark Hensby,81,0.209,15.058,72,2007,sg_around_green
T44,46,Geoff Ogilvy,84,0.2,12.77,64,2007,sg_around_green
T44,51,Joe Ogilvie,102,0.2,17.438,87,2007,sg_around_green
46,55,Doug LaBelle II,104,0.199,18.065,91,2007,sg_around_green
47,T44,Michael Allen,74,0.196,12.54,64,2007,sg_around_green
48,49,Mark Brooks,53,0.193,7.919,41,2007,sg_around_green
49,58,Craig Barlow,52,0.189,8.33,44,2007,sg_around_green
T50,T47,Scott Verplank,82,0.185,10.894,59,2007,sg_around_green
T50,52,Steve Flesch,100,0.185,16.652,90,2007,sg_around_green
T50,43,Carl Pettersson,111,0.185,16.975,92,2007,sg_around_green
53,57,Nathan Green,103,0.173,15.091,87,2007,sg_around_green
54,60,John Rollins,102,0.165,13.867,84,2007,sg_around_green
55,T53,Daniel Chopra,106,0.164,15.598,95,2007,sg_around_green
56,61,Ernie Els,59,0.163,7.184,44,2007,sg_around_green
57,56,Tom Lehman,62,0.16,7.852,49,2007,sg_around_green
58,T53,Bryce Molder,56,0.159,7.785,49,2007,sg_around_green
T59,T80,Jason Dufner,100,0.158,13.71,87,2007,sg_around_green
T59,63,Kent Jones,97,0.158,13.893,88,2007,sg_around_green
61,50,Chris Stroud,66,0.157,8.795,56,2007,sg_around_green
62,62,Bo Van Pelt,104,0.153,14.86,97,2007,sg_around_green
63,59,Tim Clark,66,0.151,8.026,53,2007,sg_around_green
64,64,Rod Pampling,92,0.148,10.933,74,2007,sg_around_green
65,T47,Freddie Jacobson,70,0.145,9.863,68,2007,sg_around_green
66,66,John Merrick,92,0.142,11.509,81,2007,sg_around_green
67,65,Billy Mayfair,98,0.141,11.714,83,2007,sg_around_green
68,T71,Glen Day,85,0.139,10.435,75,2007,sg_around_green
69,68,Michael Boyd,61,0.138,7.197,52,2007,sg_around_green
70,67,Lee Janzen,66,0.131,6.811,52,2007,sg_around_green
71,T92,Jeff Brehaut,59,0.129,6.335,49,2007,sg_around_green
72,T77,Kirk Triplett,77,0.128,8.716,68,2007,sg_around_green
73,82,Jarrod Lyle,77,0.126,8.417,67,2007,sg_around_green
74,T85,Heath Slocum,101,0.115,10.707,93,2007,sg_around_green
75,70,Paul Stankowski,52,0.113,4.729,42,2007,sg_around_green
76,T80,Michael Sim,52,0.108,5.404,50,2007,sg_around_green
77,T71,Mark Calcavecchia,93,0.107,7.792,73,2007,sg_around_green
78,73,Dean Wilson,92,0.105,7.9,75,2007,sg_around_green
79,T77,Parker McLachlin,83,0.104,7.581,73,2007,sg_around_green
80,74,Tiger Woods,63,0.103,4.435,43,2007,sg_around_green
81,75,David Toms,80,0.102,6.454,63,2007,sg_around_green
82,69,Jerry Kelly,101,0.1,7.537,75,2007,sg_around_green
83,79,Charles Howell III,89,0.099,6.521,66,2007,sg_around_green
84,76,Nick Watney,87,0.093,6.48,70,2007,sg_around_green
85,83,Brandt Snedeker,105,0.092,7.915,86,2007,sg_around_green
86,84,Retief Goosen,50,0.088,2.993,34,2007,sg_around_green
87,T85,Andrew Buckle,77,0.077,5.159,67,2007,sg_around_green
88,96,Jeff Gove,103,0.073,6.837,94,2007,sg_around_green
89,99,John Mallinger,96,0.068,5.908,87,2007,sg_around_green
90,T89,Jeff Sluman,60,0.067,2.799,42,2007,sg_around_green
91,91,Pat Perez,84,0.065,4.221,65,2007,sg_around_green
92,T89,Darron Stiles,65,0.063,3.328,53,2007,sg_around_green
93,94,Kenny Perry,83,0.059,4.456,75,2007,sg_around_green
94,95,Trevor Immelman,74,0.056,3.002,54,2007,sg_around_green
95,88,Sean O'Hair,98,0.048,3.961,83,2007,sg_around_green
96,87,Dicky Pride,71,0.036,2.222,61,2007,sg_around_green
97,102,Shaun Micheel,91,0.027,1.913,70,2007,sg_around_green
98,98,Craig Lile,77,0.024,1.665,69,2007,sg_around_green
99,106,Ben Curtis,80,0.023,1.464,64,2007,sg_around_green
100,97,Rocco Mediate,72,0.022,1.481,67,2007,sg_around_green
T101,103,Brett Quigley,79,0.02,1.254,63,2007,sg_around_green
T101,100,Harrison Frazar,88,0.02,1.458,73,2007,sg_around_green
103,101,Gavin Coles,87,0.018,1.371,77,2007,sg_around_green
T104,T92,Cameron Beckman,96,0.016,1.397,85,2007,sg_around_green
T104,104,Anthony Kim,93,0.016,1.305,80,2007,sg_around_green
106,110,Bart Bryant,87,0.008,0.56,74,2007,sg_around_green
T107,107,Briny Baird,115,0.001,0.143,105,2007,sg_around_green
T107,108,Stephen Leaney,82,0.001,0.081,74,2007,sg_around_green
109,111,Craig Bowden,78,-0.003,-0.185,67,2007,sg_around_green
110,T115,Jeff Overton,60,-0.008,-0.408,54,2007,sg_around_green
111,109,Vaughn Taylor,91,-0.01,-0.705,72,2007,sg_around_green
T112,T112,John Senden,97,-0.023,-1.952,84,2007,sg_around_green
T112,T112,Anders Hansen,55,-0.023,-0.787,34,2007,sg_around_green
T112,T112,Chris DiMarco,79,-0.023,-1.467,63,2007,sg_around_green
T115,120,Tripp Isenhour,86,-0.031,-2.233,73,2007,sg_around_green
T115,105,Tom Johnson,74,-0.031,-1.946,63,2007,sg_around_green
117,121,Cliff Kresge,107,-0.038,-3.793,100,2007,sg_around_green
118,T115,Woody Austin,95,-0.039,-3.281,84,2007,sg_around_green
119,T117,Steve Marino,106,-0.041,-3.752,91,2007,sg_around_green
T120,119,Richard Johnson,93,-0.043,-3.64,84,2007,sg_around_green
T120,127,Steve Lowery,74,-0.043,-2.953,69,2007,sg_around_green
122,T117,Bob Tway,103,-0.044,-3.832,88,2007,sg_around_green
123,T122,Troy Matteson,87,-0.047,-3.602,76,2007,sg_around_green
124,124,Will MacKenzie,100,-0.049,-4.497,91,2007,sg_around_green
125,125,Steve Allan,63,-0.052,-2.853,55,2007,sg_around_green
126,126,Stewart Cink,91,-0.062,-4.491,72,2007,sg_around_green
127,132,Jesper Parnevik,88,-0.064,-4.779,75,2007,sg_around_green
128,128,Peter Lonard,85,-0.066,-5.001,76,2007,sg_around_green
129,129,Camilo Villegas,82,-0.068,-4.719,69,2007,sg_around_green
130,136,Mathew Goggin,97,-0.071,-6.145,87,2007,sg_around_green
131,T122,Lucas Glover,98,-0.074,-5.778,78,2007,sg_around_green
132,130,Rich Barcelo,80,-0.078,-5.472,70,2007,sg_around_green
133,135,Billy Andrade,88,-0.079,-6.238,79,2007,sg_around_green
T134,131,Bill Haas,93,-0.081,-6.633,82,2007,sg_around_green
T134,133,Adam Scott,69,-0.081,-4.392,54,2007,sg_around_green
136,134,Jeff Quinney,95,-0.087,-7.488,86,2007,sg_around_green
137,140,Ted Purdy,102,-0.089,-7.719,87,2007,sg_around_green
138,138,J.J. Henry,86,-0.096,-6.534,68,2007,sg_around_green
139,139,Chad Campbell,96,-0.099,-7.252,73,2007,sg_around_green
140,141,Johnson Wagner,97,-0.105,-9.014,86,2007,sg_around_green
141,T147,Rich Beem,89,-0.107,-7.479,70,2007,sg_around_green
142,143,José Coceres,50,-0.11,-4.62,42,2007,sg_around_green
143,144,Fred Funk,65,-0.116,-6.148,53,2007,sg_around_green
144,T145,Jason Bohn,57,-0.122,-6.473,53,2007,sg_around_green
T145,T145,D.J. Brigman,67,-0.123,-6.621,54,2007,sg_around_green
T145,156,Ken Duke,112,-0.123,-11.699,95,2007,sg_around_green
147,137,Ryan Moore,92,-0.128,-9.613,75,2007,sg_around_green
148,142,Eric Axley,107,-0.131,-12.344,94,2007,sg_around_green
149,155,Bubba Dickerson,51,-0.136,-5.847,43,2007,sg_around_green
T150,T147,Jim Rutledge,59,-0.139,-6.395,46,2007,sg_around_green
T150,T150,Paul Goydos,60,-0.139,-6.528,47,2007,sg_around_green
152,154,Jason Gore,86,-0.145,-11.287,78,2007,sg_around_green
153,152,Michael Putnam,96,-0.146,-11.642,80,2007,sg_around_green
154,153,Jeff Maggert,79,-0.151,-11.762,78,2007,sg_around_green
155,T150,J.B. Holmes,71,-0.159,-10.161,64,2007,sg_around_green
T156,159,Jay Williamson,50,-0.162,-7.792,48,2007,sg_around_green
T156,149,Charles Warren,101,-0.162,-15.03,93,2007,sg_around_green
158,157,D.J. Trahan,99,-0.169,-15.221,90,2007,sg_around_green
159,158,Duffy Waldorf,69,-0.174,-10.26,59,2007,sg_around_green
160,162,Kyle Reifers,71,-0.185,-11.671,63,2007,sg_around_green
161,161,Bubba Watson,80,-0.192,-12.653,66,2007,sg_around_green
162,160,Steve Wheatcroft,73,-0.209,-12.739,61,2007,sg_around_green
163,165,Brett Wetterich,88,-0.21,-14.674,70,2007,sg_around_green
164,163,Zach Johnson,76,-0.214,-12.839,60,2007,sg_around_green
165,164,John Daly,59,-0.225,-11.032,49,2007,sg_around_green
166,167,Mathias Grönberg,95,-0.226,-19.918,88,2007,sg_around_green
T167,166,Brian Bateman,55,-0.255,-11.215,44,2007,sg_around_green
T167,168,George McNeill,95,-0.255,-20.377,80,2007,sg_around_green
169,T179,Stephen Ames,81,-0.258,-16.002,62,2007,sg_around_green
170,174,Tag Ridings,52,-0.263,-11.855,45,2007,sg_around_green
171,170,Brendon de Jonge,76,-0.265,-17.506,66,2007,sg_around_green
172,171,Tommy Armour III,81,-0.279,-19.247,69,2007,sg_around_green
173,169,Boo Weekley,101,-0.289,-22.519,78,2007,sg_around_green
174,172,Charley Hoffman,97,-0.29,-24.11,83,2007,sg_around_green
175,173,Ryan Armour,107,-0.297,-27.917,94,2007,sg_around_green
176,T179,Greg Owen,81,-0.299,-20.908,70,2007,sg_around_green
T177,175,Todd Hamilton,76,-0.304,-17.625,58,2007,sg_around_green
T177,176,Frank Lickliter II,95,-0.304,-25.86,85,2007,sg_around_green
179,177,Davis Love III,66,-0.307,-16.28,53,2007,sg_around_green
180,178,Tom Byrum,50,-0.313,-12.813,41,2007,sg_around_green
181,181,Daisuke Maruyama,86,-0.348,-26.429,76,2007,sg_around_green
182,182,Robert Gamez,88,-0.349,-26.542,76,2007,sg_around_green
183,184,Kevin Stadler,95,-0.356,-27.733,78,2007,sg_around_green
184,183,Joe Durant,88,-0.363,-26.483,73,2007,sg_around_green
185,186,Joey Sindelar,75,-0.389,-26.055,67,2007,sg_around_green
186,185,Hunter Mahan,91,-0.397,-28.573,72,2007,sg_around_green
187,187,Henrik Stenson,52,-0.414,-14.887,36,2007,sg_around_green
188,189,Chris Tidland,59,-0.422,-21.501,51,2007,sg_around_green
189,191,Ryan Palmer,91,-0.44,-36.063,82,2007,sg_around_green
190,188,Jaco Van Zyl,51,-0.447,-19.67,44,2007,sg_around_green
191,192,Robert Allenby,90,-0.449,-33.64,75,2007,sg_around_green
192,190,Scott Gutschewski,67,-0.456,-26.465,58,2007,sg_around_green
193,193,David Branshaw,83,-0.5,-37.514,75,2007,sg_around_green
194,194,Chris Couch,76,-0.517,-37.718,73,2007,sg_around_green
195,195,Robert Garrigus,95,-0.609,-52.382,86,2007,sg_around_green
196,196,Matt Hendrix,63,-0.78,-42.92,55,2007,sg_around_green
