RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,EVENTS,%,OFFICIAL MONEY WON,POTENTIAL MONEY,year,measure
31,31,Martin Kaymer,10,9.68,"1,339,958","13,847,078",2011,pct_total_money_won
32,32,Martin Laird,23,9.33,"2,676,508","28,679,078",2011,pct_total_money_won
33,33,Jonathan Byrd,26,9.28,"2,938,920","31,671,078",2011,pct_total_money_won
34,34,Thomas Bjørn,5,8.83,"626,739","7,097,078",2011,pct_total_money_won
35,35,Shigeki Maruyama,2,8.72,"177,375","2,034,000",2011,pct_total_money_won
36,36,Adam Hadwin,5,8.68,"440,752","5,076,000",2011,pct_total_money_won
37,37,Freddie Jacobson,25,8.47,"2,488,324","29,389,078",2011,pct_total_money_won
38,38,Rory Sabbatini,24,8.31,"2,420,655","29,133,078",2011,pct_total_money_won
39,39,Vijay Singh,25,7.94,"2,371,049","29,863,000",2011,pct_total_money_won
T40,T40,Kevin Na,26,7.8,"2,336,965","29,965,078",2011,pct_total_money_won
T40,T40,Chez Reavie,27,7.8,"2,285,066","29,304,000",2011,pct_total_money_won
42,42,Mathias Grönberg,1,7.78,"42,000","540,000",2011,pct_total_money_won
43,43,John Senden,26,7.61,"2,294,811","30,137,000",2011,pct_total_money_won
44,45,George Coetzee,1,7.56,"109,712","1,452,078",2011,pct_total_money_won
45,46,Robert Karlsson,18,7.52,"1,779,815","23,675,078",2011,pct_total_money_won
46,44,Charles Howell III,30,7.45,"2,509,223","33,659,078",2011,pct_total_money_won
47,47,Sergio Garcia,16,7.32,"1,524,091","20,821,078",2011,pct_total_money_won
48,48,Steve Marino,23,7.3,"1,975,076","27,071,078",2011,pct_total_money_won
49,49,J.B. Holmes,16,7.26,"1,398,583","19,273,078",2011,pct_total_money_won
50,50,Raphael Jacquelin,2,7.24,"209,744","2,897,078",2011,pct_total_money_won
T51,T51,Geoff Ogilvy,21,7.08,"1,916,994","27,095,078",2011,pct_total_money_won
T51,T51,Ryan Moore,22,7.08,"1,942,906","27,455,078",2011,pct_total_money_won
53,53,Bo Van Pelt,27,7.06,"2,344,545","33,215,078",2011,pct_total_money_won
54,55,Scott Verplank,15,7.01,"1,194,177","17,033,000",2011,pct_total_money_won
55,56,Rickie Fowler,24,7,"2,084,681","29,777,078",2011,pct_total_money_won
56,58,Bryce Molder,27,6.9,"1,957,944","28,391,000",2011,pct_total_money_won
T57,54,George McNeill,21,6.81,"1,458,109","21,420,000",2011,pct_total_money_won
T57,57,Spencer Levin,31,6.81,"2,320,037","34,091,078",2011,pct_total_money_won
59,60,Peter Lonard,2,6.71,"106,305","1,584,000",2011,pct_total_money_won
60,61,Zach Johnson,23,6.65,"1,880,405","28,287,078",2011,pct_total_money_won
61,59,D.A. Points,26,6.59,"2,034,155","30,849,000",2011,pct_total_money_won
62,63,Lucas Glover,23,6.56,"1,823,327","27,787,078",2011,pct_total_money_won
T63,64,Brendan Steele,27,6.53,"1,976,309","30,259,000",2011,pct_total_money_won
T63,96,Tom Pernice Jr.,12,6.53,"694,980","10,638,000",2011,pct_total_money_won
65,62,Scott Stallings,28,6.5,"1,957,161","30,115,000",2011,pct_total_money_won
66,65,Jhonattan Vegas,25,6.4,"1,854,414","28,959,000",2011,pct_total_money_won
67,66,Fred Couples,5,6.3,"371,080","5,886,000",2011,pct_total_money_won
68,67,Ryan Palmer,24,6.27,"1,850,530","29,533,078",2011,pct_total_money_won
69,68,Ben Crane,23,6.24,"1,679,594","26,927,078",2011,pct_total_money_won
70,70,Chris Kirk,28,6.04,"1,877,626","31,073,000",2011,pct_total_money_won
T71,69,Tommy Gainey,34,5.98,"2,174,191","36,365,000",2011,pct_total_money_won
T71,71,Harrison Frazar,19,5.98,"1,322,266","22,099,078",2011,pct_total_money_won
73,72,Simon Dyson,3,5.83,"250,332","4,297,078",2011,pct_total_money_won
74,73,Tiger Woods,9,5.59,"660,238","11,819,000",2011,pct_total_money_won
75,74,Paul Goydos,25,5.37,"1,385,327","25,812,000",2011,pct_total_money_won
76,75,Scott Piercy,23,5.3,"1,250,957","23,585,000",2011,pct_total_money_won
T77,78,Graeme McDowell,16,5.26,"1,088,898","20,691,078",2011,pct_total_money_won
T77,76,Briny Baird,19,5.26,"942,285","17,910,000",2011,pct_total_money_won
79,77,Robert Garrigus,26,5.2,"1,503,922","28,929,078",2011,pct_total_money_won
80,81,Andres Romero,22,5.19,"1,313,133","25,295,000",2011,pct_total_money_won
81,79,Brandt Jobe,28,5.18,"1,629,763","31,433,000",2011,pct_total_money_won
82,82,Carl Pettersson,27,5.14,"1,540,722","29,956,000",2011,pct_total_money_won
T83,T83,Francesco Molinari,11,5.13,"763,887","14,895,078",2011,pct_total_money_won
T83,T83,Kyle Stanley,28,5.13,"1,523,657","29,694,078",2011,pct_total_money_won
85,T85,Sean O'Hair,24,5.1,"1,483,947","29,097,078",2011,pct_total_money_won
86,80,Jerry Kelly,26,5.08,"1,451,797","28,583,078",2011,pct_total_money_won
T87,T85,Bob Estes,12,4.98,"594,104","11,928,078",2011,pct_total_money_won
T87,T87,Pat Perez,24,4.98,"1,295,253","25,992,000",2011,pct_total_money_won
T87,T87,K.T. Kim,9,4.98,"601,809","12,083,078",2011,pct_total_money_won
90,89,Jimmy Walker,24,4.91,"1,336,555","27,198,000",2011,pct_total_money_won
91,90,Hennie Otto,1,4.89,"68,500","1,400,000",2011,pct_total_money_won
92,91,Miguel Angel Jiménez,7,4.87,"486,223","9,977,078",2011,pct_total_money_won
93,92,Jim Furyk,26,4.82,"1,529,690","31,707,078",2011,pct_total_money_won
94,T112,Kevin Chappell,26,4.78,"1,339,639","28,008,000",2011,pct_total_money_won
95,93,Johan Edfors,2,4.72,"136,155","2,885,000",2011,pct_total_money_won
96,100,John Rollins,27,4.71,"1,370,566","29,129,000",2011,pct_total_money_won
97,94,Robert Allenby,25,4.7,"1,452,567","30,929,078",2011,pct_total_money_won
98,95,Johnson Wagner,25,4.5,"1,224,555","27,221,000",2011,pct_total_money_won
99,108,Kris Blanks,29,4.44,"1,350,010","30,402,000",2011,pct_total_money_won
100,98,Charley Hoffman,27,4.4,"1,462,590","33,237,078",2011,pct_total_money_won
101,99,Ryo Ishikawa,10,4.39,"580,136","13,217,078",2011,pct_total_money_won
102,97,Kevin Streelman,26,4.3,"1,300,005","30,235,078",2011,pct_total_money_won
103,101,Charlie Wi,25,4.29,"1,188,493","27,689,000",2011,pct_total_money_won
104,104,Marco Dawson,3,4.26,"104,406","2,448,000",2011,pct_total_money_won
105,105,Alvaro Quiros,8,4.24,"495,317","11,687,078",2011,pct_total_money_won
106,106,Jeff Overton,26,4.15,"1,290,961","31,109,078",2011,pct_total_money_won
T107,103,Davis Love III,22,4.14,"1,056,299","25,541,078",2011,pct_total_money_won
T107,102,Chris Couch,21,4.14,"922,495","22,266,000",2011,pct_total_money_won
109,107,Brian Gay,26,4.1,"1,157,525","28,247,000",2011,pct_total_money_won
T110,125,Trevor Immelman,25,4.05,"1,165,603","28,763,078",2011,pct_total_money_won
T110,109,Brett Wetterich,8,4.05,"307,504","7,596,000",2011,pct_total_money_won
112,T110,Camilo Villegas,25,4.04,"1,231,917","30,505,078",2011,pct_total_money_won
113,115,Tom Gillis,19,3.99,"814,147","20,381,000",2011,pct_total_money_won
114,T116,Marcus Fraser,1,3.96,"55,500","1,400,000",2011,pct_total_money_won
115,T112,Retief Goosen,16,3.94,"796,360","20,219,078",2011,pct_total_money_won
T116,114,Brian Davis,30,3.92,"1,308,008","33,371,078",2011,pct_total_money_won
T116,118,Louis Oosthuizen,15,3.92,"717,965","18,311,078",2011,pct_total_money_won
T116,T116,Cameron Tringale,32,3.92,"1,327,807","33,899,000",2011,pct_total_money_won
119,119,Robert Rock,2,3.9,"112,756","2,892,078",2011,pct_total_money_won
120,T110,Michael Thompson,25,3.89,"935,265","24,012,000",2011,pct_total_money_won
121,120,Edoardo Molinari,12,3.85,"619,224","16,079,078",2011,pct_total_money_won
T122,T121,Brendon de Jonge,30,3.83,"1,241,325","32,441,000",2011,pct_total_money_won
T122,T121,Peter Hanson,12,3.83,"610,780","15,935,078",2011,pct_total_money_won
T124,T126,Michael Bradley,24,3.68,"935,934","25,403,000",2011,pct_total_money_won
T124,124,Chris Stroud,28,3.68,"1,096,498","29,790,000",2011,pct_total_money_won
126,T126,Ernie Els,21,3.62,"948,872","26,199,078",2011,pct_total_money_won
127,128,SSP Chawrasia,1,3.61,"50,500","1,400,000",2011,pct_total_money_won
128,129,Ricky Barnes,23,3.58,"951,586","26,585,078",2011,pct_total_money_won
129,131,Ian Poulter,16,3.55,"739,925","20,835,078",2011,pct_total_money_won
130,132,José Manuel Lara,1,3.53,"23,525","666,000",2011,pct_total_money_won
131,T134,Do-Hoon Kim,1,3.5,"50,436","1,440,000",2011,pct_total_money_won
132,136,Stewart Cink,22,3.49,"909,162","26,055,078",2011,pct_total_money_won
133,137,Chad Campbell,29,3.48,"1,104,023","31,728,078",2011,pct_total_money_won
T134,T208,Justin Leonard,26,3.47,"952,962","27,462,078",2011,pct_total_money_won
T134,138,Padraig Harrington,18,3.47,"802,839","23,117,078",2011,pct_total_money_won
T136,141,David Hearn,26,3.46,"869,071","25,128,000",2011,pct_total_money_won
T136,139,Anthony Kim,26,3.46,"1,085,845","31,405,078",2011,pct_total_money_won
T138,176,Sung Kang,21,3.44,"702,382","20,412,000",2011,pct_total_money_won
T138,123,Tom Lehman,5,3.44,"178,062","5,178,078",2011,pct_total_money_won
140,130,Rod Pampling,21,3.41,"668,767","19,602,000",2011,pct_total_money_won
T141,140,Richard Green,4,3.4,"193,851","5,697,078",2011,pct_total_money_won
T141,T134,Hunter Haas,30,3.4,"1,039,986","30,546,000",2011,pct_total_money_won
143,133,John Merrick,21,3.37,"704,788","20,898,000",2011,pct_total_money_won
144,154,James Driscoll,24,3.24,"741,009","22,896,000",2011,pct_total_money_won
T145,T143,Ángel Cabrera,17,3.23,"628,079","19,421,078",2011,pct_total_money_won
T145,T143,Troy Matteson,28,3.23,"946,989","29,286,000",2011,pct_total_money_won
147,146,Tim Herron,28,3.21,"909,134","28,350,000",2011,pct_total_money_won
T148,149,Ryuji Imada,29,3.19,"990,318","31,037,000",2011,pct_total_money_won
T148,T147,Paul Casey,15,3.19,"590,386","18,509,078",2011,pct_total_money_won
T150,142,Roland Thatcher,22,3.11,"666,371","21,402,000",2011,pct_total_money_won
T150,150,Blake Adams,34,3.11,"1,100,558","35,352,000",2011,pct_total_money_won
T150,T143,Joe Ogilvie,24,3.11,"726,866","23,346,000",2011,pct_total_money_won
T150,160,Nick O'Hern,29,3.11,"940,224","30,240,000",2011,pct_total_money_won
154,151,Marc Leishman,27,3.07,"916,329","29,880,000",2011,pct_total_money_won
155,T147,Matt McQuillan,21,3.05,"582,932","19,098,000",2011,pct_total_money_won
156,153,Matteo Manassero,8,3.04,"331,783","10,917,078",2011,pct_total_money_won
157,152,David Mathis,25,2.99,"715,404","23,940,000",2011,pct_total_money_won
158,156,Peter Senior,1,2.88,"40,250","1,400,000",2011,pct_total_money_won
T159,164,Greg Chalmers,28,2.81,"832,190","29,628,000",2011,pct_total_money_won
T159,155,J.J. Henry,28,2.81,"873,377","31,073,000",2011,pct_total_money_won
161,157,Kevin Stadler,27,2.79,"768,172","27,504,000",2011,pct_total_money_won
162,159,Ross Fisher,8,2.74,"299,884","10,935,078",2011,pct_total_money_won
163,180,Billy Mayfair,29,2.72,"780,577","28,728,000",2011,pct_total_money_won
164,158,Shane Bertsch,20,2.69,"488,584","18,144,000",2011,pct_total_money_won
T165,T161,Cameron Percy,12,2.68,"290,319","10,818,000",2011,pct_total_money_won
T165,T161,Jae-bum Park,1,2.68,"37,500","1,400,000",2011,pct_total_money_won
167,163,Stephen Ames,22,2.54,"547,588","21,528,000",2011,pct_total_money_won
168,165,Seung-Yul Noh,6,2.51,"207,070","8,253,078",2011,pct_total_money_won
T169,T166,Simon Khan,1,2.5,"36,301","1,452,078",2011,pct_total_money_won
T169,T166,Gary Boyd,1,2.5,"36,301","1,452,078",2011,pct_total_money_won
T169,T166,Steve Pate,1,2.5,"15,750","630,000",2011,pct_total_money_won
172,T166,Chris DiMarco,31,2.48,"761,931","30,780,000",2011,pct_total_money_won
T173,T170,Josh Teater,31,2.46,"769,324","31,284,000",2011,pct_total_money_won
T173,T170,Pablo Larrazabal,3,2.46,"105,634","4,297,078",2011,pct_total_money_won
T175,173,Bobby Gates,29,2.41,"666,734","27,720,000",2011,pct_total_money_won
T175,174,Stuart Appleby,24,2.41,"657,150","27,288,000",2011,pct_total_money_won
177,T178,Heath Slocum,29,2.4,"767,216","31,915,000",2011,pct_total_money_won
178,172,Matt Jones,25,2.36,"602,392","25,524,000",2011,pct_total_money_won
179,177,Hiroyuki Fujita,7,2.33,"223,300","9,603,078",2011,pct_total_money_won
180,T178,Kevin Sutherland,11,2.32,"289,692","12,510,000",2011,pct_total_money_won
181,175,Billy Horschel,25,2.27,"533,023","23,472,000",2011,pct_total_money_won
182,191,Steven Bowditch,28,2.24,"621,377","27,684,000",2011,pct_total_money_won
183,T181,Garrett Willis,24,2.22,"526,390","23,742,000",2011,pct_total_money_won
184,183,Matt Bettencourt,30,2.21,"692,544","31,342,000",2011,pct_total_money_won
185,T181,Steve Flesch,27,2.19,"594,621","27,144,000",2011,pct_total_money_won
T186,186,Arjun Atwal,29,2.16,"690,236","31,919,000",2011,pct_total_money_won
T186,184,Bill Lunde,28,2.16,"639,548","29,601,000",2011,pct_total_money_won
188,185,Woody Austin,18,2.15,"354,042","16,434,000",2011,pct_total_money_won
189,188,D.J. Trahan,30,2.14,"668,165","31,271,000",2011,pct_total_money_won
190,187,Scott McCarron,22,2.09,"436,269","20,862,000",2011,pct_total_money_won
191,190,Matt Every,5,2.06,"105,121","5,112,000",2011,pct_total_money_won
192,189,Aron Price,18,2.02,"333,290","16,470,000",2011,pct_total_money_won
193,193,Alex Noren,4,1.94,"111,208","5,737,078",2011,pct_total_money_won
T194,192,Jim Renner,22,1.92,"392,945","20,430,000",2011,pct_total_money_won
T194,230,Henrik Stenson,15,1.92,"327,798","17,108,078",2011,pct_total_money_won
196,T195,Jason Bohn,22,1.85,"411,943","22,234,000",2011,pct_total_money_won
197,194,Morgan Hoffmann,4,1.84,"69,131","3,762,000",2011,pct_total_money_won
198,T195,Cameron Beckman,25,1.83,"455,085","24,934,000",2011,pct_total_money_won
199,198,Tom Watson,3,1.81,"72,066","3,972,078",2011,pct_total_money_won
200,199,Michael Putnam,21,1.8,"398,399","22,158,000",2011,pct_total_money_won
T201,T200,Sal Spallone,1,1.79,"11,261","630,000",2011,pct_total_money_won
T201,T200,Julián Etulain,1,1.79,"11,261","630,000",2011,pct_total_money_won
T201,T200,Erick Justesen,1,1.79,"16,087","900,000",2011,pct_total_money_won
T201,T200,Steve Lowery,2,1.79,"23,525","1,314,000",2011,pct_total_money_won
205,197,Ben Curtis,23,1.76,"423,466","24,078,078",2011,pct_total_money_won
206,204,Dean Wilson,22,1.72,"401,314","23,346,000",2011,pct_total_money_won
207,205,Josh Broadaway,1,1.69,"17,356","1,026,000",2011,pct_total_money_won
208,T206,Yuta Ikeda,9,1.68,"198,646","11,813,078",2011,pct_total_money_won
209,T208,Kirk Triplett,8,1.67,"111,080","6,642,000",2011,pct_total_money_won
210,T208,William McGirt,32,1.65,"532,932","32,202,000",2011,pct_total_money_won
211,212,Grégory Havret,3,1.64,"71,007","4,332,078",2011,pct_total_money_won
T212,T206,David Duval,24,1.62,"400,654","24,726,078",2011,pct_total_money_won
T212,T213,Richard McEvoy,1,1.62,"23,555","1,452,078",2011,pct_total_money_won
T212,T213,Floris De Vries,1,1.62,"23,555","1,452,078",2011,pct_total_money_won
215,215,Tom Byrum,1,1.61,"10,404","648,000",2011,pct_total_money_won
216,211,Chris Riley,25,1.59,"397,203","24,912,000",2011,pct_total_money_won
217,216,Brendan Jones,2,1.58,"45,000","2,845,000",2011,pct_total_money_won
218,217,Fabián Gómez,26,1.57,"381,730","24,372,000",2011,pct_total_money_won
219,218,Erik Compton,6,1.56,"95,541","6,138,000",2011,pct_total_money_won
220,220,Will MacKenzie,14,1.54,"188,393","12,204,000",2011,pct_total_money_won
221,221,Michael Letzig,13,1.53,"169,973","11,106,000",2011,pct_total_money_won
222,222,Kent Jones,25,1.51,"360,623","23,904,000",2011,pct_total_money_won
223,219,Vaughn Taylor,27,1.5,"423,907","28,206,000",2011,pct_total_money_won
224,T224,Sam Saunders,8,1.49,"132,525","8,910,000",2011,pct_total_money_won
T225,T233,Marc Turnesa,20,1.47,"299,405","20,358,000",2011,pct_total_money_won
T225,T239,Bio Kim,25,1.47,"345,588","23,544,000",2011,pct_total_money_won
T227,T227,Rhys Davies,2,1.46,"41,500","2,852,078",2011,pct_total_money_won
T227,223,Zack Miller,30,1.46,"427,340","29,340,000",2011,pct_total_money_won
T227,T227,Alex Cejka,21,1.46,"344,901","23,634,000",2011,pct_total_money_won
T230,229,Joe Durant,25,1.45,"358,790","24,678,000",2011,pct_total_money_won
T230,T224,Tim Petrovic,29,1.45,"428,011","29,484,000",2011,pct_total_money_won
232,T224,Tag Ridings,28,1.44,"382,669","26,604,000",2011,pct_total_money_won
T233,231,Craig Barlow,5,1.42,"49,688","3,492,000",2011,pct_total_money_won
T233,T246,Ben Martin,25,1.42,"340,080","23,904,000",2011,pct_total_money_won
235,232,Frank Lickliter II,12,1.39,"144,160","10,368,000",2011,pct_total_money_won
236,T233,Mathew Goggin,1,1.38,"16,157","1,170,000",2011,pct_total_money_won
T237,T235,Marcel Siem,1,1.37,"19,763","1,440,000",2011,pct_total_money_won
T237,T235,Matthew Millar,1,1.37,"19,845","1,452,078",2011,pct_total_money_won
239,238,Paul Lawrie,1,1.34,"19,441","1,452,078",2011,pct_total_money_won
240,T239,John Mallinger,15,1.31,"179,497","13,716,000",2011,pct_total_money_won
T241,237,Justin Hicks,23,1.3,"284,990","21,870,000",2011,pct_total_money_won
T241,T241,Paul Stankowski,24,1.3,"290,211","22,356,000",2011,pct_total_money_won
T241,T241,Kenneth Ferrie,1,1.3,"18,877","1,452,078",2011,pct_total_money_won
T244,T243,Sangmoon Bae,2,1.29,"37,351","2,892,078",2011,pct_total_money_won
T244,T243,Jung-gon Hwang,1,1.29,"18,715","1,452,078",2011,pct_total_money_won
246,T246,Nick Price,1,1.27,"12,996","1,026,000",2011,pct_total_money_won
247,248,Guy Boros,1,1.26,"8,172","648,000",2011,pct_total_money_won
248,249,Andre Stolz,2,1.25,"21,594","1,728,000",2011,pct_total_money_won
T249,T250,Steve Allan,1,1.24,"13,380","1,080,000",2011,pct_total_money_won
T249,T250,Lee Janzen,19,1.24,"216,992","17,532,000",2011,pct_total_money_won
T249,245,Boo Weekley,23,1.24,"279,530","22,608,000",2011,pct_total_money_won
252,252,Troy Kelly,1,1.23,"13,542","1,098,000",2011,pct_total_money_won
T253,265,Nathan Green,26,1.21,"312,109","25,788,078",2011,pct_total_money_won
T253,T253,Thomas Aiken,4,1.21,"65,500","5,413,078",2011,pct_total_money_won
T253,T294,Kevin Kisner,24,1.21,"270,170","22,356,000",2011,pct_total_money_won
T256,T256,Christo Greyling,1,1.19,"17,178","1,440,000",2011,pct_total_money_won
T256,T256,Kenichi Kuboya,1,1.19,"17,178","1,440,000",2011,pct_total_money_won
258,287,Derek Lamely,26,1.18,"301,145","25,564,000",2011,pct_total_money_won
T259,T253,Michael Connell,26,1.17,"309,361","26,424,000",2011,pct_total_money_won
T259,T258,Jeff Quinney,14,1.17,"139,582","11,934,000",2011,pct_total_money_won
T259,T258,Richard Scott,1,1.17,"8,400","720,000",2011,pct_total_money_won
T259,T258,Greg Kraft,1,1.17,"7,350","630,000",2011,pct_total_money_won
T263,261,Robert Damron,3,1.16,"31,770","2,736,000",2011,pct_total_money_won
T263,255,Colt Knost,27,1.16,"296,817","25,668,000",2011,pct_total_money_won
T265,T262,Wes Heffernan,1,1.15,"16,539","1,440,000",2011,pct_total_money_won
T265,T262,John Daly,18,1.15,"207,963","18,035,078",2011,pct_total_money_won
267,264,Will Claxton,1,1.14,"11,275","990,000",2011,pct_total_money_won
268,T267,Jarrod Lyle,29,1.13,"317,458","28,206,000",2011,pct_total_money_won
269,266,Dave Schultz,1,1.12,"7,035","630,000",2011,pct_total_money_won
270,T267,Brad Fritsch,1,1.11,"10,348","936,000",2011,pct_total_money_won
271,T269,Chris Tidland,12,1.1,"122,984","11,190,078",2011,pct_total_money_won
T272,T271,J.L. Lewis,1,1.09,"7,056","648,000",2011,pct_total_money_won
T272,289,Alexandre Rocha,22,1.09,"225,025","20,700,000",2011,pct_total_money_won
T272,T271,Dustin Risdon,1,1.09,"10,192","936,000",2011,pct_total_money_won
275,T273,Brian Bateman,1,1.08,"6,984","648,000",2011,pct_total_money_won
276,290,Scott Gutschewski,23,1.07,"229,758","21,456,000",2011,pct_total_money_won
T277,275,Chad Collins,16,1.06,"183,509","17,316,000",2011,pct_total_money_won
T277,T269,Daniel Summerhays,29,1.06,"301,899","28,350,000",2011,pct_total_money_won
T279,T276,Michio Matsumura,1,1.05,"10,395","990,000",2011,pct_total_money_won
T279,T276,Todd Hamilton,11,1.05,"112,082","10,668,078",2011,pct_total_money_won
281,T273,Steve Elkington,17,1.03,"176,225","17,159,000",2011,pct_total_money_won
282,T279,Dicky Pride,8,1.02,"64,213","6,318,000",2011,pct_total_money_won
T283,281,Charles Warren,10,1.01,"96,422","9,594,000",2011,pct_total_money_won
T283,278,Alex Prugh,29,1.01,"292,069","28,998,000",2011,pct_total_money_won
285,282,Peter Tomasulo,12,1,"115,816","11,574,000",2011,pct_total_money_won
286,283,J.P. Hayes,19,0.99,"186,769","18,864,000",2011,pct_total_money_won
287,T279,Richard Johnson,23,0.98,"212,105","21,600,000",2011,pct_total_money_won
288,284,Jim Herman,22,0.96,"196,844","20,430,000",2011,pct_total_money_won
T289,312,Andres Gonzales,21,0.95,"186,846","19,710,000",2011,pct_total_money_won
T289,285,Jason Gore,6,0.95,"51,290","5,418,000",2011,pct_total_money_won
291,288,Daniel Chopra,2,0.9,"15,411","1,710,000",2011,pct_total_money_won
292,286,D.J. Brigman,23,0.89,"191,491","21,456,000",2011,pct_total_money_won
293,314,Michael Allen,5,0.87,"42,343","4,878,000",2011,pct_total_money_won
294,291,Jonathan Kaye,2,0.84,"10,833","1,296,000",2011,pct_total_money_won
295,292,Corey Pavin,4,0.83,"42,376","5,076,000",2011,pct_total_money_won
296,293,Alejandro Cañizares,2,0.82,"17,469","2,118,078",2011,pct_total_money_won
T297,T294,Grégory Bourdy,2,0.81,"23,555","2,897,078",2011,pct_total_money_won
T297,T294,Drew Weaver,2,0.81,"17,732","2,196,000",2011,pct_total_money_won
299,297,Kenny Perry,13,0.8,"110,176","13,698,000",2011,pct_total_money_won
300,300,Joost Luiten,2,0.77,"19,845","2,568,078",2011,pct_total_money_won
301,T298,Shaun Micheel,27,0.76,"206,450","27,167,000",2011,pct_total_money_won
T302,301,Mark Hensby,6,0.75,"32,241","4,302,000",2011,pct_total_money_won
T302,T298,Joseph Bramlett,25,0.75,"178,727","23,706,000",2011,pct_total_money_won
T304,T303,Patrick Reed,3,0.71,"20,058","2,844,000",2011,pct_total_money_won
T304,T303,Fredrik Andersson Hed,2,0.71,"20,571","2,897,078",2011,pct_total_money_won
306,302,Nate Smith,24,0.69,"154,814","22,356,000",2011,pct_total_money_won
307,306,Brett Quigley,10,0.67,"56,825","8,514,000",2011,pct_total_money_won
T308,T307,Troy Merritt,23,0.66,"151,474","22,932,000",2011,pct_total_money_won
T308,305,Martin Piller,23,0.66,"140,957","21,258,000",2011,pct_total_money_won
T310,310,Rich Beem,21,0.64,"135,225","21,101,000",2011,pct_total_money_won
T310,T307,WC Liang,2,0.64,"15,592","2,435,000",2011,pct_total_money_won
T312,315,Will Strickler,19,0.63,"109,030","17,208,000",2011,pct_total_money_won
T312,309,Jay Williamson,6,0.63,"27,395","4,374,000",2011,pct_total_money_won
T314,313,Rocco Mediate,23,0.56,"136,298","24,219,000",2011,pct_total_money_won
T314,316,Jeff Maggert,18,0.56,"101,080","17,928,000",2011,pct_total_money_won
316,T323,Mark Calcavecchia,6,0.55,"34,929","6,312,078",2011,pct_total_money_won
T317,311,Mike Small,6,0.51,"27,152","5,315,000",2011,pct_total_money_won
T317,317,Omar Uresti,5,0.51,"18,349","3,600,000",2011,pct_total_money_won
T319,T318,Bob May,2,0.5,"6,690","1,350,000",2011,pct_total_money_won
T319,T318,Graham DeLaet,2,0.5,"10,472","2,088,000",2011,pct_total_money_won
T321,T325,Fran Quinn,10,0.49,"47,198","9,558,000",2011,pct_total_money_won
T321,320,Todd Fischer,3,0.49,"12,900","2,610,000",2011,pct_total_money_won
323,321,Stephen Gallacher,3,0.47,"20,571","4,337,078",2011,pct_total_money_won
324,322,Garth Mulroy,4,0.46,"20,800","4,500,000",2011,pct_total_money_won
325,T323,Duffy Waldorf,14,0.45,"61,233","13,626,000",2011,pct_total_money_won
326,T325,Matt Weibring,5,0.43,"20,148","4,716,000",2011,pct_total_money_won
