RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,EVENTS,%,OFFICIAL MONEY WON,POTENTIAL MONEY,year,measure
268,267,Andrew Coltart,1,1.28,"16,742","1,305,593",2010,pct_total_money_won
269,268,Shane Lowry,2,1.27,"33,791","2,655,593",2010,pct_total_money_won
270,269,Jeff Klauk,13,1.26,"173,676","13,824,000",2010,pct_total_money_won
271,270,Thomas Aiken,1,1.25,"16,358","1,305,593",2010,pct_total_money_won
272,271,Glen Day,13,1.24,"147,776","11,871,593",2010,pct_total_money_won
273,272,Rhys Davies,4,1.23,"66,511","5,405,593",2010,pct_total_money_won
T274,T273,Erik Compton,7,1.21,"77,245","6,408,000",2010,pct_total_money_won
T274,T273,Jeff Burns,1,1.21,"13,237","1,098,000",2010,pct_total_money_won
276,T275,Fredrik Andersson Hed,2,1.2,"31,842","2,655,593",2010,pct_total_money_won
T277,T277,Billy Hurley III,1,1.19,"8,560","720,000",2010,pct_total_money_won
T277,T277,Alexandre Rocha,1,1.19,"12,040","1,008,000",2010,pct_total_money_won
T277,266,Rich Beem,11,1.19,"128,877","10,836,000",2010,pct_total_money_won
T280,T279,Jason Schultz,1,1.18,"13,845","1,170,000",2010,pct_total_money_won
T280,T279,Gary Woodland,8,1.18,"95,815","8,136,000",2010,pct_total_money_won
T280,T279,Guy Boros,6,1.18,"54,832","4,644,000",2010,pct_total_money_won
283,T275,Rod Pampling,26,1.16,"299,263","25,740,000",2010,pct_total_money_won
T284,T279,Omar Uresti,27,1.14,"283,455","24,822,000",2010,pct_total_money_won
T284,T284,Jamie Lovemark,4,1.14,"45,400","3,996,000",2010,pct_total_money_won
T284,T284,Tim Wilkinson,15,1.14,"160,705","14,076,000",2010,pct_total_money_won
287,283,Daniel Chopra,28,1.13,"311,405","27,594,000",2010,pct_total_money_won
T288,T287,Casey Wittenberg,1,1.11,"11,200","1,008,000",2010,pct_total_money_won
T288,T287,Harrison Frazar,17,1.11,"201,280","18,054,000",2010,pct_total_money_won
T290,290,Warren Schutte,1,1.09,"8,471","774,000",2010,pct_total_money_won
T290,293,Fred Funk,6,1.09,"77,802","7,110,000",2010,pct_total_money_won
292,291,Michael O'Neal,2,1.07,"18,424","1,728,000",2010,pct_total_money_won
T293,T300,Ted Purdy,30,1.05,"307,677","29,250,000",2010,pct_total_money_won
T293,292,Rob Labritz,1,1.05,"14,150","1,350,000",2010,pct_total_money_won
295,T294,Mike Small,8,1.04,"69,665","6,678,000",2010,pct_total_money_won
296,T294,Paul Azinger,1,1.03,"9,486","918,000",2010,pct_total_money_won
T297,T296,Dicky Pride,5,1.02,"40,120","3,924,000",2010,pct_total_money_won
T297,T296,Blake Trimble,1,1.02,"9,752","954,000",2010,pct_total_money_won
299,298,Andrew Svoboda,1,1.01,"10,556","1,044,000",2010,pct_total_money_won
300,299,Kevin Hayashi,1,1,"9,900","990,000",2010,pct_total_money_won
T301,T300,Mark Anderson,1,0.99,"10,203","1,026,000",2010,pct_total_money_won
T301,302,Greg Owen,27,0.99,"268,835","27,234,000",2010,pct_total_money_won
303,303,Matthew Richardson,1,0.96,"13,023","1,350,000",2010,pct_total_money_won
T304,304,Henrik Bjornstad,26,0.91,"215,912","23,850,000",2010,pct_total_money_won
T304,305,Ty Tryon,1,0.91,"12,293","1,350,000",2010,pct_total_money_won
T306,T306,Jason Preeo,1,0.87,"11,707","1,350,000",2010,pct_total_money_won
T306,T306,Drew Weaver,2,0.87,"17,365","1,998,000",2010,pct_total_money_won
308,309,Colin Montgomerie,3,0.83,"30,977","3,735,593",2010,pct_total_money_won
T309,308,Rich Barcelo,25,0.81,"188,891","23,274,000",2010,pct_total_money_won
T309,310,John Daly,20,0.81,"158,586","19,683,593",2010,pct_total_money_won
311,311,Jonathan Kaye,6,0.78,"38,989","5,004,000",2010,pct_total_money_won
312,312,Jason Gore,10,0.77,"77,212","10,062,000",2010,pct_total_money_won
313,314,Craig Bowden,20,0.75,"140,935","18,846,000",2010,pct_total_money_won
314,315,Chez Reavie,15,0.73,"112,993","15,462,000",2010,pct_total_money_won
T315,316,John Morse,5,0.72,"28,998","4,014,000",2010,pct_total_money_won
T315,313,Mark Calcavecchia,16,0.72,"119,980","16,713,593",2010,pct_total_money_won
T317,T317,Erick Justesen,2,0.7,"15,651","2,250,000",2010,pct_total_money_won
T317,T317,Phil Schmitt,2,0.7,"12,544","1,800,000",2010,pct_total_money_won
T317,T317,Chris Wood,5,0.7,"45,000","6,449,593",2010,pct_total_money_won
320,320,Fran Quinn,7,0.69,"45,096","6,552,000",2010,pct_total_money_won
321,321,Jim Carter,5,0.68,"29,285","4,284,000",2010,pct_total_money_won
T322,T322,Thomas Levet,2,0.66,"12,960","1,953,593",2010,pct_total_money_won
T322,T322,Shigeki Maruyama,4,0.66,"22,440","3,420,000",2010,pct_total_money_won
324,324,Gareth Maybin,2,0.63,"16,672","2,655,593",2010,pct_total_money_won
325,335,Brenden Pappas,24,0.61,"133,584","21,798,000",2010,pct_total_money_won
