RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:ARG,MEASURED ROUNDS,year,measure
82,82,Mackenzie Hughes,106,0.063,6.066,96,2017,sg_around_green
83,83,Chris Stroud,67,0.06,2.869,48,2017,sg_around_green
T84,T84,Chris Kirk,89,0.059,4.136,70,2017,sg_around_green
T84,T84,Anirban Lahiri,72,0.059,3.457,59,2017,sg_around_green
86,T98,Jon Rahm,90,0.057,3.773,66,2017,sg_around_green
87,87,Steve Wheatcroft,51,0.054,2.158,40,2017,sg_around_green
88,88,Kevin Tway,96,0.053,3.916,74,2017,sg_around_green
89,89,Carl Pettersson,63,0.052,2.723,52,2017,sg_around_green
90,90,Daniel Summerhays,100,0.051,4.15,82,2017,sg_around_green
T91,T92,John Huh,92,0.043,3.249,76,2017,sg_around_green
T91,T92,Adam Scott,58,0.043,1.79,42,2017,sg_around_green
93,91,Gary Woodland,94,0.039,2.618,68,2017,sg_around_green
94,103,Kyle Stanley,104,0.038,3.56,94,2017,sg_around_green
95,94,Jonas Blixt,74,0.037,2.208,59,2017,sg_around_green
96,96,Roberto Castro,70,0.031,1.688,54,2017,sg_around_green
97,97,James Hahn,96,0.03,2.465,81,2017,sg_around_green
98,T98,Rory Sabbatini,71,0.028,1.473,53,2017,sg_around_green
99,T101,Retief Goosen,52,0.027,1.116,41,2017,sg_around_green
100,95,Patrick Cantlay,52,0.021,0.951,46,2017,sg_around_green
101,T101,Brooks Koepka,88,0.019,1.245,67,2017,sg_around_green
102,104,Fabián Gómez,61,0.006,0.311,51,2017,sg_around_green
103,105,Keegan Bradley,104,0.004,0.388,91,2017,sg_around_green
T104,T98,Russell Henley,99,0,0.014,86,2017,sg_around_green
T104,T106,Ken Duke,77,0,0.008,60,2017,sg_around_green
T104,T106,J.J. Henry,92,0,0.026,75,2017,sg_around_green
107,108,Ryan Armour,63,-0.005,-0.236,49,2017,sg_around_green
108,109,Troy Merritt,82,-0.009,-0.656,70,2017,sg_around_green
109,110,Bryson DeChambeau,91,-0.016,-1.166,73,2017,sg_around_green
T110,T113,Ryo Ishikawa,56,-0.021,-0.883,43,2017,sg_around_green
T110,T113,Patton Kizzire,84,-0.021,-1.519,72,2017,sg_around_green
T112,117,David Lingmerth,79,-0.031,-2.151,69,2017,sg_around_green
T112,112,Charley Hoffman,112,-0.031,-2.893,93,2017,sg_around_green
114,118,Ollie Schniederjans,92,-0.032,-2.563,81,2017,sg_around_green
115,119,C.T. Pan,88,-0.034,-2.619,76,2017,sg_around_green
116,120,Jim Furyk,54,-0.036,-1.598,44,2017,sg_around_green
117,121,Kevin Streelman,90,-0.038,-3.001,78,2017,sg_around_green
118,T113,Adam Hadwin,98,-0.044,-3.464,79,2017,sg_around_green
T119,T122,Bud Cauley,92,-0.05,-4.064,82,2017,sg_around_green
T119,T122,Stewart Cink,93,-0.05,-4.065,81,2017,sg_around_green
121,124,Brett Drewitt,57,-0.054,-2.33,43,2017,sg_around_green
122,125,Ryan Blaum,100,-0.057,-4.656,82,2017,sg_around_green
T123,T126,Julián Etulain,68,-0.058,-2.982,51,2017,sg_around_green
T123,T126,Ryan Palmer,61,-0.058,-2.862,49,2017,sg_around_green
125,116,Jhonattan Vegas,95,-0.06,-4.26,71,2017,sg_around_green
126,128,Cody Gribble,79,-0.061,-4.304,70,2017,sg_around_green
127,129,J.T. Poston,95,-0.062,-4.497,73,2017,sg_around_green
128,130,Mark Hubbard,81,-0.064,-3.888,61,2017,sg_around_green
129,131,Ernie Els,52,-0.067,-2.468,37,2017,sg_around_green
130,132,Jim Herman,77,-0.07,-4.627,66,2017,sg_around_green
T131,T133,Chez Reavie,98,-0.073,-6.067,83,2017,sg_around_green
T131,T133,Spencer Levin,89,-0.073,-4.892,67,2017,sg_around_green
T131,T133,Smylie Kaufman,76,-0.073,-4.571,63,2017,sg_around_green
134,136,Jason Bohn,75,-0.076,-4.718,62,2017,sg_around_green
135,137,Patrick Rodgers,76,-0.077,-5.052,66,2017,sg_around_green
136,138,Harold Varner III,101,-0.081,-7.007,86,2017,sg_around_green
137,139,Scott Stallings,81,-0.084,-5.683,68,2017,sg_around_green
138,T154,Xander Schauffele,96,-0.086,-6.382,74,2017,sg_around_green
139,140,Daniel Berger,91,-0.09,-6.21,69,2017,sg_around_green
140,141,Ryan Brehm,83,-0.099,-6.445,65,2017,sg_around_green
141,142,Sean O'Hair,84,-0.101,-7.099,70,2017,sg_around_green
T142,T143,Tag Ridings,67,-0.111,-5.542,50,2017,sg_around_green
T142,T143,Graeme McDowell,56,-0.111,-5.552,50,2017,sg_around_green
144,145,Emiliano Grillo,90,-0.116,-7.68,66,2017,sg_around_green
145,146,Russell Knox,75,-0.119,-6.402,54,2017,sg_around_green
T146,T147,Jimmy Walker,68,-0.123,-6.142,50,2017,sg_around_green
T146,T147,Cameron Percy,71,-0.123,-6.781,55,2017,sg_around_green
148,149,Dominic Bozzelli,69,-0.125,-6.872,55,2017,sg_around_green
149,150,Brian Campbell,55,-0.126,-5.152,41,2017,sg_around_green
150,157,Jason Dufner,89,-0.133,-9.575,72,2017,sg_around_green
151,151,William McGirt,89,-0.137,-9.853,72,2017,sg_around_green
T152,T152,Miguel Angel Carballo,63,-0.142,-6.086,43,2017,sg_around_green
T152,T152,Søren Kjeldsen,58,-0.142,-4.818,34,2017,sg_around_green
154,T154,Sebastián Muñoz,51,-0.143,-5.563,39,2017,sg_around_green
T155,T158,Derek Fathauer,81,-0.149,-9.52,64,2017,sg_around_green
T155,T158,Jonathan Randolph,68,-0.149,-7.616,51,2017,sg_around_green
157,160,Brian Stuard,93,-0.164,-11.291,69,2017,sg_around_green
158,161,Vaughn Taylor,90,-0.168,-12.755,76,2017,sg_around_green
159,162,Trey Mullinax,88,-0.169,-11.857,70,2017,sg_around_green
160,163,Ryan Moore,82,-0.173,-11.218,65,2017,sg_around_green
T161,T164,Grayson Murray,94,-0.176,-14.924,85,2017,sg_around_green
T161,T164,Tom Hoge,54,-0.176,-6.849,39,2017,sg_around_green
163,166,Sung Kang,104,-0.182,-14.945,82,2017,sg_around_green
164,167,Robert Garrigus,78,-0.19,-11.422,60,2017,sg_around_green
165,168,Bubba Watson,71,-0.201,-10.631,53,2017,sg_around_green
166,169,Michael Thompson,60,-0.208,-9.147,44,2017,sg_around_green
167,170,Jason Kokrak,95,-0.226,-18.72,83,2017,sg_around_green
168,171,Ben Martin,86,-0.227,-15.869,70,2017,sg_around_green
169,172,Nick Watney,75,-0.238,-15.257,64,2017,sg_around_green
170,173,J.J. Spaun,92,-0.24,-17.266,72,2017,sg_around_green
171,174,Scott Piercy,70,-0.25,-12.23,49,2017,sg_around_green
172,175,Scott Brown,95,-0.262,-20.41,78,2017,sg_around_green
173,176,Danny Lee,93,-0.263,-19.988,76,2017,sg_around_green
174,177,Shane Lowry,52,-0.277,-10.522,38,2017,sg_around_green
T175,T178,Martin Flores,88,-0.28,-18.763,67,2017,sg_around_green
T175,T178,Sam Saunders,76,-0.28,-17.05,61,2017,sg_around_green
177,180,Johnson Wagner,71,-0.287,-16.372,57,2017,sg_around_green
178,181,Richy Werenski,81,-0.303,-18.508,61,2017,sg_around_green
T179,T182,Matt Every,76,-0.306,-18.692,61,2017,sg_around_green
T179,T182,Blayne Barber,77,-0.306,-20.499,67,2017,sg_around_green
181,184,Nicholas Lindheim,58,-0.311,-13.669,44,2017,sg_around_green
182,185,Billy Horschel,88,-0.324,-25.889,80,2017,sg_around_green
183,186,Hunter Mahan,73,-0.326,-19.263,59,2017,sg_around_green
184,187,Hudson Swafford,94,-0.337,-25.582,76,2017,sg_around_green
185,189,Andrew Loupe,55,-0.403,-18.928,47,2017,sg_around_green
186,190,Boo Weekley,75,-0.429,-26.15,61,2017,sg_around_green
187,191,Graham DeLaet,82,-0.436,-30.986,71,2017,sg_around_green
188,192,Kelly Kraft,75,-0.479,-31.103,65,2017,sg_around_green
189,193,Brett Stegmaier,78,-0.493,-28.593,58,2017,sg_around_green
190,194,Rick Lamb,54,-0.678,-25.766,38,2017,sg_around_green
