RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:ARG,MEASURED ROUNDS,year,measure
1,1,Tim Wilkinson,64,0.538,24.727,46,2017,sg_around_green
2,2,Bill Haas,92,0.516,37.12,72,2017,sg_around_green
3,3,Matt Jones,64,0.503,25.656,51,2017,sg_around_green
4,4,Ian Poulter,72,0.501,27.555,55,2017,sg_around_green
5,8,Pat Perez,93,0.44,32.111,73,2017,sg_around_green
6,7,Seung-Yul Noh,91,0.439,32.931,75,2017,sg_around_green
7,6,Matt Kuchar,95,0.43,33.074,77,2017,sg_around_green
8,T9,Jordan Spieth,85,0.429,29.168,68,2017,sg_around_green
9,5,Webb Simpson,102,0.426,35.798,84,2017,sg_around_green
10,T9,Luke Donald,50,0.422,18.126,43,2017,sg_around_green
11,12,Cameron Smith,86,0.399,28.302,71,2017,sg_around_green
12,13,Steven Alker,69,0.398,20.289,51,2017,sg_around_green
13,14,Cameron Tringale,89,0.396,25.75,65,2017,sg_around_green
14,T15,Justin Rose,66,0.373,19.776,53,2017,sg_around_green
15,11,Rickie Fowler,78,0.349,21.97,63,2017,sg_around_green
16,T15,Hideki Matsuyama,83,0.346,20.436,59,2017,sg_around_green
17,18,Marc Leishman,94,0.337,24.626,73,2017,sg_around_green
18,T24,Brian Harman,104,0.329,28.253,86,2017,sg_around_green
19,20,Brandt Snedeker,53,0.314,13.208,42,2017,sg_around_green
20,22,Aaron Baddeley,61,0.31,14.239,46,2017,sg_around_green
21,23,Robert Streb,98,0.305,25.641,84,2017,sg_around_green
22,T24,Bryce Molder,74,0.301,19.234,64,2017,sg_around_green
23,26,Chad Collins,66,0.294,15.875,54,2017,sg_around_green
24,19,Justin Thomas,86,0.289,18.811,65,2017,sg_around_green
25,27,Kevin Na,86,0.288,18.98,66,2017,sg_around_green
26,21,Jason Day,71,0.273,15.04,55,2017,sg_around_green
27,28,Jamie Lovemark,98,0.258,20.62,80,2017,sg_around_green
28,30,Brian Gay,82,0.254,17.542,69,2017,sg_around_green
29,33,Patrick Reed,107,0.25,20.96,84,2017,sg_around_green
30,31,Steven Bowditch,59,0.238,10.729,45,2017,sg_around_green
31,32,Camilo Villegas,76,0.235,14.597,62,2017,sg_around_green
32,34,Seamus Power,86,0.229,15.552,68,2017,sg_around_green
33,35,Zach Johnson,81,0.226,15.373,68,2017,sg_around_green
T34,T37,Zac Blair,105,0.218,17.619,81,2017,sg_around_green
T34,T37,Kyle Reifers,96,0.218,16.1,74,2017,sg_around_green
36,39,Phil Mickelson,85,0.216,14.937,69,2017,sg_around_green
37,40,K.J. Choi,72,0.213,11.489,54,2017,sg_around_green
38,41,Martin Laird,83,0.203,14.581,72,2017,sg_around_green
39,42,Geoff Ogilvy,80,0.196,13.118,67,2017,sg_around_green
T40,T44,Andres Gonzales,73,0.19,10.851,57,2017,sg_around_green
T40,T44,Peter Malnati,91,0.19,13.841,73,2017,sg_around_green
42,46,Louis Oosthuizen,69,0.189,9.644,51,2017,sg_around_green
43,48,Rod Pampling,71,0.183,12.068,66,2017,sg_around_green
44,36,Sergio Garcia,65,0.182,8.385,46,2017,sg_around_green
45,50,Greg Chalmers,75,0.175,11.931,68,2017,sg_around_green
46,51,Harris English,84,0.169,12.187,72,2017,sg_around_green
47,52,Branden Grace,70,0.165,7.762,47,2017,sg_around_green
48,53,Whee Kim,74,0.163,10.078,62,2017,sg_around_green
49,54,Chad Campbell,97,0.144,12.202,85,2017,sg_around_green
50,55,Wesley Bryan,95,0.141,10.848,77,2017,sg_around_green
51,56,Lucas Glover,93,0.14,12.077,86,2017,sg_around_green
52,57,J.B. Holmes,83,0.137,8.342,61,2017,sg_around_green
53,58,Francesco Molinari,75,0.128,7.567,59,2017,sg_around_green
T54,T59,Alex Cejka,85,0.127,7.854,62,2017,sg_around_green
T54,T59,Charl Schwartzel,63,0.127,6.12,48,2017,sg_around_green
T56,61,Shawn Stefani,72,0.122,7.348,60,2017,sg_around_green
T56,47,Paul Casey,94,0.122,8.685,71,2017,sg_around_green
T58,43,Dustin Johnson,77,0.121,7.157,59,2017,sg_around_green
T58,62,Nick Taylor,97,0.121,10.038,83,2017,sg_around_green
60,63,Gonzalo Fernandez-Castaño,63,0.12,5.262,44,2017,sg_around_green
61,64,Brandon Hagy,85,0.118,8.155,69,2017,sg_around_green
62,65,Billy Hurley III,80,0.117,8.066,69,2017,sg_around_green
T63,T66,David Hearn,93,0.115,8.152,71,2017,sg_around_green
T63,T66,Morgan Hoffmann,92,0.115,9.454,82,2017,sg_around_green
65,68,Ricky Barnes,100,0.114,8.788,77,2017,sg_around_green
66,69,Si Woo Kim,80,0.11,6.599,60,2017,sg_around_green
T67,70,Michael Kim,94,0.106,8.943,84,2017,sg_around_green
T67,49,Kevin Chappell,95,0.106,7.616,72,2017,sg_around_green
69,71,Ben Crane,86,0.105,7.274,69,2017,sg_around_green
70,72,Rory McIlroy,51,0.095,3.424,36,2017,sg_around_green
71,73,Brendan Steele,89,0.09,6.416,71,2017,sg_around_green
72,74,D.A. Points,68,0.087,5.024,58,2017,sg_around_green
73,75,Tyrone Van Aswegen,105,0.085,6.817,80,2017,sg_around_green
74,76,Mark Anderson,54,0.082,3.434,42,2017,sg_around_green
75,77,Charles Howell III,86,0.081,5.535,68,2017,sg_around_green
76,78,Brad Fritsch,56,0.075,3.15,42,2017,sg_around_green
77,79,Luke List,102,0.074,6.36,86,2017,sg_around_green
78,80,Byeong Hun An,77,0.071,4.032,57,2017,sg_around_green
79,81,Rafa Cabrera Bello,63,0.068,3.122,46,2017,sg_around_green
T80,111,Kevin Kisner,105,0.065,4.971,77,2017,sg_around_green
T80,86,Tony Finau,106,0.065,5.885,91,2017,sg_around_green
